,game_sequence,game_pk,team,starting_pitcher,is_home,n_pitches,ip,er,k,bb,h
76,39,446894,LAD,628317,False,84.0,6.0,0.0,4.0,0.0,5.0
77,39,446894,SD,488768,True,94.0,4.0,5.0,5.0,2.0,6.0
78,40,446908,MIN,461833,False,93.0,6.0,3.0,4.0,0.0,6.0
79,40,446908,BAL,434622,True,107.0,7.0,1.0,9.0,0.0,8.0
80,41,446904,CHC,407793,False,84.0,6.0,6.0,4.0,1.0,8.0
81,41,446904,AZ,523989,True,70.0,3.33,6.0,2.0,3.0,6.0
82,42,446905,CWS,502009,False,88.0,6.0,0.0,2.0,1.0,1.0
83,42,446905,OAK,608665,True,84.0,5.33,2.0,4.0,1.0,3.0
84,43,446906,HOU,571666,False,82.0,5.0,5.0,3.0,0.0,9.0
85,43,446906,NYY,543135,True,94.0,5.0,5.0,7.0,0.0,6.0
86,44,446907,LAD,622072,False,85.0,5.0,5.0,3.0,2.0,8.0
87,44,446907,SF,408241,True,79.0,5.0,4.0,3.0,0.0,10.0
88,45,446909,PHI,450203,False,67.0,3.67,6.0,3.0,2.0,5.0
89,45,446909,CIN,596112,True,87.0,5.0,3.0,1.0,2.0,6.0
90,46,446917,MIA,543045,False,31.0,1.0,3.0,2.0,2.0,2.0
91,46,446917,WSH,543699,True,99.0,4.0,3.0,3.0,3.0,9.0
92,47,448298,TEX,502706,False,92.0,5.0,3.0,5.0,2.0,4.0
93,47,448298,LAA,502327,True,95.0,6.0,2.0,7.0,2.0,4.0
94,48,446923,SD,607067,False,90.0,3.33,5.0,5.0,4.0,6.0
95,48,446923,COL,543475,True,84.0,3.33,5.0,4.0,3.0,7.0
96,49,446924,STL,448802,False,94.0,6.0,4.0,6.0,3.0,5.0
97,49,446924,ATL,605538,True,91.0,6.67,4.0,6.0,1.0,7.0
98,50,446914,CLE,517593,False,94.0,5.33,1.0,7.0,3.0,2.0
99,50,446914,CWS,433579,True,105.0,5.0,5.0,6.0,1.0,8.0
100,51,446926,TEX,456167,False,88.0,6.0,3.0,1.0,2.0,6.0
101,51,446926,LAA,533167,True,65.0,3.0,6.0,2.0,3.0,7.0
102,52,446922,PIT,434538,False,90.0,5.0,3.0,3.0,4.0,5.0
103,52,446922,CIN,430580,True,92.0,5.0,1.0,7.0,2.0,5.0
104,53,446925,TB,502042,False,97.0,5.0,6.0,5.0,2.0,10.0
105,53,446925,BAL,501957,True,83.0,5.0,1.0,5.0,2.0,4.0
106,54,446921,PHI,595191,False,87.0,5.0,2.0,3.0,2.0,5.0
107,54,446921,NYM,594798,True,76.0,6.0,1.0,6.0,0.0,5.0
108,55,446912,BOS,523260,False,80.0,3.0,7.0,4.0,3.0,7.0
109,55,446912,TOR,573186,True,92.0,5.33,5.0,4.0,3.0,6.0
110,56,446919,NYY,622663,False,95.0,5.0,3.0,5.0,0.0,10.0
111,56,446919,DET,519455,True,100.0,7.0,0.0,3.0,3.0,2.0
112,57,446918,MIN,429722,False,102.0,6.0,2.0,7.0,2.0,6.0
113,57,446918,KC,570649,True,98.0,5.0,2.0,6.0,6.0,2.0
114,58,446916,LAD,548389,False,100.0,7.33,1.0,4.0,4.0,0.0
115,58,446916,SF,430912,True,89.0,6.0,2.0,3.0,1.0,6.0
116,59,446915,HOU,444857,False,79.0,4.0,4.0,5.0,3.0,5.0
117,59,446915,MIL,502624,True,85.0,5.0,0.0,5.0,0.0,4.0
118,60,446913,CHC,434628,False,89.0,6.0,1.0,6.0,3.0,4.0
119,60,446913,AZ,592662,True,97.0,6.0,2.0,3.0,4.0,4.0
120,61,446920,OAK,474668,False,81.0,4.33,2.0,2.0,1.0,4.0
121,61,446920,SEA,592836,True,100.0,6.0,2.0,4.0,0.0,7.0
122,62,446936,PHI,592826,False,99.0,6.0,0.0,9.0,3.0,3.0
123,62,446936,NYM,112526,True,90.0,6.0,1.0,7.0,0.0,5.0
124,63,446937,PIT,543037,False,100.0,4.67,3.0,4.0,3.0,5.0
125,63,446937,CIN,628452,True,95.0,5.67,1.0,5.0,2.0,8.0
126,64,446935,OAK,448179,False,99.0,6.0,1.0,10.0,1.0,5.0
127,64,446935,SEA,501992,True,95.0,5.0,4.0,6.0,1.0,7.0
128,65,446941,TEX,430935,False,95.0,6.0,1.0,4.0,3.0,4.0
129,65,446941,LAA,572070,True,102.0,6.67,2.0,6.0,1.0,8.0
130,66,446939,STL,593372,False,99.0,6.0,2.0,5.0,3.0,4.0
131,66,446939,ATL,527054,True,89.0,4.0,4.0,4.0,4.0,6.0
132,67,446934,NYY,282332,False,90.0,6.0,3.0,3.0,4.0,4.0
133,67,446934,DET,460059,True,74.0,3.67,2.0,3.0,1.0,7.0
134,68,446938,SD,519141,False,81.0,5.0,2.0,7.0,3.0,4.0
135,68,446938,COL,407822,True,97.0,4.0,7.0,3.0,5.0,7.0
136,69,446931,LAD,477132,False,91.0,8.0,2.0,5.0,1.0,4.0
137,69,446931,SF,518516,True,102.0,6.0,1.0,8.0,1.0,6.0
138,70,446930,HOU,450729,False,86.0,5.0,3.0,6.0,2.0,5.0
139,70,446930,MIL,503449,True,87.0,4.33,6.0,4.0,4.0,7.0
140,71,446929,CLE,594736,False,92.0,6.0,2.0,2.0,2.0,6.0
141,71,446929,CWS,519242,True,107.0,7.0,3.0,6.0,2.0,6.0
142,72,446928,CHC,543294,False,99.0,6.67,2.0,5.0,1.0,4.0
143,72,446928,AZ,425844,True,100.0,6.0,4.0,8.0,3.0,7.0
144,73,446927,BOS,519144,False,105.0,6.0,4.0,7.0,1.0,7.0
145,73,446927,TOR,285079,True,101.0,5.0,6.0,9.0,2.0,8.0
146,74,446933,MIN,543548,False,84.0,4.67,2.0,4.0,1.0,4.0
147,74,446933,KC,453178,True,109.0,6.67,0.0,7.0,1.0,5.0
148,75,446956,TEX,527048,False,102.0,6.33,3.0,0.0,5.0,7.0
149,75,446956,LAA,450308,True,84.0,6.0,1.0,4.0,1.0,6.0
150,76,446954,STL,425794,False,87.0,5.0,5.0,2.0,5.0,6.0
151,76,446954,ATL,554234,True,83.0,4.67,4.0,4.0,3.0,3.0
152,77,446953,SD,448306,False,93.0,7.0,4.0,2.0,2.0,6.0
153,77,446953,COL,518452,True,99.0,7.0,1.0,6.0,0.0,6.0
154,78,446952,PIT,502046,False,80.0,6.0,1.0,1.0,2.0,7.0
155,78,446952,CIN,543532,True,92.0,4.0,1.0,5.0,4.0,5.0
156,79,446951,PHI,476451,False,91.0,5.67,2.0,5.0,1.0,3.0
157,79,446951,NYM,518774,True,95.0,6.0,3.0,3.0,2.0,6.0
158,80,446950,OAK,605135,False,97.0,7.0,0.0,4.0,5.0,3.0
159,80,446950,SEA,433587,True,99.0,7.0,0.0,10.0,2.0,3.0
160,81,446955,TB,543606,False,103.0,6.0,4.0,4.0,0.0,9.0
161,81,446955,BAL,474699,True,79.0,4.67,2.0,5.0,1.0,7.0
162,82,446947,MIA,543408,False,101.0,6.33,2.0,6.0,4.0,8.0
163,82,446947,WSH,605452,True,97.0,7.0,1.0,5.0,2.0,5.0
164,83,446946,LAD,431148,False,81.0,4.0,6.0,4.0,1.0,7.0
165,83,446946,SF,456501,True,104.0,7.0,6.0,8.0,2.0,10.0
166,84,446945,HOU,572971,False,110.0,5.67,3.0,8.0,6.0,6.0
167,84,446945,MIL,519076,True,102.0,6.0,2.0,9.0,4.0,3.0
168,85,446943,CHC,453562,False,99.0,7.0,3.0,6.0,0.0,8.0
169,85,446943,AZ,571946,True,94.0,5.0,4.0,6.0,2.0,7.0
170,86,446942,BOS,453214,False,118.0,6.67,1.0,5.0,3.0,6.0
171,86,446942,TOR,462136,True,91.0,7.0,0.0,8.0,2.0,5.0
172,87,446948,MIN,445060,False,98.0,7.0,1.0,5.0,0.0,3.0
173,87,446948,KC,450172,True,103.0,5.67,2.0,10.0,0.0,8.0
174,88,446967,TEX,407890,False,90.0,6.0,1.0,6.0,1.0,4.0
175,88,446967,SEA,547874,True,97.0,6.0,3.0,7.0,1.0,8.0
176,89,446966,SD,488768,False,92.0,5.0,3.0,5.0,1.0,7.0
177,89,446966,PHI,605400,True,95.0,7.0,4.0,9.0,0.0,6.0
178,90,446965,PIT,477003,False,88.0,6.0,3.0,5.0,1.0,5.0
179,90,446965,DET,434378,True,111.0,4.33,7.0,2.0,2.0,10.0
180,91,446964,MIL,543380,False,60.0,2.0,8.0,2.0,1.0,8.0
181,91,446964,STL,608379,True,94.0,6.0,0.0,7.0,1.0,4.0
182,92,446963,MIA,543054,False,101.0,4.67,3.0,3.0,3.0,4.0
183,92,446963,NYM,571927,True,59.0,1.67,7.0,1.0,2.0,6.0
184,93,446961,KC,432934,False,101.0,4.67,6.0,4.0,2.0,9.0
185,93,446961,HOU,543521,True,102.0,7.0,0.0,4.0,1.0,8.0
186,94,446960,CIN,605232,False,111.0,6.67,2.0,5.0,5.0,1.0
187,94,446960,CHC,452657,True,102.0,6.0,3.0,5.0,2.0,5.0
188,95,446959,CWS,500779,False,100.0,6.0,1.0,5.0,3.0,4.0
189,95,446959,MIN,502043,True,107.0,5.67,1.0,3.0,3.0,6.0
190,96,446958,BAL,451596,False,96.0,5.0,5.0,3.0,1.0,7.0
191,96,446958,BOS,456034,True,104.0,5.0,5.0,8.0,2.0,5.0
192,97,446957,ATL,502032,False,96.0,5.0,5.0,4.0,2.0,9.0
193,97,446957,WSH,453286,True,100.0,6.0,4.0,6.0,3.0,6.0
194,98,446962,LAA,607374,False,92.0,5.0,0.0,6.0,2.0,6.0
195,98,446962,OAK,543243,True,92.0,6.33,3.0,6.0,3.0,6.0
196,99,446980,TEX,502706,False,110.0,6.67,0.0,4.0,2.0,4.0
197,99,446980,SEA,489119,True,93.0,6.0,6.0,7.0,0.0,10.0
198,100,446979,SF,502188,False,111.0,8.0,2.0,5.0,2.0,6.0
199,100,446979,COL,543022,True,95.0,6.0,5.0,2.0,1.0,11.0
200,101,446978,SD,572362,False,80.0,6.0,1.0,7.0,2.0,3.0
201,101,446978,PHI,450203,True,100.0,6.67,0.0,7.0,4.0,3.0
202,102,446977,PIT,504379,False,94.0,3.0,4.0,4.0,5.0,6.0
203,102,446977,DET,434671,True,107.0,5.67,2.0,4.0,3.0,4.0
204,103,446974,MIA,605228,False,90.0,5.0,1.0,5.0,3.0,3.0
205,103,446974,NYM,592789,True,99.0,7.0,1.0,12.0,1.0,7.0
206,104,446976,NYY,547888,False,92.0,5.0,2.0,6.0,4.0,3.0
207,104,446976,TOR,592717,True,97.0,6.0,1.0,5.0,3.0,3.0
208,105,446972,KC,450665,False,97.0,5.0,2.0,7.0,4.0,6.0
209,105,446972,HOU,571666,True,101.0,6.0,3.0,3.0,1.0,6.0
210,106,446971,CLE,446372,False,109.0,7.67,3.0,6.0,2.0,4.0
211,106,446971,TB,519043,True,104.0,7.0,1.0,5.0,1.0,5.0
212,107,446970,BAL,605541,False,96.0,5.0,4.0,4.0,1.0,5.0
213,107,446970,BOS,453329,True,98.0,5.0,5.0,5.0,3.0,5.0
214,108,446969,ATL,468504,False,69.0,6.0,0.0,8.0,0.0,5.0
215,108,446969,WSH,461829,True,95.0,6.0,0.0,4.0,1.0,3.0
216,109,446968,AZ,571578,False,74.0,6.0,1.0,1.0,1.0,6.0
217,109,446968,LAD,628317,True,95.0,6.0,0.0,4.0,1.0,5.0
218,110,446973,LAA,502327,False,108.0,7.67,4.0,3.0,1.0,7.0
219,110,446973,OAK,608665,True,98.0,6.0,1.0,3.0,2.0,4.0
220,111,446995,TEX,456167,False,103.0,5.0,1.0,5.0,4.0,3.0
221,111,446995,SEA,592836,True,108.0,6.0,1.0,4.0,2.0,5.0
222,112,446993,SD,607067,False,94.0,7.0,1.0,5.0,2.0,5.0
223,112,446993,PHI,595191,True,96.0,7.0,0.0,9.0,0.0,4.0
224,113,446992,NYY,501381,False,105.0,6.0,2.0,6.0,3.0,5.0
225,113,446992,TOR,457918,True,101.0,6.0,1.0,4.0,3.0,7.0
226,114,446990,MIA,543045,False,93.0,6.0,0.0,9.0,1.0,4.0
227,114,446990,NYM,548337,True,85.0,6.0,0.0,6.0,2.0,3.0
228,115,446989,LAA,533167,False,94.0,6.0,0.0,5.0,3.0,1.0
229,115,446989,OAK,474668,True,96.0,4.67,2.0,1.0,4.0,5.0
230,116,446988,KC,570649,False,99.0,6.0,1.0,6.0,3.0,4.0
231,116,446988,HOU,444857,True,102.0,6.33,0.0,4.0,1.0,7.0
232,117,446987,DET,572888,False,97.0,6.0,2.0,7.0,3.0,3.0
233,117,446987,PIT,285064,True,66.0,5.0,1.0,5.0,0.0,4.0
234,118,446994,SF,408241,False,83.0,4.0,6.0,5.0,1.0,11.0
235,118,446994,COL,543475,True,65.0,4.67,5.0,1.0,2.0,6.0
236,119,446985,CIN,430580,False,49.0,0.67,5.0,1.0,3.0,4.0
237,119,446985,CHC,407793,True,90.0,6.67,2.0,7.0,3.0,6.0
238,120,446984,CWS,607074,False,107.0,6.0,0.0,6.0,5.0,3.0
239,120,446984,MIN,461833,True,88.0,6.33,3.0,7.0,0.0,7.0
240,121,446983,BAL,434622,False,104.0,5.0,4.0,5.0,4.0,6.0
241,121,446983,BOS,523260,True,116.0,5.0,2.0,6.0,5.0,7.0
242,122,446982,ATL,605538,False,74.0,6.0,3.0,4.0,1.0,4.0
243,122,446982,WSH,543699,True,100.0,7.0,0.0,4.0,3.0,4.0
244,123,446981,AZ,523989,False,81.0,4.67,2.0,3.0,1.0,5.0
245,123,446981,LAD,622072,True,105.0,7.0,1.0,3.0,3.0,5.0
246,124,446975,MIL,502624,False,102.0,6.0,0.0,4.0,2.0,4.0
247,124,446975,STL,502190,True,84.0,6.0,4.0,6.0,1.0,8.0
248,125,446986,CLE,471911,False,93.0,8.0,1.0,8.0,1.0,4.0
249,125,446986,TB,592767,True,104.0,7.0,2.0,11.0,1.0,3.0
250,126,447006,SF,430912,False,91.0,4.67,6.0,7.0,1.0,6.0
251,126,447006,COL,407822,True,102.0,6.67,3.0,7.0,1.0,4.0
252,127,447005,SD,519141,False,101.0,6.0,2.0,8.0,3.0,2.0
253,127,447005,PHI,592826,True,113.0,9.0,0.0,16.0,0.0,3.0
254,128,447004,NYY,543135,False,98.0,6.67,4.0,8.0,2.0,7.0
255,128,447004,TOR,573186,True,106.0,8.0,2.0,3.0,2.0,3.0
256,129,447003,KC,453178,False,97.0,7.0,1.0,7.0,2.0,2.0
257,129,447003,HOU,450729,True,85.0,5.67,6.0,2.0,0.0,9.0
258,130,447002,DET,519455,False,107.0,6.0,0.0,4.0,2.0,6.0
259,130,447002,PIT,543037,True,83.0,6.0,2.0,5.0,1.0,4.0
260,131,447001,CLE,517593,False,103.0,6.0,0.0,9.0,3.0,3.0
261,131,447001,TB,502042,True,105.0,5.33,2.0,6.0,3.0,7.0
262,132,447000,CIN,628452,False,93.0,5.0,3.0,2.0,2.0,6.0
263,132,447000,CHC,434628,True,88.0,6.0,0.0,3.0,4.0,4.0
264,133,446998,BAL,501957,False,86.0,5.33,6.0,1.0,1.0,9.0
265,133,446998,TEX,430935,True,106.0,5.33,3.0,4.0,2.0,7.0
266,134,446997,ATL,527054,False,110.0,7.0,6.0,6.0,1.0,6.0
267,134,446997,WSH,544931,True,100.0,7.67,2.0,7.0,2.0,4.0
268,135,446996,AZ,592662,False,94.0,6.33,2.0,6.0,5.0,4.0
269,135,446996,LAD,548389,True,96.0,6.0,2.0,5.0,1.0,5.0
270,136,446991,MIL,503449,False,96.0,5.0,5.0,5.0,2.0,7.0
271,136,446991,STL,448802,True,104.0,9.0,0.0,13.0,1.0,1.0
272,137,446999,CWS,502009,False,95.0,6.0,1.0,4.0,1.0,3.0
273,137,446999,MIN,429722,True,100.0,7.0,3.0,6.0,1.0,7.0
274,138,447015,LAA,572070,False,104.0,6.0,2.0,6.0,1.0,4.0
275,138,447015,MIN,543548,True,81.0,6.0,4.0,2.0,1.0,8.0
276,139,447021,WSH,605452,False,107.0,7.67,0.0,5.0,2.0,3.0
277,139,447021,PHI,476451,True,79.0,3.0,5.0,3.0,1.0,7.0
278,140,447020,TOR,285079,False,106.0,4.67,2.0,3.0,4.0,6.0
279,140,447020,BOS,519144,True,100.0,6.33,3.0,8.0,1.0,2.0
280,141,447019,SEA,501992,False,101.0,5.0,1.0,7.0,4.0,5.0
281,141,447019,NYY,622663,True,87.0,5.67,4.0,2.0,1.0,8.0
282,142,447017,NYM,112526,False,97.0,5.33,2.0,5.0,1.0,8.0
283,142,447017,CLE,594736,True,90.0,4.67,5.0,5.0,1.0,9.0
284,143,447016,MIL,519076,False,86.0,6.0,2.0,1.0,4.0,4.0
285,143,447016,PIT,502046,True,98.0,4.67,2.0,4.0,7.0,5.0
286,144,447014,KC,450172,False,103.0,6.0,1.0,2.0,4.0,3.0
287,144,447014,OAK,448179,True,106.0,4.33,3.0,6.0,3.0,9.0
288,145,447018,SF,518516,False,91.0,5.0,4.0,7.0,1.0,8.0
289,145,447018,LAD,477132,True,107.0,7.0,2.0,6.0,0.0,5.0
290,146,447012,COL,518452,False,98.0,6.0,0.0,4.0,3.0,3.0
291,146,447012,CHC,543294,True,85.0,6.0,3.0,5.0,0.0,8.0
292,147,447011,CIN,543532,False,62.0,3.0,6.0,2.0,3.0,6.0
293,147,447011,STL,593372,True,89.0,7.0,3.0,6.0,1.0,6.0
294,148,447010,CWS,519242,False,106.0,9.0,0.0,9.0,0.0,2.0
295,148,447010,TB,543606,True,94.0,7.0,0.0,6.0,1.0,4.0
296,149,447013,DET,460059,False,104.0,6.0,1.0,3.0,6.0,5.0
297,149,447013,HOU,572971,True,108.0,8.0,0.0,4.0,1.0,5.0
298,150,447009,BAL,474699,False,87.0,6.0,4.0,6.0,2.0,4.0
299,150,447009,TEX,527048,True,102.0,6.0,2.0,6.0,2.0,6.0
300,151,447008,ATL,554234,False,73.0,4.33,3.0,1.0,2.0,8.0
301,151,447008,MIA,612672,True,83.0,6.33,2.0,6.0,1.0,4.0
302,152,447007,AZ,425844,False,95.0,7.33,2.0,5.0,1.0,6.0
303,152,447007,SD,448306,True,105.0,7.0,2.0,6.0,4.0,6.0
304,153,447036,WSH,453286,False,108.0,7.0,1.0,7.0,1.0,5.0
305,153,447036,PHI,605400,True,80.0,5.0,7.0,6.0,3.0,7.0
306,154,447035,TOR,462136,False,96.0,6.0,4.0,3.0,1.0,8.0
307,154,447035,BOS,456034,True,107.0,7.0,2.0,9.0,0.0,6.0
308,155,447033,SF,456501,False,109.0,7.33,1.0,7.0,2.0,3.0
309,155,447033,LAD,431148,True,93.0,4.0,4.0,3.0,4.0,7.0
310,156,447032,NYM,518774,False,86.0,5.67,5.0,4.0,3.0,6.0
311,156,447032,CLE,458708,True,76.0,5.0,1.0,6.0,0.0,4.0
312,157,447031,MIL,543380,False,96.0,6.0,4.0,6.0,1.0,6.0
313,157,447031,PIT,477003,True,96.0,7.0,0.0,3.0,3.0,3.0
314,158,447030,LAA,450308,False,96.0,4.33,4.0,1.0,2.0,8.0
315,158,447030,MIN,445060,True,100.0,7.0,4.0,3.0,2.0,9.0
316,159,447029,KC,432934,False,89.0,4.0,4.0,2.0,2.0,8.0
317,159,447029,OAK,543243,True,114.0,6.0,1.0,6.0,1.0,7.0
318,160,447034,SEA,433587,False,106.0,5.0,1.0,4.0,6.0,5.0
319,160,447034,NYY,282332,True,95.0,4.67,3.0,5.0,1.0,7.0
320,161,447027,COL,548357,False,67.0,5.0,2.0,7.0,1.0,4.0
321,161,447027,CHC,453562,True,100.0,8.0,0.0,8.0,1.0,5.0
322,162,447026,CIN,605232,False,98.0,5.0,0.0,2.0,4.0,4.0
323,162,447026,STL,425794,True,74.0,5.33,7.0,2.0,1.0,10.0
324,163,447025,CWS,433579,False,86.0,6.33,5.0,4.0,3.0,6.0
325,163,447025,TB,541640,True,66.0,5.67,0.0,4.0,0.0,3.0
326,164,447024,BAL,451596,False,105.0,6.0,4.0,2.0,2.0,9.0
327,164,447024,TEX,407890,True,104.0,6.0,4.0,7.0,2.0,10.0
328,165,447023,ATL,502032,False,98.0,5.33,4.0,5.0,3.0,7.0
329,165,447023,MIA,543408,True,72.0,3.67,5.0,1.0,2.0,9.0
330,166,447022,AZ,571946,False,50.0,1.67,2.0,1.0,3.0,2.0
331,166,447022,SD,488768,True,96.0,6.0,1.0,5.0,2.0,4.0
332,167,447028,DET,434378,False,106.0,6.0,3.0,8.0,2.0,7.0
333,167,447028,HOU,543521,True,98.0,5.33,4.0,7.0,0.0,10.0
334,168,447051,WSH,461829,False,100.0,7.0,1.0,8.0,2.0,4.0
335,168,447051,PHI,450203,True,80.0,6.0,1.0,6.0,2.0,4.0
336,169,447050,TOR,592717,False,105.0,7.0,1.0,7.0,4.0,2.0
337,169,447050,BOS,453214,True,107.0,6.0,2.0,6.0,0.0,6.0
338,170,447049,SEA,547874,False,102.0,7.0,4.0,3.0,2.0,8.0
339,170,447049,NYY,547888,True,93.0,7.0,2.0,6.0,0.0,6.0
340,171,447048,SF,502188,False,94.0,6.0,3.0,3.0,3.0,6.0
341,171,447048,LAD,628317,True,98.0,7.0,1.0,7.0,3.0,4.0
342,172,447047,NYM,571927,False,94.0,7.0,0.0,9.0,2.0,3.0
343,172,447047,CLE,446372,True,95.0,6.0,6.0,8.0,1.0,9.0
344,173,447046,MIL,605200,False,69.0,2.33,5.0,0.0,3.0,8.0
345,173,447046,PIT,504379,True,95.0,6.0,3.0,6.0,2.0,5.0
346,174,447045,LAA,607374,False,89.0,5.67,1.0,3.0,2.0,5.0
347,174,447045,MIN,502043,True,102.0,7.0,2.0,4.0,2.0,4.0
348,175,447043,DET,434671,False,110.0,5.0,4.0,8.0,2.0,8.0
