,game_sequence,game_pk,team,starting_pitcher,is_home,n_pitches,ip,er,k,bb,h
78,40,396227,CLE,471911,False,37.0,6.0,3.0,5.0,0.0,9.0
79,40,396227,CIN,430580,True,40.0,5.0,3.0,3.0,1.0,6.0
80,41,396197,SD,445590,False,32.0,5.67,1.0,3.0,1.0,5.0
81,41,396197,CHC,453646,True,35.0,4.0,3.0,3.0,3.0,3.0
82,42,396144,HOU,572971,False,47.0,4.0,4.0,7.0,2.0,5.0
83,42,396144,ATL,571735,True,46.0,5.33,6.0,4.0,2.0,12.0
84,43,396319,SF,285064,False,33.0,4.0,4.0,2.0,2.0,8.0
85,43,396319,LAA,572140,True,38.0,5.33,1.0,2.0,3.0,7.0
86,44,396529,BOS,453329,False,38.0,6.0,2.0,5.0,2.0,3.0
87,44,396529,TB,543606,True,42.0,5.0,3.0,5.0,2.0,4.0
88,45,396578,NYM,554430,False,32.0,2.67,5.0,1.0,3.0,5.0
89,45,396578,WSH,544931,True,47.0,5.67,3.0,7.0,2.0,5.0
90,46,396468,CHC,605218,False,49.0,2.67,3.0,1.0,3.0,4.0
91,46,396468,SD,488768,True,44.0,3.0,0.0,1.0,0.0,2.0
92,47,396454,TOR,457918,False,32.0,3.0,7.0,3.0,0.0,12.0
93,47,396454,PIT,434643,True,44.0,4.67,3.0,3.0,4.0,6.0
94,48,396423,CIN,433585,False,41.0,4.0,5.0,5.0,3.0,6.0
95,48,396423,OAK,543548,True,31.0,5.0,3.0,2.0,1.0,5.0
96,49,396407,PHI,453249,False,21.0,4.0,0.0,2.0,0.0,5.0
97,49,396407,NYY,476589,True,14.0,1.0,0.0,1.0,2.0,0.0
98,50,396374,BAL,502032,False,32.0,5.33,2.0,2.0,1.0,7.0
99,50,396374,MIN,460059,True,18.0,3.0,0.0,4.0,0.0,2.0
100,51,396345,STL,458681,False,43.0,5.0,3.0,8.0,1.0,5.0
101,51,396345,MIA,605228,True,38.0,4.67,4.0,3.0,2.0,9.0
102,52,396304,SEA,433587,False,67.0,5.0,3.0,6.0,0.0,5.0
103,52,396304,KC,136600,True,92.0,4.0,8.0,2.0,2.0,11.0
104,53,396275,ATL,429722,False,16.0,3.0,2.0,1.0,0.0,4.0
105,53,396275,DET,519144,True,43.0,6.0,6.0,5.0,1.0,10.0
106,54,396242,TEX,543726,False,50.0,7.0,0.0,8.0,3.0,4.0
107,54,396242,CLE,458708,True,46.0,6.33,4.0,5.0,2.0,7.0
108,55,396212,COL,504379,False,33.0,5.0,0.0,7.0,1.0,0.0
109,55,396212,CWS,519242,True,22.0,3.67,2.0,3.0,0.0,6.0
110,56,396198,LAA,407193,False,8.0,1.33,2.0,0.0,0.0,4.0
111,56,396198,CHC,493159,True,37.0,4.0,2.0,4.0,3.0,4.0
112,57,396358,SF,518516,False,41.0,5.67,3.0,6.0,0.0,5.0
113,57,396358,MIL,503449,True,38.0,6.33,1.0,5.0,0.0,6.0
114,58,396469,KC,448306,False,60.0,4.0,7.0,2.0,2.0,7.0
115,58,396469,SD,453178,True,53.0,2.0,3.0,1.0,0.0,6.0
116,59,396562,NYY,460092,False,14.0,3.0,2.0,0.0,0.0,5.0
117,59,396562,TOR,285079,True,36.0,3.0,6.0,2.0,4.0,7.0
118,60,396544,SEA,541640,False,72.0,5.0,1.0,6.0,0.0,3.0
119,60,396544,TEX,407890,True,72.0,5.0,0.0,3.0,1.0,4.0
120,61,396530,BAL,501957,False,27.0,4.67,2.0,1.0,1.0,9.0
121,61,396530,TB,456034,True,31.0,4.0,3.0,5.0,1.0,5.0
122,62,396515,WSH,461829,False,37.0,5.0,1.0,4.0,1.0,7.0
123,62,396515,STL,425794,True,35.0,5.0,0.0,6.0,0.0,1.0
124,63,396487,COL,407822,False,37.0,6.0,0.0,7.0,1.0,3.0
125,63,396487,SF,430912,True,40.0,5.0,6.0,1.0,3.0,9.0
126,64,396439,DET,434378,False,38.0,6.33,0.0,7.0,1.0,1.0
127,64,396439,PHI,424324,True,37.0,5.0,1.0,7.0,1.0,6.0
128,65,396127,CHC,502188,False,16.0,3.0,1.0,2.0,0.0,4.0
129,65,396127,AZ,435221,True,40.0,6.0,3.0,6.0,1.0,6.0
130,66,396375,PIT,592238,False,29.0,5.0,0.0,4.0,1.0,2.0
131,66,396375,MIN,445060,True,23.0,4.0,0.0,3.0,1.0,1.0
132,67,396290,NYM,518716,False,36.0,6.0,0.0,7.0,1.0,0.0
133,67,396290,HOU,444857,True,35.0,5.67,3.0,6.0,0.0,5.0
134,68,396243,MIL,451596,False,32.0,2.0,4.0,1.0,4.0,6.0
135,68,396243,CLE,475416,True,37.0,5.67,1.0,5.0,2.0,3.0
136,69,396213,CIN,543493,False,43.0,5.0,7.0,5.0,1.0,12.0
137,69,396213,CWS,433579,True,42.0,6.33,1.0,5.0,1.0,4.0
138,70,396179,BAL,456068,False,39.0,5.0,4.0,2.0,2.0,7.0
139,70,396179,BOS,543903,True,40.0,5.67,5.0,3.0,2.0,11.0
140,71,396145,MIA,543135,False,37.0,6.0,4.0,5.0,1.0,6.0
141,71,396145,ATL,527054,True,49.0,6.0,2.0,9.0,1.0,7.0
142,72,396424,LAA,450351,False,47.0,7.0,0.0,7.0,2.0,4.0
143,72,396424,OAK,543243,True,24.0,5.0,1.0,1.0,1.0,1.0
144,73,396392,WSH,519455,False,23.0,5.0,0.0,3.0,0.0,4.0
145,73,396392,NYM,543508,True,17.0,1.67,1.0,2.0,1.0,3.0
146,74,396440,TOR,571800,False,35.0,5.33,0.0,3.0,3.0,1.0
147,74,396440,PHI,150359,True,35.0,5.0,1.0,6.0,1.0,3.0
148,75,396359,CIN,543331,False,13.0,1.0,1.0,0.0,2.0,2.0
149,75,396359,MIL,346798,True,30.0,5.0,2.0,4.0,0.0,5.0
150,76,396516,MIA,543272,False,21.0,4.0,0.0,2.0,1.0,2.0
151,76,396516,STL,608379,True,37.0,5.0,1.0,6.0,1.0,4.0
152,77,396455,NYY,282332,False,13.0,4.0,0.0,0.0,0.0,3.0
153,77,396455,PIT,516935,True,33.0,4.0,4.0,3.0,1.0,9.0
154,78,396228,AZ,517414,False,29.0,4.0,2.0,3.0,1.0,7.0
155,78,396228,CIN,571561,True,45.0,7.0,1.0,6.0,2.0,5.0
156,79,396276,ATL,421685,False,36.0,5.67,6.0,2.0,1.0,8.0
157,79,396276,DET,453286,True,50.0,6.67,2.0,6.0,2.0,4.0
158,80,396199,CWS,462956,False,32.0,4.0,3.0,3.0,1.0,5.0
159,80,396199,CHC,475243,True,22.0,3.0,0.0,4.0,1.0,2.0
160,81,396180,MIN,429781,False,25.0,5.0,1.0,1.0,1.0,6.0
161,81,396180,BOS,407793,True,38.0,6.33,0.0,6.0,1.0,4.0
162,82,396164,TB,502171,False,24.0,4.0,1.0,2.0,1.0,3.0
163,82,396164,BAL,434622,True,41.0,5.33,3.0,4.0,2.0,6.0
164,83,396128,CLE,446372,False,44.0,7.0,2.0,7.0,1.0,5.0
165,83,396128,AZ,489119,True,30.0,4.67,3.0,2.0,1.0,7.0
166,84,395716,LAA,502327,False,104.0,6.0,4.0,5.0,3.0,6.0
167,84,395716,LAD,425844,True,78.0,6.0,2.0,2.0,0.0,5.0
168,85,395412,OAK,431148,False,78.0,5.33,0.0,4.0,3.0,2.0
169,85,395412,SF,218596,True,88.0,6.0,4.0,6.0,1.0,6.0
170,86,396563,NYM,516769,False,73.0,4.0,1.0,3.0,1.0,5.0
171,86,396563,TOR,279824,True,73.0,4.0,2.0,2.0,1.0,4.0
172,87,396502,COL,543022,False,19.0,2.0,0.0,1.0,1.0,0.0
173,87,396502,SEA,606273,True,79.0,5.0,2.0,5.0,2.0,7.0
174,88,396471,CLE,502083,False,39.0,4.0,2.0,6.0,3.0,3.0
175,88,396471,SD,605538,True,15.0,1.0,7.0,0.0,2.0,4.0
176,89,396408,MIA,458713,False,13.0,3.0,0.0,2.0,0.0,0.0
177,89,396408,NYY,493133,True,20.0,3.0,0.0,4.0,0.0,3.0
178,90,396376,BOS,467094,False,46.0,5.0,0.0,7.0,2.0,7.0
179,90,396376,MIN,461833,True,37.0,5.33,4.0,2.0,1.0,10.0
180,91,396546,HOU,425532,False,19.0,3.0,1.0,2.0,0.0,3.0
181,91,396546,TEX,457448,True,27.0,3.0,4.0,2.0,2.0,5.0
182,92,395416,KC,450306,False,56.0,3.0,3.0,1.0,2.0,2.0
183,92,395416,MIL,490063,True,73.0,3.67,2.0,1.0,2.0,6.0
184,93,395414,CHC,429719,False,47.0,4.0,0.0,2.0,0.0,1.0
185,93,395414,AZ,502239,True,92.0,6.0,3.0,5.0,3.0,8.0
186,94,395413,OAK,445926,False,66.0,5.33,0.0,5.0,1.0,1.0
187,94,395413,SF,453311,True,69.0,4.0,1.0,4.0,3.0,3.0
188,95,385472,PIT,450203,False,29.0,3.0,0.0,1.0,0.0,1.0
189,95,385472,PHI,452718,True,63.0,5.0,0.0,2.0,2.0,3.0
190,96,396277,TB,519043,False,27.0,3.0,3.0,4.0,0.0,7.0
191,96,396277,DET,501955,True,9.0,1.0,0.0,1.0,1.0,0.0
192,97,395717,LAA,572070,False,105.0,5.33,2.0,6.0,1.0,7.0
193,97,395717,LAD,545346,True,72.0,5.0,4.0,2.0,2.0,5.0
194,98,396259,SEA,432934,False,24.0,4.67,0.0,2.0,0.0,4.0
195,98,396259,COL,462985,True,52.0,5.33,1.0,5.0,5.0,3.0
196,99,396564,NYM,493137,False,76.0,5.0,0.0,8.0,0.0,5.0
197,99,396564,TOR,453344,True,87.0,5.67,0.0,8.0,2.0,2.0
198,100,396547,HOU,572971,False,37.0,4.33,4.0,5.0,1.0,6.0
199,100,396547,TEX,434578,True,49.0,4.33,7.0,7.0,2.0,8.0
200,101,396472,CLE,517593,False,40.0,5.0,5.0,5.0,2.0,7.0
201,101,396472,SD,445590,True,27.0,4.0,1.0,2.0,3.0,1.0
202,102,396181,MIN,460059,False,31.0,4.0,4.0,0.0,3.0,5.0
203,102,396181,BOS,408241,True,30.0,5.0,1.0,3.0,1.0,3.0
204,103,395417,KC,570649,False,74.0,3.0,3.0,5.0,2.0,4.0
205,103,395417,MIL,462136,True,61.0,5.0,0.0,4.0,0.0,2.0
206,104,395415,CHC,434628,False,48.0,4.0,0.0,5.0,0.0,2.0
207,104,395415,AZ,276520,True,77.0,4.67,2.0,2.0,1.0,6.0
208,105,395715,LAD,429717,False,43.0,2.0,6.0,1.0,1.0,6.0
209,105,395715,LAA,572140,True,97.0,3.67,2.0,6.0,2.0,5.0
210,106,380546,LAD,547943,False,88.0,7.0,0.0,7.0,3.0,3.0
211,106,380546,SD,488768,True,96.0,6.0,1.0,5.0,2.0,4.0
212,107,380548,PHI,424324,False,101.0,5.0,8.0,1.0,1.0,11.0
213,107,380548,TEX,489294,True,93.0,4.0,7.0,2.0,3.0,8.0
214,108,380553,WSH,544931,False,102.0,6.0,4.0,10.0,2.0,5.0
215,108,380553,NYM,518716,True,100.0,6.67,4.0,5.0,2.0,4.0
216,109,380552,TOR,285079,False,88.0,5.0,6.0,4.0,6.0,5.0
217,109,380552,TB,456034,True,102.0,7.33,2.0,6.0,1.0,6.0
218,110,380550,SF,518516,False,78.0,4.0,0.0,3.0,2.0,6.0
219,110,380550,AZ,435221,True,94.0,6.67,5.0,4.0,1.0,6.0
220,111,380549,SEA,433587,False,103.0,6.0,2.0,11.0,1.0,4.0
221,111,380549,LAA,450308,True,95.0,6.33,3.0,6.0,3.0,6.0
222,112,380547,MIN,445060,False,93.0,6.0,5.0,4.0,2.0,10.0
223,112,380547,CWS,519242,True,108.0,7.33,3.0,8.0,1.0,5.0
224,113,380551,STL,425794,False,105.0,7.0,0.0,9.0,4.0,3.0
225,113,380551,CIN,456501,True,97.0,7.0,1.0,8.0,1.0,3.0
226,114,380544,COL,407822,False,87.0,4.33,5.0,6.0,2.0,4.0
227,114,380544,MIA,605228,True,94.0,6.0,1.0,9.0,0.0,5.0
228,115,380543,CLE,475416,False,92.0,7.0,0.0,4.0,1.0,3.0
229,115,380543,OAK,543243,True,105.0,6.0,0.0,7.0,3.0,5.0
230,116,380542,CHC,502188,False,89.0,7.0,0.0,3.0,2.0,5.0
231,116,380542,PIT,434538,True,104.0,6.0,0.0,10.0,3.0,4.0
232,117,380541,BOS,452657,False,104.0,7.0,2.0,8.0,1.0,6.0
233,117,380541,BAL,501957,True,104.0,5.0,1.0,4.0,1.0,7.0
234,118,380540,ATL,527054,False,84.0,6.0,2.0,2.0,1.0,7.0
235,118,380540,MIL,451596,True,92.0,6.0,0.0,4.0,2.0,4.0
236,119,380545,KC,448306,False,106.0,6.33,3.0,3.0,1.0,5.0
237,119,380545,DET,434378,True,105.0,6.0,2.0,2.0,3.0,6.0
238,120,380562,TOR,571800,False,83.0,5.33,0.0,4.0,3.0,3.0
239,120,380562,TB,502171,True,104.0,5.0,4.0,3.0,4.0,5.0
240,121,380560,SEA,541640,False,93.0,7.0,2.0,6.0,0.0,6.0
241,121,380560,LAA,450351,True,114.0,5.67,6.0,8.0,2.0,8.0
242,122,380561,SF,430912,False,99.0,5.0,2.0,2.0,2.0,7.0
243,122,380561,AZ,489119,True,92.0,7.0,4.0,5.0,1.0,6.0
244,123,380559,PHI,150359,False,97.0,6.0,1.0,3.0,2.0,7.0
245,123,380559,TEX,527048,True,83.0,5.67,2.0,7.0,0.0,7.0
246,124,380554,ATL,622072,False,93.0,7.0,1.0,5.0,3.0,5.0
247,124,380554,MIL,346798,True,98.0,7.0,3.0,8.0,2.0,5.0
248,125,380557,LAD,425844,False,94.0,5.0,2.0,5.0,2.0,2.0
249,125,380557,SD,453178,True,103.0,5.0,3.0,4.0,1.0,5.0
250,126,380556,COL,474463,False,82.0,6.0,3.0,2.0,1.0,5.0
251,126,380556,MIA,543135,True,95.0,6.0,2.0,6.0,1.0,6.0
252,127,380558,NYY,282332,False,99.0,6.0,6.0,6.0,1.0,8.0
253,127,380558,HOU,444857,True,102.0,6.67,0.0,3.0,2.0,2.0
254,128,380577,WSH,461829,False,91.0,6.0,1.0,6.0,1.0,3.0
255,128,380577,NYM,112526,True,110.0,6.0,3.0,4.0,0.0,9.0
256,129,380576,TOR,279824,False,108.0,8.67,0.0,11.0,1.0,4.0
257,129,380576,TB,519043,True,106.0,5.67,2.0,4.0,3.0,6.0
258,130,380575,STL,608379,False,104.0,6.67,0.0,7.0,1.0,3.0
259,130,380575,CIN,571561,True,92.0,7.0,0.0,9.0,2.0,2.0
260,131,380573,SEA,572020,False,99.0,7.0,0.0,9.0,2.0,2.0
261,131,380573,LAA,502327,True,83.0,5.0,4.0,4.0,3.0,7.0
262,132,380572,PHI,452718,False,100.0,7.0,1.0,4.0,1.0,5.0
263,132,380572,TEX,543726,True,96.0,5.0,2.0,7.0,2.0,7.0
264,133,380571,NYY,493133,False,91.0,6.0,2.0,5.0,1.0,3.0
265,133,380571,HOU,543054,True,88.0,5.0,0.0,3.0,0.0,4.0
266,134,380570,MIN,429781,False,82.0,6.0,2.0,5.0,1.0,5.0
267,134,380570,CWS,462956,True,109.0,5.33,1.0,6.0,2.0,7.0
268,135,380574,SF,218596,False,103.0,7.67,0.0,7.0,0.0,3.0
269,135,380574,AZ,502239,True,93.0,6.0,2.0,3.0,3.0,4.0
270,136,380568,KC,450306,False,106.0,7.0,1.0,6.0,1.0,5.0
271,136,380568,DET,453286,True,110.0,8.0,0.0,7.0,1.0,4.0
272,137,380567,COL,543475,False,82.0,5.0,4.0,5.0,1.0,5.0
273,137,380567,MIA,506693,True,56.0,3.0,3.0,1.0,2.0,7.0
274,138,380566,CLE,446372,False,77.0,3.33,5.0,2.0,3.0,8.0
275,138,380566,OAK,431148,True,94.0,7.33,0.0,5.0,0.0,3.0
276,139,380565,CHC,429719,False,94.0,5.33,1.0,5.0,4.0,2.0
277,139,380565,PIT,450203,True,84.0,6.0,0.0,6.0,1.0,4.0
278,140,380564,BOS,407793,False,90.0,6.0,2.0,6.0,1.0,3.0
279,140,380564,BAL,434622,True,96.0,6.0,4.0,6.0,3.0,5.0
280,141,380563,ATL,421685,False,97.0,6.67,0.0,3.0,1.0,2.0
281,141,380563,MIL,490063,True,90.0,8.0,1.0,7.0,1.0,2.0
282,142,380555,CLE,502083,False,86.0,4.0,3.0,4.0,4.0,6.0
283,142,380555,OAK,458676,True,84.0,4.67,2.0,2.0,2.0,5.0
284,143,380569,LAD,429717,False,93.0,6.0,0.0,6.0,0.0,4.0
285,143,380569,SD,475115,True,100.0,5.0,3.0,7.0,4.0,5.0
286,144,380588,WSH,543699,False,95.0,6.0,2.0,5.0,3.0,6.0
287,144,380588,NYM,554430,True,114.0,6.0,3.0,6.0,2.0,7.0
288,145,380587,TOR,453344,False,87.0,5.0,4.0,4.0,1.0,7.0
289,145,380587,TB,502042,True,98.0,6.0,2.0,7.0,2.0,4.0
290,146,380586,STL,458681,False,107.0,5.0,3.0,7.0,1.0,8.0
291,146,380586,CIN,456701,True,93.0,4.33,4.0,3.0,3.0,7.0
292,147,380585,SF,453311,False,98.0,6.0,4.0,7.0,0.0,8.0
293,147,380585,AZ,276520,True,82.0,4.33,2.0,3.0,2.0,5.0
294,148,380584,SEA,606273,False,80.0,5.0,1.0,3.0,3.0,2.0
295,148,380584,OAK,445926,True,91.0,6.0,1.0,4.0,2.0,5.0
296,149,380579,CHC,434628,False,98.0,6.67,1.0,5.0,1.0,2.0
297,149,380579,PIT,434643,True,93.0,6.0,3.0,5.0,1.0,5.0
298,150,380582,MIN,461833,False,97.0,5.0,4.0,7.0,1.0,7.0
299,150,380582,CWS,500779,True,109.0,6.0,2.0,8.0,3.0,5.0
300,151,380580,COL,462985,False,90.0,5.33,3.0,4.0,2.0,8.0
301,151,380580,MIA,545363,True,95.0,6.0,5.0,1.0,3.0,8.0
302,152,380578,BOS,467094,False,76.0,5.33,3.0,4.0,1.0,6.0
303,152,380578,BAL,612672,True,98.0,5.67,4.0,5.0,0.0,12.0
304,153,380583,NYY,467100,False,88.0,5.67,2.0,1.0,5.0,6.0
305,153,380583,HOU,519085,True,91.0,5.67,3.0,5.0,1.0,5.0
306,154,380598,PHI,433584,False,73.0,5.33,2.0,5.0,1.0,3.0
307,154,380598,CHC,475243,True,102.0,6.33,3.0,8.0,1.0,6.0
308,155,380599,SD,445590,False,68.0,4.0,5.0,3.0,1.0,7.0
309,155,380599,MIA,543408,True,89.0,6.0,2.0,1.0,1.0,7.0
310,156,380597,NYY,547888,False,97.0,7.0,2.0,8.0,0.0,6.0
311,156,380597,TOR,430661,True,72.0,2.67,4.0,3.0,1.0,8.0
312,157,380602,STL,571946,False,97.0,5.33,5.0,2.0,3.0,6.0
313,157,380602,PIT,543037,True,108.0,7.0,2.0,3.0,2.0,6.0
314,158,380603,TEX,434578,False,89.0,3.67,4.0,4.0,3.0,6.0
315,158,380603,TB,543606,True,95.0,6.0,0.0,4.0,3.0,3.0
316,159,380601,SF,285064,False,94.0,4.0,4.0,4.0,2.0,7.0
317,159,380601,LAD,547943,True,69.0,2.0,6.0,2.0,3.0,8.0
318,160,380596,MIN,460059,False,81.0,5.33,3.0,3.0,3.0,3.0
319,160,380596,CLE,517593,True,95.0,5.67,2.0,4.0,3.0,7.0
320,161,380593,CWS,605304,False,98.0,4.67,7.0,2.0,3.0,10.0
321,161,380593,KC,425386,True,111.0,5.67,4.0,3.0,4.0,7.0
322,162,380594,CIN,502190,False,108.0,6.67,4.0,3.0,3.0,5.0
323,162,380594,NYM,516769,True,101.0,6.0,1.0,8.0,5.0,4.0
324,163,380589,LAA,572070,False,100.0,5.0,1.0,7.0,5.0,3.0
325,163,380589,HOU,449173,True,76.0,3.0,5.0,3.0,3.0,7.0
326,164,380590,AZ,517414,False,99.0,4.0,6.0,3.0,2.0,10.0
327,164,380590,COL,504379,True,88.0,7.0,1.0,6.0,1.0,4.0
328,165,380595,MIL,462136,False,102.0,5.67,1.0,6.0,3.0,4.0
329,165,380595,BOS,408241,True,94.0,6.0,2.0,4.0,2.0,6.0
330,166,380592,BAL,456068,False,78.0,3.33,7.0,1.0,1.0,9.0
331,166,380592,DET,434671,True,69.0,4.0,2.0,3.0,3.0,2.0
332,167,380591,ATL,571735,False,73.0,5.0,0.0,4.0,2.0,5.0
333,167,380591,WSH,519455,True,81.0,5.0,1.0,9.0,1.0,4.0
334,168,380618,TEX,607259,False,85.0,6.0,3.0,3.0,3.0,4.0
335,168,380618,TB,456034,True,99.0,6.0,4.0,6.0,0.0,9.0
336,169,380617,STL,523260,False,107.0,5.33,1.0,4.0,4.0,6.0
337,169,380617,PIT,434538,True,105.0,6.0,4.0,4.0,2.0,7.0
338,170,380616,SF,518516,False,114.0,6.33,2.0,10.0,1.0,8.0
339,170,380616,LAD,430904,True,80.0,4.33,5.0,1.0,2.0,7.0
340,171,380615,SEA,433587,False,101.0,8.33,1.0,8.0,1.0,6.0
341,171,380615,OAK,573185,True,91.0,6.0,3.0,7.0,1.0,6.0
342,172,380614,SD,488768,False,104.0,6.0,2.0,6.0,3.0,5.0
343,172,380614,MIA,605228,True,108.0,6.67,0.0,8.0,2.0,3.0
344,173,380612,NYY,501381,False,83.0,6.0,1.0,5.0,0.0,5.0
345,173,380612,TOR,285079,True,108.0,6.67,0.0,6.0,1.0,5.0
346,174,380611,MIN,502043,False,97.0,5.0,1.0,3.0,4.0,3.0
347,174,380611,CLE,471911,True,100.0,5.67,4.0,7.0,2.0,7.0
348,175,380613,PHI,424324,False,104.0,7.0,0.0,6.0,0.0,10.0
