,game_pk,home_result,date,away_team,home_team,away_final_score,home_final_score,away_starting_pitcher,home_starting_pitcher,away_b1,away_b2,away_b3,away_b4,away_b5,away_b6,away_b7,away_b8,away_b9,home_b1,home_b2,home_b3,home_b4,home_b5,home_b6,home_b7,home_b8,home_b9
18,661041,L,2022-04-08,HOU,LAA,13,6,543606,672282,514888,488726,608324,670541,649557,663656,665161,642350,455117,660271,545361,543685,665120,670351,669016,435559,642180,664058
19,663404,L,2022-04-09,SD,AZ,5,2,605397,605200,663757,607461,592518,630105,572228,543333,543592,571976,682928,662139,606466,444482,572233,656976,666179,672695,642727,645444
20,663205,W,2022-04-09,MIL,CHC,0,9,605540,657006,457705,642715,592885,592669,669374,621438,543939,670712,605170,542364,663611,575929,664023,643524,673548,518792,621550,663538
21,662931,W,2022-04-09,LAD,COL,2,3,664062,608566,605141,518692,607208,571970,457759,621458,641355,666158,605131,453568,592178,663898,543068,641857,656582,656541,578428,624513
22,662864,L,2022-04-09,CWS,DET,5,2,656302,663554,572041,673357,547989,518735,650391,657757,544725,543281,669394,543257,640457,595879,600869,408234,570731,606992,679529,668731
23,662765,W,2022-04-09,CLE,KC,0,1,668676,641745,664702,680757,608070,614177,642708,656252,640458,665926,595978,593160,677951,643217,521692,467793,641531,609275,572191,670032
24,662588,L,2022-04-09,NYM,WSH,5,0,605135,672851,607043,516782,596019,624413,643446,642086,608671,641645,543510,514917,665742,443558,605137,657041,596748,444876,656180,645302
25,662123,L,2022-04-09,MIA,SF,2,1,641154,607074,624585,643265,542583,541645,500743,605119,660821,607732,542932,573262,474832,573131,592626,543063,527038,642731,621453,663698
26,661130,W,2022-04-09,OAK,PHI,2,4,608344,502043,643393,476704,669221,640461,664913,462101,675656,572039,665506,656941,592663,547180,592206,656555,516416,544369,664761,663837
27,661917,W,2022-04-09,BAL,TB,3,5,543475,656876,656775,663624,623993,641820,602104,669720,596059,622761,455139,664040,677551,596847,668227,666139,642336,595281,670764,621433
28,661803,W,2022-04-09,TEX,TOR,3,4,641540,592332,543543,543760,608369,663993,666969,594777,628451,641432,641680,543807,666182,665489,606192,666971,656305,672386,606132,624415
29,661756,L,2022-04-09,SEA,MIN,4,3,669302,543243,624428,664034,608385,571745,647351,672284,677594,641487,608596,621439,650333,621043,593871,666135,593934,596146,680777,624503
30,661575,W,2022-04-09,CIN,ATL,1,2,661269,657140,663697,571980,502054,458015,641584,669222,519058,571657,605244,592696,621566,663586,542303,645277,594807,543105,621020,661388
31,661332,W,2022-04-09,BOS,NYY,2,4,601713,622663,571771,646240,593428,502110,657077,596115,666915,598265,543877,518626,592450,519203,519317,518934,608336,650402,543309,643396
32,661040,W,2022-04-09,HOU,LAA,0,2,434378,592789,514888,488726,592348,670541,649557,663656,665161,488771,676801,660271,545361,543685,665120,622110,670351,545358,669016,642180
33,662020,W,2022-04-09,PIT,STL,2,6,656605,571945,596129,668804,663647,660294,642165,592325,657061,547379,621028,666185,502671,641933,571448,572816,657557,425877,664056,669242
34,662570,W,2022-04-10,NYM,WSH,2,4,471911,607200,607043,596019,429664,624413,500871,642086,592192,643446,621512,514917,665742,443558,605137,660688,628450,596748,665650,645302
35,663395,L,2022-04-10,SD,AZ,10,5,622503,592761,663757,543592,592518,630105,572228,571976,595777,595751,673490,669450,606466,444482,572233,608348,662139,672695,664983,656403
36,663204,L,2022-04-10,MIL,CHC,5,4,642547,573186,543939,642715,592885,457705,642133,592669,553882,456715,607054,542364,663611,542340,663845,673548,640449,518792,543228,663538
37,662934,W,2022-04-10,LAD,COL,4,9,628711,622608,605141,518692,607208,571970,457759,669257,641355,621035,666158,656582,592178,663898,543068,641857,545341,553869,602074,641658
38,662887,L,2022-04-10,CWS,DET,10,1,656629,669373,641313,673357,547989,650391,683734,543281,641553,624512,664901,543257,640457,595879,600869,408234,570731,622682,679529,571466
39,662755,L,2022-04-10,CLE,KC,17,3,615698,663460,664702,680757,608070,614177,642708,680911,676391,640458,681526,593160,677951,643217,521692,467793,641531,609275,572191,670032
40,662122,W,2022-04-10,MIA,SF,2,3,669432,543101,624585,643265,660821,542583,541645,621563,605119,665862,668721,596103,573131,543063,527038,642731,671218,643289,663897,592200
41,661916,W,2022-04-10,BAL,TB,0,8,669330,446372,656775,663624,623993,641820,602104,596059,669720,622761,621532,664040,677551,668227,596847,650490,666139,623912,572287,622534
42,661802,L,2022-04-10,TEX,TOR,12,6,675921,547943,543760,608369,641598,666969,628451,669256,518586,641680,642201,543807,666182,665489,606192,666971,656305,606132,669289,643376
43,661738,W,2022-04-10,SEA,MIN,4,10,594835,641927,624428,664034,608385,571745,672284,553993,677594,641487,620443,621439,621043,593871,570482,593934,666135,596142,680777,596146
44,661573,L,2022-04-10,CIN,ATL,6,3,668881,666120,663697,571980,502054,458015,663886,669222,592567,571657,641584,592696,621566,663586,542303,645277,594807,543105,518595,621020
45,661316,L,2022-04-10,BOS,NYY,4,3,656557,656756,571771,646240,593428,502110,666915,624414,657077,608700,660620,518626,519203,592450,519317,608336,650402,543305,643396,624431
46,661129,L,2022-04-10,OAK,PHI,4,1,641726,621107,643393,462101,669221,664913,572039,641856,675656,664119,665506,656941,516416,547180,592206,656555,681082,622666,596117,663837
47,661039,L,2022-04-10,HOU,LAA,4,1,664353,660761,642350,665161,608324,670541,649557,663656,676801,592348,455117,660271,545361,665120,608686,666176,670351,435559,664058,642180
48,662019,L,2022-04-10,PIT,STL,9,4,669060,571927,663647,668804,656308,660294,660636,621028,545350,547379,592325,666185,502671,641933,571448,572816,657557,425877,664056,669242
49,663403,W,2022-04-11,MIL,BAL,0,2,605288,669145,457705,642715,592885,592669,669374,621438,543939,670712,605170,656775,663624,623993,641820,602104,596059,669720,622761,455139
50,662863,W,2022-04-11,BOS,DET,1,3,608379,666159,571771,646240,593428,502110,657077,543877,543768,660620,598265,543257,640457,595879,600869,408234,570731,605612,571466,668731
51,662754,L,2022-04-11,CLE,KC,10,7,650644,672578,664702,680757,608070,614177,642708,680911,640458,665926,595978,593160,677951,643217,521692,467793,641531,609275,572191,670032
52,662116,L,2022-04-11,SD,SF,4,2,607259,622072,663757,543592,592518,630105,572228,571976,543333,595777,673490,573262,474832,573131,592626,543063,642731,663698,621453,643289
53,662042,L,2022-04-11,COL,TEX,6,4,596295,621368,656582,453568,592178,543068,663898,641857,545341,553869,578428,543760,608369,641598,666969,663993,628451,669256,594777,518586
54,661915,L,2022-04-11,OAK,TB,13,2,621112,672715,643393,462101,641856,669221,664913,640461,519390,641914,665506,664040,677551,650490,596847,666139,642336,595281,670764,621433
55,661754,W,2022-04-11,SEA,MIN,0,4,623167,605164,624428,664034,608385,571745,647351,553993,641487,677594,663728,621439,621043,650333,593871,570482,596146,596142,593934,666135
56,661637,W,2022-04-11,NYM,PHI,4,5,592836,624133,607043,516782,596019,624413,500871,605204,592192,641645,543510,656941,592663,547180,592206,656555,544369,516416,664761,663837
57,661572,L,2022-04-11,WSH,ATL,11,2,642028,660623,514917,665742,443558,605137,660688,628450,657041,596748,444876,645277,621566,663586,542303,594807,592696,621020,444489,606115
58,661315,L,2022-04-11,TOR,NYY,3,0,666201,592791,543807,666182,665489,606192,666971,672386,656305,641470,669289,518934,519203,592450,519317,608336,650402,543305,543309,503556
59,661036,W,2022-04-11,MIA,LAA,2,6,622694,547179,624585,660821,643265,542583,621563,605119,607732,665862,500743,660271,543685,665120,545358,669016,670351,666176,642180,664058
60,663411,L,2022-04-12,HOU,AZ,2,1,677651,518516,514888,488726,608324,493329,663656,649557,665161,488771,642350,662139,606466,444482,572233,656976,666179,642727,672695,645444
61,663295,L,2022-04-12,MIL,BAL,5,4,641778,657093,543939,642715,592885,457705,642133,592669,553882,456715,607054,656775,663624,641820,669720,602104,623993,572008,642721,455139
62,663088,L,2022-04-12,CLE,CIN,10,5,669456,641816,664702,680757,608070,614177,642708,680911,640458,665926,595978,663697,571980,502054,458015,663886,669222,519058,571657,641584
63,662862,L,2022-04-12,BOS,DET,5,3,448179,641302,571771,646240,593428,502110,666915,624414,657077,608700,660620,543257,570731,595879,600869,408234,606992,668731,679529,572863
64,662318,L,2022-04-12,CHC,PIT,2,1,592767,500779,640449,575929,621550,643524,673548,663611,641684,664023,663538,663647,668804,656308,660294,660636,621028,545350,547379,657061
65,662104,W,2022-04-12,SD,SF,2,13,506433,502171,663757,543592,592518,630105,572228,543333,571976,607461,682928,573262,474832,573131,592626,543063,527038,642731,621453,663698
66,662017,W,2022-04-12,KC,STL,5,6,663738,641712,593160,677951,643217,521692,467793,609275,572191,670032,595956,666185,502671,641933,571448,405395,669242,664056,657557,668800
67,661314,W,2022-04-12,TOR,NYY,0,4,579328,641482,543807,666182,665489,606192,666971,672386,656305,669289,623168,518626,592450,519203,519317,518934,650402,543305,543309,643396
68,661944,W,2022-04-12,OAK,TB,8,9,670124,676720,643393,462101,476704,669221,664913,640461,641856,572039,641914,664040,677551,596847,668227,666139,622534,621433,572287,670764
69,661753,L,2022-04-12,LAD,MIN,7,2,571760,502042,605141,518692,607208,571970,457759,669257,641355,621035,666158,621439,621043,593871,570482,596142,596146,680777,593934,665482
70,661636,L,2022-04-12,NYM,PHI,2,0,656731,554430,607043,516782,596019,624413,500871,429664,592192,643446,543510,656941,592663,547180,592206,656555,544369,681082,622666,665922
71,661571,W,2022-04-12,WSH,ATL,4,16,571578,693821,514917,665742,605137,628450,660688,596748,657041,665650,645302,645277,621566,663586,542303,518595,594807,621020,628338,606115
72,661538,W,2022-04-12,SEA,CWS,2,3,666374,592826,624428,664034,608385,571745,647351,553993,672284,620443,641487,641313,673357,547989,518735,650391,657757,544725,543281,624512
73,661038,W,2022-04-12,MIA,LAA,3,4,666200,663776,624585,500743,643265,650559,660821,605119,607732,542932,665862,660271,545361,543685,608686,545358,622110,666176,669016,623205
74,661995,L,2022-04-12,COL,TEX,4,1,641771,527048,656582,453568,592178,543068,663898,545341,553869,578428,641658,543543,543760,608369,641598,663993,666969,594777,628451,641432
75,662885,L,2022-04-13,BOS,DET,9,7,543135,593958,571771,646240,596115,502110,666915,624414,657077,543877,598265,622682,640457,570731,600869,606992,605612,679529,571466,668731
76,663117,L,2022-04-13,CLE,CIN,7,3,663474,666157,664702,680757,608070,614177,642708,680911,676391,640458,595978,663697,571980,663886,458015,606157,571657,519058,592273,641584
77,662317,W,2022-04-13,CHC,PIT,2,6,543294,605507,542364,643524,575929,664023,673548,518792,621550,542340,663538,596129,668804,663647,660294,592325,621028,642165,595284,660829
78,663433,L,2022-04-13,MIL,BAL,4,2,669203,607644,457705,642715,592885,592669,669374,621438,642133,670712,605170,656775,663624,623993,641820,602104,596059,669720,622761,621532
79,663341,W,2022-04-13,HOU,AZ,2,3,664285,518876,514888,488726,608324,663656,493329,649557,676801,665161,455117,669450,606466,444482,572233,608348,656976,664983,660634,672695
80,662115,W,2022-04-13,SD,SF,1,2,640455,657277,663757,592518,630105,572228,543333,595777,571976,595751,682928,596103,573131,527038,671218,642731,643289,663698,663897,592200
81,661643,L,2022-04-13,NYM,PHI,9,6,453286,605400,607043,596019,516782,624413,500871,642086,592192,643446,621512,656941,592663,547180,592206,516416,544369,622666,681082,663837
82,661734,L,2022-04-13,LAD,MIN,7,0,477132,663978,605141,518692,607208,571970,457759,621035,641355,666158,605131,621439,650333,570482,593871,596142,596146,593934,665482,624503
83,661313,L,2022-04-13,TOR,NYY,6,4,621244,543037,543807,666182,665489,606192,666971,672386,656305,606132,669289,519203,592450,518626,608336,518934,650402,543305,643396,543309
84,661530,W,2022-04-13,SEA,CWS,4,6,592662,572971,647351,664034,571745,620443,553993,677594,641487,608596,664238,641313,673357,547989,518735,650391,683734,641553,543281,669394
85,661943,L,2022-04-13,OAK,TB,4,2,593423,663556,640461,476704,572039,669221,664913,462101,641914,675656,665506,664040,677551,668227,596847,650490,666139,622534,595281,642336
86,661570,L,2022-04-13,WSH,ATL,3,1,680686,608331,514917,665742,443558,605137,596748,657041,444876,656180,645302,645277,621566,663586,542303,592696,594807,621020,543105,444489
87,662627,W,2022-04-14,CIN,LAD,3,9,570666,621111,663697,571980,641584,458015,663886,606157,519058,571657,592567,605141,518692,607208,457759,571970,669257,621035,641355,593643
88,661292,W,2022-04-14,STL,MIL,1,5,425794,605540,666185,502671,641933,571448,405395,657557,664056,425877,669242,543939,642715,592885,457705,642133,592669,553882,456715,607054
89,661312,W,2022-04-14,TOR,NYY,0,3,592332,622663,543807,666182,665489,666971,606132,672386,624415,669289,605548,518626,592450,519203,519317,518934,608336,650402,643396,624431
90,661418,W,2022-04-14,PHI,MIA,3,4,502043,645261,656941,592663,547180,592206,656555,544369,622666,681082,663837,624585,643265,660821,542583,541645,621563,607732,500743,665862
91,661529,L,2022-04-14,SEA,CWS,5,1,669302,669424,624428,664034,608385,571745,641487,553993,672284,677594,663728,641313,673357,547989,657757,683734,544725,624512,641553,669394
92,661942,L,2022-04-14,OAK,TB,6,3,608344,676596,643393,640461,669221,641914,641856,462101,675656,664119,665506,650490,677551,623912,668227,664040,622534,572287,595281,670764
93,661993,W,2022-04-14,LAA,TEX,5,10,660271,641540,660271,545361,665120,543685,669016,545358,670351,642180,623205,543543,543760,608369,641598,663993,666969,594777,641432,641680
94,662237,W,2022-04-14,ATL,SD,1,12,450203,605397,645277,621566,663586,542303,518595,592696,594807,543105,621020,663757,543592,592518,630105,572228,543333,571976,595777,682928
95,662307,W,2022-04-14,WSH,PIT,4,9,672851,664141,514917,665742,443558,605137,660688,628450,596748,657041,444876,596129,668804,663647,660294,592325,621028,657061,547379,660829
96,662702,L,2022-04-14,DET,KC,4,2,663554,425844,622682,640457,570731,600869,408234,668731,679529,605612,571466,593160,677951,643217,521692,467793,641531,609275,572191,670032
97,662950,L,2022-04-14,CHC,COL,5,2,657006,607536,640449,663611,542340,643524,673548,543228,641684,664023,621550,656582,453568,592178,543068,663898,641857,553869,578428,602074
98,662701,L,2022-04-15,DET,KC,2,1,669373,641745,622682,640457,570731,600869,408234,668731,679529,571466,605612,593160,677951,521692,643217,467793,641531,609275,572191,670032
99,662960,W,2022-04-15,CHC,COL,5,6,573186,608566,542364,663611,575929,664023,643524,542340,518792,663845,663538,656582,453568,592178,543068,641857,553869,656541,641658,676701
100,662014,L,2022-04-15,LAA,TEX,9,6,672282,456713,660271,545361,665120,543685,669016,666176,608686,435559,623205,543760,608369,641598,666969,663993,628451,669256,518586,642201
101,663265,L,2022-04-15,MIN,BOS,8,4,657746,601713,621439,650333,621043,593871,596146,596142,663616,593934,680777,571771,646240,593428,502110,657077,596115,666915,598265,543877
102,663357,W,2022-04-15,NYY,BAL,1,2,656756,543475,519203,519317,518626,608336,518934,650402,543305,643396,543309,656775,602104,663624,641820,623993,669720,622761,455139,572008
103,662620,W,2022-04-15,CIN,LAD,1,3,661269,664062,641584,571980,502054,458015,606157,592273,519058,571657,605244,605141,518692,607208,571970,457759,669257,641355,621035,666158
104,663136,L,2022-04-15,SF,CLE,4,1,607074,668676,573262,474832,573131,592626,543063,527038,642731,621453,663698,664702,680757,608070,614177,642708,680911,647304,640458,595978
105,662485,W,2022-04-15,AZ,NYM,3,10,605200,605135,662139,606466,444482,572233,656976,666179,642727,645444,672695,643446,516782,596019,624413,500871,429664,605204,608671,543510
106,661528,W,2022-04-15,TB,CWS,2,3,656876,656302,664040,677551,668227,596847,650490,666139,622534,595281,642336,641313,673357,547989,518735,650391,657757,544725,683734,669394
107,662236,L,2022-04-15,ATL,SD,5,2,657140,669022,645277,621566,663586,542303,518595,594807,628338,606115,621020,663757,592518,630105,572228,543333,595777,595751,682928,673490
108,662192,W,2022-04-15,HOU,SEA,1,11,543606,594835,514888,488726,608324,493329,663656,642350,676801,665161,455117,624428,664034,608385,571745,641487,553993,672284,677594,608596
109,661792,W,2022-04-15,OAK,TOR,1,4,641726,548389,643393,476704,669221,641856,641914,664913,462101,675656,665506,543807,666182,665489,666971,656305,606132,669289,641470,624415
110,661417,W,2022-04-15,PHI,MIA,1,7,621107,641154,656941,656555,547180,592206,544369,622666,681082,596117,665922,624585,643265,660821,542583,541645,621563,607732,500743,665862
111,661267,L,2022-04-15,STL,MIL,10,1,571945,642547,666185,502671,641933,571448,663457,664056,668800,624641,669242,543939,642715,592885,457705,642133,592669,553882,621438,607054
112,662291,L,2022-04-15,WSH,PIT,7,2,607200,656605,514917,665742,443558,605137,660688,628450,596748,657041,444876,596129,668804,663647,660294,592325,660636,657061,595284,660829
113,662619,W,2022-04-16,CIN,LAD,2,5,668881,628711,571657,571980,502054,458015,663886,606157,519058,592273,641584,607208,518692,457759,571970,621458,621035,641355,666158,605131
114,663238,W,2022-04-16,MIN,BOS,0,4,543243,656557,650333,593871,621043,596146,663616,570482,624503,593934,680777,571771,646240,593428,502110,657077,596115,666915,598265,543877
115,663076,L,2022-04-16,SF,CLE,4,2,543101,615698,573262,474832,573131,592626,543063,527038,642731,621453,663698,664702,680757,608070,614177,642708,647304,680911,665926,681526
116,662966,W,2022-04-16,CHC,COL,6,9,643410,622608,542364,542340,575929,664023,643524,673548,518792,621550,663538,656582,453568,592178,543068,641857,663898,656541,676701,624513
117,662798,W,2022-04-16,DET,KC,1,3,666159,663460,543257,570731,600869,408234,606992,679529,663662,572863,605612,593160,677951,643217,521692,467793,641531,609275,572191,670032
118,662626,L,2022-04-16,AZ,NYM,3,2,668678,471911,662139,606466,444482,572233,656976,666179,608348,642727,660634,643446,516782,596019,624413,500871,429664,642086,608671,621512
119,663266,L,2022-04-16,NYY,BAL,5,2,592791,669330,543305,592450,519203,519317,518626,608336,650402,643396,624431,656775,602104,623993,663624,641820,596059,669720,622761,621532
120,662235,L,2022-04-16,ATL,SD,5,2,666120,607259,645277,621566,663586,542303,594807,543105,621020,592696,444489,663757,543592,592518,630105,572228,543333,595777,607461,682928
121,662206,L,2022-04-16,HOU,SEA,4,0,434378,623167,514888,488726,608324,663656,493329,592348,676801,665161,455117,624428,664034,608385,553993,641487,647351,672284,677594,663728
122,661981,L,2022-04-16,LAA,TEX,7,2,592789,621368,660271,545361,543685,621493,545358,666176,622110,623205,642180,543760,608369,666969,663993,641432,641680,594777,669256,628451
123,661759,L,2022-04-16,OAK,TOR,7,5,621112,547943,640461,462101,476704,669221,641914,675656,542194,665506,623515,606132,666182,665489,666971,656305,641470,672386,669289,605548
124,661527,W,2022-04-16,TB,CWS,2,3,446372,656629,664040,677551,668227,623912,650490,622534,621433,572287,670764,641313,673357,547989,518735,650391,544725,543281,624512,683734
125,661416,L,2022-04-16,PHI,MIA,10,3,624133,669432,592663,656555,547180,592206,664761,622666,544369,663837,681082,624585,643265,542583,541645,500743,605119,650559,607732,542932
126,661335,L,2022-04-16,STL,MIL,2,1,571927,605288,666185,502671,641933,571448,572816,657557,664056,668800,669242,457705,642715,592669,669374,621438,456715,543939,670712,605170
127,662290,W,2022-04-16,WSH,PIT,4,6,642028,669060,514917,665742,443558,605137,660688,596748,657041,444876,645302,663647,668804,656308,660294,660636,592325,545350,595284,657061
128,663365,W,2022-04-17,NYY,BAL,0,5,641482,669145,543305,592450,518626,519317,518934,650402,543309,643396,641796,669720,663624,641820,623993,663630,455139,572008,642721,622761
129,663308,W,2022-04-17,MIN,BOS,1,8,641927,608379,650333,621043,593871,596146,570482,663616,596142,593934,624503,571771,646240,593428,502110,657077,596115,666915,598265,608700
130,662930,L,2022-04-17,CHC,COL,6,4,592767,596295,640449,663611,575929,643524,673548,543228,621550,641684,663538,656582,592178,543068,553869,641857,663898,545341,578428,602074
131,662625,W,2022-04-17,AZ,NYM,0,5,528748,656849,669450,606466,608348,572233,656976,662139,660634,664983,672695,643446,516782,596019,624413,500871,642086,608671,543510,641645
132,662618,W,2022-04-17,CIN,LAD,1,9,641816,571760,571657,571980,502054,458015,663886,606157,519058,592273,641584,605141,518692,607208,571970,457759,669257,641355,621035,666158
133,662294,W,2022-04-17,WSH,PIT,3,5,571578,500779,514917,665742,443558,605137,596748,657041,444876,656180,645302,545350,596129,656308,660294,660636,592325,547379,657061,642165
134,663132,L,2022-04-17,SF,CLE,8,1,622072,650644,573262,474832,573131,592626,543063,527038,642731,621453,592200,664702,680911,608070,614177,642708,676391,656252,640458,595978
135,662174,W,2022-04-17,HOU,SEA,2,7,664353,666374,514888,488726,608324,663656,493329,488771,649557,642350,676801,624428,664034,608385,553993,641487,620443,672284,647351,677594
136,662038,L,2022-04-17,LAA,TEX,8,3,660761,527048,660271,545361,621493,608686,622110,666176,435559,623205,642180,543760,669256,641598,663993,666969,628451,518586,641432,642201
137,661804,W,2022-04-17,OAK,TOR,3,4,670124,666201,643393,669221,640461,664913,641914,542194,519390,675656,665506,543807,666182,665489,666971,656305,641470,669289,672386,624415
138,661462,L,2022-04-17,TB,CWS,9,3,656420,592826,664040,677551,668227,596847,650490,666139,622534,595281,642336,641313,673357,547989,518735,650391,657757,543281,669394,641553
139,661415,W,2022-04-17,PHI,MIA,3,11,554430,622694,592663,547180,592206,656555,656941,516416,544369,622666,665922,624585,660821,542583,621563,605119,665862,650559,500743,668721
140,661226,W,2022-04-17,STL,MIL,5,6,641712,676879,666185,502671,641933,571448,405395,669242,664056,657557,668800,543939,642715,592885,457705,642133,669374,553882,621438,607054
141,662234,W,2022-04-17,ATL,SD,1,2,693821,506433,645277,621566,663586,542303,518595,543105,594807,592696,621020,663757,543592,630105,592518,543333,595777,607461,673490,682928
142,663236,L,2022-04-18,MIN,BOS,8,3,605164,448179,593871,621043,570482,664247,596142,663616,593934,680777,665482,571771,646240,593428,502110,657077,624414,543768,543877,598265
143,663197,W,2022-04-18,TB,CHC,2,4,663556,543294,664040,666139,668227,596847,650490,595281,572287,621433,670764,663611,575929,643524,673548,543228,621550,641684,664023,663538
144,662929,W,2022-04-18,PHI,COL,1,4,605400,641771,592663,547180,592206,656555,656941,664761,516416,681082,663837,656582,453568,545341,543068,641857,663898,553869,656541,578428
145,662928,W,2022-04-18,LAA,HOU,3,8,547179,677651,660271,621493,665120,545358,669016,608686,666176,642180,623205,514888,488726,608324,670541,493329,663656,665161,642350,455117
146,662407,W,2022-04-18,BAL,OAK,1,5,657093,593423,656775,663624,623993,641820,596059,602104,669720,621532,622761,643393,462101,669221,641856,542194,664913,641914,675656,665506
147,662233,W,2022-04-18,CIN,SD,1,4,666157,640455,571657,592273,502054,458015,663886,664670,592567,606157,641584,543592,592518,630105,572228,595777,571976,595751,673490,640492
148,661242,W,2022-04-18,PIT,MIL,1,6,605507,641778,663647,668804,656308,596129,660636,621028,545350,547379,657061,543939,642715,592885,457705,642133,592669,553882,456715,607054
149,662617,W,2022-04-18,ATL,LAD,4,7,660623,477132,645277,621566,663586,542303,594807,518595,606115,628338,621020,605141,518692,607208,571970,457759,669257,641355,621458,666158
150,662717,L,2022-04-19,ATL,LAD,3,1,608331,621111,645277,621566,663586,542303,592696,518595,594807,606115,621020,605141,518692,607208,457759,571970,621035,593643,641355,605131
151,663249,W,2022-04-19,TOR,BOS,1,2,579328,543135,543807,666182,665489,666971,641470,656305,672386,606132,669289,571771,596115,646240,593428,502110,657077,666915,624414,657136
152,663196,L,2022-04-19,TB,CHC,6,5,605538,657006,668227,677551,623912,650490,664040,622534,572287,666139,670764,542340,673548,575929,664023,643524,663611,518792,640449,663538
153,662927,L,2022-04-19,LAA,HOU,7,2,663776,664285,660271,621493,543685,622110,608686,435559,666176,669016,623205,665161,488726,608324,670541,493329,663656,649557,676801,455117
154,662925,W,2022-04-19,PHI,COL,5,6,502043,607536,516416,656555,547180,592206,592663,656941,664761,544369,663837,656582,453568,592178,543068,641857,663898,545341,553869,578428
155,662896,L,2022-04-19,NYY,DET,4,2,543037,641302,543305,592450,519203,519317,518934,518626,608336,643396,543309,543257,640457,570731,600869,408234,679529,668731,571466,650489
156,662753,W,2022-04-19,MIN,KC,3,4,502042,672578,650333,593871,621043,596146,624503,570482,663616,596142,680777,593160,670032,677951,521692,643217,641531,609275,572191,595956
157,662616,W,2022-04-19,SF,NYM,1,3,657277,453286,573262,474832,573131,592626,543063,642731,621453,613564,592200,607043,596019,643446,624413,500871,642086,516782,641645,621512
158,662350,W,2022-04-19,SF,NYM,4,5,502171,656731,573262,474832,527038,592626,543063,642731,621453,613564,663698,643446,516782,596019,624413,500871,429664,605204,608671,543510
159,662583,W,2022-04-19,AZ,WSH,0,1,656457,672851,662139,606466,444482,572233,656976,666179,608348,660634,672695,514917,665742,443558,605137,657041,596748,656180,645302,665650
