,game_sequence,game_pk,team,is_home,batter,batting_order,ab,bb,hbp,single,double,triple,hr,sf
0,1,661042,HOU,False,514888,1,4,1,0,0,0,0,0,0
1,1,661042,HOU,False,488726,2,5,0,0,1,1,0,0,0
2,1,661042,HOU,False,608324,3,4,0,0,1,0,0,1,0
3,1,661042,HOU,False,670541,4,3,1,0,0,0,0,1,0
4,1,661042,HOU,False,493329,5,4,0,0,0,1,0,0,0
5,1,661042,HOU,False,663656,6,3,0,0,0,0,0,0,0
6,1,661042,HOU,False,665161,7,4,0,0,0,0,0,0,0
7,1,661042,HOU,False,676801,8,4,0,0,0,2,0,0,0
8,1,661042,HOU,False,455117,9,4,0,0,0,0,0,0,0
9,1,661042,LAA,True,660271,1,4,0,0,0,0,0,0,0
10,1,661042,LAA,True,545361,2,3,1,0,1,0,0,0,0
11,1,661042,LAA,True,543685,3,4,0,0,0,0,0,0,0
12,1,661042,LAA,True,622110,4,3,0,0,2,0,0,0,0
13,1,661042,LAA,True,666176,5,3,0,0,0,0,0,0,0
14,1,661042,LAA,True,665120,6,3,0,0,0,0,0,0,0
15,1,661042,LAA,True,545358,7,3,0,0,0,0,0,0,0
16,1,661042,LAA,True,669016,8,2,0,1,0,0,0,0,0
17,1,661042,LAA,True,664058,9,3,0,0,0,0,1,0,0
18,2,661577,CIN,False,663697,1,5,0,0,2,0,0,0,0
19,2,661577,CIN,False,606157,2,5,0,0,1,0,0,0,0
20,2,661577,CIN,False,502054,3,3,1,0,0,0,0,0,0
21,2,661577,CIN,False,458015,4,4,0,0,1,0,0,0,0
22,2,661577,CIN,False,663886,5,2,0,1,0,0,0,0,1
23,2,661577,CIN,False,669222,6,4,0,0,1,0,0,0,0
24,2,661577,CIN,False,519058,7,4,0,0,1,0,0,0,0
25,2,661577,CIN,False,571657,8,4,0,0,2,0,0,0,0
26,2,661577,CIN,False,592273,9,4,0,0,1,0,0,1,0
27,2,661577,ATL,True,592696,1,3,1,0,0,0,0,0,0
28,2,661577,ATL,True,621566,2,2,2,0,0,0,0,0,0
29,2,661577,ATL,True,663586,3,4,0,0,2,0,0,1,0
30,2,661577,ATL,True,542303,4,3,1,0,0,0,0,0,0
31,2,661577,ATL,True,645277,5,4,0,0,1,0,0,0,0
32,2,661577,ATL,True,594807,6,3,1,0,0,0,0,0,0
33,2,661577,ATL,True,518595,7,4,0,0,0,0,0,0,0
34,2,661577,ATL,True,543105,8,2,0,0,0,0,0,0,0
35,2,661577,ATL,True,621020,9,4,0,0,0,0,0,0,0
36,3,662021,PIT,False,596129,1,3,0,0,0,0,0,0,0
37,3,662021,PIT,False,668804,2,4,0,0,1,0,0,0,0
38,3,662021,PIT,False,663647,3,1,0,0,0,0,0,0,0
39,3,662021,PIT,False,660294,4,3,0,0,2,0,0,0,0
40,3,662021,PIT,False,621028,5,4,0,0,1,0,0,0,0
41,3,662021,PIT,False,657061,6,3,0,0,0,0,0,0,0
42,3,662021,PIT,False,592325,7,2,1,0,0,0,0,0,0
43,3,662021,PIT,False,547379,8,2,1,0,1,0,0,0,0
44,3,662021,PIT,False,660829,9,3,0,0,1,0,0,0,0
45,3,662021,STL,True,666185,1,3,0,1,0,1,0,0,1
46,3,662021,STL,True,502671,2,1,4,0,1,0,0,0,0
47,3,662021,STL,True,641933,3,3,1,0,1,0,0,1,1
48,3,662021,STL,True,571448,4,4,1,0,0,0,0,1,0
49,3,662021,STL,True,405395,5,5,0,0,0,0,0,0,0
50,3,662021,STL,True,657557,6,3,1,0,0,0,0,0,0
51,3,662021,STL,True,425877,7,4,0,0,0,0,0,0,0
52,3,662021,STL,True,664056,8,4,0,0,1,1,0,0,0
53,3,662021,STL,True,669242,9,4,0,0,0,0,0,1,0
54,4,662571,NYM,False,516782,1,5,0,0,1,0,0,0,0
55,4,662571,NYM,False,605204,2,4,1,0,0,1,0,0,0
56,4,662571,NYM,False,596019,3,5,0,0,1,0,0,0,0
57,4,662571,NYM,False,624413,4,4,0,1,2,0,0,0,0
58,4,662571,NYM,False,500871,5,4,1,0,0,1,0,0,0
59,4,662571,NYM,False,429664,6,3,1,0,2,0,0,0,0
60,4,662571,NYM,False,592192,7,3,1,0,2,0,0,0,0
61,4,662571,NYM,False,643446,8,4,0,0,2,0,0,0,0
62,4,662571,NYM,False,543510,9,2,0,2,0,0,0,0,0
63,4,662571,WSH,True,514917,1,4,0,0,1,0,0,0,0
64,4,662571,WSH,True,665742,2,3,1,0,0,0,0,1,0
65,4,662571,WSH,True,443558,3,4,0,0,0,0,0,0,0
66,4,662571,WSH,True,605137,4,4,0,0,1,0,0,0,0
67,4,662571,WSH,True,660688,5,4,0,0,1,1,0,0,0
68,4,662571,WSH,True,657041,6,3,1,0,0,0,0,0,0
69,4,662571,WSH,True,596748,7,4,0,0,0,0,0,0,0
70,4,662571,WSH,True,444876,8,4,0,0,1,0,0,0,0
71,4,662571,WSH,True,645302,9,2,0,0,0,0,0,0,0
72,5,662766,CLE,False,664702,1,4,1,0,2,0,0,0,0
73,5,662766,CLE,False,642708,2,4,0,0,1,0,0,0,0
74,5,662766,CLE,False,608070,3,4,0,0,0,1,0,0,0
75,5,662766,CLE,False,614177,4,4,0,0,1,0,0,0,0
76,5,662766,CLE,False,656252,5,2,0,0,0,0,0,0,0
77,5,662766,CLE,False,644374,6,4,0,0,0,0,0,0,0
78,5,662766,CLE,False,680757,7,2,2,0,1,0,0,0,0
79,5,662766,CLE,False,595978,8,4,0,0,0,0,0,0,0
80,5,662766,CLE,False,665926,9,4,0,0,1,0,0,0,0
81,5,662766,KC,True,593160,1,4,0,0,1,0,0,0,0
82,5,662766,KC,True,677951,2,4,0,0,0,1,0,0,0
83,5,662766,KC,True,643217,3,4,0,0,1,0,0,0,0
84,5,662766,KC,True,521692,4,4,0,0,0,0,0,0,0
85,5,662766,KC,True,467793,5,2,1,0,0,0,0,0,0
86,5,662766,KC,True,641531,6,3,0,0,0,0,0,0,0
87,5,662766,KC,True,609275,7,3,0,0,0,0,0,0,0
88,5,662766,KC,True,572191,8,2,1,0,0,0,0,0,0
89,5,662766,KC,True,670032,9,2,0,0,0,1,0,0,0
90,6,663178,MIL,False,543939,1,5,0,0,1,0,0,0,0
91,6,663178,MIL,False,642715,2,5,0,0,1,1,0,0,0
92,6,663178,MIL,False,592885,3,3,1,0,0,0,0,0,1
93,6,663178,MIL,False,457705,4,5,0,0,1,1,0,0,0
94,6,663178,MIL,False,642133,5,4,0,0,2,0,0,0,0
95,6,663178,MIL,False,592669,6,4,0,0,1,0,0,0,0
96,6,663178,MIL,False,553882,7,0,1,1,0,0,0,0,0
97,6,663178,MIL,False,456715,8,3,0,0,0,1,0,0,1
98,6,663178,MIL,False,607054,9,1,1,0,0,0,0,0,0
99,6,663178,CHC,True,542364,1,2,1,0,0,0,0,0,0
100,6,663178,CHC,True,663611,2,3,1,0,0,0,0,0,0
101,6,663178,CHC,True,575929,3,3,0,1,0,0,0,0,0
102,6,663178,CHC,True,664023,4,4,0,0,1,2,0,0,0
103,6,663178,CHC,True,643524,5,4,0,0,0,0,0,0,0
104,6,663178,CHC,True,673548,6,2,2,0,1,0,0,0,0
105,6,663178,CHC,True,518792,7,4,0,0,2,0,0,0,0
106,6,663178,CHC,True,621550,8,3,0,0,0,0,0,0,1
107,6,663178,CHC,True,663538,9,3,0,0,0,0,0,1,0
108,7,663418,SD,False,543592,1,4,0,0,1,0,0,0,0
109,7,663418,SD,False,592518,2,3,1,0,0,0,0,0,0
110,7,663418,SD,False,630105,3,2,2,0,0,0,0,0,0
111,7,663418,SD,False,572228,4,2,2,0,0,0,0,0,0
112,7,663418,SD,False,571976,5,4,0,0,0,0,0,0,0
113,7,663418,SD,False,543333,6,4,0,0,0,1,0,0,0
114,7,663418,SD,False,595777,7,3,1,0,1,0,0,0,0
115,7,663418,SD,False,673490,8,3,1,0,0,0,0,0,0
116,7,663418,SD,False,663757,9,4,0,0,1,0,0,0,0
117,7,663418,AZ,True,662139,1,4,0,0,0,0,0,0,0
118,7,663418,AZ,True,606466,2,4,0,0,0,0,0,0,0
119,7,663418,AZ,True,444482,3,2,2,0,0,0,0,0,0
120,7,663418,AZ,True,572233,4,3,1,0,0,0,0,0,0
121,7,663418,AZ,True,656976,5,2,2,0,1,0,0,0,0
122,7,663418,AZ,True,608348,6,3,0,1,0,0,0,0,0
123,7,663418,AZ,True,666179,7,4,0,0,1,0,0,1,0
124,7,663418,AZ,True,656403,8,2,0,0,0,0,0,0,0
125,7,663418,AZ,True,672695,9,2,1,0,0,0,0,0,0
126,8,663417,SD,False,663757,1,4,0,0,1,0,0,0,0
127,8,663417,SD,False,592518,2,5,0,0,1,0,0,0,0
128,8,663417,SD,False,630105,3,3,0,0,1,0,0,0,0
129,8,663417,SD,False,572228,4,3,1,0,0,0,0,0,0
130,8,663417,SD,False,543333,5,4,0,0,2,1,0,0,0
131,8,663417,SD,False,595777,6,3,1,0,1,0,0,1,0
132,8,663417,SD,False,571976,7,4,0,0,1,0,0,0,0
133,8,663417,SD,False,682928,8,4,0,0,0,0,0,0,0
134,8,663417,SD,False,595751,9,4,0,0,1,1,0,0,0
135,8,663417,AZ,True,669450,1,4,0,0,0,0,0,0,0
136,8,663417,AZ,True,606466,2,4,0,0,0,0,0,0,0
137,8,663417,AZ,True,608348,3,4,0,0,0,0,0,0,0
138,8,663417,AZ,True,572233,4,3,0,0,0,0,0,0,0
139,8,663417,AZ,True,444482,5,3,0,0,1,0,0,0,0
140,8,663417,AZ,True,662139,6,2,1,0,0,0,0,0,0
141,8,663417,AZ,True,672695,7,3,0,0,1,0,0,0,0
142,8,663417,AZ,True,656976,8,3,0,0,0,0,0,0,0
143,8,663417,AZ,True,656403,9,2,0,0,0,0,0,0,0
144,9,662933,LAD,False,605141,1,5,0,0,0,1,0,0,0
145,9,662933,LAD,False,518692,2,3,1,1,1,0,0,0,0
146,9,662933,LAD,False,607208,3,5,0,0,1,0,0,0,0
147,9,662933,LAD,False,457759,4,5,0,0,0,0,0,0,0
148,9,662933,LAD,False,571970,5,5,0,0,1,0,0,0,0
149,9,662933,LAD,False,669257,6,3,1,0,1,0,0,0,0
150,9,662933,LAD,False,621035,7,4,0,0,1,1,0,0,0
151,9,662933,LAD,False,641355,8,4,0,0,0,0,0,0,0
152,9,662933,LAD,False,666158,9,2,2,0,1,0,0,0,0
153,9,662933,COL,True,453568,1,5,0,0,0,1,0,0,0
154,9,662933,COL,True,592178,2,4,1,0,0,1,0,0,0
155,9,662933,COL,True,663898,3,4,0,0,0,0,0,0,0
156,9,662933,COL,True,543068,4,4,0,0,1,0,0,0,0
157,9,662933,COL,True,641857,5,4,0,0,0,1,0,0,0
158,9,662933,COL,True,656582,6,3,1,0,1,0,0,0,0
159,9,662933,COL,True,545341,7,3,1,0,0,0,0,0,0
160,9,662933,COL,True,553869,8,4,0,0,0,1,0,0,0
161,9,662933,COL,True,578428,9,4,0,0,1,0,0,0,0
162,10,662888,CWS,False,572041,1,5,0,0,2,1,0,0,0
163,10,662888,CWS,False,673357,2,4,0,0,1,1,0,0,0
164,10,662888,CWS,False,547989,3,3,1,0,0,0,0,0,0
165,10,662888,CWS,False,518735,4,3,1,0,0,0,0,0,0
166,10,662888,CWS,False,650391,5,4,0,0,1,0,0,0,0
167,10,662888,CWS,False,544725,6,4,0,0,0,0,0,0,0
168,10,662888,CWS,False,543281,7,4,0,0,0,0,0,0,0
169,10,662888,CWS,False,683734,8,4,0,0,0,0,0,1,0
170,10,662888,CWS,False,669394,9,3,1,0,0,1,0,0,0
171,10,662888,DET,True,543257,1,3,1,1,1,0,0,0,0
172,10,662888,DET,True,640457,2,2,3,0,0,0,1,0,0
173,10,662888,DET,True,595879,3,5,0,0,2,0,0,0,0
174,10,662888,DET,True,600869,4,4,0,0,1,0,0,0,0
175,10,662888,DET,True,408234,5,4,0,0,1,0,0,0,0
176,10,662888,DET,True,570731,6,3,0,1,0,1,0,0,0
177,10,662888,DET,True,668731,7,4,0,0,0,0,0,0,0
178,10,662888,DET,True,679529,8,4,0,0,0,0,0,0,0
179,10,662888,DET,True,571466,9,2,0,0,0,0,0,0,0
180,11,662559,NYM,False,607043,1,5,0,0,1,0,1,0,0
181,11,662559,NYM,False,516782,2,5,0,0,1,1,0,0,0
182,11,662559,NYM,False,596019,3,1,1,1,0,0,0,0,0
183,11,662559,NYM,False,624413,4,5,0,0,0,1,0,0,0
184,11,662559,NYM,False,500871,5,3,2,0,0,1,0,0,0
185,11,662559,NYM,False,429664,6,4,0,0,1,0,0,0,0
186,11,662559,NYM,False,592192,7,3,2,0,2,0,0,0,0
187,11,662559,NYM,False,643446,8,4,1,0,2,0,0,1,0
188,11,662559,NYM,False,621512,9,4,0,0,1,0,0,0,0
189,11,662559,WSH,True,514917,1,4,0,0,1,0,0,0,0
190,11,662559,WSH,True,665742,2,3,1,0,0,0,0,0,0
191,11,662559,WSH,True,443558,3,4,0,0,1,0,0,0,0
192,11,662559,WSH,True,605137,4,3,0,1,0,0,0,1,0
193,11,662559,WSH,True,660688,5,4,0,0,2,0,0,0,0
194,11,662559,WSH,True,628450,6,3,0,0,0,0,0,0,1
195,11,662559,WSH,True,596748,7,3,0,0,0,0,0,0,0
196,11,662559,WSH,True,444876,8,3,0,0,0,0,0,0,0
197,11,662559,WSH,True,543829,9,3,0,0,0,0,0,0,0
198,12,662124,MIA,False,624585,1,5,0,0,0,0,0,0,0
199,12,662124,MIA,False,643265,2,5,0,0,1,0,0,0,0
200,12,662124,MIA,False,660821,3,4,1,0,0,0,0,0,0
201,12,662124,MIA,False,542583,4,5,0,0,1,0,0,0,0
202,12,662124,MIA,False,541645,5,5,0,0,1,0,0,0,0
203,12,662124,MIA,False,621563,6,3,1,0,1,0,0,0,0
204,12,662124,MIA,False,500743,7,4,0,0,1,0,0,0,0
205,12,662124,MIA,False,607732,8,4,0,0,1,0,0,1,0
206,12,662124,MIA,False,665862,9,3,1,0,1,0,0,1,0
207,12,662124,SF,True,573262,1,2,1,0,0,0,0,0,0
208,12,662124,SF,True,474832,2,4,1,0,1,0,0,1,0
209,12,662124,SF,True,573131,3,3,2,0,1,0,0,0,0
210,12,662124,SF,True,592626,4,1,1,0,0,0,0,0,0
211,12,662124,SF,True,543063,5,3,0,0,0,0,0,0,0
212,12,662124,SF,True,527038,6,4,0,0,0,0,0,0,0
213,12,662124,SF,True,642731,7,4,0,0,0,0,0,1,0
214,12,662124,SF,True,621453,8,4,0,0,0,0,0,0,0
215,12,662124,SF,True,663698,9,3,1,0,0,0,0,1,0
216,13,661918,BAL,False,656775,1,4,0,1,1,0,0,0,0
217,13,661918,BAL,False,663624,2,4,0,0,1,0,0,0,0
218,13,661918,BAL,False,641820,3,4,0,0,0,1,0,0,0
219,13,661918,BAL,False,669720,4,3,1,0,0,0,0,0,0
220,13,661918,BAL,False,623993,5,3,1,0,0,0,0,1,0
221,13,661918,BAL,False,602104,6,4,0,0,0,1,0,0,0
222,13,661918,BAL,False,622761,7,3,1,0,1,0,0,0,0
223,13,661918,BAL,False,455139,8,3,0,0,0,0,0,0,0
224,13,661918,BAL,False,642721,9,3,0,0,0,0,0,0,0
225,13,661918,TB,True,650490,1,4,0,0,1,0,0,0,0
226,13,661918,TB,True,677551,2,4,0,0,3,0,0,0,0
227,13,661918,TB,True,623912,3,3,0,0,0,0,0,0,0
228,13,661918,TB,True,668227,4,4,0,0,2,0,0,0,0
229,13,661918,TB,True,664040,5,3,0,0,0,0,0,0,1
230,13,661918,TB,True,572287,6,3,0,0,0,0,0,0,0
231,13,661918,TB,True,666139,7,2,2,0,0,0,0,0,0
232,13,661918,TB,True,622534,8,2,0,0,2,0,0,0,0
233,13,661918,TB,True,595281,9,3,0,0,0,0,0,0,0
234,14,661782,TEX,False,543543,1,4,1,0,0,0,0,1,0
235,14,661782,TEX,False,543760,2,4,1,0,0,0,0,0,0
236,14,661782,TEX,False,608369,3,4,1,0,1,1,0,0,0
237,14,661782,TEX,False,641598,4,4,1,0,1,0,0,1,0
238,14,661782,TEX,False,663993,5,5,0,0,2,0,0,0,0
239,14,661782,TEX,False,666969,6,3,1,0,0,0,0,1,0
240,14,661782,TEX,False,594777,7,3,0,1,0,0,0,0,0
241,14,661782,TEX,False,628451,8,4,0,0,0,0,0,0,0
242,14,661782,TEX,False,641432,9,4,0,0,0,0,0,0,0
243,14,661782,TOR,True,543807,1,3,2,0,0,0,0,0,0
244,14,661782,TOR,True,666182,2,4,0,0,2,0,0,0,0
245,14,661782,TOR,True,665489,3,4,0,0,2,0,0,0,0
246,14,661782,TOR,True,606192,4,2,2,0,0,0,0,1,0
247,14,661782,TOR,True,666971,5,4,0,0,0,1,0,0,0
248,14,661782,TOR,True,672386,6,3,0,0,0,0,0,0,1
249,14,661782,TOR,True,656305,7,4,0,0,0,0,0,0,0
250,14,661782,TOR,True,643376,8,3,1,0,1,0,0,1,0
251,14,661782,TOR,True,624415,9,1,0,0,0,0,0,0,0
252,15,661750,SEA,False,624428,1,5,0,0,0,0,0,0,0
253,15,661750,SEA,False,664034,2,2,2,1,1,0,0,0,0
254,15,661750,SEA,False,608385,3,4,1,0,2,0,0,0,0
255,15,661750,SEA,False,571745,4,4,0,0,0,0,0,1,0
256,15,661750,SEA,False,553993,5,4,0,0,0,0,0,0,0
257,15,661750,SEA,False,672284,6,4,0,0,0,0,0,0,0
258,15,661750,SEA,False,677594,7,4,0,0,0,0,0,0,0
259,15,661750,SEA,False,641487,8,2,2,0,0,0,0,0,0
260,15,661750,SEA,False,663728,9,2,2,0,1,0,0,0,0
261,15,661750,MIN,True,621439,1,4,0,0,0,0,0,0,0
262,15,661750,MIN,True,621043,2,4,0,0,1,0,0,0,0
263,15,661750,MIN,True,593871,3,3,1,0,0,0,0,0,0
264,15,661750,MIN,True,570482,4,3,0,0,0,0,0,1,0
265,15,661750,MIN,True,593934,5,3,1,0,0,0,0,0,0
266,15,661750,MIN,True,666135,6,4,0,0,0,0,0,0,0
267,15,661750,MIN,True,596142,7,4,0,0,0,0,0,0,0
268,15,661750,MIN,True,680777,8,2,1,0,1,0,0,0,0
269,15,661750,MIN,True,596146,9,1,1,1,0,0,0,0,0
270,16,661576,CIN,False,663697,1,5,0,0,0,0,0,0,0
271,16,661576,CIN,False,571980,2,4,0,0,0,0,0,0,0
272,16,661576,CIN,False,502054,3,3,1,0,0,0,0,0,0
273,16,661576,CIN,False,458015,4,2,1,1,1,0,0,0,0
274,16,661576,CIN,False,663886,5,4,0,0,2,0,0,0,0
275,16,661576,CIN,False,669222,6,4,0,0,0,1,0,0,0
276,16,661576,CIN,False,519058,7,3,0,0,0,0,0,0,1
277,16,661576,CIN,False,571657,8,4,0,0,1,0,0,0,0
278,16,661576,CIN,False,641584,9,3,1,0,1,0,0,0,0
279,16,661576,ATL,True,645277,1,4,1,0,0,0,0,0,0
280,16,661576,ATL,True,621566,2,5,0,0,2,1,0,0,0
281,16,661576,ATL,True,663586,3,3,2,0,0,0,0,0,0
282,16,661576,ATL,True,542303,4,4,0,0,1,0,0,0,0
283,16,661576,ATL,True,594807,5,3,1,0,0,1,0,0,0
284,16,661576,ATL,True,592696,6,3,1,0,0,0,0,0,0
285,16,661576,ATL,True,518595,7,4,0,0,2,0,0,0,0
286,16,661576,ATL,True,621020,8,2,2,0,0,0,0,0,0
287,16,661576,ATL,True,606115,9,3,0,0,1,0,0,0,1
288,17,661333,BOS,False,571771,1,4,1,0,0,0,0,0,0
289,17,661333,BOS,False,646240,2,4,0,0,0,0,0,1,0
290,17,661333,BOS,False,593428,3,5,0,0,2,1,0,0,0
291,17,661333,BOS,False,502110,4,5,0,0,0,1,0,0,0
292,17,661333,BOS,False,657077,5,5,0,0,2,0,0,0,0
293,17,661333,BOS,False,596115,6,5,0,0,0,0,0,0,0
294,17,661333,BOS,False,666915,7,5,0,0,1,0,0,0,0
295,17,661333,BOS,False,598265,8,2,1,0,0,0,0,0,0
296,17,661333,BOS,False,543877,9,3,0,1,1,0,0,0,0
297,17,661333,NYY,True,518626,1,6,0,0,2,0,0,0,0
298,17,661333,NYY,True,592450,2,5,0,0,1,1,0,0,0
299,17,661333,NYY,True,519203,3,3,0,1,0,0,0,1,0
300,17,661333,NYY,True,519317,4,5,0,0,0,0,0,1,0
301,17,661333,NYY,True,518934,5,3,1,1,0,0,0,1,0
302,17,661333,NYY,True,608336,6,4,1,0,0,0,0,0,0
303,17,661333,NYY,True,543305,7,4,0,0,1,0,0,0,0
304,17,661333,NYY,True,543309,8,4,0,0,1,0,0,0,0
305,17,661333,NYY,True,643396,9,5,0,0,0,0,0,0,0
306,18,661131,OAK,False,643393,1,4,0,0,1,0,0,0,0
307,18,661131,OAK,False,641856,2,3,0,0,0,0,0,0,0
308,18,661131,OAK,False,669221,3,4,0,0,0,1,0,0,0
309,18,661131,OAK,False,640461,4,4,0,0,1,0,0,1,0
310,18,661131,OAK,False,664913,5,4,0,0,0,0,0,1,0
311,18,661131,OAK,False,462101,6,4,0,0,0,0,0,0,0
312,18,661131,OAK,False,675656,7,4,0,0,0,0,0,0,0
313,18,661131,OAK,False,572039,8,1,0,1,0,0,0,0,0
314,18,661131,OAK,False,665506,9,3,0,0,1,0,0,0,0
315,18,661131,PHI,True,656941,1,4,1,0,1,0,0,1,0
316,18,661131,PHI,True,592663,2,4,1,0,1,0,0,0,0
317,18,661131,PHI,True,547180,3,4,1,0,0,1,0,0,0
318,18,661131,PHI,True,592206,4,4,0,0,0,1,0,0,0
319,18,661131,PHI,True,656555,5,3,1,0,2,0,0,0,0
320,18,661131,PHI,True,544369,6,4,0,0,1,0,0,0,0
321,18,661131,PHI,True,516416,7,3,1,0,0,1,0,0,0
322,18,661131,PHI,True,681082,8,4,0,0,1,1,0,0,0
323,18,661131,PHI,True,663837,9,3,0,0,0,0,0,0,1
324,19,661041,HOU,False,514888,1,4,0,0,0,0,0,1,0
325,19,661041,HOU,False,488726,2,4,0,0,0,1,0,0,0
326,19,661041,HOU,False,608324,3,4,0,0,1,0,0,1,0
327,19,661041,HOU,False,670541,4,4,1,0,0,1,0,0,0
328,19,661041,HOU,False,649557,5,4,1,0,1,0,0,1,0
329,19,661041,HOU,False,663656,6,5,0,0,0,0,0,2,0
330,19,661041,HOU,False,665161,7,5,0,0,1,1,0,1,0
331,19,661041,HOU,False,642350,8,4,0,0,2,0,0,0,0
332,19,661041,HOU,False,455117,9,3,1,0,0,0,0,0,0
333,19,661041,LAA,True,660271,1,5,0,0,1,0,0,0,0
334,19,661041,LAA,True,545361,2,3,0,0,0,0,0,0,0
335,19,661041,LAA,True,543685,3,3,0,0,1,0,0,0,0
336,19,661041,LAA,True,665120,4,5,0,0,3,0,0,0,0
337,19,661041,LAA,True,670351,5,5,0,0,0,2,0,0,0
338,19,661041,LAA,True,669016,6,4,0,0,1,0,0,0,0
339,19,661041,LAA,True,435559,7,4,0,0,2,0,0,0,0
340,19,661041,LAA,True,642180,8,3,0,0,1,0,0,0,0
341,19,661041,LAA,True,664058,9,4,0,0,0,0,0,0,0
342,20,663404,SD,False,663757,1,4,1,0,0,0,0,0,0
343,20,663404,SD,False,607461,2,4,0,0,0,0,0,0,0
344,20,663404,SD,False,592518,3,4,1,0,1,1,0,0,0
345,20,663404,SD,False,630105,4,4,0,0,1,0,0,0,0
346,20,663404,SD,False,572228,5,3,1,0,1,0,0,0,0
347,20,663404,SD,False,543333,6,4,0,0,2,0,0,0,0
348,20,663404,SD,False,543592,7,2,1,0,1,0,0,0,1
349,20,663404,SD,False,571976,8,4,0,0,0,1,0,0,0
350,20,663404,SD,False,682928,9,4,0,0,1,0,0,0,0
351,20,663404,AZ,True,662139,1,3,1,0,0,0,0,0,0
352,20,663404,AZ,True,606466,2,4,0,0,1,0,0,0,0
353,20,663404,AZ,True,444482,3,4,0,0,0,1,0,1,0
354,20,663404,AZ,True,572233,4,4,0,0,1,0,0,0,0
355,20,663404,AZ,True,656976,5,3,0,0,0,0,0,0,0
356,20,663404,AZ,True,666179,6,4,0,0,0,0,0,0,0
357,20,663404,AZ,True,672695,7,2,1,0,0,0,0,0,0
358,20,663404,AZ,True,642727,8,3,0,0,0,1,0,0,0
359,20,663404,AZ,True,645444,9,3,0,0,0,0,0,0,0
360,21,663205,MIL,False,457705,1,3,0,1,1,0,0,0,0
361,21,663205,MIL,False,642715,2,4,0,0,1,0,0,0,0
362,21,663205,MIL,False,592885,3,2,1,1,1,0,0,0,0
363,21,663205,MIL,False,592669,4,4,0,0,0,0,0,0,0
364,21,663205,MIL,False,669374,5,3,1,0,0,0,0,0,0
365,21,663205,MIL,False,621438,6,3,1,0,0,0,0,0,0
366,21,663205,MIL,False,543939,7,3,0,0,1,0,0,0,0
367,21,663205,MIL,False,670712,8,3,0,0,0,0,0,0,0
368,21,663205,MIL,False,605170,9,3,0,0,0,0,0,0,0
369,21,663205,CHC,True,542364,1,4,1,0,0,1,0,0,0
370,21,663205,CHC,True,663611,2,4,0,1,1,0,0,0,0
371,21,663205,CHC,True,575929,3,3,1,1,1,0,0,0,0
372,21,663205,CHC,True,664023,4,3,1,1,2,0,0,0,0
373,21,663205,CHC,True,643524,5,4,1,0,2,0,0,0,0
374,21,663205,CHC,True,673548,6,3,1,0,1,0,0,0,1
375,21,663205,CHC,True,518792,7,2,2,0,1,0,0,0,0
376,21,663205,CHC,True,621550,8,5,0,0,1,0,0,0,0
377,21,663205,CHC,True,663538,9,4,0,0,0,0,0,0,0
378,22,662931,LAD,False,605141,1,4,0,0,1,0,0,0,0
379,22,662931,LAD,False,518692,2,4,0,0,0,0,0,0,0
380,22,662931,LAD,False,607208,3,4,0,0,1,0,0,0,0
381,22,662931,LAD,False,571970,4,4,0,0,0,0,0,0,0
382,22,662931,LAD,False,457759,5,4,0,0,1,0,0,0,0
383,22,662931,LAD,False,621458,6,4,0,0,1,0,0,0,0
384,22,662931,LAD,False,641355,7,4,0,0,0,0,0,0,0
385,22,662931,LAD,False,666158,8,3,0,0,1,0,0,0,0
386,22,662931,LAD,False,605131,9,3,0,0,1,0,0,1,0
387,22,662931,COL,True,453568,1,4,0,0,0,0,0,0,0
388,22,662931,COL,True,592178,2,4,0,0,1,0,0,0,0
389,22,662931,COL,True,663898,3,4,0,0,1,0,0,0,0
390,22,662931,COL,True,543068,4,4,0,0,1,0,0,0,0
391,22,662931,COL,True,641857,5,4,0,0,1,1,0,0,0
392,22,662931,COL,True,656582,6,4,0,0,1,0,0,1,0
393,22,662931,COL,True,656541,7,4,0,0,1,0,0,0,0
394,22,662931,COL,True,578428,8,2,0,1,0,0,0,0,0
395,22,662931,COL,True,624513,9,1,1,0,0,0,0,0,0
396,23,662864,CWS,False,572041,1,2,0,0,1,0,0,0,0
397,23,662864,CWS,False,673357,2,4,0,0,2,0,0,0,0
398,23,662864,CWS,False,547989,3,4,0,0,1,1,0,0,0
399,23,662864,CWS,False,518735,4,4,0,0,0,0,0,1,0
400,23,662864,CWS,False,650391,5,4,0,0,1,0,0,0,0
401,23,662864,CWS,False,657757,6,4,0,0,0,0,0,0,0
402,23,662864,CWS,False,544725,7,4,0,0,0,0,0,0,0
403,23,662864,CWS,False,543281,8,4,0,0,0,1,1,0,0
404,23,662864,CWS,False,669394,9,3,0,0,0,0,0,0,0
405,23,662864,DET,True,543257,1,4,0,0,0,0,0,0,0
406,23,662864,DET,True,640457,2,4,0,0,2,0,0,0,0
407,23,662864,DET,True,595879,3,4,0,0,2,0,0,0,0
408,23,662864,DET,True,600869,4,4,0,0,0,1,0,0,0
409,23,662864,DET,True,408234,5,3,1,0,1,0,0,0,0
410,23,662864,DET,True,570731,6,4,0,0,1,0,0,0,0
411,23,662864,DET,True,606992,7,2,2,0,0,0,0,0,0
412,23,662864,DET,True,679529,8,2,2,0,0,0,0,0,0
