,game_sequence,game_pk,team,starting_pitcher,is_home,n_pitches,ip,er,k,bb,h
44,23,565507,HOU,656686,False,37.0,3.67,5.0,5.0,1.0,5.0
45,23,565507,DET,519043,True,33.0,4.33,3.0,1.0,2.0,6.0
46,24,565987,MIA,612672,False,36.0,5.0,5.0,3.0,0.0,7.0
47,24,565987,NYM,571927,True,28.0,5.0,0.0,3.0,0.0,6.0
48,25,565893,STL,571476,False,15.0,2.0,1.0,2.0,0.0,3.0
49,25,565893,WSH,476451,True,44.0,5.0,0.0,6.0,3.0,4.0
50,26,565218,KC,641571,False,46.0,5.33,5.0,4.0,4.0,8.0
51,26,565218,CIN,543101,True,44.0,5.67,5.0,2.0,3.0,6.0
52,27,565122,SF,502188,False,40.0,5.33,2.0,4.0,1.0,7.0
53,27,565122,CHC,543294,True,35.0,5.67,3.0,3.0,1.0,7.0
54,28,565025,TB,621056,False,11.0,2.0,1.0,2.0,0.0,2.0
55,28,565025,BOS,584171,True,10.0,2.0,0.0,0.0,0.0,2.0
56,29,564829,LAA,598287,False,34.0,3.0,0.0,3.0,0.0,2.0
57,29,564829,AZ,518876,True,71.0,5.0,1.0,3.0,1.0,3.0
58,30,566084,SEA,579328,False,91.0,4.67,1.0,3.0,1.0,4.0
59,30,566084,OAK,462136,True,75.0,5.0,3.0,1.0,0.0,5.0
60,31,566467,COL,656546,False,30.0,4.33,5.0,4.0,0.0,5.0
61,31,566467,SF,608717,True,27.0,3.67,2.0,3.0,0.0,6.0
62,32,567550,CIN,596112,False,8.0,2.0,0.0,1.0,0.0,1.0
63,32,567550,MIL,605200,True,33.0,5.33,3.0,3.0,1.0,6.0
64,33,567454,PHI,595191,False,40.0,4.0,1.0,6.0,3.0,2.0
65,33,567454,NYY,642528,True,32.0,4.0,2.0,7.0,0.0,3.0
66,34,567357,WSH,453286,False,57.0,7.0,3.0,12.0,0.0,10.0
67,34,567357,MIA,573185,True,38.0,5.33,2.0,4.0,2.0,4.0
68,35,567154,DET,475115,False,33.0,5.33,2.0,3.0,2.0,4.0
69,35,567154,ATL,527054,True,37.0,5.0,2.0,5.0,1.0,7.0
70,36,566959,BOS,502130,False,21.0,1.67,2.0,2.0,3.0,0.0
71,36,566959,MIN,502043,True,27.0,2.67,5.0,2.0,1.0,8.0
72,37,566662,PIT,663399,False,13.0,1.0,1.0,2.0,1.0,2.0
73,37,566662,TB,521655,True,12.0,1.67,0.0,2.0,0.0,2.0
74,38,566369,LAA,596071,False,38.0,4.67,3.0,5.0,2.0,4.0
75,38,566369,SEA,641501,True,29.0,4.0,1.0,6.0,0.0,4.0
76,39,566863,BAL,605541,False,33.0,4.0,2.0,3.0,2.0,3.0
77,39,566863,TOR,592717,True,34.0,6.0,0.0,3.0,2.0,1.0
78,40,565796,AZ,571863,False,35.0,5.0,2.0,6.0,0.0,5.0
79,40,565796,LAD,642701,True,34.0,3.0,3.0,5.0,2.0,3.0
80,41,565700,SF,518516,False,26.0,2.0,7.0,2.0,1.0,10.0
81,41,565700,KC,456701,True,45.0,6.0,2.0,7.0,2.0,3.0
82,42,565604,NYM,450306,False,38.0,5.67,4.0,3.0,2.0,6.0
83,42,565604,HOU,502748,True,32.0,4.33,3.0,4.0,1.0,6.0
84,43,565411,SD,641778,False,67.0,4.0,0.0,4.0,1.0,2.0
85,43,565411,COL,643466,True,50.0,2.67,1.0,5.0,0.0,3.0
86,44,565314,CHC,621249,False,19.0,1.0,4.0,2.0,1.0,4.0
87,44,565314,CLE,446372,True,39.0,5.33,2.0,7.0,1.0,4.0
88,45,565123,TEX,502083,False,9.0,1.0,0.0,2.0,0.0,1.0
89,45,565123,CHC,500779,True,37.0,6.0,1.0,6.0,0.0,4.0
90,46,564731,CWS,607074,False,28.0,2.0,2.0,3.0,2.0,4.0
91,46,564731,LAA,502239,True,41.0,4.33,1.0,4.0,3.0,4.0
92,47,565988,STL,607231,False,40.0,5.67,3.0,4.0,2.0,8.0
93,47,565988,NYM,502327,True,31.0,3.0,5.0,1.0,3.0,7.0
94,48,567551,KC,641745,False,29.0,4.67,4.0,2.0,0.0,7.0
95,48,567551,MIL,448855,True,8.0,1.0,0.0,2.0,0.0,0.0
96,49,567358,HOU,434378,False,32.0,4.0,0.0,9.0,0.0,2.0
97,49,567358,MIA,570632,True,13.0,3.0,0.0,2.0,0.0,0.0
98,50,567155,NYM,594798,False,19.0,3.0,0.0,5.0,0.0,0.0
99,50,567155,ATL,458708,True,22.0,3.0,0.0,3.0,1.0,3.0
100,51,566760,MIL,572143,False,16.0,3.0,0.0,3.0,0.0,0.0
101,51,566760,TEX,501985,True,42.0,5.0,4.0,7.0,1.0,7.0
102,52,566468,AZ,592662,False,50.0,5.33,2.0,11.0,2.0,5.0
103,52,566468,SF,502706,True,37.0,4.0,2.0,4.0,3.0,6.0
104,53,566273,LAA,676886,False,39.0,2.33,5.0,1.0,4.0,5.0
105,53,566273,SD,664192,True,35.0,5.0,2.0,3.0,2.0,4.0
106,54,566179,PHI,621107,False,41.0,5.33,4.0,6.0,0.0,5.0
107,54,566179,PIT,543475,True,38.0,5.0,3.0,5.0,0.0,7.0
108,55,567455,TOR,663423,False,35.0,3.67,3.0,4.0,2.0,4.0
109,55,567455,NYY,547888,True,14.0,2.0,0.0,3.0,0.0,1.0
110,56,565797,CWS,544365,False,33.0,5.0,1.0,3.0,2.0,2.0
111,56,565797,LAD,592779,True,30.0,3.33,1.0,3.0,2.0,5.0
112,57,565508,TB,450203,False,20.0,2.0,0.0,3.0,1.0,3.0
113,57,565508,DET,519455,True,35.0,4.0,3.0,4.0,1.0,5.0
114,58,565412,CHC,452657,False,72.0,4.0,6.0,4.0,1.0,9.0
115,58,565412,COL,607536,True,73.0,6.0,3.0,3.0,1.0,6.0
116,59,565315,CIN,641816,False,25.0,4.33,3.0,2.0,0.0,6.0
117,59,565315,CLE,545333,True,55.0,6.67,5.0,7.0,2.0,7.0
118,60,565026,PIT,592791,False,25.0,4.0,4.0,3.0,0.0,8.0
119,60,565026,BOS,519242,True,32.0,5.0,0.0,6.0,1.0,2.0
120,61,564928,MIN,621244,False,38.0,4.67,2.0,6.0,1.0,4.0
121,61,564928,BAL,502171,True,4.0,1.0,0.0,0.0,0.0,0.0
122,62,565894,STL,571945,False,34.0,3.0,4.0,2.0,2.0,6.0
123,62,565894,WSH,544931,True,46.0,5.67,3.0,9.0,0.0,8.0
124,63,567262,CLE,669456,False,40.0,5.0,3.0,6.0,2.0,6.0
125,63,567262,CWS,605507,True,6.0,1.0,0.0,1.0,0.0,2.0
126,64,567156,TB,607192,False,33.0,4.0,4.0,5.0,1.0,8.0
127,64,567156,ATL,592332,True,35.0,3.33,0.0,5.0,3.0,3.0
128,65,567057,BAL,643316,False,15.0,1.67,0.0,2.0,0.0,4.0
129,65,567057,PHI,608344,True,25.0,4.0,1.0,2.0,1.0,4.0
130,66,566960,NYY,572020,False,37.0,5.67,2.0,5.0,1.0,6.0
131,66,566960,MIN,527048,True,43.0,5.67,4.0,4.0,4.0,3.0
132,67,566566,MIA,668678,False,33.0,5.0,1.0,7.0,0.0,2.0
133,67,566566,STL,656427,True,20.0,4.0,0.0,3.0,0.0,1.0
134,68,566274,CHC,543557,False,18.0,2.0,3.0,0.0,2.0,3.0
135,68,566274,SD,663531,True,13.0,0.67,6.0,1.0,0.0,6.0
136,69,566085,SF,605446,False,60.0,4.0,3.0,2.0,2.0,2.0
137,69,566085,OAK,474463,True,66.0,6.0,0.0,3.0,1.0,3.0
138,70,565798,LAD,548389,False,49.0,3.0,1.0,0.0,1.0,3.0
139,70,565798,LAA,570240,True,80.0,3.33,1.0,9.0,2.0,3.0
140,71,565701,KC,596001,False,42.0,7.0,3.0,6.0,0.0,8.0
141,71,565701,TEX,458681,True,32.0,5.0,2.0,4.0,2.0,2.0
142,72,565605,WSH,571578,False,48.0,6.0,3.0,7.0,1.0,10.0
143,72,565605,HOU,543037,True,37.0,5.33,3.0,5.0,1.0,5.0
144,73,565509,TOR,656887,False,29.0,2.0,5.0,3.0,3.0,4.0
145,73,565509,DET,596057,True,35.0,4.0,5.0,2.0,3.0,6.0
146,74,565219,COL,608566,False,18.0,3.0,0.0,4.0,0.0,1.0
147,74,565219,CIN,543243,True,33.0,5.0,1.0,7.0,0.0,3.0
148,75,564929,PIT,592866,False,15.0,3.0,0.0,2.0,0.0,3.0
149,75,564929,BAL,488768,True,12.0,2.0,1.0,1.0,0.0,2.0
150,76,564830,MIL,642547,False,57.0,3.33,1.0,6.0,1.0,3.0
151,76,564830,AZ,643327,True,82.0,6.0,2.0,3.0,1.0,3.0
152,77,565989,WSH,605452,False,36.0,5.0,4.0,3.0,2.0,7.0
153,77,565989,NYM,623402,True,13.0,2.0,0.0,1.0,1.0,2.0
154,78,568392,CIN,543699,False,44.0,1.67,5.0,1.0,2.0,3.0
155,78,568392,ATL,608331,True,38.0,2.0,0.0,2.0,1.0,0.0
156,79,568441,NYY,605501,False,25.0,1.33,2.0,1.0,0.0,2.0
157,79,568441,WSH,434671,True,86.0,5.33,2.0,4.0,4.0,2.0
158,80,568408,NYM,554430,False,31.0,3.0,5.0,2.0,2.0,5.0
159,80,568408,BAL,605164,True,42.0,4.67,4.0,4.0,2.0,9.0
160,81,568401,MIL,605540,False,29.0,3.0,2.0,6.0,1.0,4.0
161,81,568401,TOR,543208,True,17.0,2.0,0.0,4.0,0.0,2.0
162,82,568396,PIT,593144,False,13.0,1.0,0.0,1.0,0.0,0.0
163,82,568396,HOU,666215,True,67.0,3.0,3.0,2.0,1.0,6.0
164,83,568390,BOS,519144,False,25.0,4.0,2.0,3.0,0.0,4.0
165,83,568390,CHC,430935,True,26.0,5.0,1.0,2.0,0.0,3.0
166,84,564831,CWS,429722,False,66.0,5.0,2.0,3.0,2.0,4.0
167,84,564831,AZ,596133,True,83.0,6.0,0.0,5.0,2.0,2.0
168,85,566761,CLE,471911,False,75.0,5.67,1.0,4.0,0.0,5.0
169,85,566761,TEX,450172,True,71.0,3.33,4.0,3.0,3.0,5.0
170,86,566469,OAK,521230,False,23.0,1.0,0.0,1.0,1.0,1.0
171,86,566469,SF,641312,True,57.0,3.0,1.0,3.0,1.0,2.0
172,87,566370,SD,663978,False,49.0,2.67,0.0,4.0,1.0,1.0
173,87,566370,SEA,502190,True,87.0,5.33,4.0,3.0,0.0,9.0
174,88,567058,TB,521655,False,17.0,2.0,2.0,2.0,1.0,2.0
175,88,567058,PHI,453562,True,46.0,6.0,2.0,8.0,0.0,6.0
176,89,564732,LAD,628317,False,44.0,3.0,3.0,2.0,0.0,5.0
177,89,564732,LAA,598287,True,21.0,1.0,0.0,1.0,1.0,0.0
178,90,568402,MIL,669203,False,23.0,3.67,0.0,5.0,0.0,2.0
179,90,568402,TOR,623381,True,13.0,2.0,0.0,1.0,1.0,2.0
180,91,568398,PIT,543506,False,19.0,1.0,0.0,1.0,0.0,0.0
181,91,568398,HOU,656266,True,63.0,4.0,2.0,3.0,1.0,3.0
182,92,568393,CIN,543101,False,44.0,4.0,0.0,4.0,1.0,2.0
183,92,568393,ATL,656794,True,63.0,4.0,2.0,5.0,0.0,3.0
184,93,568389,BOS,456034,False,29.0,3.67,5.0,2.0,2.0,6.0
185,93,568389,CHC,605218,True,7.0,1.0,0.0,1.0,0.0,1.0
186,94,566762,CLE,605182,False,82.0,3.0,2.0,5.0,2.0,6.0
187,94,566762,TEX,592767,True,73.0,3.67,3.0,5.0,3.0,6.0
188,95,566961,COL,592351,False,35.0,3.0,3.0,4.0,2.0,5.0
189,95,566961,MIN,501381,True,44.0,5.0,2.0,7.0,2.0,3.0
190,96,566470,OAK,605156,False,82.0,5.33,1.0,5.0,2.0,5.0
191,96,566470,SF,502188,True,66.0,3.67,4.0,3.0,1.0,6.0
192,97,566371,SD,621381,False,51.0,3.0,0.0,6.0,0.0,3.0
193,97,566371,SEA,453281,True,46.0,5.33,0.0,6.0,0.0,3.0
194,98,564832,CWS,467100,False,37.0,3.0,1.0,3.0,0.0,1.0
195,98,564832,AZ,518876,True,84.0,5.67,6.0,1.0,1.0,9.0
196,99,564733,LAA,663776,False,43.0,1.33,7.0,1.0,5.0,3.0
197,99,564733,LAD,628711,True,42.0,4.0,0.0,4.0,0.0,0.0
198,100,566663,DET,519043,False,70.0,3.0,3.0,3.0,1.0,4.0
199,100,566663,TB,642232,True,58.0,4.0,1.0,5.0,0.0,5.0
200,101,566864,DET,519455,False,70.0,7.0,0.0,4.0,0.0,1.0
201,101,566864,TOR,573186,True,94.0,7.0,0.0,7.0,4.0,2.0
202,102,567552,STL,571945,False,82.0,5.0,5.0,3.0,1.0,5.0
203,102,567552,MIL,468504,True,96.0,5.33,3.0,7.0,2.0,3.0
204,103,567456,BAL,488768,False,75.0,4.0,6.0,3.0,4.0,6.0
205,103,567456,NYY,547888,True,83.0,5.67,1.0,5.0,0.0,6.0
206,104,567359,COL,607536,False,93.0,7.0,1.0,5.0,1.0,2.0
207,104,567359,MIA,570632,True,94.0,4.67,5.0,2.0,1.0,9.0
208,105,567059,ATL,527054,False,88.0,5.0,3.0,7.0,2.0,4.0
209,105,567059,PHI,605400,True,99.0,6.0,1.0,8.0,5.0,2.0
210,106,566962,CLE,446372,False,79.0,7.0,2.0,5.0,1.0,4.0
211,106,566962,MIN,621244,True,96.0,7.67,0.0,10.0,1.0,2.0
212,107,566763,CHC,452657,False,98.0,6.0,2.0,3.0,2.0,4.0
213,107,566763,TEX,501985,True,76.0,4.67,6.0,3.0,2.0,5.0
214,108,565220,PIT,592791,False,83.0,6.0,4.0,4.0,2.0,5.0
215,108,565220,CIN,622491,True,91.0,5.67,1.0,8.0,3.0,2.0
216,109,566372,BOS,519242,False,76.0,3.0,7.0,4.0,2.0,6.0
217,109,566372,SEA,594835,True,94.0,5.33,3.0,4.0,1.0,9.0
218,110,566275,SF,518516,False,92.0,7.0,2.0,9.0,1.0,5.0
219,110,566275,SD,641778,True,70.0,6.0,0.0,3.0,1.0,4.0
220,111,566086,LAA,502239,False,86.0,6.0,4.0,3.0,1.0,6.0
221,111,566086,OAK,571666,True,83.0,6.0,0.0,2.0,3.0,1.0
222,112,565895,NYM,594798,False,93.0,6.0,0.0,10.0,1.0,5.0
223,112,565895,WSH,453286,True,109.0,7.67,2.0,12.0,3.0,2.0
224,113,565799,AZ,425844,False,82.0,3.67,7.0,3.0,2.0,7.0
225,113,565799,LAD,547943,True,82.0,6.0,1.0,8.0,0.0,4.0
226,114,565702,CWS,607074,False,101.0,5.33,2.0,6.0,1.0,3.0
227,114,565702,KC,641745,True,92.0,7.0,0.0,5.0,1.0,2.0
228,115,566664,HOU,434378,False,102.0,7.0,1.0,9.0,1.0,3.0
229,115,566664,TB,605483,True,91.0,6.0,5.0,3.0,2.0,6.0
230,116,567553,STL,656427,False,89.0,4.33,4.0,4.0,1.0,7.0
231,116,567553,MIL,642547,True,80.0,3.0,4.0,3.0,3.0,6.0
232,117,567360,COL,608566,False,93.0,6.0,1.0,7.0,3.0,2.0
233,117,567360,MIA,670950,True,81.0,6.0,1.0,4.0,2.0,4.0
234,118,566665,HOU,543037,False,101.0,6.0,1.0,10.0,0.0,5.0
235,118,566665,TB,450203,True,85.0,5.0,2.0,8.0,2.0,3.0
236,119,566865,DET,571510,False,85.0,5.0,3.0,10.0,1.0,5.0
237,119,566865,TOR,533167,True,87.0,7.0,0.0,7.0,2.0,2.0
238,120,566276,SF,502706,False,71.0,4.0,3.0,5.0,2.0,4.0
239,120,566276,SD,664192,True,87.0,5.33,0.0,7.0,2.0,3.0
240,121,566087,LAA,518774,False,89.0,6.0,2.0,1.0,3.0,4.0
241,121,566087,OAK,462136,True,77.0,6.0,0.0,3.0,2.0,2.0
242,122,565800,AZ,592662,False,102.0,5.0,3.0,9.0,5.0,3.0
243,122,565800,LAD,548389,True,76.0,5.33,0.0,5.0,1.0,3.0
244,123,566373,BOS,543135,False,89.0,5.0,6.0,3.0,2.0,8.0
245,123,566373,SEA,579328,True,86.0,6.0,2.0,5.0,0.0,4.0
246,124,567554,STL,641712,False,88.0,4.33,3.0,6.0,2.0,7.0
247,124,567554,MIL,605540,True,100.0,5.0,2.0,5.0,1.0,6.0
248,125,567457,BAL,501992,False,33.0,2.0,0.0,1.0,3.0,1.0
249,125,567457,NYY,572020,True,82.0,5.67,1.0,5.0,1.0,4.0
250,126,567361,COL,542881,False,85.0,5.0,5.0,3.0,0.0,9.0
251,126,567361,MIA,641154,True,88.0,5.33,3.0,7.0,0.0,5.0
252,127,567060,ATL,669060,False,73.0,3.33,4.0,3.0,4.0,5.0
253,127,567060,PHI,601713,True,76.0,4.67,4.0,4.0,1.0,8.0
254,128,566963,CLE,545333,False,108.0,7.0,1.0,9.0,1.0,1.0
255,128,566963,MIN,543606,True,92.0,6.0,1.0,11.0,2.0,1.0
256,129,566764,CHC,506433,False,75.0,2.67,3.0,4.0,7.0,2.0
257,129,566764,TEX,450172,True,80.0,4.0,4.0,3.0,4.0,6.0
258,130,566866,DET,605513,False,91.0,5.0,3.0,5.0,2.0,4.0
259,130,566866,TOR,592717,True,90.0,5.0,0.0,6.0,3.0,3.0
260,131,566374,BOS,593958,False,105.0,4.33,5.0,5.0,3.0,8.0
261,131,566374,SEA,502190,True,97.0,6.0,2.0,7.0,2.0,7.0
262,132,566277,SF,605446,False,71.0,5.0,2.0,2.0,0.0,4.0
263,132,566277,SD,676606,True,72.0,5.0,1.0,5.0,0.0,3.0
264,133,566088,LAA,570240,False,61.0,3.67,4.0,3.0,1.0,4.0
265,133,566088,OAK,474463,True,96.0,6.0,0.0,4.0,2.0,3.0
266,134,565896,NYM,592789,False,103.0,6.0,4.0,7.0,0.0,7.0
267,134,565896,WSH,544931,True,96.0,6.0,4.0,8.0,2.0,7.0
268,135,565801,AZ,643327,False,101.0,5.33,7.0,3.0,2.0,8.0
269,135,565801,LAD,628317,True,106.0,6.67,3.0,6.0,2.0,5.0
270,136,565703,CWS,625643,False,88.0,4.0,4.0,2.0,4.0,6.0
271,136,565703,KC,596001,True,92.0,5.67,3.0,6.0,1.0,6.0
272,137,566666,HOU,543521,False,81.0,5.0,2.0,9.0,1.0,3.0
273,137,566666,TB,607192,True,77.0,5.0,1.0,4.0,1.0,6.0
274,138,566867,DET,519043,False,84.0,7.0,0.0,6.0,1.0,2.0
275,138,566867,TOR,663423,True,75.0,5.0,0.0,8.0,0.0,2.0
276,139,567458,BAL,605164,False,93.0,3.67,3.0,7.0,5.0,2.0
277,139,567458,NYY,457918,True,75.0,4.0,4.0,3.0,1.0,5.0
278,140,567555,STL,608379,False,96.0,6.0,1.0,7.0,4.0,4.0
279,140,567555,MIL,669203,True,87.0,5.0,4.0,12.0,1.0,6.0
280,141,567362,COL,592351,False,89.0,6.67,3.0,10.0,1.0,5.0
281,141,567362,MIA,645261,True,92.0,8.0,0.0,6.0,0.0,4.0
282,142,567061,ATL,657140,False,85.0,4.33,3.0,4.0,5.0,2.0
283,142,567061,PHI,453562,True,104.0,6.0,1.0,6.0,6.0,3.0
284,143,566964,CLE,471911,False,65.0,4.33,6.0,4.0,1.0,10.0
285,143,566964,MIN,501381,True,40.0,4.0,0.0,5.0,1.0,1.0
286,144,566765,CHC,430935,False,100.0,5.0,5.0,4.0,3.0,6.0
287,144,566765,TEX,458681,True,103.0,5.67,7.0,5.0,0.0,10.0
288,145,565704,CWS,608337,False,99.0,6.67,2.0,8.0,1.0,3.0
289,145,565704,KC,605347,True,82.0,5.0,4.0,5.0,1.0,6.0
290,146,566375,BOS,519144,False,73.0,2.67,4.0,3.0,4.0,6.0
291,146,566375,SEA,453281,True,90.0,5.33,4.0,1.0,3.0,7.0
292,147,566278,SF,502188,False,86.0,5.0,0.0,2.0,4.0,3.0
293,147,566278,SD,663978,True,79.0,5.0,1.0,7.0,1.0,2.0
294,148,566089,LAA,572140,False,86.0,4.67,2.0,2.0,1.0,5.0
295,148,566089,OAK,593423,True,77.0,6.0,1.0,6.0,0.0,3.0
296,149,565897,NYM,554430,False,95.0,5.0,4.0,7.0,1.0,6.0
297,149,565897,WSH,571578,True,94.0,6.0,2.0,4.0,2.0,7.0
298,150,565802,AZ,596133,False,97.0,4.33,4.0,3.0,2.0,6.0
299,150,565802,LAD,621111,True,66.0,3.0,5.0,0.0,1.0,5.0
300,151,565222,PIT,592866,False,80.0,6.0,0.0,6.0,1.0,3.0
301,151,565222,CIN,543243,True,72.0,2.67,2.0,0.0,4.0,5.0
302,152,566667,HOU,489119,False,87.0,6.0,3.0,4.0,0.0,8.0
303,152,566667,TB,630023,True,88.0,7.0,1.0,6.0,0.0,2.0
304,153,566668,COL,518452,False,91.0,5.67,6.0,5.0,2.0,7.0
305,153,566668,TB,592773,True,19.0,1.0,0.0,3.0,0.0,1.0
306,154,567459,DET,475115,False,89.0,5.0,2.0,4.0,4.0,4.0
307,154,567459,NYY,593334,True,79.0,5.0,0.0,7.0,5.0,1.0
308,155,567363,NYM,571927,False,74.0,5.33,1.0,3.0,0.0,6.0
309,155,567363,MIA,592761,True,87.0,5.0,2.0,8.0,1.0,4.0
310,156,567157,CHC,543294,False,95.0,4.33,2.0,4.0,3.0,10.0
311,156,567157,ATL,656794,True,91.0,4.0,0.0,3.0,4.0,6.0
312,157,566868,BAL,605276,False,82.0,6.33,0.0,8.0,1.0,0.0
313,157,566868,TOR,656887,True,52.0,2.0,3.0,3.0,2.0,4.0
314,158,566376,LAA,608717,False,82.0,4.33,4.0,1.0,2.0,7.0
315,158,566376,SEA,433587,True,92.0,5.33,1.0,4.0,0.0,7.0
316,159,566766,HOU,502748,False,86.0,6.67,1.0,5.0,0.0,2.0
317,159,566766,TEX,592767,True,73.0,3.0,1.0,2.0,2.0,4.0
318,160,566180,STL,425794,False,72.0,4.0,4.0,3.0,4.0,4.0
319,160,566180,PIT,502042,True,99.0,5.0,0.0,8.0,3.0,2.0
320,161,566279,AZ,518876,False,88.0,6.0,3.0,3.0,2.0,5.0
321,161,566279,SD,621381,True,65.0,2.67,5.0,2.0,3.0,8.0
322,162,566090,BOS,456034,False,93.0,6.0,4.0,9.0,2.0,5.0
323,162,566090,OAK,605156,True,86.0,6.0,0.0,6.0,1.0,2.0
324,163,565803,SF,519141,False,90.0,5.0,2.0,6.0,1.0,6.0
325,163,565803,LAD,628711,True,77.0,5.0,0.0,7.0,0.0,3.0
326,164,565316,CWS,467100,False,93.0,7.0,1.0,4.0,1.0,6.0
327,164,565316,CLE,605182,True,106.0,7.0,0.0,12.0,3.0,1.0
328,165,565223,MIL,605200,False,90.0,5.0,2.0,6.0,4.0,4.0
329,165,565223,CIN,543699,True,96.0,4.33,3.0,6.0,3.0,6.0
330,166,567364,NYM,450306,False,74.0,5.0,2.0,2.0,1.0,8.0
331,166,567364,MIA,570632,True,78.0,4.0,5.0,4.0,1.0,7.0
332,167,566869,BAL,488768,False,89.0,6.0,0.0,3.0,3.0,4.0
333,167,566869,TOR,573186,True,101.0,5.67,2.0,5.0,1.0,9.0
334,168,566767,HOU,434378,False,94.0,4.0,4.0,4.0,3.0,6.0
335,168,566767,TEX,571946,True,88.0,3.67,2.0,2.0,5.0,6.0
336,169,566669,COL,607536,False,99.0,4.67,2.0,10.0,4.0,3.0
337,169,566669,TB,605483,True,102.0,7.0,0.0,13.0,1.0,2.0
338,170,566377,LAA,502239,False,83.0,6.0,1.0,5.0,0.0,3.0
339,170,566377,SEA,594835,True,100.0,8.33,1.0,3.0,1.0,4.0
340,171,567460,DET,519455,False,94.0,6.67,1.0,6.0,1.0,6.0
341,171,567460,NYY,547888,True,87.0,6.67,1.0,7.0,0.0,8.0
342,172,566091,BOS,519242,False,87.0,6.0,1.0,1.0,2.0,3.0
343,172,566091,OAK,571666,True,81.0,6.0,0.0,3.0,0.0,5.0
344,173,565898,PHI,621107,False,85.0,5.0,0.0,9.0,1.0,3.0
345,173,565898,WSH,453286,True,96.0,5.0,1.0,9.0,1.0,7.0
346,174,565804,SF,518516,False,95.0,6.0,0.0,4.0,2.0,5.0
347,174,565804,LAD,547943,True,87.0,7.0,2.0,5.0,0.0,6.0
348,175,565705,MIN,621244,False,86.0,7.0,3.0,4.0,0.0,7.0
