,game_sequence,game_pk,team,starting_pitcher,is_home,n_pitches,ip,er,k,bb,h
24,13,747883,LAA,681806,False,28.0,2.67,7.0,0.0,3.0,7.0
25,13,747883,KC,663903,True,40.0,4.67,7.0,3.0,3.0,8.0
26,14,747872,MIN,663485,False,22.0,2.0,4.0,1.0,2.0,3.0
27,14,747872,WSH,592866,True,31.0,5.0,5.0,4.0,0.0,8.0
28,15,747877,BAL,544150,False,27.0,4.33,1.0,3.0,1.0,4.0
29,15,747877,BOS,681867,True,22.0,4.0,0.0,4.0,0.0,2.0
30,16,747876,HOU,641585,False,66.0,3.33,1.0,5.0,4.0,1.0
31,16,747876,STL,668868,True,73.0,4.0,2.0,2.0,2.0,6.0
32,17,747874,TB,686752,False,54.0,5.0,1.0,6.0,0.0,1.0
33,17,747874,PHI,650911,True,72.0,3.0,3.0,2.0,1.0,6.0
34,18,747873,TOR,694357,False,50.0,3.0,1.0,5.0,2.0,1.0
35,18,747873,PIT,663559,True,83.0,3.67,3.0,4.0,1.0,3.0
36,19,747871,CIN,607259,False,40.0,3.67,3.0,4.0,4.0,3.0
37,19,747871,SEA,646242,True,33.0,3.33,3.0,3.0,1.0,4.0
38,20,747875,NYM,687589,False,55.0,3.0,4.0,2.0,1.0,6.0
39,20,747875,DET,666159,True,77.0,4.0,1.0,4.0,3.0,3.0
40,21,747869,CHC,622075,False,9.0,1.0,0.0,1.0,0.0,0.0
41,21,747869,COL,663372,True,80.0,5.67,1.0,6.0,1.0,4.0
42,22,747868,KC,679525,False,39.0,3.67,4.0,3.0,3.0,7.0
43,22,747868,CLE,471911,True,34.0,6.0,1.0,4.0,1.0,2.0
44,23,747867,SF,694738,False,46.0,3.0,0.0,5.0,2.0,0.0
45,23,747867,MIL,688107,True,79.0,3.33,6.0,3.0,4.0,7.0
46,24,747865,CWS,676979,False,31.0,3.67,3.0,2.0,1.0,5.0
47,24,747865,KC,694851,True,15.0,2.67,1.0,1.0,0.0,5.0
48,25,746175,SD,605397,False,60.0,2.67,5.0,2.0,2.0,7.0
49,25,746175,LAD,808967,True,43.0,1.0,5.0,2.0,1.0,4.0
50,26,747870,NYY,641482,False,31.0,4.0,3.0,3.0,2.0,6.0
51,26,747870,ATL,450203,True,39.0,5.0,2.0,3.0,3.0,4.0
52,27,747866,BOS,663795,False,29.0,2.0,3.0,0.0,2.0,2.0
53,27,747866,TOR,669952,True,78.0,5.67,1.0,6.0,1.0,2.0
54,28,747864,DET,669373,False,86.0,5.0,1.0,6.0,2.0,3.0
55,28,747864,PHI,554430,True,66.0,5.33,0.0,5.0,0.0,1.0
56,29,747863,NYM,701603,False,61.0,3.0,2.0,1.0,2.0,3.0
57,29,747863,NYY,661563,True,63.0,4.0,2.0,5.0,2.0,2.0
58,30,747857,CHC,665871,False,32.0,3.67,2.0,4.0,2.0,4.0
59,30,747857,SF,657277,True,35.0,4.33,9.0,3.0,1.0,9.0
60,31,747856,COL,607536,False,29.0,5.0,0.0,2.0,2.0,2.0
61,31,747856,TEX,570632,True,39.0,5.67,1.0,5.0,1.0,6.0
62,32,747854,KC,666142,False,93.0,4.0,5.0,5.0,3.0,5.0
63,32,747854,MIL,669060,True,47.0,3.0,1.0,4.0,0.0,3.0
64,33,747855,CIN,668933,False,49.0,5.67,2.0,6.0,4.0,4.0
65,33,747855,OAK,622072,True,25.0,3.0,1.0,4.0,1.0,2.0
66,34,747852,SF,676775,False,42.0,4.0,1.0,0.0,1.0,3.0
67,34,747852,CHC,657006,True,14.0,1.0,0.0,0.0,0.0,1.0
68,35,747851,SEA,676106,False,54.0,4.0,1.0,1.0,0.0,4.0
69,35,747851,AZ,669194,True,73.0,5.0,1.0,9.0,2.0,5.0
70,36,747850,CWS,686563,False,24.0,4.0,1.0,2.0,1.0,4.0
71,36,747850,LAA,667755,True,39.0,6.0,0.0,8.0,0.0,5.0
72,37,747849,TEX,674003,False,31.0,4.0,4.0,3.0,2.0,5.0
73,37,747849,CLE,669456,True,37.0,6.0,0.0,7.0,1.0,2.0
74,38,747848,MIL,642547,False,55.0,4.33,3.0,9.0,3.0,5.0
75,38,747848,SEA,622491,True,46.0,5.33,2.0,9.0,2.0,3.0
76,39,747853,OAK,671212,False,37.0,3.0,7.0,4.0,3.0,6.0
77,39,747853,CWS,663765,True,41.0,4.67,1.0,4.0,4.0,4.0
78,40,747840,TOR,684320,False,18.0,3.0,0.0,1.0,2.0,1.0
79,40,747840,BAL,669203,True,30.0,5.33,1.0,4.0,0.0,5.0
80,41,747847,BAL,527054,False,30.0,4.0,0.0,3.0,2.0,1.0
81,41,747847,TB,621107,True,44.0,6.0,3.0,8.0,1.0,5.0
82,42,747846,BOS,678394,False,91.0,5.33,1.0,7.0,3.0,5.0
83,42,747846,PIT,683003,True,83.0,5.0,0.0,5.0,4.0,4.0
84,43,747845,DET,628317,False,90.0,3.67,6.0,7.0,1.0,10.0
85,43,747845,TOR,579328,True,83.0,3.33,8.0,2.0,3.0,6.0
86,44,747844,HOU,664299,False,81.0,4.67,1.0,3.0,3.0,2.0
87,44,747844,NYM,500779,True,74.0,3.0,5.0,6.0,4.0,3.0
88,45,747843,WSH,663623,False,78.0,6.0,0.0,3.0,2.0,1.0
89,45,747843,STL,571945,True,65.0,5.0,1.0,3.0,0.0,6.0
90,46,747842,TB,650644,False,36.0,6.0,1.0,6.0,1.0,3.0
91,46,747842,ATL,675911,True,32.0,4.0,2.0,6.0,1.0,4.0
92,47,747841,MIN,663978,False,33.0,4.67,3.0,5.0,0.0,9.0
93,47,747841,BOS,601713,True,50.0,6.0,3.0,9.0,1.0,5.0
94,48,747839,NYY,547001,False,59.0,2.33,8.0,2.0,3.0,8.0
95,48,747839,DET,676428,True,67.0,3.0,5.0,5.0,1.0,5.0
96,49,747833,CLE,676440,False,83.0,6.0,0.0,5.0,1.0,2.0
97,49,747833,AZ,668678,True,81.0,4.0,4.0,3.0,3.0,8.0
98,50,747837,PHI,605513,False,52.0,3.0,0.0,5.0,0.0,3.0
99,50,747837,NYY,607074,True,82.0,4.0,4.0,2.0,1.0,7.0
100,51,747836,LAA,519043,False,3.0,1.0,0.0,0.0,0.0,0.0
101,51,747836,OAK,548389,True,25.0,4.0,2.0,3.0,1.0,3.0
102,52,747835,AZ,663531,False,33.0,4.0,5.0,2.0,1.0,9.0
103,52,747835,SF,690986,True,44.0,3.33,4.0,6.0,4.0,5.0
104,53,747834,COL,615698,False,41.0,4.67,6.0,2.0,2.0,12.0
105,53,747834,CIN,593423,True,37.0,5.0,2.0,6.0,1.0,4.0
106,54,747832,SEA,669923,False,39.0,6.0,1.0,7.0,1.0,3.0
107,54,747832,CWS,680897,True,37.0,3.33,5.0,0.0,5.0,5.0
108,55,747831,TEX,543135,False,23.0,4.0,0.0,3.0,1.0,2.0
109,55,747831,KC,669422,True,16.0,1.67,1.0,2.0,1.0,3.0
110,56,747830,MIL,489119,False,23.0,2.0,0.0,2.0,0.0,1.0
111,56,747830,CHC,676962,True,56.0,4.0,0.0,3.0,1.0,2.0
112,57,747838,MIA,661269,False,19.0,3.0,3.0,1.0,0.0,7.0
113,57,747838,WSH,680686,True,41.0,4.0,5.0,7.0,1.0,7.0
114,58,747829,WSH,571578,False,86.0,4.0,3.0,2.0,2.0,7.0
115,58,747829,NYM,622663,True,73.0,5.0,1.0,4.0,1.0,4.0
116,59,747828,BAL,680570,False,52.0,3.0,0.0,3.0,1.0,2.0
117,59,747828,MIN,657746,True,72.0,5.0,2.0,5.0,1.0,2.0
118,60,747827,NYM,656731,False,90.0,5.0,3.0,7.0,2.0,3.0
119,60,747827,MIA,670766,True,25.0,3.0,0.0,3.0,0.0,0.0
120,61,747825,STL,458681,False,42.0,4.33,6.0,5.0,2.0,7.0
121,61,747825,HOU,686613,True,31.0,4.33,0.0,5.0,1.0,4.0
122,62,747824,ATL,608331,False,26.0,3.0,2.0,1.0,3.0,5.0
123,62,747824,BOS,676710,True,48.0,5.67,5.0,5.0,2.0,8.0
124,63,747823,TOR,605135,False,73.0,5.0,2.0,4.0,1.0,5.0
125,63,747823,PHI,605400,True,79.0,5.67,0.0,4.0,1.0,2.0
126,64,747826,TB,641793,False,79.0,3.33,2.0,3.0,2.0,6.0
127,64,747826,DET,656427,True,87.0,4.67,1.0,8.0,0.0,5.0
128,65,747821,NYY,573186,False,85.0,6.0,0.0,5.0,2.0,4.0
129,65,747821,PIT,527048,True,54.0,3.0,0.0,3.0,2.0,1.0
130,66,747820,AZ,518876,False,76.0,3.67,6.0,4.0,1.0,5.0
131,66,747820,MIL,669084,True,83.0,5.0,2.0,4.0,0.0,5.0
132,67,747819,CHC,543294,False,26.0,3.33,2.0,3.0,0.0,7.0
133,67,747819,SEA,669302,True,45.0,4.67,2.0,7.0,2.0,4.0
134,68,747818,CLE,671106,False,38.0,4.67,6.0,3.0,2.0,8.0
135,68,747818,CIN,668881,True,23.0,3.0,1.0,2.0,1.0,2.0
136,69,747817,CWS,607200,False,81.0,5.0,1.0,4.0,1.0,2.0
137,69,747817,COL,596295,True,76.0,5.0,1.0,3.0,2.0,4.0
138,70,747822,LAA,656288,False,91.0,4.67,4.0,8.0,2.0,3.0
139,70,747822,LAD,676272,True,80.0,4.67,0.0,5.0,1.0,4.0
140,71,748868,NYM,640455,False,82.0,5.0,2.0,7.0,0.0,5.0
141,71,748868,NYY,657376,True,68.0,5.0,0.0,6.0,2.0,1.0
142,72,748338,STL,571927,False,80.0,4.33,3.0,3.0,2.0,6.0
143,72,748338,CHC,696136,True,69.0,4.0,1.0,4.0,2.0,3.0
144,73,747816,TB,621097,False,40.0,2.0,2.0,4.0,0.0,4.0
145,73,747816,PHI,571527,True,66.0,4.0,2.0,4.0,1.0,5.0
146,74,747815,TOR,592332,False,52.0,3.0,1.0,7.0,0.0,3.0
147,74,747815,PIT,594835,True,33.0,3.0,1.0,2.0,0.0,3.0
148,75,747813,MIN,641927,False,42.0,4.33,4.0,6.0,2.0,4.0
149,75,747813,ATL,519242,True,28.0,3.0,0.0,6.0,1.0,3.0
150,76,747811,LAA,672282,False,86.0,5.0,0.0,4.0,3.0,3.0
151,76,747811,LAD,694813,True,71.0,4.33,4.0,4.0,1.0,4.0
152,77,747810,COL,641712,False,78.0,5.0,3.0,2.0,0.0,7.0
153,77,747810,MIL,607067,True,86.0,5.67,0.0,5.0,2.0,2.0
154,78,747809,CLE,595881,False,43.0,2.33,4.0,2.0,1.0,4.0
155,78,747809,AZ,674072,True,73.0,6.0,0.0,4.0,0.0,6.0
156,79,747808,SEA,682243,False,76.0,4.0,1.0,2.0,3.0,1.0
157,79,747808,SD,656302,True,75.0,4.0,3.0,4.0,2.0,5.0
158,80,747807,SF,663855,False,72.0,5.0,0.0,10.0,1.0,0.0
159,80,747807,OAK,676664,True,70.0,3.67,2.0,3.0,3.0,2.0
160,81,747812,BOS,676477,False,67.0,6.0,0.0,6.0,1.0,3.0
161,81,747812,TEX,656641,True,12.0,1.0,0.0,0.0,0.0,0.0
162,82,747804,ATL,694436,False,16.0,1.0,2.0,1.0,0.0,2.0
163,82,747804,MIN,686973,True,79.0,5.0,6.0,5.0,0.0,7.0
164,83,748339,STL,502043,False,70.0,5.0,1.0,9.0,0.0,4.0
165,83,748339,CHC,684007,True,73.0,3.0,3.0,6.0,1.0,8.0
166,84,747806,DET,663554,False,71.0,5.0,1.0,6.0,0.0,2.0
167,84,747806,TB,686752,True,88.0,6.0,0.0,8.0,1.0,2.0
168,85,747803,CLE,663474,False,83.0,6.0,2.0,7.0,2.0,4.0
169,85,747803,AZ,694297,True,71.0,5.0,1.0,4.0,0.0,3.0
170,86,747798,MIL,676879,False,82.0,5.33,4.0,4.0,1.0,10.0
171,86,747798,COL,663372,True,63.0,4.0,0.0,6.0,1.0,4.0
172,87,747801,LAD,572020,False,80.0,5.0,3.0,2.0,2.0,4.0
173,87,747801,LAA,681217,True,93.0,5.0,2.0,10.0,0.0,2.0
174,88,747800,OAK,621112,False,74.0,5.67,0.0,6.0,0.0,2.0
175,88,747800,SF,675921,True,25.0,1.67,0.0,2.0,0.0,1.0
176,89,747799,SEA,596271,False,74.0,5.0,2.0,2.0,1.0,3.0
177,89,747799,SD,650633,True,76.0,4.67,3.0,7.0,2.0,3.0
178,90,747802,BOS,690916,False,54.0,3.33,0.0,3.0,1.0,2.0
179,90,747802,TEX,641540,True,66.0,3.33,2.0,2.0,1.0,4.0
180,91,747060,LAA,663776,False,60.0,1.67,3.0,2.0,2.0,6.0
181,91,747060,BAL,669203,True,82.0,6.0,1.0,11.0,0.0,1.0
182,92,746821,DET,669373,False,83.0,6.0,0.0,6.0,0.0,3.0
183,92,746821,CWS,676979,True,87.0,6.0,1.0,8.0,0.0,5.0
184,93,746737,WSH,680686,False,80.0,4.0,7.0,6.0,2.0,8.0
185,93,746737,CIN,593423,True,81.0,6.0,0.0,4.0,0.0,4.0
186,94,746418,NYY,641482,False,76.0,5.0,4.0,5.0,2.0,5.0
187,94,746418,HOU,664285,True,86.0,4.67,3.0,5.0,6.0,5.0
188,95,746335,MIN,641154,False,84.0,7.0,1.0,7.0,0.0,4.0
189,95,746335,KC,666142,True,97.0,6.0,2.0,9.0,3.0,5.0
190,96,746165,STL,571945,False,74.0,4.33,5.0,5.0,2.0,7.0
191,96,746165,LAD,607192,True,81.0,6.0,1.0,5.0,1.0,2.0
192,97,747224,COL,607536,False,49.0,2.33,10.0,2.0,1.0,10.0
193,97,747224,AZ,668678,True,90.0,5.0,1.0,3.0,2.0,3.0
194,98,745687,CLE,669456,False,83.0,6.0,0.0,11.0,1.0,4.0
195,98,745687,OAK,622072,True,78.0,3.33,6.0,3.0,1.0,7.0
196,99,745445,SF,657277,False,97.0,6.0,2.0,5.0,2.0,5.0
197,99,745445,SD,506433,True,78.0,5.0,1.0,7.0,1.0,5.0
198,100,745283,BOS,678394,False,84.0,5.0,2.0,2.0,0.0,5.0
199,100,745283,SEA,622491,True,91.0,5.0,4.0,5.0,2.0,6.0
200,101,745116,TOR,621244,False,91.0,6.0,2.0,6.0,1.0,6.0
201,101,745116,TB,621107,True,81.0,5.67,6.0,5.0,1.0,6.0
202,102,745039,CHC,657006,False,67.0,4.67,1.0,6.0,1.0,3.0
203,102,745039,TEX,543135,True,88.0,6.0,2.0,3.0,1.0,4.0
204,103,746089,PIT,656605,False,85.0,5.67,4.0,3.0,2.0,7.0
205,103,746089,MIA,666200,True,85.0,5.0,2.0,8.0,2.0,2.0
206,104,747223,COL,615698,False,88.0,5.0,5.0,1.0,1.0,9.0
207,104,747223,AZ,518876,True,79.0,6.67,1.0,8.0,0.0,3.0
208,105,746412,NYY,607074,False,87.0,4.33,1.0,4.0,3.0,5.0
209,105,746412,HOU,664299,True,90.0,6.0,0.0,6.0,1.0,4.0
210,106,746167,STL,668868,False,87.0,5.33,5.0,4.0,2.0,6.0
211,106,746167,LAD,676272,True,93.0,6.0,0.0,11.0,1.0,2.0
212,107,746091,PIT,527048,False,86.0,4.33,1.0,2.0,3.0,6.0
213,107,746091,MIA,640462,True,68.0,2.0,4.0,1.0,6.0,3.0
214,108,745848,MIL,642547,False,92.0,6.0,1.0,8.0,1.0,1.0
215,108,745848,NYM,500779,True,85.0,4.67,2.0,4.0,2.0,6.0
216,109,745604,ATL,675911,False,90.0,5.0,2.0,8.0,2.0,3.0
217,109,745604,PHI,554430,True,89.0,6.0,0.0,5.0,0.0,5.0
218,110,745435,SF,690986,False,76.0,6.0,2.0,5.0,0.0,6.0
219,110,745435,SD,605397,True,84.0,5.67,4.0,3.0,1.0,8.0
220,111,745276,BOS,601713,False,84.0,6.0,1.0,10.0,0.0,3.0
221,111,745276,SEA,669923,True,99.0,6.67,0.0,8.0,2.0,2.0
222,112,745117,TOR,605135,False,95.0,5.0,4.0,6.0,2.0,6.0
223,112,745117,TB,650644,True,86.0,6.0,1.0,6.0,1.0,4.0
224,113,745682,CLE,671106,False,82.0,5.0,3.0,3.0,0.0,6.0
225,113,745682,OAK,548389,True,92.0,5.0,4.0,6.0,2.0,7.0
226,114,746168,STL,458681,False,70.0,4.0,0.0,5.0,1.0,4.0
227,114,746168,LAD,808967,True,68.0,5.0,0.0,5.0,0.0,2.0
228,115,747063,LAA,656288,False,96.0,5.0,5.0,2.0,1.0,7.0
229,115,747063,BAL,680570,True,84.0,6.0,1.0,9.0,1.0,4.0
230,116,746818,DET,628317,False,71.0,3.33,6.0,2.0,1.0,7.0
231,116,746818,CWS,647336,True,77.0,5.0,4.0,0.0,3.0,7.0
232,117,747221,COL,596295,False,91.0,4.67,4.0,3.0,3.0,6.0
233,117,747221,AZ,674072,True,80.0,4.0,5.0,4.0,2.0,6.0
234,118,746410,NYY,573186,False,101.0,6.0,0.0,4.0,2.0,4.0
235,118,746410,HOU,686613,True,88.0,4.0,0.0,5.0,2.0,4.0
236,119,746333,MIN,657746,False,81.0,5.33,1.0,5.0,1.0,3.0
237,119,746333,KC,607625,True,86.0,6.0,0.0,4.0,1.0,2.0
238,120,746087,PIT,683003,False,89.0,5.67,3.0,10.0,2.0,3.0
239,120,746087,MIA,677960,True,94.0,4.0,3.0,5.0,2.0,7.0
240,121,746736,WSH,571578,False,69.0,4.33,4.0,2.0,1.0,7.0
241,121,746736,CIN,668881,True,100.0,4.67,2.0,7.0,4.0,5.0
242,122,745684,CLE,676440,False,88.0,4.0,3.0,4.0,5.0,6.0
243,122,745684,OAK,676664,True,83.0,3.67,5.0,1.0,2.0,6.0
244,123,745599,ATL,608331,False,43.0,0.67,3.0,1.0,3.0,2.0
245,123,745599,PHI,605400,True,83.0,4.33,6.0,3.0,1.0,11.0
246,124,745436,SF,663855,False,81.0,5.0,0.0,6.0,1.0,3.0
247,124,745436,SD,656302,True,85.0,4.67,2.0,6.0,2.0,2.0
248,125,745278,BOS,676710,False,84.0,6.0,0.0,7.0,1.0,3.0
249,125,745278,SEA,669302,True,91.0,7.0,1.0,8.0,1.0,4.0
250,126,745119,TOR,579328,False,90.0,4.33,3.0,4.0,3.0,6.0
251,126,745119,TB,641793,True,92.0,6.0,0.0,6.0,2.0,4.0
252,127,745037,CHC,543294,False,72.0,3.67,5.0,2.0,2.0,9.0
253,127,745037,TEX,674003,True,76.0,5.0,2.0,6.0,1.0,3.0
254,128,745850,MIL,669084,False,73.0,4.0,2.0,1.0,2.0,6.0
255,128,745850,NYM,622663,True,88.0,5.0,3.0,6.0,0.0,11.0
256,129,747222,COL,663372,False,86.0,5.0,3.0,4.0,2.0,5.0
257,129,747222,AZ,694297,True,87.0,5.0,1.0,6.0,0.0,5.0
258,130,746815,DET,656427,False,87.0,6.0,1.0,7.0,0.0,4.0
259,130,746815,CWS,607200,True,96.0,4.67,2.0,7.0,1.0,5.0
260,131,746739,WSH,663623,False,80.0,5.0,3.0,4.0,2.0,7.0
261,131,746739,CIN,607259,True,90.0,5.0,3.0,3.0,1.0,6.0
262,132,746413,NYY,657376,False,75.0,5.33,3.0,5.0,0.0,7.0
263,132,746413,HOU,641585,True,94.0,5.67,3.0,5.0,1.0,6.0
264,133,746332,MIN,641927,False,53.0,1.33,8.0,1.0,1.0,9.0
265,133,746332,KC,663903,True,98.0,7.0,0.0,10.0,1.0,3.0
266,134,746166,STL,571927,False,81.0,5.33,2.0,3.0,2.0,5.0
267,134,746166,LAD,694813,True,85.0,5.0,3.0,6.0,1.0,7.0
268,135,746090,PIT,663559,False,67.0,4.0,6.0,2.0,3.0,5.0
269,135,746090,MIA,669432,True,97.0,5.0,4.0,6.0,4.0,7.0
270,136,747062,LAA,672282,False,88.0,5.0,1.0,7.0,3.0,2.0
271,136,747062,BAL,669330,True,82.0,6.0,3.0,7.0,0.0,5.0
272,137,745683,CLE,471911,False,79.0,5.0,3.0,3.0,1.0,6.0
273,137,745683,OAK,621112,True,88.0,7.0,0.0,3.0,1.0,3.0
274,138,745602,ATL,519242,False,83.0,5.33,2.0,7.0,2.0,5.0
275,138,745602,PHI,624133,True,83.0,5.0,3.0,7.0,1.0,3.0
276,139,745438,SF,641726,False,55.0,2.0,5.0,1.0,0.0,9.0
277,139,745438,SD,650633,True,88.0,4.0,2.0,6.0,7.0,2.0
278,140,745279,BOS,676477,False,81.0,5.0,1.0,8.0,0.0,3.0
279,140,745279,SEA,682243,True,91.0,5.0,4.0,6.0,2.0,6.0
280,141,745115,TOR,592332,False,69.0,4.33,1.0,6.0,0.0,2.0
281,141,745115,TB,542888,True,26.0,1.0,1.0,1.0,1.0,3.0
282,142,745035,CHC,696136,False,85.0,4.0,2.0,6.0,3.0,5.0
283,142,745035,TEX,592351,True,67.0,3.67,5.0,2.0,3.0,7.0
284,143,745845,MIL,607067,False,84.0,5.0,1.0,2.0,2.0,5.0
285,143,745845,NYM,656731,True,78.0,4.0,1.0,4.0,3.0,3.0
286,144,747218,NYY,661563,False,84.0,4.67,1.0,6.0,3.0,1.0
287,144,747218,AZ,669194,True,76.0,2.67,4.0,2.0,4.0,5.0
288,145,747058,KC,608379,False,72.0,5.0,3.0,5.0,1.0,3.0
289,145,747058,BAL,665152,True,85.0,5.33,3.0,5.0,1.0,3.0
290,146,746899,COL,641712,False,85.0,5.33,0.0,2.0,2.0,4.0
291,146,746899,CHC,684007,True,92.0,6.0,0.0,9.0,0.0,2.0
292,147,746817,ATL,450203,False,91.0,5.67,0.0,6.0,2.0,3.0
293,147,746817,CWS,623167,True,85.0,4.33,4.0,1.0,3.0,6.0
294,148,746409,TOR,670102,False,79.0,5.33,7.0,7.0,1.0,10.0
295,148,746409,HOU,669854,True,105.0,9.0,0.0,7.0,2.0,0.0
296,149,746170,SF,676775,False,89.0,5.0,3.0,6.0,1.0,4.0
297,149,746170,LAD,572020,True,97.0,5.0,0.0,5.0,5.0,4.0
298,150,746085,LAA,681217,False,76.0,3.0,3.0,5.0,2.0,5.0
299,150,746085,MIA,676974,True,79.0,5.0,2.0,4.0,2.0,2.0
300,151,745842,DET,681857,False,93.0,5.67,0.0,3.0,2.0,3.0
301,151,745842,NYM,640455,True,88.0,6.0,0.0,8.0,2.0,1.0
302,152,745600,CIN,671096,False,90.0,5.33,2.0,4.0,2.0,3.0
303,152,745600,PHI,650911,True,85.0,5.0,2.0,8.0,1.0,5.0
304,153,745437,STL,502043,False,94.0,7.0,2.0,4.0,2.0,4.0
305,153,745437,SD,663362,True,91.0,4.0,4.0,7.0,1.0,9.0
306,154,745277,CLE,663474,False,78.0,3.33,4.0,2.0,2.0,4.0
307,154,745277,SEA,676106,True,81.0,5.33,3.0,1.0,1.0,4.0
308,155,745109,TEX,641540,False,93.0,6.33,3.0,7.0,4.0,3.0
309,155,745109,TB,686752,True,94.0,5.67,6.0,3.0,4.0,4.0
310,156,744875,PIT,594835,False,77.0,5.0,1.0,2.0,2.0,4.0
311,156,744875,WSH,669022,True,101.0,5.33,3.0,6.0,2.0,5.0
312,157,745675,BOS,656557,False,83.0,6.0,0.0,10.0,0.0,3.0
313,157,745675,OAK,671212,True,84.0,2.67,7.0,4.0,4.0,8.0
314,158,746411,TOR,621244,False,88.0,6.0,1.0,2.0,3.0,6.0
315,158,746411,HOU,664285,True,85.0,7.67,0.0,5.0,0.0,6.0
316,159,747220,NYY,641482,False,88.0,5.0,3.0,2.0,2.0,8.0
317,159,747220,AZ,668678,True,96.0,6.0,0.0,6.0,3.0,3.0
318,160,747057,KC,679525,False,76.0,7.0,1.0,5.0,1.0,2.0
319,160,747057,BAL,608344,True,81.0,5.0,4.0,3.0,2.0,7.0
320,161,746898,COL,607536,False,76.0,3.33,7.0,2.0,3.0,9.0
321,161,746898,CHC,665871,True,89.0,6.0,0.0,5.0,1.0,4.0
322,162,746814,ATL,625643,False,82.0,6.0,1.0,5.0,2.0,4.0
323,162,746814,CWS,676979,True,93.0,7.0,1.0,8.0,1.0,3.0
324,163,746169,SF,657277,False,96.0,3.67,5.0,5.0,2.0,7.0
325,163,746169,LAD,518489,True,12.0,1.0,0.0,1.0,1.0,0.0
326,164,745111,TEX,571760,False,90.0,4.67,1.0,7.0,0.0,4.0
327,164,745111,TB,621107,True,83.0,6.33,1.0,5.0,1.0,5.0
328,165,746009,MIN,686973,False,89.0,4.0,3.0,4.0,2.0,6.0
329,165,746009,MIL,596001,True,47.0,4.0,1.0,4.0,1.0,3.0
330,166,745680,BOS,678394,False,87.0,5.0,4.0,6.0,1.0,5.0
331,166,745680,OAK,622072,True,96.0,5.0,3.0,7.0,2.0,6.0
332,167,745598,CIN,668933,False,85.0,6.0,2.0,5.0,1.0,4.0
333,167,745598,PHI,605513,True,83.0,5.0,0.0,7.0,0.0,3.0
334,168,745439,STL,571945,False,88.0,6.0,2.0,4.0,1.0,7.0
335,168,745439,SD,506433,True,82.0,7.0,3.0,6.0,1.0,5.0
336,169,745273,CLE,669456,False,83.0,6.0,0.0,9.0,0.0,6.0
337,169,745273,SEA,622491,True,99.0,5.67,4.0,7.0,1.0,10.0
338,170,746086,LAA,542881,False,83.0,7.0,0.0,5.0,2.0,4.0
339,170,746086,MIA,666200,True,93.0,5.33,3.0,5.0,2.0,4.0
340,171,747219,NYY,607074,False,95.0,5.33,2.0,3.0,2.0,7.0
341,171,747219,AZ,518876,True,91.0,7.0,2.0,4.0,1.0,5.0
342,172,747059,KC,666142,False,91.0,6.33,0.0,7.0,2.0,1.0
343,172,747059,BAL,669203,True,100.0,5.67,2.0,3.0,0.0,9.0
344,173,746900,COL,615698,False,90.0,4.0,4.0,3.0,4.0,4.0
345,173,746900,CHC,681432,True,14.0,1.0,0.0,1.0,0.0,0.0
346,174,746163,SF,690986,False,87.0,5.0,4.0,4.0,3.0,6.0
347,174,746163,LAD,607192,True,100.0,6.0,3.0,7.0,2.0,4.0
348,175,746083,LAA,663776,False,93.0,5.67,2.0,7.0,2.0,4.0
