,game_sequence,game_pk,team,is_home,batter,batting_order,ab,bb,hbp,single,double,triple,hr,sf
1597,89,718691,SEA,True,606192,5,3,0,1,1,0,0,0,0
1598,89,718691,SEA,True,543939,6,3,1,0,0,0,0,0,0
1599,89,718691,SEA,True,572041,7,2,1,0,0,0,0,0,0
1600,89,718691,SEA,True,672284,8,2,0,0,1,0,0,0,0
1601,89,718691,SEA,True,641487,9,4,0,0,2,0,0,0,0
1602,90,718689,CLE,False,680757,1,5,1,0,2,0,0,0,0
1603,90,718689,CLE,False,642708,2,5,1,0,0,0,0,0,0
1604,90,718689,CLE,False,608070,3,3,1,0,1,0,0,0,0
1605,90,718689,CLE,False,605137,4,5,0,0,1,0,0,0,0
1606,90,718689,CLE,False,660757,5,5,0,0,1,0,0,0,0
1607,90,718689,CLE,False,672356,6,3,2,0,0,0,0,0,0
1608,90,718689,CLE,False,665926,7,4,0,1,1,0,0,0,0
1609,90,718689,CLE,False,664702,8,4,1,0,2,0,0,0,0
1610,90,718689,CLE,False,595956,9,3,1,0,0,1,0,0,0
1611,90,718689,OAK,True,643393,1,3,2,0,0,0,0,0,0
1612,90,718689,OAK,True,607054,2,3,0,0,0,0,0,0,0
1613,90,718689,OAK,True,542583,3,5,0,0,0,1,0,1,0
1614,90,718689,OAK,True,664913,4,4,0,0,0,0,0,0,0
1615,90,718689,OAK,True,657656,5,4,0,0,0,0,0,0,0
1616,90,718689,OAK,True,669127,6,4,0,0,1,0,0,0,0
1617,90,718689,OAK,True,676116,7,3,1,0,0,0,0,1,0
1618,90,718689,OAK,True,669397,8,4,0,0,0,0,0,0,0
1619,90,718689,OAK,True,665923,9,3,1,0,0,0,0,0,0
1620,91,718696,DET,False,665155,1,4,0,0,1,0,0,0,0
1621,91,718696,DET,False,682985,2,4,0,0,1,0,1,0,0
1622,91,718696,DET,False,663837,3,4,0,0,1,0,0,0,0
1623,91,718696,DET,False,640457,4,4,0,0,1,0,0,0,0
1624,91,718696,DET,False,679529,5,4,0,0,0,0,0,0,0
1625,91,718696,DET,False,681481,6,3,1,0,0,0,0,0,0
1626,91,718696,DET,False,606992,7,3,1,0,1,0,0,0,0
1627,91,718696,DET,False,656716,8,4,0,0,1,0,0,0,0
1628,91,718696,DET,False,668952,9,2,0,0,0,0,0,0,0
1629,91,718696,HOU,True,665161,1,5,0,0,0,1,0,1,0
1630,91,718696,HOU,True,608324,2,5,0,0,0,0,0,0,0
1631,91,718696,HOU,True,670541,3,2,1,0,1,0,0,0,1
1632,91,718696,HOU,True,547989,4,4,0,0,1,0,0,0,0
1633,91,718696,HOU,True,663656,5,4,0,0,0,1,0,1,0
1634,91,718696,HOU,True,682073,6,3,1,0,1,0,0,0,0
1635,91,718696,HOU,True,676801,7,4,0,0,0,1,0,1,0
1636,91,718696,HOU,True,667452,8,3,0,0,1,1,0,0,1
1637,91,718696,HOU,True,663967,9,4,0,0,0,0,0,0,0
1638,92,718690,BOS,False,657077,1,4,0,0,1,0,0,0,0
1639,92,718690,BOS,False,646240,2,4,0,0,0,1,0,1,0
1640,92,718690,BOS,False,457759,3,3,0,1,0,0,0,0,0
1641,92,718690,BOS,False,807799,4,3,1,0,1,1,0,0,0
1642,92,718690,BOS,False,594807,5,3,1,0,0,0,0,1,0
1643,92,718690,BOS,False,671213,6,4,0,0,0,0,0,0,0
1644,92,718690,BOS,False,624414,7,3,1,0,0,0,0,0,0
1645,92,718690,BOS,False,624512,8,3,1,0,1,0,0,0,0
1646,92,718690,BOS,False,571771,9,4,0,0,0,0,0,0,0
1647,92,718690,DET,True,663837,1,4,1,0,1,0,0,0,0
1648,92,718690,DET,True,595879,2,4,1,0,0,0,0,0,0
1649,92,718690,DET,True,682985,3,4,0,0,0,0,0,0,0
1650,92,718690,DET,True,679529,4,4,0,0,1,0,0,0,0
1651,92,718690,DET,True,606992,5,3,0,0,1,0,0,0,0
1652,92,718690,DET,True,408234,6,3,1,0,1,0,0,0,0
1653,92,718690,DET,True,570731,7,1,1,0,0,0,0,0,0
1654,92,718690,DET,True,668670,8,4,0,0,0,0,0,1,0
1655,92,718690,DET,True,668952,9,2,0,0,0,0,0,0,0
1656,93,718687,SF,False,664774,1,2,1,1,0,1,0,0,0
1657,93,718687,SF,False,527038,2,5,1,0,1,0,0,1,0
1658,93,718687,SF,False,592626,3,4,1,0,1,0,0,0,0
1659,93,718687,SF,False,681584,4,5,0,1,1,1,0,0,0
1660,93,718687,SF,False,624424,5,4,2,0,2,0,0,1,0
1661,93,718687,SF,False,605204,6,6,0,0,2,0,0,1,0
1662,93,718687,SF,False,573262,7,6,0,0,0,0,0,1,0
1663,93,718687,SF,False,642731,8,6,0,0,2,1,0,0,0
1664,93,718687,SF,False,666165,9,6,0,0,2,0,0,1,0
1665,93,718687,CWS,True,641313,1,5,0,0,1,0,0,0,0
1666,93,718687,CWS,True,673357,2,4,0,0,1,0,0,0,0
1667,93,718687,CWS,True,683734,3,3,2,0,1,0,0,0,0
1668,93,718687,CWS,True,669394,4,2,0,0,0,1,0,0,0
1669,93,718687,CWS,True,593643,5,5,0,0,2,0,0,0,0
1670,93,718687,CWS,True,643217,6,5,0,0,0,1,0,0,0
1671,93,718687,CWS,True,462101,7,4,1,0,1,1,0,0,0
1672,93,718687,CWS,True,664874,8,5,0,0,1,0,0,0,0
1673,93,718687,CWS,True,663853,9,4,0,0,1,0,0,0,0
1674,94,718686,TOR,False,666182,1,5,0,0,2,0,0,0,0
1675,94,718686,TOR,False,665489,2,5,0,0,2,0,0,1,0
1676,94,718686,TOR,False,662139,3,4,0,0,1,1,0,0,0
1677,94,718686,TOR,False,656305,4,4,0,0,0,1,0,0,0
1678,94,718686,TOR,False,593160,5,4,0,0,1,0,0,0,0
1679,94,718686,TOR,False,474832,6,4,0,0,0,0,0,0,0
1680,94,718686,TOR,False,643376,7,4,0,0,0,0,0,0,0
1681,94,718686,TOR,False,624415,8,4,0,0,0,0,0,1,0
1682,94,718686,TOR,False,595281,9,4,0,0,0,1,0,0,0
1683,94,718686,KC,True,677951,1,5,0,0,1,0,0,1,0
1684,94,718686,KC,True,669004,2,3,2,0,0,0,0,0,0
1685,94,718686,KC,True,521692,3,4,0,0,1,0,0,0,0
1686,94,718686,KC,True,686469,4,4,0,0,1,0,0,0,0
1687,94,718686,KC,True,658668,5,4,0,0,1,1,0,0,0
1688,94,718686,KC,True,686681,6,3,0,0,1,0,0,0,0
1689,94,718686,KC,True,641531,7,3,1,0,0,0,0,0,0
1690,94,718686,KC,True,668472,8,4,0,0,1,0,0,0,0
1691,94,718686,KC,True,681987,9,4,0,0,0,0,0,0,0
1692,95,718683,LAD,False,605141,1,4,0,1,0,0,0,0,0
1693,95,718683,LAD,False,518692,2,5,0,0,0,1,0,1,0
1694,95,718683,LAD,False,669257,3,4,1,0,0,1,0,0,0
1695,95,718683,LAD,False,571970,4,3,1,0,0,0,0,0,0
1696,95,718683,LAD,False,502110,5,3,1,0,0,1,0,0,0
1697,95,718683,LAD,False,444482,6,4,0,0,0,0,0,0,0
1698,95,718683,LAD,False,681546,7,3,1,0,2,0,0,0,0
1699,95,718683,LAD,False,621035,8,4,0,0,1,0,0,0,0
1700,95,718683,LAD,False,518792,9,1,1,0,0,0,0,0,0
1701,95,718683,AZ,True,668942,1,4,0,0,0,1,0,0,0
1702,95,718683,AZ,True,606466,2,4,0,0,0,1,0,0,0
1703,95,718683,AZ,True,666971,3,4,0,0,0,0,0,0,0
1704,95,718683,AZ,True,572233,4,4,0,0,0,0,0,0,0
1705,95,718683,AZ,True,682998,5,4,0,0,0,0,0,0,0
1706,95,718683,AZ,True,664983,6,4,0,0,1,0,1,0,0
1707,95,718683,AZ,True,672515,7,4,0,0,0,1,0,0,0
1708,95,718683,AZ,True,677950,8,1,1,0,0,0,0,0,0
1709,95,718683,AZ,True,672695,9,1,2,0,0,0,0,0,0
1710,96,718681,SD,False,663757,1,4,1,0,1,0,0,0,0
1711,96,718681,SD,False,665742,2,4,1,0,0,0,0,0,0
1712,96,718681,SD,False,592518,3,5,0,0,1,1,0,0,0
1713,96,718681,SD,False,593428,4,3,2,0,0,0,0,0,0
1714,96,718681,SD,False,630105,5,2,2,0,0,0,0,1,0
1715,96,718681,SD,False,572761,6,3,1,0,0,0,0,1,0
1716,96,718681,SD,False,543592,7,4,0,0,0,0,0,0,0
1717,96,718681,SD,False,596059,8,2,0,0,0,0,0,0,0
1718,96,718681,SD,False,673490,9,4,0,0,1,0,0,0,0
1719,96,718681,ATL,True,660670,1,4,1,0,0,1,0,0,0
1720,96,718681,ATL,True,621566,2,4,1,0,1,1,0,0,0
1721,96,718681,ATL,True,663586,3,3,1,0,1,0,0,0,1
1722,96,718681,ATL,True,518595,4,5,0,0,1,0,0,0,0
1723,96,718681,ATL,True,645277,5,5,0,0,0,0,0,0,0
1724,96,718681,ATL,True,669221,6,3,2,0,1,1,0,0,0
1725,96,718681,ATL,True,671739,7,1,0,0,0,0,0,0,0
1726,96,718681,ATL,True,607680,8,3,1,0,1,0,0,0,0
1727,96,718681,ATL,True,606115,9,4,1,0,1,1,0,1,0
1728,97,718682,WSH,False,657041,1,3,1,0,1,0,0,0,0
1729,97,718682,WSH,False,669743,2,3,1,0,0,0,0,0,0
1730,97,718682,WSH,False,600869,3,4,0,0,1,0,0,0,0
1731,97,718682,WSH,False,608841,4,4,0,0,0,0,0,0,0
1732,97,718682,WSH,False,642086,5,4,0,0,1,0,0,0,0
1733,97,718682,WSH,False,660688,6,4,0,0,0,0,0,0,0
1734,97,718682,WSH,False,671277,7,4,0,0,1,0,0,0,0
1735,97,718682,WSH,False,645302,8,3,0,0,0,0,0,0,0
1736,97,718682,WSH,False,682928,9,3,0,0,2,0,0,0,0
1737,97,718682,COL,True,595777,1,4,0,0,1,0,0,0,0
1738,97,718682,COL,True,592178,2,4,0,0,1,1,0,0,0
1739,97,718682,COL,True,453568,3,3,1,0,0,0,0,0,0
1740,97,718682,COL,True,543068,4,4,0,0,0,0,0,0,0
1741,97,718682,COL,True,641857,5,4,0,0,1,0,0,0,0
1742,97,718682,COL,True,553869,6,4,0,0,1,0,0,0,0
1743,97,718682,COL,True,660707,7,4,0,0,3,0,0,0,0
1744,97,718682,COL,True,602074,8,3,0,0,0,0,0,0,0
1745,97,718682,COL,True,678662,9,3,0,0,0,1,0,0,0
1746,98,718679,CWS,False,641313,1,5,0,0,2,2,0,0,0
1747,98,718679,CWS,False,673357,2,5,0,0,1,0,0,2,0
1748,98,718679,CWS,False,683734,3,4,1,0,0,0,0,0,0
1749,98,718679,CWS,False,660162,4,5,0,0,1,0,0,0,0
1750,98,718679,CWS,False,669394,5,4,0,0,0,1,0,1,0
1751,98,718679,CWS,False,518735,6,3,1,0,0,0,0,0,0
1752,98,718679,CWS,False,462101,7,4,0,0,0,0,0,0,0
1753,98,718679,CWS,False,663853,8,4,0,0,0,0,0,0,0
1754,98,718679,CWS,False,693049,9,4,0,0,0,0,0,1,0
1755,98,718679,PIT,True,665833,1,3,2,0,1,0,0,0,0
1756,98,718679,PIT,True,668804,2,5,0,0,1,0,1,1,0
1757,98,718679,PIT,True,457705,3,5,0,0,2,0,0,0,0
1758,98,718679,PIT,True,467793,4,4,1,0,0,0,0,1,0
1759,98,718679,PIT,True,663647,5,5,0,0,1,1,0,0,0
1760,98,718679,PIT,True,669261,6,5,0,0,0,0,0,0,0
1761,98,718679,PIT,True,656582,7,5,0,0,1,3,0,0,0
1762,98,718679,PIT,True,678225,8,5,0,0,2,1,0,0,0
1763,98,718679,PIT,True,641511,9,5,0,0,3,0,0,0,0
1764,99,718693,MIA,False,650333,1,3,1,0,0,1,0,0,0
1765,99,718693,MIA,False,624585,2,3,1,0,0,0,0,0,0
1766,99,718693,MIA,False,643265,3,4,0,0,1,0,0,1,0
1767,99,718693,MIA,False,665862,4,4,0,0,1,0,0,0,0
1768,99,718693,MIA,False,541645,5,4,0,0,0,0,0,0,0
1769,99,718693,MIA,False,516416,6,4,0,0,2,0,0,0,0
1770,99,718693,MIA,False,660821,7,3,1,0,0,0,0,0,0
1771,99,718693,MIA,False,663743,8,3,1,0,0,0,0,0,0
1772,99,718693,MIA,False,542932,9,3,0,0,0,0,0,0,0
1773,99,718693,NYM,True,607043,1,1,4,0,0,0,0,0,0
1774,99,718693,NYM,True,516782,2,4,1,0,0,0,0,1,0
1775,99,718693,NYM,True,596019,3,3,2,0,0,0,0,1,0
1776,99,718693,NYM,True,624413,4,5,0,0,1,0,0,1,0
1777,99,718693,NYM,True,643446,5,3,2,0,0,0,0,0,0
1778,99,718693,NYM,True,592192,6,2,2,1,0,0,0,0,0
1779,99,718693,NYM,True,596129,7,3,0,0,1,0,0,0,0
1780,99,718693,NYM,True,500871,8,4,0,0,0,0,0,0,0
1781,99,718693,NYM,True,621512,9,3,0,0,1,0,0,0,1
1782,100,718685,CIN,False,663697,1,4,0,0,0,0,0,0,0
1783,100,718685,CIN,False,670770,2,4,0,0,0,1,0,0,0
1784,100,718685,CIN,False,641584,3,3,1,0,0,0,0,0,0
1785,100,718685,CIN,False,663886,4,3,1,0,0,1,0,0,0
1786,100,718685,CIN,False,571976,5,4,0,0,1,0,0,0,0
1787,100,718685,CIN,False,613564,6,3,1,0,0,0,0,0,0
1788,100,718685,CIN,False,668715,7,4,0,0,0,1,0,0,0
1789,100,718685,CIN,False,666181,8,1,1,0,1,0,0,0,0
1790,100,718685,CIN,False,676480,9,4,0,0,1,0,0,0,0
1791,100,718685,PHI,True,607208,1,5,0,0,2,0,0,0,0
1792,100,718685,PHI,True,656941,2,5,0,0,0,1,0,0,0
1793,100,718685,PHI,True,592663,3,4,0,0,1,0,0,1,0
1794,100,718685,PHI,True,592206,4,3,1,0,0,2,0,0,0
1795,100,718685,PHI,True,681082,5,4,0,0,1,0,0,0,0
1796,100,718685,PHI,True,664761,6,4,0,0,1,0,0,0,0
1797,100,718685,PHI,True,595909,7,2,1,0,0,0,0,0,0
1798,100,718685,PHI,True,665019,8,2,1,0,0,0,0,0,0
1799,100,718685,PHI,True,669016,9,3,1,0,0,0,0,0,0
1800,101,718684,HOU,False,665161,1,5,0,0,0,0,0,0,0
1801,101,718684,HOU,False,608324,2,4,0,0,1,0,0,0,0
1802,101,718684,HOU,False,670541,3,2,2,0,0,0,0,0,0
1803,101,718684,HOU,False,547989,4,4,0,0,1,0,0,0,0
1804,101,718684,HOU,False,663656,5,4,0,0,0,1,0,0,0
1805,101,718684,HOU,False,682073,6,4,0,0,0,0,0,0,0
1806,101,718684,HOU,False,676801,7,4,0,0,0,0,0,0,0
1807,101,718684,HOU,False,643289,8,4,0,0,1,1,0,0,0
1808,101,718684,HOU,False,455117,9,3,0,0,0,0,0,0,0
1809,101,718684,MIN,True,621439,1,5,0,0,2,0,0,0,0
1810,101,718684,MIN,True,621043,2,5,0,0,0,0,0,0,0
1811,101,718684,MIN,True,663616,3,4,1,0,0,0,0,0,0
1812,101,718684,MIN,True,669304,4,5,0,0,3,0,0,0,0
1813,101,718684,MIN,True,456781,5,4,0,0,2,0,0,0,0
1814,101,718684,MIN,True,571657,6,5,0,0,2,0,0,0,0
1815,101,718684,MIN,True,608336,7,1,1,0,0,0,0,0,0
1816,101,718684,MIN,True,543877,8,3,1,0,0,0,0,0,0
1817,101,718684,MIN,True,572191,9,4,0,0,1,1,0,0,0
1818,102,718680,KC,False,669004,1,4,0,0,1,0,0,0,0
1819,102,718680,KC,False,686681,2,3,0,0,1,0,0,0,0
1820,102,718680,KC,False,521692,3,4,0,0,0,0,0,1,0
1821,102,718680,KC,False,686469,4,3,1,0,1,0,0,1,0
1822,102,718680,KC,False,664728,5,4,0,0,1,0,0,0,0
1823,102,718680,KC,False,641531,6,4,0,0,1,0,0,0,0
1824,102,718680,KC,False,670032,7,4,0,0,1,0,0,0,0
1825,102,718680,KC,False,598265,8,4,0,0,0,0,0,0,0
1826,102,718680,KC,False,622110,9,3,0,0,1,0,0,0,0
1827,102,718680,SF,True,664774,1,3,0,0,0,0,0,0,0
1828,102,718680,SF,True,624424,2,3,1,0,0,0,0,0,0
1829,102,718680,SF,True,681584,3,3,1,0,0,0,0,0,0
1830,102,718680,SF,True,592626,4,3,1,0,0,0,1,0,0
1831,102,718680,SF,True,573262,5,4,0,0,1,0,0,0,0
1832,102,718680,SF,True,642731,6,3,1,0,1,0,0,0,0
1833,102,718680,SF,True,543063,7,3,1,0,0,0,0,0,0
1834,102,718680,SF,True,666165,8,4,0,0,1,0,0,0,0
1835,102,718680,SF,True,547379,9,2,0,0,0,0,0,0,0
1836,103,718678,OAK,False,643393,1,5,0,0,1,0,0,0,0
1837,103,718678,OAK,False,676116,2,5,0,0,0,0,0,1,0
1838,103,718678,OAK,False,649557,3,4,0,0,1,1,0,0,0
1839,103,718678,OAK,False,664913,4,4,0,0,1,0,0,0,0
1840,103,718678,OAK,False,542583,5,4,0,0,1,0,0,0,0
1841,103,718678,OAK,False,657656,6,4,0,0,1,1,0,0,0
1842,103,718678,OAK,False,607054,7,4,0,0,1,0,0,0,0
1843,103,718678,OAK,False,669127,8,3,1,0,1,0,0,1,0
1844,103,718678,OAK,False,665923,9,3,0,1,1,0,0,0,0
1845,103,718678,TB,True,650490,1,5,0,0,0,0,0,0,0
1846,103,718678,TB,True,677551,2,5,0,0,0,0,0,1,0
1847,103,718678,TB,True,670623,3,5,0,0,2,0,0,1,0
1848,103,718678,TB,True,668227,4,3,2,0,1,0,0,0,0
1849,103,718678,TB,True,623912,5,4,0,0,0,0,0,1,0
1850,103,718678,TB,True,622534,6,3,1,0,0,0,0,1,0
1851,103,718678,TB,True,642350,7,4,0,0,1,0,0,0,0
1852,103,718678,TB,True,542194,8,3,1,0,0,0,0,1,0
1853,103,718678,TB,True,670764,9,2,2,0,1,0,0,0,0
1854,104,718688,NYY,False,518934,1,4,1,0,1,0,0,0,0
1855,104,718688,NYY,False,592450,2,4,1,0,0,0,0,0,0
1856,104,718688,NYY,False,519203,3,5,0,0,1,0,0,0,0
1857,104,718688,NYY,False,519317,4,4,0,0,1,1,0,0,0
1858,104,718688,NYY,False,650402,5,3,1,0,1,0,0,0,0
1859,104,718688,NYY,False,665828,6,4,0,0,2,1,0,0,0
1860,104,718688,NYY,False,624431,7,3,1,0,0,0,0,0,0
1861,104,718688,NYY,False,614173,8,1,1,0,0,0,0,1,0
1862,104,718688,NYY,False,683011,9,4,0,0,0,0,0,0,0
1863,104,718688,BAL,True,656775,1,5,0,0,0,0,0,0,0
1864,104,718688,BAL,True,668939,2,3,2,0,1,0,0,0,0
1865,104,718688,BAL,True,623993,3,5,0,0,0,1,0,0,0
1866,104,718688,BAL,True,663624,4,3,1,0,1,0,0,0,1
1867,104,718688,BAL,True,683002,5,5,0,0,1,1,0,0,0
1868,104,718688,BAL,True,602104,6,3,1,0,0,2,0,0,0
1869,104,718688,BAL,True,624428,7,3,1,0,1,0,0,0,0
1870,104,718688,BAL,True,669720,8,3,1,0,0,0,0,0,0
1871,104,718688,BAL,True,622761,9,4,0,0,2,0,0,0,0
1872,105,718676,SD,False,593428,1,5,0,0,1,0,0,0,0
1873,105,718676,SD,False,665742,2,4,1,0,0,0,0,0,0
1874,105,718676,SD,False,592518,3,4,1,0,1,1,0,0,0
1875,105,718676,SD,False,443558,4,5,0,0,2,1,0,0,0
1876,105,718676,SD,False,630105,5,2,1,0,0,0,0,0,1
1877,105,718676,SD,False,673490,6,3,1,0,0,0,0,0,0
1878,105,718676,SD,False,543592,7,3,1,0,0,0,0,0,0
1879,105,718676,SD,False,663757,8,3,1,0,0,0,0,0,0
1880,105,718676,SD,False,640492,9,3,0,0,1,0,0,0,0
1881,105,718676,ATL,True,660670,1,4,1,0,0,0,0,0,0
1882,105,718676,ATL,True,621566,2,2,3,0,0,0,0,0,0
1883,105,718676,ATL,True,663586,3,3,2,0,3,0,0,0,0
1884,105,718676,ATL,True,645277,4,5,0,0,0,0,0,0,0
1885,105,718676,ATL,True,669221,5,3,2,0,0,0,0,0,0
1886,105,718676,ATL,True,592696,6,4,0,0,0,0,0,0,0
1887,105,718676,ATL,True,606115,7,4,0,0,0,0,0,0,0
1888,105,718676,ATL,True,542303,8,4,0,0,0,0,0,1,0
1889,105,718676,ATL,True,656541,9,4,0,0,2,0,0,0,0
1890,106,718675,TEX,False,543760,1,4,0,0,0,0,0,0,0
1891,106,718675,TEX,False,608369,2,2,2,0,0,1,0,0,0
1892,106,718675,TEX,False,663993,3,4,0,0,1,0,0,0,0
1893,106,718675,TEX,False,666969,4,3,1,0,0,0,0,0,0
1894,106,718675,TEX,False,673962,5,4,0,0,0,0,0,0,0
1895,106,718675,TEX,False,543257,6,4,0,0,0,0,0,0,0
1896,106,718675,TEX,False,641598,7,3,0,0,0,0,0,0,0
1897,106,718675,TEX,False,543543,8,3,0,0,0,0,0,0,0
1898,106,718675,TEX,False,669701,9,2,0,1,1,0,0,0,0
1899,106,718675,CHC,True,663538,1,4,0,0,2,0,0,0,0
1900,106,718675,CHC,True,621020,2,4,0,0,0,0,0,0,0
1901,106,718675,CHC,True,664023,3,4,0,0,0,1,0,0,0
1902,106,718675,CHC,True,641355,4,3,0,0,1,0,0,0,0
1903,106,718675,CHC,True,641820,5,3,0,0,0,0,0,0,0
1904,106,718675,CHC,True,621550,6,3,0,0,0,0,0,0,0
1905,106,718675,CHC,True,543333,7,1,2,0,0,0,0,0,0
1906,106,718675,CHC,True,670156,8,3,0,0,1,0,0,0,0
1907,106,718675,CHC,True,571466,9,3,0,0,1,0,0,0,0
1908,107,718674,STL,False,680977,1,4,0,0,1,0,0,0,0
1909,107,718674,STL,False,676475,2,3,1,0,1,0,0,0,0
1910,107,718674,STL,False,502671,3,3,1,0,0,0,0,0,0
1911,107,718674,STL,False,571448,4,4,0,0,2,0,0,0,0
1912,107,718674,STL,False,575929,5,3,1,0,0,0,0,0,0
1913,107,718674,STL,False,641933,6,4,0,0,0,0,0,0,0
1914,107,718674,STL,False,669357,7,4,0,0,0,0,0,0,0
1915,107,718674,STL,False,691023,8,4,0,0,1,0,0,0,0
1916,107,718674,STL,False,669242,9,1,2,0,0,0,0,0,0
1917,107,718674,MIL,True,592885,1,3,2,0,0,0,0,0,0
1918,107,718674,MIL,True,608385,2,5,0,0,1,0,0,0,0
1919,107,718674,MIL,True,642715,3,4,0,0,1,0,0,1,0
1920,107,718674,MIL,True,642133,4,2,1,0,0,0,0,0,1
1921,107,718674,MIL,True,661388,5,3,1,0,1,0,0,0,0
1922,107,718674,MIL,True,669003,6,4,0,0,1,1,0,0,0
1923,107,718674,MIL,True,605119,7,2,2,0,1,0,0,0,0
1924,107,718674,MIL,True,668930,8,3,1,0,1,0,0,0,0
1925,107,718674,MIL,True,686894,9,3,1,0,1,0,0,0,0
1926,108,718673,WSH,False,669743,1,4,1,0,0,0,0,1,1
1927,108,718673,WSH,False,600869,2,4,0,0,0,0,0,1,1
1928,108,718673,WSH,False,608841,3,3,2,0,1,1,0,0,0
1929,108,718673,WSH,False,642086,4,5,0,0,2,0,0,0,0
1930,108,718673,WSH,False,660688,5,5,0,0,1,0,0,0,0
1931,108,718673,WSH,False,671277,6,4,0,0,2,0,0,0,0
1932,108,718673,WSH,False,657041,7,5,0,0,3,0,0,0,0
1933,108,718673,WSH,False,682928,8,5,0,0,1,0,2,0,0
1934,108,718673,WSH,False,645302,9,4,1,0,3,0,0,0,0
1935,108,718673,COL,True,595777,1,5,0,0,0,0,0,0,0
1936,108,718673,COL,True,592178,2,4,1,0,1,0,0,0,0
1937,108,718673,COL,True,453568,3,4,0,0,2,0,0,0,0
1938,108,718673,COL,True,543068,4,4,0,0,1,0,0,0,0
1939,108,718673,COL,True,660707,5,4,0,0,1,0,0,0,0
1940,108,718673,COL,True,641857,6,4,0,0,0,0,0,1,0
1941,108,718673,COL,True,553869,7,3,1,0,1,0,0,0,0
1942,108,718673,COL,True,602074,8,4,0,0,2,0,0,0,0
1943,108,718673,COL,True,678662,9,4,0,0,0,1,0,0,0
1944,109,718671,LAD,False,605141,1,4,1,0,0,1,0,0,0
1945,109,718671,LAD,False,518692,2,4,1,0,1,0,0,0,0
1946,109,718671,LAD,False,502110,3,4,0,0,1,0,0,0,1
1947,109,718671,LAD,False,571970,4,3,2,0,0,0,0,0,0
1948,109,718671,LAD,False,678246,5,2,2,0,0,0,0,0,0
1949,109,718671,LAD,False,572204,6,2,1,0,0,0,0,0,0
1950,109,718671,LAD,False,681546,7,3,1,0,0,0,0,1,0
1951,109,718671,LAD,False,621035,8,3,1,0,0,0,0,1,0
1952,109,718671,LAD,False,605131,9,4,0,0,0,0,0,0,0
1953,109,718671,AZ,True,606466,1,4,0,0,0,1,0,0,0
1954,109,718671,AZ,True,641786,2,3,0,0,1,0,0,0,0
1955,109,718671,AZ,True,666971,3,3,1,0,0,0,0,0,0
1956,109,718671,AZ,True,572233,4,4,0,0,0,0,0,0,0
1957,109,718671,AZ,True,446334,5,3,1,0,1,1,0,1,0
1958,109,718671,AZ,True,682998,6,4,0,0,1,0,0,1,0
1959,109,718671,AZ,True,605113,7,4,0,0,1,0,0,0,0
1960,109,718671,AZ,True,672515,8,4,0,0,1,1,0,0,0
1961,109,718671,AZ,True,677950,9,3,0,1,0,0,0,0,0
1962,110,718670,TOR,False,543807,1,4,0,0,1,0,0,0,0
1963,110,718670,TOR,False,666182,2,4,0,0,0,1,0,1,0
1964,110,718670,TOR,False,665489,3,4,0,0,2,0,0,0,0
1965,110,718670,TOR,False,656305,4,4,0,0,1,0,0,0,0
1966,110,718670,TOR,False,593160,5,4,0,0,1,0,0,0,0
1967,110,718670,TOR,False,672386,6,3,1,0,0,0,0,0,0
1968,110,718670,TOR,False,669289,7,4,0,0,1,0,0,0,0
1969,110,718670,TOR,False,656669,8,3,0,0,0,0,0,0,0
1970,110,718670,TOR,False,595281,9,4,0,0,1,0,0,0,0
1971,110,718670,LAA,True,621493,1,3,1,0,0,0,0,0,0
1972,110,718670,LAA,True,545361,2,4,0,0,0,0,0,1,0
1973,110,718670,LAA,True,660271,3,4,0,0,1,1,0,0,0
1974,110,718670,LAA,True,592669,4,3,1,0,0,0,0,0,0
1975,110,718670,LAA,True,571875,5,4,0,0,0,0,0,0,0
1976,110,718670,LAA,True,592273,6,4,0,0,0,0,0,0,0
1977,110,718670,LAA,True,570482,7,3,1,0,0,0,0,0,0
1978,110,718670,LAA,True,681351,8,2,2,0,0,0,0,0,0
1979,110,718670,LAA,True,664058,9,3,0,0,1,0,0,0,0
1980,111,718677,SEA,False,677594,1,5,0,0,1,0,0,1,0
1981,111,718677,SEA,False,664034,2,5,0,0,1,0,0,0,0
1982,111,718677,SEA,False,553993,3,4,1,0,1,0,0,0,0
1983,111,718677,SEA,False,663728,4,3,2,0,1,0,0,0,0
1984,111,718677,SEA,False,606192,5,5,0,0,1,0,0,0,0
1985,111,718677,SEA,False,543939,6,3,1,0,0,0,0,0,0
1986,111,718677,SEA,False,672284,7,4,0,0,0,1,0,0,0
1987,111,718677,SEA,False,669450,8,4,0,0,1,0,0,0,0
1988,111,718677,SEA,False,641487,9,4,0,0,0,2,0,0,0
1989,111,718677,CLE,True,680757,1,4,0,0,0,0,0,0,0
1990,111,718677,CLE,True,642708,2,3,1,0,1,0,0,0,0
1991,111,718677,CLE,True,608070,3,3,1,0,1,0,0,0,0
1992,111,718677,CLE,True,647304,4,4,0,0,2,0,0,0,0
1993,111,718677,CLE,True,605137,5,4,0,0,1,0,0,0,0
1994,111,718677,CLE,True,660757,6,4,0,0,0,0,0,0,0
1995,111,718677,CLE,True,665926,7,3,1,0,0,1,0,0,0
1996,111,718677,CLE,True,572287,8,3,0,0,0,0,0,0,0
1997,111,718677,CLE,True,664702,9,3,0,0,1,0,0,0,0
