,game_sequence,game_pk,team,is_home,batter,batting_order,ab,bb,hbp,single,double,triple,hr,sf
137,8,718781,NYY,True,519203,3,4,0,0,1,0,0,0,0
138,8,718781,NYY,True,519317,4,4,0,0,1,0,0,0,0
139,8,718781,NYY,True,518626,5,4,0,0,1,0,0,0,0
140,8,718781,NYY,True,650402,6,3,1,0,0,0,0,1,0
141,8,718781,NYY,True,665828,7,4,0,0,0,0,0,0,0
142,8,718781,NYY,True,624431,8,3,0,0,1,0,0,0,0
143,8,718781,NYY,True,683011,9,2,1,0,0,0,0,0,0
144,9,718774,NYM,False,607043,1,3,1,0,0,1,0,0,1
145,9,718774,NYM,False,516782,2,4,1,0,2,0,0,0,0
146,9,718774,NYM,False,596019,3,4,0,0,1,0,0,0,1
147,9,718774,NYM,False,624413,4,4,1,0,0,0,0,0,0
148,9,718774,NYM,False,643446,5,4,0,0,2,0,0,0,0
149,9,718774,NYM,False,592192,6,3,0,1,0,0,0,0,0
150,9,718774,NYM,False,596129,7,1,1,0,0,0,0,0,0
151,9,718774,NYM,False,500871,8,4,0,0,1,0,0,0,0
152,9,718774,NYM,False,553882,9,3,1,0,1,0,0,0,0
153,9,718774,MIA,True,650333,1,4,0,0,1,1,0,0,0
154,9,718774,MIA,True,516416,2,3,1,0,0,0,0,0,0
155,9,718774,MIA,True,643265,3,4,0,0,0,0,0,1,0
156,9,718774,MIA,True,665862,4,4,0,0,0,0,0,0,0
157,9,718774,MIA,True,624585,5,4,0,0,0,1,0,0,0
158,9,718774,MIA,True,541645,6,2,1,0,0,0,0,0,0
159,9,718774,MIA,True,650559,7,3,0,0,0,0,0,0,0
160,9,718774,MIA,True,607732,8,3,0,0,0,1,0,0,0
161,9,718774,MIA,True,621563,9,2,0,0,0,0,0,0,0
162,10,718773,PIT,False,665833,1,2,2,0,0,0,0,1,1
163,10,718773,PIT,False,668804,2,4,1,0,1,0,0,0,0
164,10,718773,PIT,False,457705,3,2,3,0,1,0,0,0,0
165,10,718773,PIT,False,467793,4,4,1,0,0,0,0,0,0
166,10,718773,PIT,False,675986,5,5,0,0,1,0,0,0,0
167,10,718773,PIT,False,663647,6,4,0,0,0,0,0,0,0
168,10,718773,PIT,False,669261,7,4,0,0,0,0,0,0,0
169,10,718773,PIT,False,678225,8,3,1,0,1,1,0,0,0
170,10,718773,PIT,False,595978,9,2,1,0,0,0,0,0,0
171,10,718773,CIN,True,663697,1,4,1,0,1,1,0,0,0
172,10,718773,CIN,True,670770,2,4,1,0,0,0,0,0,0
173,10,718773,CIN,True,641584,3,4,1,0,2,0,0,0,0
174,10,718773,CIN,True,663886,4,4,0,0,0,0,0,0,0
175,10,718773,CIN,True,613564,5,4,0,0,0,0,1,0,0
176,10,718773,CIN,True,571976,6,3,1,0,1,0,0,0,0
177,10,718773,CIN,True,668715,7,2,2,0,0,0,0,1,0
178,10,718773,CIN,True,666181,8,4,0,0,0,0,0,0,0
179,10,718773,CIN,True,676480,9,4,0,0,0,0,0,0,0
180,11,718772,TOR,False,543807,1,6,0,0,5,0,0,0,0
181,11,718772,TOR,False,666182,2,6,0,0,3,1,0,0,0
182,11,718772,TOR,False,665489,3,4,0,1,2,0,0,0,1
183,11,718772,TOR,False,662139,4,5,0,0,0,1,0,0,1
184,11,718772,TOR,False,672386,5,5,0,0,1,0,0,0,0
185,11,718772,TOR,False,474832,6,4,0,0,0,1,0,0,0
186,11,718772,TOR,False,656305,7,5,0,0,3,0,0,0,0
187,11,718772,TOR,False,593160,8,3,2,0,0,0,0,0,0
188,11,718772,TOR,False,595281,9,5,0,0,2,0,0,0,0
189,11,718772,STL,True,680977,1,6,0,0,2,0,0,1,0
190,11,718772,STL,True,663457,2,4,2,0,1,0,0,0,0
191,11,718772,STL,True,502671,3,4,1,0,1,1,0,0,0
192,11,718772,STL,True,571448,4,5,0,0,1,1,0,0,0
193,11,718772,STL,True,575929,5,4,0,0,2,0,0,0,0
194,11,718772,STL,True,641933,6,4,1,0,0,0,0,1,0
195,11,718772,STL,True,669357,7,3,1,0,1,0,0,0,0
196,11,718772,STL,True,691023,8,5,0,0,1,0,0,0,0
197,11,718772,STL,True,669242,9,5,0,0,2,0,0,0,0
198,12,718770,AZ,False,641786,1,4,0,0,0,0,0,0,0
199,12,718770,AZ,False,606466,2,3,0,1,1,0,0,0,0
200,12,718770,AZ,False,666971,3,4,0,0,1,0,0,0,0
201,12,718770,AZ,False,572233,4,3,0,0,1,0,0,0,0
202,12,718770,AZ,False,446334,5,3,0,0,0,0,0,0,0
203,12,718770,AZ,False,605113,6,3,0,0,0,1,0,0,0
204,12,718770,AZ,False,682998,7,3,0,0,0,0,0,0,0
205,12,718770,AZ,False,672515,8,2,0,0,0,0,0,0,1
206,12,718770,AZ,False,664983,9,3,0,0,0,0,0,0,0
207,12,718770,LAD,True,605141,1,4,1,0,0,0,0,0,0
208,12,718770,LAD,True,518692,2,4,1,0,2,0,0,0,0
209,12,718770,LAD,True,669257,3,4,0,0,2,1,0,0,1
210,12,718770,LAD,True,571970,4,5,0,0,0,0,0,0,0
211,12,718770,LAD,True,502110,5,4,0,0,1,0,0,0,0
212,12,718770,LAD,True,444482,6,4,0,0,2,0,0,0,0
213,12,718770,LAD,True,678246,7,2,2,0,0,0,0,0,0
214,12,718770,LAD,True,681546,8,3,1,0,1,0,0,1,0
215,12,718770,LAD,True,500743,9,4,0,0,1,1,0,0,0
216,13,718769,LAA,False,621493,1,4,0,0,1,0,0,0,0
217,13,718769,LAA,False,545361,2,3,1,0,0,0,0,0,0
218,13,718769,LAA,False,660271,3,3,0,0,1,0,0,0,0
219,13,718769,LAA,False,543685,4,3,1,0,0,0,0,0,0
220,13,718769,LAA,False,592669,5,4,0,0,0,0,0,0,0
221,13,718769,LAA,False,650859,6,3,1,0,0,0,0,0,0
222,13,718769,LAA,False,592273,7,4,0,0,0,0,0,0,0
223,13,718769,LAA,False,570482,8,4,0,0,2,0,0,0,0
224,13,718769,LAA,False,681351,9,3,0,0,1,0,0,0,0
225,13,718769,OAK,True,643393,1,3,1,0,0,1,0,0,0
226,13,718769,OAK,True,668843,2,3,0,0,0,0,0,0,0
227,13,718769,OAK,True,649557,3,3,1,0,2,0,0,0,0
228,13,718769,OAK,True,664913,4,4,0,0,1,1,0,0,0
229,13,718769,OAK,True,542583,5,3,0,0,0,0,0,0,0
230,13,718769,OAK,True,657656,6,4,0,0,0,0,0,0,0
231,13,718769,OAK,True,607054,7,3,0,0,0,0,0,0,0
232,13,718769,OAK,True,669127,8,2,1,0,0,0,0,0,0
233,13,718769,OAK,True,665923,9,3,0,0,1,0,0,0,0
234,14,718768,CWS,False,641313,1,4,1,0,1,1,0,0,0
235,14,718768,CWS,False,673357,2,4,0,0,2,0,0,0,0
236,14,718768,CWS,False,683734,3,4,0,1,0,1,0,0,0
237,14,718768,CWS,False,650391,4,5,0,0,0,0,0,0,0
238,14,718768,CWS,False,660162,5,5,0,0,1,0,0,0,0
239,14,718768,CWS,False,643217,6,4,0,0,1,0,0,0,0
240,14,718768,CWS,False,518735,7,4,0,0,0,0,0,1,0
241,14,718768,CWS,False,462101,8,4,0,0,1,0,0,0,0
242,14,718768,CWS,False,663853,9,2,0,0,1,0,0,0,0
243,14,718768,HOU,True,665161,1,4,0,0,1,0,0,0,0
244,14,718768,HOU,True,608324,2,4,0,0,0,0,0,0,0
245,14,718768,HOU,True,670541,3,3,0,1,0,0,0,1,0
246,14,718768,HOU,True,547989,4,4,0,0,1,0,0,0,0
247,14,718768,HOU,True,663656,5,2,2,0,0,0,0,0,0
248,14,718768,HOU,True,673237,6,4,0,0,0,0,0,0,0
249,14,718768,HOU,True,676694,7,3,0,0,0,0,0,0,0
250,14,718768,HOU,True,455117,8,3,0,0,1,0,0,0,0
251,14,718768,HOU,True,643289,9,3,0,0,0,0,0,0,0
252,15,718775,MIN,False,596146,1,5,0,0,0,0,0,0,0
253,15,718775,MIN,False,621043,2,5,0,0,1,0,0,0,0
254,15,718775,MIN,False,621439,3,5,0,0,1,0,1,0,0
255,15,718775,MIN,False,663616,4,4,1,0,2,0,0,0,0
256,15,718775,MIN,False,669304,5,3,2,0,0,0,0,0,0
257,15,718775,MIN,False,624503,6,2,0,0,0,0,0,0,0
258,15,718775,MIN,False,608336,7,2,0,0,1,0,0,0,0
259,15,718775,MIN,False,543877,8,4,0,0,2,0,0,0,0
260,15,718775,MIN,False,572191,9,4,0,0,1,0,0,0,0
261,15,718775,KC,True,677951,1,2,2,0,0,0,0,0,0
262,15,718775,KC,True,669004,2,3,1,0,0,0,0,0,0
263,15,718775,KC,True,521692,3,4,0,0,1,0,0,0,0
264,15,718775,KC,True,686469,4,3,1,0,0,0,0,0,0
265,15,718775,KC,True,614177,5,4,0,0,0,0,0,0,0
266,15,718775,KC,True,686681,6,4,0,0,0,0,0,0,0
267,15,718775,KC,True,641531,7,3,0,0,0,0,0,0,0
268,15,718775,KC,True,664728,8,2,1,0,0,1,0,0,0
269,15,718775,KC,True,658668,9,2,0,1,0,0,0,0,0
270,16,718771,NYM,False,607043,1,3,1,0,0,0,0,0,0
271,16,718771,NYM,False,516782,2,4,0,0,2,0,0,0,0
272,16,718771,NYM,False,596019,3,2,2,0,0,0,0,0,0
273,16,718771,NYM,False,624413,4,4,0,0,0,0,0,1,0
274,16,718771,NYM,False,592192,5,3,1,0,0,0,0,0,0
275,16,718771,NYM,False,643446,6,4,0,0,0,0,0,0,0
276,16,718771,NYM,False,500871,7,3,0,0,0,0,0,0,0
277,16,718771,NYM,False,502054,8,2,0,0,0,0,0,0,0
278,16,718771,NYM,False,621512,9,2,0,0,0,0,0,0,0
279,16,718771,MIA,True,650333,1,3,1,0,1,0,0,0,0
280,16,718771,MIA,True,516416,2,4,0,0,0,0,0,0,0
281,16,718771,MIA,True,643265,3,4,0,0,2,0,1,0,0
282,16,718771,MIA,True,665862,4,4,0,0,0,0,0,1,0
283,16,718771,MIA,True,624585,5,4,0,0,1,0,0,1,0
284,16,718771,MIA,True,541645,6,4,0,0,0,0,0,0,0
285,16,718771,MIA,True,493329,7,3,0,0,1,0,0,0,0
286,16,718771,MIA,True,663743,8,3,0,0,1,0,0,0,0
287,16,718771,MIA,True,542932,9,3,0,0,1,0,0,0,0
288,17,718766,COL,False,602074,1,5,0,0,2,0,0,0,0
289,17,718766,COL,False,592178,2,4,1,0,1,0,0,0,0
290,17,718766,COL,False,453568,3,4,0,1,1,0,0,1,0
291,17,718766,COL,False,543068,4,2,2,0,1,0,0,0,0
292,17,718766,COL,False,641857,5,4,0,0,0,0,0,0,0
293,17,718766,COL,False,660707,6,4,0,0,2,0,0,0,0
294,17,718766,COL,False,553869,7,4,0,0,0,0,0,0,0
295,17,718766,COL,False,605612,8,4,0,0,0,0,0,0,0
296,17,718766,COL,False,678662,9,4,0,0,1,0,0,0,0
297,17,718766,SD,True,593428,1,3,0,0,1,0,0,0,1
298,17,718766,SD,True,665742,2,3,1,0,0,0,0,0,0
299,17,718766,SD,True,592518,3,4,0,0,1,0,0,0,0
300,17,718766,SD,True,443558,4,4,0,0,0,0,0,0,0
301,17,718766,SD,True,630105,5,4,0,0,0,0,0,0,0
302,17,718766,SD,True,543592,6,3,0,0,0,0,0,0,0
303,17,718766,SD,True,673490,7,3,0,0,1,2,0,0,0
304,17,718766,SD,True,663757,8,2,1,0,0,0,0,0,0
305,17,718766,SD,True,640492,9,2,0,0,0,0,0,0,0
306,18,718765,AZ,False,668942,1,3,0,0,0,0,0,0,0
307,18,718765,AZ,False,606466,2,4,0,0,0,0,0,0,0
308,18,718765,AZ,False,666971,3,4,0,0,1,0,0,0,0
309,18,718765,AZ,False,572233,4,4,0,0,1,0,0,0,0
310,18,718765,AZ,False,682998,5,4,0,0,1,1,0,0,0
311,18,718765,AZ,False,672515,6,4,0,0,1,0,0,0,0
312,18,718765,AZ,False,664983,7,4,0,0,0,0,0,0,0
313,18,718765,AZ,False,677950,8,2,0,0,0,0,0,0,0
314,18,718765,AZ,False,672695,9,1,1,0,0,0,0,0,0
315,18,718765,LAD,True,605141,1,3,2,0,0,0,0,1,0
316,18,718765,LAD,True,518692,2,5,0,0,0,0,0,0,0
317,18,718765,LAD,True,669257,3,3,2,0,1,0,0,0,0
318,18,718765,LAD,True,571970,4,5,0,0,1,0,0,0,0
319,18,718765,LAD,True,502110,5,4,0,0,0,0,0,0,0
320,18,718765,LAD,True,444482,6,3,1,0,1,0,0,0,0
321,18,718765,LAD,True,678246,7,1,3,0,0,1,0,0,0
322,18,718765,LAD,True,681546,8,3,1,0,0,0,0,0,0
323,18,718765,LAD,True,500743,9,4,0,0,0,0,0,0,0
324,19,718763,CLE,False,680757,1,4,1,0,1,1,0,0,1
325,19,718763,CLE,False,642708,2,6,0,0,2,0,0,0,0
326,19,718763,CLE,False,608070,3,5,1,0,0,1,0,0,0
327,19,718763,CLE,False,605137,4,3,2,0,0,0,0,0,0
328,19,718763,CLE,False,647304,5,5,0,0,2,0,0,0,0
329,19,718763,CLE,False,660757,6,5,0,0,2,0,0,0,0
330,19,718763,CLE,False,665926,7,4,1,0,2,0,0,0,0
331,19,718763,CLE,False,572287,8,3,2,0,1,0,0,0,0
332,19,718763,CLE,False,664702,9,4,1,0,1,0,0,0,0
333,19,718763,SEA,True,677594,1,5,0,0,0,2,0,0,0
334,19,718763,SEA,True,543939,2,4,1,0,1,0,0,0,0
335,19,718763,SEA,True,664034,3,3,1,0,1,0,0,0,0
336,19,718763,SEA,True,606192,4,4,0,0,0,0,0,0,0
337,19,718763,SEA,True,663728,5,4,0,0,0,1,0,0,0
338,19,718763,SEA,True,553993,6,4,0,0,1,0,0,0,0
339,19,718763,SEA,True,672284,7,4,0,0,0,1,0,0,0
340,19,718763,SEA,True,669450,8,3,0,1,0,0,0,0,0
341,19,718763,SEA,True,641487,9,3,1,0,0,0,0,0,0
342,20,718764,CWS,False,641313,1,4,1,0,2,0,0,0,0
343,20,718764,CWS,False,673357,2,5,0,0,1,0,0,0,0
344,20,718764,CWS,False,643217,3,5,0,0,0,1,0,0,0
345,20,718764,CWS,False,650391,4,4,0,0,0,2,0,0,0
346,20,718764,CWS,False,660162,5,4,0,0,2,1,0,0,0
347,20,718764,CWS,False,657757,6,4,0,0,0,0,0,0,0
348,20,718764,CWS,False,518735,7,4,0,0,1,0,0,0,0
349,20,718764,CWS,False,693049,8,3,0,1,0,0,0,0,0
350,20,718764,CWS,False,462101,9,4,0,0,1,0,0,0,0
351,20,718764,HOU,True,665161,1,3,0,1,1,0,0,0,0
352,20,718764,HOU,True,608324,2,3,1,0,0,0,0,0,0
353,20,718764,HOU,True,670541,3,3,1,0,0,1,0,0,0
354,20,718764,HOU,True,547989,4,3,1,0,1,0,0,0,0
355,20,718764,HOU,True,663656,5,3,1,0,0,0,0,1,0
356,20,718764,HOU,True,667452,6,4,0,0,1,0,0,0,0
357,20,718764,HOU,True,682073,7,3,1,0,2,0,0,0,0
358,20,718764,HOU,True,676694,8,3,1,0,0,0,0,0,0
359,20,718764,HOU,True,455117,9,3,1,0,0,0,0,0,0
360,21,718757,LAA,False,621493,1,5,0,0,2,0,0,1,0
361,21,718757,LAA,False,545361,2,4,1,0,0,1,0,0,0
362,21,718757,LAA,False,660271,3,5,0,0,2,0,0,0,0
363,21,718757,LAA,False,543685,4,3,0,0,0,0,0,0,1
364,21,718757,LAA,False,592669,5,4,1,0,0,0,0,0,0
365,21,718757,LAA,False,571875,6,4,1,0,1,0,0,0,0
366,21,718757,LAA,False,650859,7,3,2,0,0,0,0,0,0
367,21,718757,LAA,False,570482,8,4,1,0,3,0,0,0,0
368,21,718757,LAA,False,681351,9,3,0,0,0,1,0,0,1
369,21,718757,OAK,True,665923,1,2,1,0,0,0,0,0,0
370,21,718757,OAK,True,649557,2,4,0,0,1,0,0,0,0
371,21,718757,OAK,True,664913,3,4,0,0,0,0,0,0,0
372,21,718757,OAK,True,542583,4,3,0,0,1,0,0,0,0
373,21,718757,OAK,True,667670,5,3,0,0,0,0,0,0,0
374,21,718757,OAK,True,657656,6,3,0,0,0,0,0,1,0
375,21,718757,OAK,True,669127,7,4,0,0,0,0,0,0,0
376,21,718757,OAK,True,643393,8,1,2,0,0,0,0,0,0
377,21,718757,OAK,True,669397,9,3,0,0,0,0,0,0,0
378,22,718762,SF,False,664774,1,3,2,0,1,0,0,0,0
379,22,718762,SF,False,624424,2,5,0,0,0,0,0,0,0
380,22,718762,SF,False,642731,3,5,0,0,1,0,0,0,0
381,22,718762,SF,False,592626,4,4,1,0,1,0,0,1,0
382,22,718762,SF,False,573262,5,5,0,0,0,2,0,0,0
383,22,718762,SF,False,681584,6,5,0,0,2,0,0,0,0
384,22,718762,SF,False,543063,7,5,0,0,1,1,0,1,0
385,22,718762,SF,False,666165,8,2,0,2,1,0,0,0,0
386,22,718762,SF,False,547379,9,4,0,0,0,0,0,0,0
387,22,718762,NYY,True,518934,1,4,1,0,0,1,0,0,0
388,22,718762,NYY,True,592450,2,5,0,0,3,0,0,0,0
389,22,718762,NYY,True,519203,3,3,2,0,0,1,0,0,0
390,22,718762,NYY,True,519317,4,5,0,0,0,0,0,1,0
391,22,718762,NYY,True,518626,5,4,0,0,0,0,0,1,0
392,22,718762,NYY,True,650402,6,4,0,0,0,0,0,0,0
393,22,718762,NYY,True,665828,7,4,0,0,1,0,0,0,0
394,22,718762,NYY,True,624431,8,3,0,0,0,0,0,0,0
395,22,718762,NYY,True,683011,9,4,0,0,2,0,0,0,0
396,23,718761,BAL,False,602104,1,5,0,0,0,0,0,0,0
397,23,718761,BAL,False,668939,2,5,0,0,1,0,0,0,0
398,23,718761,BAL,False,663624,3,5,0,0,1,0,0,1,0
399,23,718761,BAL,False,623993,4,5,0,0,1,1,0,0,0
400,23,718761,BAL,False,669720,5,5,0,0,2,2,0,1,0
401,23,718761,BAL,False,683002,6,2,3,0,0,0,0,0,0
402,23,718761,BAL,False,622761,7,4,1,0,0,0,0,0,0
403,23,718761,BAL,False,656775,8,4,0,0,1,0,0,1,0
404,23,718761,BAL,False,663630,9,3,0,1,1,0,0,0,0
405,23,718761,BOS,True,657077,1,5,0,0,0,0,0,1,0
406,23,718761,BOS,True,646240,2,5,0,0,2,1,0,0,0
407,23,718761,BOS,True,457759,3,4,0,1,1,1,0,0,0
408,23,718761,BOS,True,807799,4,5,0,0,0,0,0,0,0
409,23,718761,BOS,True,594807,5,5,0,0,0,1,1,2,0
410,23,718761,BOS,True,671213,6,3,1,0,0,0,0,0,0
