,game_pk,away_team,away_sp,np,ip,er,k,bb,h
1001,717775,PHI,554430,101,6.0,1.0,7,1,4
1002,717773,MIA,665795,85,4.0,5.0,4,3,4
1003,717772,CLE,676440,75,4.0,6.0,3,2,8
1004,717778,WSH,571578,91,5.0,2.0,5,5,4
1005,717774,TB,656222,30,1.67,0.0,3,1,2
1006,717784,ATL,689266,79,4.0,5.0,2,3,6
1007,717766,NYY,543037,95,6.0,1.0,8,0,4
1008,717771,MIL,607067,90,5.0,4.0,4,3,5
1009,717770,ATL,675911,94,5.0,5.0,6,2,7
1010,717769,TOR,621244,90,7.67,0.0,5,1,3
1011,717768,COL,596295,91,6.0,3.0,5,1,6
1012,717767,SF,543101,78,3.0,5.0,7,1,7
1013,717765,LAA,672282,96,6.0,1.0,8,3,3
1014,717763,PIT,674370,91,4.0,1.0,6,3,4
1015,717762,WSH,680686,95,7.0,4.0,5,0,6
1016,717761,TB,607192,94,5.33,3.0,6,4,6
1017,717760,CWS,605182,77,4.67,0.0,5,2,3
1018,717759,MIA,691587,93,6.0,0.0,6,1,2
1019,717758,CLE,650644,95,3.67,2.0,7,4,5
1020,717757,PHI,624133,105,7.0,0.0,7,2,4
1021,717764,CIN,594902,95,5.67,2.0,4,0,10
1022,717756,TB,671737,88,4.33,2.0,11,3,4
1023,717755,PHI,605400,104,6.67,4.0,9,1,6
1024,717754,COL,607536,86,4.33,7.0,1,3,9
1025,717753,TOR,579328,94,4.67,2.0,7,2,6
1026,717752,DET,571510,84,6.0,4.0,8,1,7
1027,717751,LAA,660271,99,6.0,2.0,3,1,6
1028,717750,CLE,671106,77,3.0,5.0,2,4,4
1029,717748,CWS,656302,102,5.33,2.0,10,3,4
1030,717747,PIT,670912,100,4.33,4.0,8,1,8
1031,717746,WSH,669022,95,5.67,0.0,4,3,4
1032,717745,COL,659275,89,4.0,8.0,5,5,5
1033,717749,MIA,645261,93,5.33,5.0,1,0,10
1034,717744,BAL,608344,68,4.0,3.0,4,1,5
1035,717743,STL,571945,87,6.0,6.0,1,1,8
1036,717742,NYY,593334,56,2.0,7.0,1,2,7
1037,717741,TOR,592332,94,6.0,1.0,4,2,4
1038,717740,PIT,448179,98,5.0,3.0,5,6,3
1039,717732,TB,663556,94,6.67,1.0,5,3,3
1040,717738,DET,676684,11,1.0,0.0,2,0,0
1041,717737,CIN,671096,83,6.0,0.0,2,2,4
1042,717736,LAA,663776,102,7.0,0.0,6,4,4
1043,717735,PHI,592836,100,8.0,1.0,8,0,7
1044,717733,CWS,656629,102,4.33,1.0,4,6,6
1045,717731,SF,605154,16,1.0,0.0,1,1,0
1046,717739,CLE,657053,82,3.67,2.0,2,5,3
1047,717725,PHI,650911,61,4.0,0.0,5,1,1
1048,717729,BAL,502043,93,6.0,3.0,7,2,3
1049,717734,MIA,666129,90,6.0,1.0,8,1,4
1050,717727,CIN,668881,101,6.0,2.0,3,4,5
1051,717726,LAA,656288,101,6.0,2.0,5,2,3
1052,717724,COL,657756,62,3.0,9.0,1,1,9
1053,717728,DET,666214,107,6.0,2.0,9,1,2
1054,717722,CWS,608337,105,5.0,2.0,5,3,8
1055,717717,TB,621107,90,6.0,2.0,5,2,4
1056,717718,STL,425794,93,6.33,3.0,3,2,7
1057,717723,TOR,670950,65,3.0,3.0,2,1,3
1058,717720,PIT,656605,99,5.0,4.0,7,3,5
1059,717719,CLE,669456,99,7.33,5.0,5,2,7
1060,717721,SF,622072,67,5.0,0.0,4,0,3
1061,717730,NYY,657376,84,4.67,2.0,3,3,5
1062,717715,NYY,622663,81,5.0,3.0,6,3,7
1063,717714,MIA,666200,89,6.0,2.0,5,1,5
1064,717713,STL,669461,77,4.0,5.0,2,2,4
1065,717712,LAA,542881,95,5.0,2.0,6,1,6
1066,717711,DET,676684,13,0.67,0.0,0,0,2
1067,717710,PIT,682847,84,4.67,1.0,6,3,4
1068,717716,COL,502624,92,3.0,7.0,2,4,7
1069,717708,BAL,665152,92,5.0,1.0,7,2,3
1070,717707,CIN,596133,98,5.0,5.0,1,2,10
1071,717706,CLE,676440,105,5.0,3.0,6,3,7
1072,717705,PHI,554430,107,6.0,0.0,4,2,6
1073,717704,CWS,458681,114,7.0,3.0,16,2,4
1074,717703,TB,630023,90,4.67,3.0,3,2,6
1075,717702,SF,657277,103,7.0,2.0,5,2,8
1076,717709,TOR,605135,73,3.67,3.0,2,3,7
1077,717701,COL,596295,88,5.33,4.0,6,0,5
1078,717700,TOR,621244,100,4.0,5.0,4,1,8
1079,717699,STL,656427,99,6.33,6.0,5,1,10
1080,717698,CHC,592767,94,5.0,0.0,4,5,3
1081,717697,SD,608379,93,6.0,2.0,0,2,4
1082,717696,AZ,518876,88,7.0,1.0,7,1,3
1083,717694,NYM,453286,91,8.0,1.0,8,1,4
1084,717693,BOS,572020,91,6.33,3.0,7,1,3
1085,717692,KC,543475,92,6.0,3.0,3,1,6
1086,717695,TEX,571760,90,5.67,2.0,6,0,5
1087,717685,COL,663562,81,4.0,5.0,2,4,5
1088,717690,TOR,579328,87,6.0,0.0,6,0,2
1089,717689,ATL,675911,103,6.0,1.0,9,0,8
1090,717688,SD,607625,66,5.0,1.0,5,1,3
1091,717687,BAL,680694,92,5.0,2.0,8,2,4
1092,717686,CHC,573186,98,7.0,0.0,5,1,5
1093,717691,STL,656756,94,7.0,1.0,6,1,4
1094,717683,BOS,676710,77,5.0,0.0,5,0,6
1095,717682,NYM,434378,94,7.0,4.0,5,0,8
1096,717684,SEA,669923,95,7.0,3.0,4,0,8
1097,717675,TEX,543135,92,6.0,4.0,4,2,5
1098,717678,LAD,477132,103,7.0,0.0,5,2,5
1099,717681,KC,663738,78,7.0,0.0,2,2,1
1100,717680,AZ,669194,84,5.0,3.0,6,0,6
1101,717679,OAK,686610,27,1.67,0.0,2,0,2
1102,717677,BAL,669330,95,5.0,2.0,6,3,4
1103,717674,SD,506433,101,6.0,4.0,6,2,7
1104,717672,AZ,668678,91,7.0,1.0,4,1,3
1105,717671,CHC,543294,88,6.33,1.0,2,3,2
1106,717670,NYM,656731,63,2.33,4.0,2,4,4
1107,717669,COL,656234,31,2.0,0.0,1,0,2
1108,717676,TOR,592332,100,6.0,3.0,6,1,8
1109,717667,TEX,527048,100,7.0,2.0,2,2,4
1110,717668,KC,663903,97,7.0,5.0,2,1,7
1111,717662,LAD,660813,29,2.0,0.0,3,1,0
1112,717663,OAK,621112,90,5.0,4.0,7,1,9
1113,717673,STL,571945,107,7.0,2.0,3,1,8
1114,717665,BOS,676477,88,7.0,4.0,6,0,8
1115,717666,SEA,622491,103,5.0,3.0,3,4,4
1116,717652,SEA,693433,93,5.33,0.0,5,3,2
1117,717654,PIT,656605,107,7.0,1.0,5,0,5
1118,717657,ATL,693821,99,7.0,0.0,6,2,3
1119,717659,KC,621016,27,1.33,2.0,1,1,2
1120,717660,OAK,676664,106,7.0,2.0,8,1,4
1121,717661,SD,605483,97,6.0,0.0,11,0,3
1122,717847,AZ,674072,91,6.67,1.0,5,1,7
1123,717658,BOS,621057,32,1.0,3.0,2,0,4
1124,717656,NYM,673540,102,5.33,2.0,6,3,5
1125,717655,TEX,641540,87,7.0,2.0,2,2,5
1126,717653,PIT,682847,97,8.0,1.0,5,2,7
1127,717651,SEA,669302,94,7.0,1.0,5,1,2
1128,717650,ATL,700363,73,3.33,5.0,4,2,4
1129,717649,KC,425844,82,4.67,7.0,3,1,9
1130,717648,MIL,489119,67,6.0,0.0,3,0,3
1131,717646,OAK,621076,95,6.0,4.0,8,1,6
1132,717645,BOS,678394,104,6.67,1.0,5,1,6
1133,717644,LAA,663776,101,5.0,3.0,3,1,10
1134,717643,HOU,641585,93,6.0,3.0,4,2,8
1135,717642,WSH,571578,91,5.0,7.0,3,3,7
1136,717641,AZ,605200,79,4.0,6.0,2,4,6
1137,717647,MIN,628317,83,5.0,0.0,8,2,3
1138,717640,LAA,656288,99,6.0,0.0,7,0,4
1139,717639,AZ,518876,87,5.0,5.0,2,2,10
1140,717637,CHC,657006,89,6.0,1.0,8,1,5
1141,717636,TEX,592351,82,5.0,1.0,4,2,3
1142,717635,NYM,453286,107,6.0,2.0,8,1,7
1143,717634,OAK,660261,22,0.67,2.0,0,0,4
1144,717633,MIN,641154,100,6.0,3.0,10,1,7
1145,717638,WSH,680686,99,5.33,0.0,6,4,4
1146,717631,ATL,694363,73,3.67,4.0,2,0,7
1147,717630,PIT,674370,89,5.67,2.0,5,0,9
1148,717629,BOS,572020,63,4.0,1.0,3,0,2
1149,717628,SEA,682243,95,4.33,3.0,4,3,6
1150,717626,HOU,669854,99,6.0,3.0,6,2,2
1151,717625,MIL,642547,98,5.0,3.0,5,3,4
1152,717632,KC,543475,75,6.0,4.0,2,1,8
1153,717627,SEA,669923,98,6.33,2.0,4,1,6
1154,717624,NYM,471911,78,4.0,2.0,5,2,5
1155,717623,CHC,573186,64,3.33,3.0,2,1,8
1156,717622,TEX,543135,86,5.67,2.0,5,2,4
1157,717621,MIN,641927,89,6.0,3.0,8,1,5
1158,717620,PIT,670912,97,7.0,1.0,6,0,6
1159,717619,KC,663738,90,6.0,1.0,2,1,6
1160,717616,LAA,542881,88,6.0,3.0,9,2,4
1161,717617,OAK,665622,90,5.0,3.0,4,7,4
1162,717615,HOU,686613,99,6.0,1.0,7,2,3
1163,717614,BOS,676710,94,6.0,4.0,4,1,5
1164,717613,MIL,669203,99,5.67,4.0,3,2,8
1165,717612,AZ,669194,89,7.0,1.0,6,2,3
1166,717610,WSH,669022,104,5.0,1.0,9,2,5
1167,717618,ATL,450203,103,5.0,3.0,7,3,7
1168,717611,CIN,682227,67,2.0,3.0,2,4,2
1169,717609,MIN,543243,102,6.67,3.0,5,1,7
1170,717608,CWS,656302,99,6.0,1.0,10,0,5
1171,717606,DET,571510,15,0.67,1.0,2,0,1
1172,717602,WSH,592866,83,4.0,3.0,4,1,8
1173,717607,MIL,607067,86,6.33,1.0,3,1,3
1174,717605,MIA,645261,95,7.0,1.0,5,2,6
1175,717604,SF,676254,24,1.0,0.0,3,0,2
1176,717603,SD,663753,55,2.0,5.0,1,2,6
1177,717601,CIN,671096,106,6.0,1.0,8,3,2
1178,717600,MIN,657746,82,3.0,6.0,5,0,9
1179,717598,HOU,664285,94,6.0,4.0,6,3,8
1180,717597,MIL,527054,87,5.67,7.0,2,0,7
1181,717599,DET,666159,84,5.67,2.0,4,4,3
1182,717595,NYY,666745,81,5.67,2.0,2,2,4
1183,717594,LAD,477132,79,6.0,0.0,2,1,1
1184,717593,TB,671737,82,4.0,7.0,2,1,8
1185,717592,CWS,656629,102,4.0,2.0,3,7,4
1186,717591,CLE,668909,92,7.0,0.0,6,1,1
1187,717590,WSH,663623,93,5.67,3.0,4,2,5
1188,717596,PHI,624133,104,7.33,1.0,8,1,4
1189,717584,PHI,605400,97,5.0,4.0,4,3,7
1190,717588,MIN,628317,82,5.0,2.0,4,2,5
1191,717589,CIN,596133,84,4.33,4.0,2,2,6
1192,717587,WSH,571578,102,7.0,0.0,9,0,5
1193,717586,SF,657277,92,5.0,5.0,5,0,8
1194,717585,SD,605483,102,6.0,2.0,10,2,3
1195,717583,MIA,666129,66,5.0,1.0,2,1,3
1196,717576,CWS,608337,98,7.0,4.0,9,0,6
1197,717581,MIL,489119,74,4.0,2.0,3,3,3
1198,717580,DET,666214,97,4.67,4.0,5,2,9
1199,717579,NYY,593334,99,9.0,0.0,9,0,0
1200,717578,LAD,675627,78,5.0,4.0,3,2,8
1201,717577,CLE,671106,98,3.67,0.0,5,2,3
1202,717575,TB,621107,83,7.0,2.0,7,0,7
1203,717582,HOU,664299,80,4.0,6.0,1,1,8
1204,717570,DET,681857,41,1.67,1.0,2,1,3
1205,717574,NYY,657376,93,5.33,3.0,3,3,5
1206,717572,LAD,686218,88,5.0,3.0,5,0,7
1207,717571,SD,605397,93,6.0,2.0,6,1,7
1208,717569,MIA,666200,99,6.33,0.0,9,1,3
1209,717573,CLE,669456,81,6.0,0.0,8,1,2
1210,717567,PHI,592836,94,6.0,1.0,6,1,6
1211,717566,HOU,641585,97,7.0,0.0,2,2,4
1212,717565,MIL,605288,89,6.0,2.0,5,1,7
1213,717564,SF,676775,67,6.0,2.0,3,1,3
1214,717568,TB,641793,30,2.0,0.0,3,0,1
1215,717560,CWS,458681,105,6.0,5.0,7,2,8
1216,717563,WSH,680686,99,6.0,1.0,8,1,6
1217,717562,MIL,642547,108,5.33,3.0,8,2,3
1218,717561,MIN,641154,100,6.0,1.0,6,3,3
1219,717559,CLE,615698,74,3.33,6.0,1,2,8
1220,717558,MIA,663773,60,3.67,7.0,1,2,6
1221,717557,SD,607625,94,6.0,0.0,6,0,5
1222,717556,SF,502171,79,5.0,2.0,3,0,6
1223,717554,HOU,669854,88,5.0,3.0,2,4,4
1224,717553,LAD,676272,92,5.67,3.0,4,1,5
1225,717552,DET,547179,95,5.0,5.0,4,1,7
1226,717551,CWS,621383,66,4.0,4.0,3,1,5
1227,717549,AZ,674072,95,5.67,1.0,8,2,4
1228,717548,TB,663556,66,3.0,4.0,1,3,5
1229,717555,BOS,572020,110,7.67,0.0,7,2,3
1230,717542,HOU,686613,91,4.0,3.0,6,0,10
1231,717550,NYY,641656,29,1.0,1.0,2,0,3
1232,717547,BOS,676710,74,5.67,2.0,5,2,3
1233,717546,CLE,676440,96,5.67,0.0,9,2,3
1234,717545,NYY,622663,87,4.0,7.0,2,3,9
1235,717544,DET,686839,26,1.33,0.0,1,1,1
1236,717543,WSH,669022,64,2.67,7.0,3,3,6
1237,717541,MIN,641927,85,7.0,0.0,8,0,2
1238,717534,TB,607192,102,5.67,3.0,11,1,7
1239,717539,SD,608379,87,5.0,1.0,4,2,5
1240,717538,CWS,656302,87,5.33,3.0,5,3,6
1241,717537,LAD,628711,66,3.0,5.0,2,2,6
1242,717536,MIA,691587,35,0.33,6.0,0,0,7
1243,717535,SF,543101,55,3.0,3.0,3,0,3
1244,717533,AZ,669194,84,7.33,1.0,6,1,3
1245,717540,MIL,669203,99,7.0,2.0,7,2,1
1246,717527,LAD,664062,81,3.67,4.0,3,3,6
1247,717532,MIA,645261,93,5.0,4.0,6,2,5
1248,717531,MIL,607067,89,6.67,2.0,3,1,5
1249,717530,BOS,676477,18,1.0,1.0,1,0,1
1250,717529,MIN,543243,87,6.0,0.0,7,3,2
1251,717528,WSH,592866,80,5.0,3.0,1,2,6
1252,717526,SD,670970,42,3.0,0.0,1,2,2
1253,717523,DET,666159,96,5.0,4.0,4,0,5
1254,717524,NYY,543037,98,6.0,2.0,5,2,6
1255,717525,SF,548389,24,2.0,0.0,2,1,0
1256,717522,AZ,668678,100,7.0,4.0,12,1,5
1257,717521,CLE,650644,94,6.0,1.0,2,1,3
1258,717520,HOU,681869,68,4.0,1.0,3,2,3
1259,717519,TB,671737,73,3.33,5.0,3,1,9
1260,717518,CWS,657053,85,3.67,2.0,5,4,3
1261,717517,CIN,596133,85,5.0,2.0,2,1,6
1262,717516,SEA,693433,88,6.0,2.0,7,2,3
1263,717515,STL,571945,96,6.33,4.0,2,2,4
1264,717514,HOU,664299,88,4.33,8.0,4,0,9
1265,717513,BAL,669330,86,6.0,2.0,4,2,5
1266,717512,ATL,693821,92,6.67,2.0,1,2,7
1267,717511,CHC,592767,73,3.67,2.0,5,3,3
1268,717510,KC,680735,81,4.67,3.0,4,2,7
1269,717506,PIT,656605,101,5.0,4.0,7,1,8
1270,717505,LAA,642545,87,5.0,4.0,5,0,5
1271,717508,BAL,502043,104,6.0,4.0,4,4,3
1272,717507,CIN,664028,86,5.0,4.0,3,2,5
1273,717509,SEA,669302,105,9.0,0.0,7,0,5
1274,717504,COL,607536,91,6.33,4.0,3,2,9
1275,717503,CHC,543294,95,6.0,1.0,5,1,4
1276,717502,STL,425794,81,3.33,4.0,3,2,7
1277,717501,TEX,641540,89,6.0,1.0,4,1,6
1278,717495,ATL,663465,73,5.0,3.0,3,1,4
1279,717499,PHI,605400,104,7.33,1.0,12,1,5
1280,717498,NYM,453286,101,6.0,4.0,9,2,5
1281,717497,LAA,660271,86,5.0,5.0,5,4,7
1282,717496,TOR,605135,83,6.0,3.0,5,1,6
1283,717494,OAK,676664,90,7.33,0.0,4,0,5
1284,717492,PIT,682847,67,3.33,6.0,3,1,9
1285,717500,KC,425844,82,5.33,6.0,3,0,7
1286,717487,BAL,665152,103,7.0,1.0,10,1,4
1287,717493,CIN,668933,98,6.0,1.0,2,3,7
1288,717491,PHI,592836,101,7.0,4.0,8,5,5
1289,717490,SEA,543548,81,4.33,1.0,0,4,4
1290,717489,COL,502624,56,4.0,5.0,3,1,7
1291,717488,STL,669461,21,0.33,4.0,0,1,5
1292,717486,ATL,647336,99,4.67,0.0,4,3,5
1293,717477,NYM,673540,107,8.0,1.0,12,1,4
1294,717484,TEX,592351,94,6.0,3.0,2,3,9
1295,717483,CHC,657006,88,6.0,3.0,5,0,9
1296,717482,KC,679525,91,5.0,2.0,5,3,3
1297,717479,PIT,674370,81,4.0,2.0,4,4,2
1298,717478,LAA,663776,85,5.0,1.0,5,4,2
1299,717485,OAK,643493,34,3.0,0.0,1,0,0
1300,717481,CIN,682227,59,3.0,0.0,4,1,1
1301,717480,TOR,579328,76,5.0,4.0,4,0,8
1302,717476,OAK,663687,105,4.67,7.0,6,4,8
1303,717475,BAL,680694,92,6.0,0.0,5,2,3
1304,717474,CHC,573186,94,5.0,4.0,6,4,4
1305,717473,STL,656427,111,6.67,0.0,5,2,9
1306,717472,PHI,650911,75,6.0,1.0,2,0,4
1307,717471,TEX,543135,96,5.33,4.0,3,4,5
1308,717470,NYM,471911,96,8.0,0.0,4,1,3
1309,717469,KC,543475,87,5.0,1.0,5,0,6
1310,717468,TOR,621244,89,7.0,0.0,6,1,1
1311,717467,SEA,669923,93,6.67,1.0,3,1,6
1312,717462,PIT,670912,98,6.67,5.0,6,2,6
1313,717466,PHI,554430,101,6.0,3.0,7,0,7
1314,717465,TEX,674003,95,5.0,1.0,1,1,5
1315,717464,CHC,592791,102,8.0,0.0,4,2,1
1316,717463,KC,663738,73,6.0,3.0,3,1,6
1317,717461,OAK,669674,31,1.0,3.0,2,1,3
1318,717460,ATL,450203,86,6.33,1.0,6,2,4
1319,717459,CIN,671096,85,4.33,6.0,6,1,9
1320,717452,PIT,448179,95,4.0,5.0,3,4,7
1321,717457,TOR,666201,91,6.0,1.0,8,0,5
1322,717456,LAA,656288,56,2.67,4.0,0,1,5
1323,717455,STL,656756,66,4.33,1.0,5,1,3
1324,717454,NYM,434378,98,6.0,2.0,2,3,5
1325,717453,SEA,622491,89,7.0,0.0,3,0,5
1326,717448,COL,596295,82,6.0,2.0,1,0,5
1327,717458,BAL,608344,84,6.33,1.0,4,0,3
1328,717445,STL,571945,95,7.0,0.0,6,0,4
1329,717451,COL,657756,73,3.67,3.0,3,1,7
1330,717450,TEX,571760,72,3.0,7.0,4,1,8
1331,717449,OAK,643493,35,1.67,4.0,0,0,4
1332,717447,CHC,592767,85,4.0,4.0,3,4,6
1333,717446,BAL,669330,82,6.0,2.0,4,2,6
1334,717444,CIN,596133,76,3.67,5.0,1,2,6
1335,717436,NYM,656849,88,5.33,3.0,7,2,5
1336,717442,TOR,592332,96,6.0,2.0,7,2,5
1337,717441,ATL,675911,104,6.33,0.0,11,1,4
1338,717440,SEA,693433,78,6.0,1.0,4,1,3
1339,717439,PIT,656605,99,7.0,0.0,4,5,1
1340,717438,PHI,624133,92,5.67,3.0,4,4,8
1341,717437,LAA,672282,75,3.33,7.0,4,1,6
1342,717443,KC,663903,92,5.0,6.0,3,1,13
1343,717435,OAK,676664,89,5.0,1.0,4,3,2
1344,717434,KC,642232,78,6.0,1.0,5,1,6
1345,717433,CHC,543294,100,5.67,4.0,5,0,10
1346,717432,TEX,641540,88,5.67,4.0,4,2,7
1347,717431,TOR,605135,89,4.0,3.0,4,0,9
1348,717430,SEA,669302,94,7.0,1.0,6,0,3
1349,717429,ATL,693821,69,3.33,7.0,0,4,6
1350,717428,BAL,502043,94,7.0,2.0,11,1,3
1351,717426,PHI,605400,91,6.0,4.0,6,0,8
1352,717425,PIT,669387,29,1.33,0.0,1,2,0
1353,717424,STL,571927,75,5.33,0.0,9,0,2
1354,717423,NYM,453286,100,5.0,5.0,7,3,6
1355,717422,COL,607536,80,6.33,1.0,0,3,7
1356,717427,CIN,594902,75,5.67,1.0,5,2,4
1357,717420,AZ,669194,97,5.67,1.0,3,0,9
1358,717419,BOS,678394,93,6.0,3.0,5,0,8
1359,717418,SD,506433,94,6.0,1.0,9,2,5
1360,717417,MIA,645261,99,6.0,2.0,5,1,8
1361,717416,SF,548389,72,4.67,2.0,6,0,5
1362,717415,CLE,650644,79,5.0,2.0,2,1,5
1363,717414,CWS,656629,38,0.67,4.0,0,4,1
1364,717412,MIL,669203,102,6.0,0.0,13,2,2
1365,717410,NYY,607074,88,5.0,4.0,6,2,4
1366,717409,MIN,628317,80,3.0,3.0,6,4,4
1367,717407,WSH,592866,52,2.67,1.0,5,1,1
1368,717406,DET,593958,88,5.0,2.0,7,2,3
1369,717405,HOU,641585,91,4.33,2.0,2,0,9
1370,717413,LAD,628711,85,6.0,0.0,7,1,1
1371,717411,TB,607192,95,6.0,1.0,7,2,6
1372,717408,SD,605483,82,5.0,0.0,7,3,3
1373,717404,AZ,668678,94,5.0,3.0,5,3,6
1374,717403,BOS,572020,63,3.0,6.0,4,3,3
1375,717402,CLE,668909,92,5.0,2.0,4,4,4
1376,717401,MIA,666129,81,4.67,4.0,5,1,6
1377,717400,LAD,664062,54,5.0,1.0,3,1,2
1378,717399,MIN,641154,106,5.67,7.0,7,3,8
1379,717398,SF,502171,94,6.0,1.0,5,2,4
1380,717397,SD,677960,85,4.67,4.0,2,2,6
1381,717396,WSH,663623,79,3.0,4.0,3,1,6
1382,717395,CWS,458681,97,5.33,4.0,6,3,6
1383,717394,NYY,657376,92,6.0,2.0,8,1,3
1384,717393,TB,542888,25,2.0,0.0,2,0,1
1385,717392,MIL,642547,93,6.0,0.0,6,2,1
1386,717390,DET,547179,97,6.67,0.0,7,5,2
1387,717389,HOU,664285,103,6.33,5.0,13,2,7
1388,717391,CWS,656302,99,5.0,1.0,6,3,3
1389,717388,SF,622072,67,3.67,1.0,1,3,5
1390,717387,SD,607625,92,5.33,5.0,5,0,7
1391,717385,LAD,676272,77,4.67,1.0,5,1,3
1392,717384,MIA,595345,18,0.33,3.0,0,0,4
1393,717383,MIL,605288,96,5.67,3.0,5,2,6
1394,717382,TB,621107,46,3.0,5.0,0,0,7
1395,717386,AZ,674072,81,4.33,3.0,5,1,7
1396,717380,WSH,680686,95,5.0,4.0,2,1,10
1397,717379,MIN,657746,91,5.33,3.0,7,3,5
1398,717378,NYY,543037,102,6.0,1.0,11,1,2
1399,717381,HOU,664299,91,5.0,3.0,7,2,4
1400,717377,CLE,676440,98,6.0,2.0,6,1,5
1401,717376,BOS,676710,89,6.0,0.0,9,4,1
1402,717373,DET,681857,75,5.33,2.0,5,0,6
1403,717375,SF,657277,86,7.0,2.0,7,0,4
1404,717374,MIA,666200,92,4.0,2.0,2,3,5
1405,717372,LAD,686218,94,5.0,4.0,2,3,5
1406,717371,CLE,675540,39,3.0,0.0,2,1,1
1407,717370,WSH,669022,106,6.33,5.0,6,2,6
1408,717369,NYY,622663,98,6.0,1.0,3,3,6
1409,717368,DET,666159,81,5.67,1.0,3,0,4
1410,717367,TB,663556,69,6.0,2.0,6,0,3
1411,717366,BOS,657514,20,2.0,0.0,2,0,1
1412,717365,MIN,543243,101,5.67,5.0,5,4,5
1413,717363,MIL,527054,80,4.67,4.0,3,2,7
1414,717362,SD,605397,109,6.0,1.0,7,1,5
1415,717364,CLE,671106,77,5.0,0.0,8,1,1
1416,717361,LAD,675627,91,5.0,1.0,4,2,5
1417,717360,SF,543101,37,2.0,4.0,5,0,4
1418,717359,CWS,608337,100,3.67,8.0,5,5,6
1419,717358,AZ,605200,78,3.67,9.0,1,3,8
1420,717352,NYY,593334,106,6.0,5.0,9,3,4
1421,717356,DET,669373,64,4.0,7.0,3,1,8
1422,717355,HOU,686613,99,5.33,4.0,7,0,6
1423,717354,TB,671737,95,5.0,2.0,9,2,5
1424,717353,WSH,571578,99,5.33,3.0,6,1,6
1425,717350,MIN,641927,90,6.0,3.0,5,0,7
1426,717349,BOS,682175,29,1.33,3.0,1,1,4
1427,717357,MIA,665795,74,5.0,1.0,6,3,2
1428,717343,LAD,628711,93,5.0,8.0,2,2,8
1429,717348,CLE,650644,88,5.33,2.0,3,1,5
1430,717347,MIL,607067,74,5.0,2.0,3,0,5
1431,717351,MIA,645261,103,6.0,4.0,7,2,8
1432,717345,HOU,656232,92,5.67,0.0,4,3,1
1433,717344,BOS,678394,67,4.0,6.0,3,2,5
1434,717342,SF,548389,76,6.0,3.0,2,0,4
1435,717346,TB,641793,51,3.33,1.0,4,0,5
1436,717340,AZ,669194,84,7.0,2.0,5,1,3
1437,717333,DET,593958,89,7.0,2.0,7,0,4
1438,717335,MIN,628317,80,6.33,2.0,9,0,3
1439,717341,CWS,657053,107,6.0,5.0,3,4,4
1440,717338,SD,506433,100,6.0,0.0,7,3,4
1441,717339,NYY,607074,87,4.33,6.0,3,5,4
1442,717336,WSH,592866,98,5.0,2.0,1,2,7
1443,717337,AZ,668678,99,7.0,3.0,5,0,5
1444,717334,SF,502171,85,4.33,5.0,0,4,9
1445,717332,DET,547179,89,7.0,0.0,3,1,3
1446,717330,CWS,656629,89,5.67,1.0,5,4,2
1447,717331,SD,605483,106,5.0,1.0,4,7,5
1448,717328,BAL,502043,91,6.0,3.0,8,2,7
1449,717327,MIN,641154,98,5.0,2.0,7,2,6
1450,717323,HOU,641585,93,7.0,1.0,5,1,6
1451,717322,STL,571927,97,5.0,1.0,6,1,3
1452,717329,MIL,669203,100,8.0,0.0,10,1,2
1453,717319,COL,663567,77,5.0,0.0,3,1,3
1454,717325,STL,656427,104,6.0,4.0,6,1,8
1455,717324,NYM,673540,63,3.33,2.0,3,1,3
1456,717321,AZ,674072,88,4.33,3.0,2,4,4
1457,717320,BAL,680694,93,6.0,2.0,5,1,6
1458,717326,SF,622072,75,4.0,5.0,1,2,5
1459,717318,KC,679525,97,5.33,5.0,3,2,5
1460,717314,CWS,458681,100,6.67,6.0,6,3,8
1461,717316,LAD,664062,92,5.0,4.0,6,3,2
1462,717315,PHI,624133,94,5.0,4.0,5,2,8
1463,717313,ATL,647336,87,6.0,4.0,4,2,6
1464,717311,TOR,579328,78,5.33,0.0,8,1,5
1465,717310,HOU,664285,96,5.0,4.0,4,2,6
1466,717317,SD,607625,99,6.0,2.0,7,3,6
1467,717312,PIT,670912,75,4.0,5.0,4,3,3
1468,717303,AZ,694297,89,6.0,3.0,6,0,4
1469,717309,NYM,453286,93,6.0,5.0,7,2,6
1470,717308,STL,571945,102,5.0,5.0,3,1,11
1471,717307,SF,657277,51,1.33,6.0,2,1,5
1472,717306,COL,502624,93,6.0,3.0,6,1,7
1473,717305,LAD,676272,85,6.0,3.0,6,0,7
1474,717304,KC,663903,98,6.0,2.0,9,1,5
1475,717302,PHI,554430,109,7.0,1.0,8,1,5
1476,717300,BAL,680570,93,5.67,2.0,6,2,3
1477,717299,SD,680232,75,5.0,3.0,1,1,6
1478,717297,PIT,621366,21,1.67,0.0,3,0,0
1479,717296,ATL,642216,71,4.33,2.0,5,1,5
1480,717295,HOU,664299,97,5.67,2.0,5,6,1
1481,717293,CWS,656302,96,6.0,1.0,9,2,3
1482,717301,TOR,592332,87,6.0,4.0,9,0,5
1483,717298,NYM,471911,58,2.33,5.0,2,2,10
1484,717294,KC,543475,93,5.0,5.0,3,1,9
1485,717291,BAL,669330,77,4.33,3.0,5,4,1
1486,717290,SF,518397,16,0.67,2.0,0,0,2
