,game_pk,away_team,away_sp,np,ip,er,k,bb,h
498,718281,CWS,605182,97,6.0,4.0,7,1,6
499,718280,OAK,686610,114,5.0,4.0,6,6,6
500,718279,LAD,669160,99,6.0,0.0,6,1,3
501,718275,TEX,543135,107,8.0,0.0,5,2,5
502,718284,BOS,446372,91,5.0,3.0,1,0,7
503,718278,TOR,579328,93,6.33,0.0,3,2,4
504,718277,BAL,669330,96,5.0,1.0,4,1,3
505,718276,COL,663372,83,3.33,4.0,3,6,4
506,718273,MIN,657746,100,6.0,2.0,4,0,8
507,718272,DET,656412,72,4.67,2.0,1,0,3
508,718271,NYY,543037,95,5.0,5.0,6,2,8
509,718270,BOS,656557,74,5.67,3.0,4,1,5
510,718268,OAK,695243,98,6.0,2.0,5,1,5
511,718267,MIL,605288,87,4.67,2.0,5,1,7
512,718266,LAD,628711,86,5.67,2.0,3,1,8
513,718265,HOU,656232,87,4.67,2.0,0,2,10
514,718264,TEX,527048,71,3.67,7.0,2,3,8
515,718263,WSH,592866,86,4.33,5.0,5,2,7
516,718262,CWS,656629,99,6.0,4.0,2,1,8
517,718269,MIA,645261,113,8.33,2.0,9,0,9
518,718257,LAD,664062,80,6.0,0.0,6,0,3
519,718260,WSH,663623,92,6.33,0.0,5,3,4
520,718259,TB,663556,102,6.0,0.0,7,4,4
521,718258,COL,607536,100,7.0,2.0,4,3,7
522,718256,STL,571945,96,4.33,1.0,7,3,4
523,718261,DET,666214,92,5.67,2.0,5,3,3
524,718254,HOU,686613,95,4.33,4.0,3,1,9
525,718249,MIA,666129,87,5.33,4.0,6,1,7
526,718255,OAK,676664,73,5.33,5.0,4,0,6
527,718253,CWS,656302,97,5.0,7.0,6,1,9
528,718251,TEX,592351,89,7.0,1.0,8,0,4
529,718248,DET,547179,98,7.0,1.0,3,0,5
530,718247,OAK,607968,95,5.0,5.0,2,3,6
531,718246,TB,621107,80,6.0,4.0,4,1,7
532,718245,BOS,601713,90,4.0,7.0,2,3,8
533,718244,TOR,666201,94,4.67,3.0,1,4,4
534,718243,NYM,656849,87,3.33,4.0,4,2,7
535,718252,COL,657756,77,5.0,1.0,3,3,3
536,718241,LAD,592789,20,1.0,0.0,0,1,1
537,718242,SD,608379,91,6.0,1.0,4,3,3
538,718236,MIA,666200,104,6.0,1.0,5,2,7
539,718237,HOU,664285,99,8.0,1.0,12,0,3
540,718250,WSH,571578,96,6.0,2.0,3,0,8
541,718239,TEX,571760,98,6.67,3.0,7,2,4
542,718240,STL,656427,93,5.0,3.0,3,5,7
543,718238,CWS,608337,93,6.0,2.0,9,2,5
544,718235,HOU,664299,93,6.0,2.0,11,1,3
545,718234,DET,593958,99,7.0,0.0,8,2,4
546,718233,TOR,592332,99,6.0,0.0,9,0,3
547,718232,OAK,666205,87,4.0,6.0,6,3,5
548,718231,COL,622608,51,2.67,3.0,1,1,4
549,718230,WSH,680686,93,7.0,2.0,3,4,5
550,718229,TEX,641540,71,6.0,2.0,5,1,6
551,718227,TB,656222,28,2.0,0.0,2,0,1
552,718226,MIA,665795,62,3.33,4.0,5,4,2
553,718224,SD,607625,84,6.0,2.0,5,1,5
554,718222,CWS,458681,98,5.0,7.0,4,2,9
555,718221,STL,656756,88,5.0,6.0,3,3,7
556,718220,BOS,678394,100,6.0,2.0,5,1,6
557,718228,LAD,477132,92,7.0,1.0,8,0,5
558,718225,NYM,434378,104,7.0,1.0,7,2,2
559,718223,NYM,673540,95,5.0,5.0,7,1,8
560,718219,TB,656876,76,7.0,0.0,7,0,2
561,718218,CWS,605182,92,6.0,3.0,2,2,3
562,718216,SD,506433,80,6.0,2.0,7,1,4
563,718215,SF,502171,104,7.33,0.0,3,2,7
564,718217,TEX,543135,113,8.67,0.0,12,1,3
565,718214,NYM,656731,93,5.0,1.0,4,4,4
566,718213,PIT,670912,86,5.0,1.0,3,5,4
567,718212,CIN,668933,99,5.67,3.0,3,2,6
568,718211,STL,425794,86,5.0,4.0,2,2,7
569,718210,TB,665001,33,2.0,1.0,2,0,1
570,718208,SEA,594835,89,6.0,2.0,2,1,5
571,718207,HOU,641585,94,6.67,1.0,3,1,3
572,718209,CHC,592767,75,6.0,0.0,4,1,5
573,718205,LAA,542881,96,6.0,3.0,1,3,6
574,718204,KC,657031,25,1.0,0.0,2,1,1
575,718202,PHI,592836,73,6.0,3.0,3,0,7
576,718201,SD,605483,101,6.0,2.0,4,4,4
577,718200,TEX,527048,88,5.0,4.0,3,2,8
578,718199,SF,605154,21,1.0,0.0,2,1,1
579,718206,ATL,675911,110,6.67,1.0,12,1,5
580,718194,SEA,682243,82,7.0,0.0,3,0,3
581,718198,CIN,571882,19,1.33,0.0,0,1,1
582,718203,NYM,664192,31,2.0,1.0,0,1,4
583,718197,TB,663556,91,4.0,4.0,3,4,5
584,718196,STL,571927,91,5.33,3.0,4,1,8
585,718195,CHC,669713,94,5.0,7.0,5,1,7
586,718193,PIT,672710,84,7.0,2.0,1,1,5
587,718184,SF,543101,77,5.0,3.0,2,1,5
588,718191,LAA,672282,83,5.0,2.0,3,2,6
589,718190,TEX,592351,95,8.0,0.0,5,2,3
590,718189,HOU,656232,80,5.0,1.0,4,0,8
591,718188,PHI,624133,72,4.0,3.0,4,1,7
592,718185,SD,605397,97,5.67,4.0,5,4,8
593,718183,KC,425844,71,5.0,2.0,5,0,3
594,718192,ATL,693821,95,5.0,2.0,3,1,5
595,718178,CIN,596133,106,5.33,1.0,6,1,7
596,718187,STL,571945,98,6.0,1.0,0,2,4
597,718186,NYM,453286,83,5.0,1.0,6,2,2
598,718182,LAA,663776,98,7.67,2.0,5,1,5
599,718181,ATL,543521,49,1.67,0.0,2,2,6
600,718180,TB,621107,102,6.0,4.0,9,1,7
601,718177,KC,543475,60,2.33,7.0,2,3,4
602,718179,PIT,656605,93,7.0,0.0,13,0,4
603,718175,CHC,573186,64,2.67,6.0,3,2,7
604,718176,HOU,686613,98,5.67,3.0,8,1,7
605,718174,PHI,605400,102,7.0,4.0,4,1,6
606,718173,SEA,669302,94,5.67,3.0,4,1,6
607,718172,TEX,571760,93,6.0,1.0,9,2,4
608,718169,SF,657277,98,7.0,1.0,3,3,3
609,718168,SD,677960,88,5.67,4.0,3,4,3
610,718171,LAA,660271,98,7.0,5.0,5,2,4
611,718170,PHI,641401,28,0.67,0.0,1,1,2
612,718167,NYM,656849,94,5.0,6.0,5,2,9
613,718166,MIL,642547,94,5.33,6.0,4,5,6
614,718165,ATL,450203,106,6.67,0.0,10,1,7
615,718164,NYY,622772,28,2.0,0.0,0,0,0
616,718163,SEA,669923,97,6.67,1.0,6,1,8
617,718162,KC,641745,94,3.67,2.0,2,8,3
618,718161,CIN,668881,96,4.0,6.0,8,1,9
619,718160,AZ,518876,97,7.0,1.0,9,1,4
620,718159,MIN,641154,92,4.67,5.0,4,0,5
621,718158,CHC,592791,68,4.67,4.0,1,1,7
622,718157,NYY,593334,37,3.0,0.0,2,0,0
623,718156,PHI,554430,101,6.0,4.0,8,1,9
624,718155,PIT,682847,81,3.0,3.0,3,4,7
625,718154,LAA,681217,80,3.33,4.0,5,1,6
626,718153,WSH,680686,104,7.0,1.0,5,3,7
627,718152,CHC,657006,82,6.0,5.0,8,1,5
628,718151,MIL,489119,22,1.67,1.0,0,1,1
629,718144,KC,663903,101,6.0,2.0,3,2,7
630,718149,SEA,622491,91,5.0,5.0,6,2,6
631,718148,ATL,694363,66,5.0,3.0,3,2,3
632,718147,CLE,669456,88,4.67,5.0,4,0,12
633,718146,AZ,674072,83,4.67,4.0,4,3,6
634,718145,CIN,682227,72,5.67,1.0,6,2,2
635,718141,MIN,641927,102,6.0,1.0,6,1,6
636,718150,TB,656222,26,2.0,0.0,2,0,1
637,718137,LAA,656288,95,5.33,3.0,4,2,9
638,718143,PHI,592836,40,0.67,4.0,1,2,4
639,718142,PIT,448179,84,6.0,0.0,7,2,1
640,718140,KC,672578,33,2.0,0.0,4,0,2
641,718139,AZ,669194,82,5.33,0.0,6,4,1
642,718138,CIN,668933,80,5.0,7.0,3,1,10
643,718136,MIN,543243,84,4.0,2.0,4,3,5
644,718132,WSH,669022,93,5.33,4.0,7,2,5
645,718134,NYY,543037,104,6.0,0.0,6,2,7
646,718133,SEA,594835,66,1.67,8.0,1,2,8
647,718135,TB,676596,67,5.0,0.0,2,2,3
648,718131,MIL,669203,89,6.0,3.0,7,1,8
649,718129,CLE,685410,75,4.33,5.0,2,1,9
650,718127,CHC,592767,84,6.0,1.0,8,0,4
651,718126,ATL,675911,88,5.0,4.0,7,3,6
652,718130,WSH,592866,94,6.0,3.0,5,1,5
653,718128,LAA,542881,88,5.0,3.0,2,2,6
654,718125,CLE,671106,102,5.67,1.0,5,1,7
655,718124,LAD,628711,68,3.0,6.0,1,2,6
656,718122,TB,671737,86,5.0,2.0,4,2,3
657,718121,NYY,641482,91,6.0,2.0,6,1,5
658,718120,NYY,657376,81,5.0,2.0,6,2,5
659,718119,CLE,615698,96,5.67,3.0,6,0,6
660,718118,AZ,668678,78,3.67,5.0,2,4,8
661,718117,MIL,605288,84,6.0,0.0,4,1,4
662,718123,DET,571510,91,5.67,3.0,4,1,4
663,718116,CHC,573186,88,6.0,1.0,4,2,3
664,718115,BAL,502043,95,7.0,1.0,5,2,5
665,718111,KC,425844,86,5.67,2.0,4,0,5
666,718113,LAD,664062,94,5.0,0.0,3,3,1
667,718112,OAK,686610,91,5.0,3.0,3,5,5
668,718110,SEA,682243,102,6.33,3.0,4,1,4
669,718107,BOS,572020,107,6.0,1.0,5,2,5
670,718106,MIN,657746,94,6.0,2.0,9,1,7
671,718105,MIA,645261,100,5.67,4.0,5,3,5
672,718114,COL,666154,85,4.33,4.0,4,2,7
673,718101,AZ,694297,85,5.33,3.0,3,2,6
674,718109,LAD,592789,80,5.0,3.0,4,1,4
675,718108,DET,656412,72,5.0,3.0,4,0,5
676,718104,KC,543475,91,5.0,4.0,5,3,4
677,718103,MIA,666129,76,6.33,0.0,8,1,1
678,718102,BAL,680570,91,5.0,2.0,6,1,5
679,718100,COL,607536,56,2.0,5.0,0,0,9
680,718094,SEA,669302,87,6.0,2.0,9,1,4
681,718097,CHC,592791,62,2.33,6.0,1,3,6
682,718096,MIN,686973,92,5.0,2.0,4,1,6
683,718095,NYY,666745,84,4.0,4.0,6,4,4
684,718098,OAK,676664,92,6.0,2.0,7,1,5
685,718093,MIL,641778,71,3.0,6.0,2,2,6
686,718092,BOS,519242,111,7.0,2.0,8,1,3
687,718099,CLE,676440,99,6.0,2.0,3,4,7
688,718091,AZ,518876,91,5.0,2.0,4,2,3
689,718090,SEA,669923,88,7.0,3.0,6,1,6
690,718089,DET,666214,62,2.0,6.0,1,0,10
691,718088,CHC,657006,94,6.0,0.0,6,1,4
692,718087,BAL,665152,105,5.33,1.0,7,2,9
693,718086,OAK,621076,82,5.0,1.0,5,4,3
694,718085,NYY,622663,75,4.67,1.0,5,1,4
695,718084,KC,672578,27,2.0,0.0,3,0,0
696,718083,LAD,477132,95,3.67,4.0,6,3,5
697,718082,CLE,669456,106,8.0,2.0,4,2,7
698,718081,MIL,642547,95,6.0,3.0,4,3,5
699,718080,MIN,641154,101,6.0,2.0,9,3,5
700,718079,BOS,446372,64,2.33,1.0,1,3,3
701,718078,MIA,666200,92,5.0,6.0,8,1,6
702,718076,COL,657756,90,3.67,5.0,5,2,5
703,718075,TEX,641540,97,5.67,1.0,3,3,6
704,718074,LAD,694813,79,4.0,5.0,1,5,5
705,718073,AZ,674072,93,5.67,2.0,5,2,4
706,718072,CWS,669424,20,1.0,0.0,0,1,1
707,718071,STL,656756,88,4.0,4.0,4,3,7
708,718077,TOR,605135,94,6.33,2.0,4,1,7
709,718069,MIA,665795,89,6.0,3.0,6,1,5
710,718068,HOU,664299,96,6.0,1.0,5,1,4
711,718067,SF,605154,13,1.0,0.0,2,0,0
712,718066,DET,547179,85,5.67,5.0,5,2,5
713,718062,OAK,666205,97,5.0,6.0,3,2,8
714,718070,BOS,656557,83,6.0,1.0,8,2,3
715,718065,TEX,543135,104,9.0,1.0,5,1,6
716,718063,CWS,656302,88,6.0,2.0,3,2,5
717,718061,TOR,621244,91,7.0,1.0,5,2,5
718,718060,AZ,669194,82,6.0,1.0,4,0,3
719,718059,STL,425794,77,5.67,5.0,2,1,8
720,718058,BAL,680694,90,5.0,4.0,3,3,7
721,718057,LAD,676272,95,5.0,1.0,5,1,4
722,718064,SD,506433,90,6.0,3.0,4,1,6
723,718055,NYM,656731,78,3.67,4.0,5,2,6
724,718054,SF,502171,95,7.0,3.0,8,1,6
725,718053,BOS,678394,98,7.0,2.0,6,0,6
726,718051,MIA,691587,82,4.33,3.0,3,3,4
727,718050,OAK,665622,88,5.33,3.0,4,2,5
728,718049,DET,593958,90,5.0,2.0,9,2,8
729,718056,HOU,641585,97,5.67,1.0,8,1,5
730,718052,SD,677960,93,6.0,4.0,4,2,7
731,718048,CWS,656629,92,7.0,0.0,9,1,2
732,718047,SF,543101,97,5.0,4.0,6,2,6
733,718046,HOU,656232,90,6.67,4.0,3,1,5
734,718045,TEX,527048,95,7.0,2.0,3,2,6
735,718044,TOR,579328,86,5.0,5.0,5,2,8
736,718043,AZ,668678,100,5.67,2.0,3,2,5
737,718040,BAL,669330,95,5.0,5.0,8,2,5
738,718041,STL,571927,90,4.0,6.0,2,2,11
739,718039,DET,571510,86,4.67,1.0,6,2,3
740,718038,NYM,673540,106,5.0,3.0,6,5,6
741,718037,OAK,643493,17,1.0,0.0,0,0,2
742,718036,MIA,645261,90,6.0,2.0,3,3,4
743,718034,BOS,572020,59,3.0,5.0,5,3,4
744,718042,LAD,664062,88,5.67,3.0,4,2,3
745,718031,CWS,608337,89,3.67,4.0,4,7,6
746,718033,MIA,666129,82,5.0,2.0,3,3,6
747,718032,TOR,666201,87,3.0,4.0,6,5,3
748,718030,STL,571945,95,7.0,0.0,5,0,5
749,718035,SD,605483,99,5.0,1.0,6,4,4
750,718028,SF,518397,8,1.0,0.0,1,0,0
751,718026,PHI,605400,98,6.0,5.0,7,2,8
752,718025,OAK,676664,59,5.0,1.0,1,0,3
753,718024,NYM,471911,100,6.67,1.0,4,2,5
754,718029,BAL,502043,96,7.0,0.0,3,4,2
755,718027,CIN,668881,110,6.0,0.0,11,2,0
756,718023,SD,605397,88,6.33,1.0,6,0,6
757,718022,STL,669461,91,5.0,4.0,2,2,5
758,718021,CWS,458681,104,6.0,1.0,5,5,3
759,718020,TEX,592351,92,7.0,1.0,8,1,4
760,718019,PHI,592836,85,6.67,3.0,1,1,10
761,718017,SF,622072,93,5.67,1.0,5,5,3
762,718018,LAD,592789,94,6.0,6.0,3,1,8
763,718015,MIA,666200,91,5.0,1.0,7,1,7
764,718014,WSH,571578,108,6.33,6.0,6,4,7
765,718013,TOR,592332,106,5.33,1.0,8,5,4
766,718012,PIT,656605,97,6.0,6.0,8,2,7
767,718010,BOS,519242,73,5.0,1.0,3,1,4
768,718009,HOU,686613,88,7.0,2.0,10,1,4
769,718016,NYM,453286,102,7.0,1.0,8,0,6
770,718004,PIT,592826,53,2.0,4.0,3,1,7
771,718011,NYM,434378,79,5.0,6.0,2,1,9
772,718008,TOR,605135,93,4.0,7.0,5,2,9
773,718007,CIN,682227,81,4.33,4.0,3,3,6
774,718006,SD,608379,92,7.0,2.0,4,0,5
775,718005,CWS,669947,68,4.67,2.0,3,2,4
776,718003,HOU,664285,95,6.0,1.0,5,3,4
777,717991,BOS,676477,92,5.0,1.0,4,0,3
778,718001,TEX,571760,95,7.0,1.0,3,1,4
779,718000,WSH,680686,91,4.0,2.0,4,3,4
780,717999,SF,657277,107,7.0,1.0,11,1,4
781,717998,MIA,665795,94,5.67,3.0,5,4,4
782,717997,PHI,554430,106,8.0,0.0,12,1,3
783,717996,STL,656427,101,7.0,1.0,4,1,7
784,718002,LAD,477132,83,5.0,4.0,6,2,6
785,717989,CWS,656302,102,4.0,4.0,8,4,4
786,717995,SD,506433,63,2.67,7.0,2,0,7
787,717994,LAD,694813,57,2.0,7.0,3,0,10
788,717993,STL,656756,91,5.0,2.0,3,1,7
789,717992,PHI,592229,30,0.67,5.0,0,0,6
790,717990,TEX,674003,78,5.0,2.0,5,1,5
791,717988,TOR,621244,94,5.67,0.0,5,5,4
792,717986,SF,502171,95,4.0,7.0,5,4,7
793,717985,WSH,669022,106,7.0,1.0,11,1,3
794,717984,MIA,691587,79,5.0,0.0,3,4,2
795,717983,PIT,682847,99,5.0,3.0,6,4,5
796,717982,NYM,656731,81,4.0,4.0,3,2,10
797,717981,BOS,656557,76,4.0,4.0,4,0,6
798,717980,HOU,664299,88,5.0,1.0,3,3,4
799,717987,CIN,668933,92,5.0,3.0,6,3,5
800,717979,TEX,543135,95,5.0,0.0,4,3,4
801,717978,PIT,448179,94,6.0,6.0,3,1,9
802,717977,COL,666154,76,4.0,7.0,1,2,9
803,717976,TB,671737,90,5.67,0.0,8,1,3
804,717975,KC,622251,14,1.0,0.0,2,0,0
805,717974,CLE,671106,103,7.0,0.0,10,2,3
806,717973,WSH,592866,90,5.0,0.0,3,3,6
807,717971,LAA,656288,87,6.0,3.0,9,0,6
808,717970,ATL,647336,83,6.0,4.0,3,2,5
809,717969,NYY,593334,83,6.33,4.0,4,3,7
810,717968,MIN,543243,79,6.0,3.0,3,3,5
811,717972,PIT,670912,92,4.33,1.0,5,5,3
812,717967,CLE,615698,85,4.33,8.0,3,2,8
813,717966,CIN,594902,87,5.67,0.0,6,2,4
814,717965,MIL,605288,95,4.33,6.0,3,3,11
815,717964,TEX,527048,87,4.67,6.0,3,4,7
816,717963,SD,677960,96,4.0,3.0,4,3,7
817,717962,PHI,624133,99,6.67,2.0,4,2,5
818,717955,COL,607536,94,5.67,5.0,1,3,6
819,717960,KC,425844,78,5.0,0.0,6,1,2
820,717959,LAA,542881,86,4.0,6.0,3,2,6
821,717958,ATL,693821,95,7.33,1.0,5,3,5
822,717957,WSH,663623,94,5.0,4.0,3,1,8
823,717956,MIN,657746,88,4.0,5.0,6,3,4
824,717952,NYY,641482,101,5.0,2.0,6,3,5
825,717961,TB,663556,98,5.67,2.0,7,2,6
826,717949,ATL,694363,68,5.33,2.0,1,4,3
827,717950,TB,621107,90,6.0,3.0,5,1,4
828,717948,CIN,596133,97,5.67,3.0,5,0,7
829,717951,TEX,641540,98,5.0,3.0,6,1,7
830,717953,PIT,656605,101,6.0,4.0,8,1,10
831,717954,WSH,571578,88,5.0,3.0,2,4,7
832,717947,MIL,527054,79,6.0,0.0,0,0,4
833,717940,COL,659275,71,3.0,5.0,4,0,7
834,717945,SD,605483,97,6.0,0.0,7,3,3
835,717944,PHI,605400,103,6.0,4.0,5,3,4
836,717943,LAA,642545,90,5.0,1.0,6,3,4
837,717939,NYY,657376,84,5.67,0.0,7,1,3
838,717938,MIN,686973,86,7.0,0.0,5,1,4
839,717946,CLE,669456,82,4.0,7.0,4,2,8
840,717942,MIL,642547,85,6.0,3.0,3,2,6
841,717941,SD,605397,80,6.0,0.0,3,3,3
842,717937,CLE,676440,96,5.0,3.0,6,1,6
843,717936,LAA,672282,82,5.0,4.0,2,2,6
844,717934,PHI,592836,74,4.0,3.0,2,3,2
845,717933,COL,657756,92,5.33,1.0,5,2,3
846,717932,CIN,668881,109,6.0,1.0,8,3,2
847,717931,MIL,669203,100,6.0,3.0,7,4,2
848,717930,STL,656427,101,5.33,1.0,6,1,6
849,717929,TOR,605135,101,7.67,0.0,8,0,4
850,717935,PHI,554430,90,3.67,7.0,3,1,8
851,717927,OAK,660261,19,1.0,2.0,1,0,2
852,717926,LAA,660271,107,6.0,4.0,6,1,8
853,717925,DET,681857,89,5.0,2.0,6,1,2
854,717921,CHC,592791,75,5.67,1.0,3,0,3
855,717923,COL,502624,80,6.0,2.0,2,1,4
856,717922,SEA,622491,99,7.0,1.0,6,1,5
857,717920,BAL,665152,100,6.0,2.0,6,2,5
858,717919,ATL,450203,99,7.0,3.0,9,2,6
859,717917,NYY,622663,83,4.0,7.0,2,1,9
860,717924,CLE,650644,83,5.0,0.0,4,2,4
861,717918,TB,665001,35,2.33,0.0,2,0,1
862,717916,BAL,680694,79,4.0,3.0,5,1,7
863,717915,DET,547179,85,7.0,1.0,6,0,2
864,717914,PHI,621381,22,2.0,0.0,1,0,0
865,717913,CLE,671106,95,6.0,2.0,4,2,7
866,717912,SEA,693433,47,2.0,6.0,4,1,7
867,717910,TOR,621244,86,6.0,1.0,6,3,4
868,717911,OAK,665622,72,2.0,6.0,2,4,6
869,717908,LAA,663776,72,3.33,5.0,4,3,7
870,717907,STL,656756,75,5.67,1.0,5,1,4
871,717906,MIL,607067,93,5.0,3.0,5,3,6
872,717905,NYY,543037,80,6.0,1.0,5,2,4
873,717903,CHC,592767,82,5.67,3.0,4,3,7
874,717901,ATL,675911,99,6.0,2.0,7,4,3
875,717885,TB,607192,88,5.33,1.0,6,3,4
876,717909,COL,596295,74,2.67,2.0,4,3,6
877,717904,TB,671737,89,5.0,2.0,6,3,6
878,717902,PHI,624133,101,7.0,1.0,3,1,8
879,717900,TOR,579328,89,5.0,2.0,8,1,4
880,717899,LAA,656288,87,6.0,1.0,4,1,4
881,717897,MIL,605288,92,7.0,1.0,2,0,6
882,717896,OAK,621112,85,5.0,5.0,3,2,7
883,717895,CLE,663474,79,5.0,0.0,10,1,1
884,717898,STL,571945,91,5.0,2.0,2,0,10
885,717893,COL,607536,89,7.0,2.0,1,0,4
886,717892,ATL,647336,80,3.67,5.0,2,4,7
887,717891,DET,571510,82,5.0,1.0,9,0,3
888,717890,BAL,669330,102,5.33,2.0,9,2,4
889,717889,CHC,573186,84,6.0,0.0,6,3,4
890,717888,NYY,593334,99,6.67,1.0,6,1,4
891,717894,SEA,682243,61,2.33,7.0,2,2,8
892,717928,TB,663556,92,6.0,1.0,5,2,5
893,717887,KC,672578,23,2.0,0.0,3,0,0
894,717886,DET,666214,105,4.67,5.0,4,5,7
895,717884,OAK,676664,112,4.67,1.0,6,5,2
896,717883,MIL,527054,86,6.33,2.0,5,1,6
897,717879,STL,425794,106,5.33,3.0,3,2,8
898,717878,HOU,656232,106,6.67,3.0,2,1,10
899,717880,CHC,543294,84,6.0,3.0,4,0,5
900,717882,MIN,686973,90,6.0,7.0,5,4,6
901,717881,AZ,674072,81,4.33,5.0,2,3,5
902,717877,CWS,608337,100,6.0,0.0,7,3,0
903,717876,KC,425844,77,4.33,5.0,3,0,4
904,717875,DET,641302,45,3.0,1.0,3,0,1
905,717874,OAK,621076,104,6.0,1.0,1,5,4
906,717873,BOS,572020,106,7.0,2.0,9,2,6
907,717870,LAD,664062,92,5.0,3.0,5,3,5
908,717871,HOU,686613,96,6.0,3.0,5,3,3
909,717869,SF,605154,26,1.0,0.0,0,1,2
910,717868,STL,669461,85,4.0,4.0,2,2,7
911,717867,BAL,502043,96,5.0,2.0,7,2,5
912,717864,SEA,669302,97,7.0,1.0,6,2,3
913,717861,CHC,669713,73,4.67,2.0,4,1,2
914,717872,NYM,471911,86,5.0,4.0,4,2,6
915,717866,AZ,605200,97,6.67,2.0,8,1,5
916,717863,SEA,669923,86,3.67,5.0,3,0,11
917,717860,KC,543475,85,7.0,5.0,2,1,6
918,717859,MIN,641154,92,7.0,1.0,6,1,5
919,717858,BOS,676710,58,3.0,2.0,3,0,6
920,717856,HOU,669854,94,6.0,2.0,5,4,3
921,717865,OAK,663687,75,5.0,3.0,2,3,4
922,717854,STL,656427,105,6.0,0.0,8,5,3
923,717853,LAD,592789,66,3.0,6.0,3,0,7
924,717852,SF,657277,99,5.33,4.0,3,2,8
925,717851,BAL,665152,93,5.0,6.0,5,0,9
926,717850,NYM,453286,103,5.67,5.0,10,0,11
927,717855,CHC,592791,104,5.33,4.0,5,4,5
928,717862,DET,663947,13,1.0,0.0,1,1,0
929,717857,CWS,605182,101,5.67,3.0,2,1,6
930,717849,BAL,680694,98,5.0,3.0,10,1,6
931,717848,CWS,458681,98,5.0,5.0,4,3,8
932,717846,SF,502171,83,5.0,4.0,7,1,8
933,717845,MIN,641927,88,5.33,3.0,7,2,3
934,717843,HOU,664285,98,5.0,3.0,5,4,4
935,717842,BOS,571616,76,4.0,3.0,1,1,4
936,717840,NYM,434378,82,3.0,4.0,3,4,7
937,717838,CHC,592767,103,6.0,2.0,4,3,7
938,717844,LAD,477132,98,7.0,0.0,9,2,5
939,717834,AZ,518876,92,6.33,3.0,5,2,7
940,717841,BOS,676477,88,6.33,1.0,6,1,7
941,717839,KC,663738,88,6.0,3.0,4,1,8
942,717837,LAD,624647,14,0.67,0.0,0,1,0
943,717836,NYM,656731,79,3.67,7.0,1,3,8
944,717835,MIN,543243,76,5.0,1.0,5,2,5
945,717833,HOU,664299,90,5.0,4.0,2,3,7
946,717827,TEX,571760,88,5.0,3.0,5,2,4
947,717831,OAK,594580,23,1.0,0.0,3,0,1
948,717830,SD,506433,100,5.33,4.0,6,4,5
949,717829,WSH,680686,96,5.0,1.0,6,4,2
950,717828,MIA,691587,82,5.0,1.0,6,2,5
951,717824,SEA,622491,109,6.0,3.0,10,1,6
952,717823,CHC,573186,91,6.67,2.0,5,4,6
953,717832,CIN,594902,92,6.67,7.0,8,1,10
954,717826,CHC,543294,94,8.0,0.0,3,1,1
955,717825,BOS,656557,93,6.0,2.0,6,1,3
956,717822,MIN,657746,84,6.0,3.0,4,1,6
957,717821,AZ,669194,90,5.67,0.0,4,2,4
958,717820,MIA,645261,86,7.0,1.0,4,2,3
959,717819,SD,677960,43,3.0,1.0,2,0,3
960,717818,KC,663903,97,4.33,4.0,4,3,6
961,717817,CIN,671096,105,5.67,0.0,4,3,5
962,717815,HOU,641585,105,6.67,3.0,6,6,7
963,717814,OAK,621112,95,6.0,0.0,5,1,4
964,717813,TEX,543135,102,6.33,4.0,6,3,7
965,717812,NYM,673540,96,7.0,0.0,6,4,2
966,717811,LAD,676272,104,6.0,0.0,7,3,3
967,717809,SEA,693433,81,4.67,2.0,7,1,4
968,717816,WSH,669022,82,5.0,5.0,3,1,4
969,717803,NYM,471911,81,4.67,2.0,1,3,6
970,717810,BOS,678394,98,7.0,2.0,3,2,3
971,717808,KC,672578,28,1.0,3.0,0,1,3
972,717807,WSH,592866,84,5.0,2.0,6,1,7
973,717805,MIN,686973,89,4.67,4.0,6,2,6
974,717804,AZ,668678,94,5.67,5.0,5,2,10
975,717802,HOU,656232,87,5.0,5.0,4,2,9
976,717806,LAD,657571,22,1.0,1.0,2,0,3
977,717800,OAK,676664,88,5.0,2.0,5,0,6
978,717795,MIA,666129,82,5.33,0.0,9,1,3
979,717796,CHC,669713,59,3.0,5.0,4,1,4
980,717797,CIN,668881,88,5.33,3.0,9,2,6
981,717801,TEX,527048,75,3.33,7.0,2,3,10
982,717798,SD,605483,85,7.0,1.0,12,0,3
983,717799,SEA,669302,58,3.0,6.0,2,0,8
984,717794,COL,657756,88,6.0,1.0,6,1,6
985,717792,LAA,542881,105,6.0,5.0,7,2,8
986,717791,SF,657277,88,7.0,3.0,6,0,7
987,717793,CIN,596133,93,4.67,3.0,3,4,5
988,717789,TB,621107,94,4.67,4.0,6,2,5
989,717786,MIA,666200,81,4.0,5.0,3,1,6
990,717785,PHI,621381,50,2.67,3.0,1,1,4
991,717790,ATL,450203,104,5.67,0.0,8,3,4
992,717780,LAA,642545,93,4.33,3.0,2,1,7
993,717788,COL,502624,89,4.33,3.0,6,1,5
994,717787,TOR,605135,77,3.0,8.0,5,1,11
995,717783,MIL,669203,99,6.0,3.0,8,1,7
996,717782,PIT,682847,92,5.33,4.0,4,2,6
997,717781,SF,502171,79,4.0,2.0,5,2,5
998,717779,NYY,622663,104,4.67,5.0,4,3,7
999,717777,CIN,682227,78,5.0,3.0,1,0,7
1000,717776,CWS,458681,105,5.0,4.0,6,2,6
