,game_pk,home_team,home_sp,np,ip,er,k,bb,h
499,718280,KC,663903,96,4.0,5.0,4,3,6
500,718279,SD,605483,97,6.0,2.0,6,3,1
501,718275,LAA,672282,94,4.0,3.0,7,2,7
502,718284,PHI,663559,69,3.67,5.0,4,1,6
503,718278,PIT,672710,94,5.0,5.0,4,3,9
504,718277,ATL,693821,96,5.33,1.0,4,4,4
505,718276,NYM,664192,70,4.0,3.0,4,3,4
506,718273,CLE,615698,95,7.0,0.0,4,3,1
507,718272,STL,571927,84,5.33,1.0,2,0,5
508,718271,TB,642770,18,1.0,0.0,1,1,1
509,718270,PHI,592836,85,6.0,1.0,6,0,3
510,718268,KC,642232,66,5.67,1.0,2,0,3
511,718267,SF,548389,90,5.0,5.0,3,2,7
512,718266,SD,605397,81,5.0,0.0,5,3,2
513,718265,SEA,682243,85,6.0,0.0,5,1,2
514,718264,LAA,660761,74,2.67,7.0,3,3,6
515,718263,AZ,669194,90,5.0,2.0,3,1,7
516,718262,CIN,668933,52,1.67,8.0,3,2,6
517,718269,CHC,669713,84,6.0,1.0,6,0,5
518,718257,MIL,642547,94,6.0,1.0,5,2,3
519,718260,SF,543101,92,7.0,5.0,3,1,10
520,718259,BAL,502043,93,6.0,2.0,4,2,6
521,718258,PIT,656605,103,9.0,0.0,8,1,4
522,718256,CHC,573186,89,6.0,2.0,6,1,4
523,718261,CLE,676440,67,3.67,4.0,2,4,7
524,718254,LAA,663776,92,6.33,4.0,2,0,7
525,718249,AZ,668678,90,7.0,1.0,7,1,5
526,718255,NYY,641482,89,5.0,2.0,4,2,6
527,718253,KC,425844,81,5.67,3.0,2,1,6
528,718251,SEA,669302,91,6.67,2.0,10,1,3
529,718248,CLE,669456,101,6.0,0.0,9,1,7
530,718247,NYY,657376,93,6.0,2.0,7,2,5
531,718246,BAL,680570,101,5.67,2.0,4,2,7
532,718245,ATL,450203,100,6.0,2.0,7,2,5
533,718244,PHI,605400,86,6.0,2.0,6,2,5
534,718243,CIN,596133,82,6.0,4.0,2,1,4
535,718252,PIT,682847,74,5.0,2.0,1,1,7
536,718241,MIL,641778,67,3.67,3.0,4,2,4
537,718242,MIN,686973,95,6.0,1.0,6,2,5
538,718236,AZ,694297,88,5.0,6.0,3,2,7
539,718237,LAA,660271,103,7.0,3.0,7,2,6
540,718250,SF,657277,105,7.0,1.0,7,1,9
541,718239,SEA,669923,101,7.0,0.0,9,0,6
542,718240,CHC,592791,69,2.67,4.0,5,2,5
543,718238,KC,543475,112,9.0,4.0,6,0,6
544,718235,LAA,656288,64,3.67,5.0,3,1,5
545,718234,CLE,685410,90,6.0,4.0,4,0,7
546,718233,PHI,554430,107,7.0,1.0,7,1,3
547,718232,NYY,666745,77,4.33,2.0,3,2,5
548,718231,PIT,448179,75,3.67,1.0,4,2,4
549,718230,SF,640455,74,2.67,4.0,4,3,5
550,718229,SEA,622491,98,5.0,3.0,9,0,8
551,718227,BAL,665152,95,6.0,0.0,4,2,4
552,718226,AZ,518876,97,6.0,4.0,6,1,4
553,718224,MIN,641154,98,6.33,1.0,8,4,2
554,718222,KC,641745,88,5.0,1.0,4,4,3
555,718221,CHC,657006,91,6.0,3.0,3,3,7
556,718220,ATL,669276,31,2.67,0.0,3,1,0
557,718228,MIL,489119,94,5.0,7.0,3,2,6
558,718225,CIN,668881,105,5.33,2.0,4,4,6
559,718223,CIN,571882,20,1.33,0.0,1,1,0
560,718219,NYY,593334,87,5.67,1.0,3,3,3
561,718218,KC,663903,80,6.0,1.0,4,2,5
562,718216,MIN,641927,96,6.0,3.0,6,0,6
563,718215,AZ,674072,97,6.67,2.0,2,2,5
564,718217,OAK,665622,87,6.0,3.0,3,0,5
565,718214,WSH,669022,96,4.0,0.0,3,2,5
566,718213,BAL,680694,89,6.0,0.0,6,1,3
567,718212,MIA,691587,88,4.67,2.0,7,2,4
568,718211,BOS,572020,87,5.0,2.0,9,1,4
569,718210,NYY,543037,95,5.0,2.0,4,2,5
570,718208,DET,571510,55,1.33,5.0,1,4,5
571,718207,CWS,656629,94,4.67,2.0,5,6,1
572,718209,MIN,543243,94,5.33,1.0,9,1,4
573,718205,CLE,671106,96,4.33,3.0,5,2,8
574,718204,MIL,669203,104,6.0,0.0,7,4,2
575,718202,COL,596295,77,6.67,3.0,6,0,5
576,718201,LAD,669160,90,6.67,2.0,3,1,5
577,718200,OAK,686610,93,5.0,3.0,5,5,7
578,718199,AZ,669194,93,4.67,4.0,4,1,7
579,718206,TOR,605135,103,9.0,0.0,8,2,2
580,718194,DET,656412,86,6.0,3.0,7,1,4
581,718198,MIA,645261,106,7.67,6.0,9,2,7
582,718203,WSH,592866,35,2.33,1.0,1,0,2
583,718197,NYY,641482,78,4.33,6.0,3,2,7
584,718196,BOS,519242,110,8.0,1.0,9,1,3
585,718195,MIN,657746,102,6.0,0.0,10,1,4
586,718193,BAL,669330,96,7.0,0.0,8,2,1
587,718184,AZ,668678,97,7.67,2.0,6,2,5
588,718191,CLE,615698,107,6.0,3.0,2,3,6
589,718190,OAK,621076,104,7.0,3.0,7,1,6
590,718189,CWS,656302,97,6.0,0.0,5,2,4
591,718188,COL,663372,53,1.67,4.0,0,4,4
592,718185,LAD,628711,86,7.0,2.0,4,0,3
593,718183,MIL,605288,88,4.0,3.0,2,1,8
594,718192,TOR,621244,101,5.67,2.0,3,3,6
595,718178,MIA,666129,82,5.0,1.0,8,1,3
596,718187,BOS,446372,105,5.0,4.0,5,3,7
597,718186,WSH,663623,90,4.67,6.0,6,1,6
598,718182,CLE,676440,98,7.67,1.0,7,0,2
599,718181,TOR,579328,85,4.0,4.0,7,0,9
600,718180,NYY,657376,86,4.67,7.0,5,3,6
601,718177,MIL,607067,81,3.67,4.0,3,2,6
602,718179,BAL,502043,95,5.0,4.0,5,3,7
603,718175,MIN,686973,97,6.33,3.0,7,1,4
604,718176,CWS,608337,88,6.0,4.0,6,0,7
605,718174,COL,607536,88,6.0,0.0,8,1,4
606,718173,DET,666214,59,2.67,3.0,3,1,6
607,718172,OAK,676664,101,5.33,2.0,6,1,5
608,718169,AZ,694297,86,5.0,1.0,5,3,1
609,718168,LAD,664062,85,5.0,0.0,6,1,2
610,718171,BAL,680570,79,3.33,8.0,3,3,9
611,718170,SF,622072,72,4.67,2.0,4,1,4
612,718167,WSH,571578,97,6.0,2.0,1,1,8
613,718166,STL,656427,105,7.0,0.0,10,2,3
614,718165,TEX,674003,90,5.0,6.0,3,2,7
615,718164,TOR,666201,92,4.0,5.0,3,7,6
616,718163,BOS,656557,75,5.0,4.0,5,1,5
617,718162,SD,608379,103,7.0,0.0,11,1,1
618,718161,COL,657756,80,4.33,4.0,3,3,8
619,718160,OAK,607968,89,3.67,5.0,0,5,6
620,718159,LAD,592789,59,4.0,2.0,5,0,4
621,718158,HOU,664285,91,4.0,4.0,8,2,7
622,718157,TOR,592332,102,7.0,2.0,10,2,5
623,718156,SF,502171,86,3.33,2.0,3,5,5
624,718155,DET,547179,99,6.0,0.0,7,2,5
625,718154,BAL,665152,95,5.67,3.0,4,0,6
626,718153,MIA,666200,93,6.0,1.0,7,1,5
627,718152,HOU,664299,88,6.0,1.0,5,2,2
628,718151,STL,656756,98,5.33,3.0,7,1,8
629,718144,SD,607625,42,2.0,5.0,2,2,4
630,718149,BOS,601713,98,5.33,4.0,6,4,6
631,718148,TEX,641540,92,6.0,1.0,4,0,6
632,718147,CWS,458681,97,7.0,1.0,7,0,7
633,718146,OAK,666205,72,4.0,5.0,3,0,8
634,718145,COL,502624,59,5.0,0.0,3,1,1
635,718141,LAD,477132,90,4.0,2.0,7,1,7
636,718150,NYM,434378,96,5.0,6.0,3,2,8
637,718137,BAL,680694,94,6.67,1.0,5,0,4
638,718143,SF,548389,50,3.33,3.0,2,1,4
639,718142,DET,593958,98,5.0,4.0,5,2,6
640,718140,SD,506433,90,5.33,4.0,6,2,6
641,718139,OAK,665622,96,6.0,3.0,6,2,3
642,718138,COL,596295,84,4.33,5.0,1,2,8
643,718136,LAD,669160,16,1.0,0.0,2,0,1
644,718132,MIA,665795,79,5.0,2.0,6,0,5
645,718134,TOR,605135,97,7.0,0.0,7,1,3
646,718133,BOS,678394,107,5.0,1.0,7,5,3
647,718135,NYM,673540,104,6.0,1.0,12,3,3
648,718131,STL,669461,95,5.0,0.0,6,3,3
649,718129,CWS,605182,95,6.0,2.0,5,4,6
650,718127,HOU,641585,72,3.67,6.0,2,2,9
651,718126,TEX,543135,93,7.0,3.0,5,2,5
652,718130,MIA,691587,78,5.0,1.0,6,1,3
653,718128,BAL,669330,95,5.0,3.0,7,1,6
654,718125,CWS,656302,91,6.33,3.0,3,1,5
655,718124,STL,425794,96,5.67,2.0,1,3,5
656,718122,NYM,656731,79,6.0,2.0,4,1,4
657,718121,TOR,621244,96,6.67,3.0,8,1,6
658,718120,CIN,594902,83,5.67,2.0,8,1,2
659,718119,NYM,471911,80,5.0,5.0,3,2,5
660,718118,PIT,670912,96,6.0,1.0,7,3,2
661,718117,TB,663556,83,7.0,0.0,7,1,6
662,718123,WSH,663623,75,2.67,4.0,1,4,5
663,718116,PHI,624133,66,2.0,4.0,4,3,5
664,718115,TOR,579328,81,4.67,3.0,3,4,3
665,718111,CWS,656629,98,8.0,0.0,10,0,1
666,718113,STL,571927,103,4.67,0.0,6,2,6
667,718112,HOU,656232,88,5.0,1.0,9,3,5
668,718110,ATL,693821,87,6.0,2.0,6,1,7
669,718107,SD,605483,87,4.0,6.0,5,2,5
670,718106,LAA,672282,105,5.67,3.0,12,3,2
671,718105,SF,543101,84,5.33,2.0,6,2,5
672,718114,TEX,527048,104,7.0,2.0,7,0,7
673,718101,PIT,656605,84,6.0,2.0,8,0,3
674,718109,STL,571945,100,7.0,3.0,2,0,6
675,718108,WSH,571578,74,6.0,2.0,3,0,6
676,718104,CWS,608337,89,6.0,1.0,4,1,6
677,718103,SF,657277,91,6.0,0.0,7,2,4
678,718102,TOR,666201,85,5.67,2.0,5,1,6
679,718100,TEX,592351,93,5.0,1.0,6,2,5
680,718094,ATL,445926,42,2.33,0.0,3,1,1
681,718097,PHI,605400,98,7.0,2.0,10,1,4
682,718096,LAA,663776,104,4.67,3.0,3,4,5
683,718095,CIN,596133,73,4.33,4.0,4,0,8
684,718098,HOU,686613,97,6.0,1.0,9,0,5
685,718093,TB,621107,85,7.0,3.0,8,0,4
686,718092,SD,605397,97,5.0,4.0,6,1,6
687,718099,NYM,453286,86,6.0,0.0,5,1,3
688,718091,PIT,672710,83,5.0,3.0,3,3,3
689,718090,ATL,694363,85,6.0,1.0,7,1,1
690,718089,WSH,680686,88,5.0,1.0,2,6,3
691,718088,PHI,592836,87,5.33,0.0,3,3,2
692,718087,TOR,592332,115,8.0,2.0,4,2,6
693,718086,HOU,664285,104,9.0,0.0,7,0,4
694,718085,CIN,668881,106,7.0,4.0,10,3,4
695,718084,CWS,458681,100,6.0,2.0,6,2,4
696,718083,STL,656427,103,4.67,3.0,5,4,4
697,718082,NYM,434378,98,8.0,1.0,5,0,3
698,718081,TB,656222,37,2.0,1.0,3,2,1
699,718080,LAA,660271,99,6.0,1.0,9,3,2
700,718079,SD,608379,88,6.0,0.0,4,1,5
701,718078,SF,622072,74,4.33,4.0,5,0,6
702,718076,TEX,571760,95,6.0,0.0,5,2,6
703,718075,PIT,682847,93,7.67,2.0,4,2,5
704,718074,ATL,450203,99,5.0,6.0,5,2,7
705,718073,PHI,554430,108,6.0,3.0,3,1,8
706,718072,CLE,683769,90,6.0,0.0,4,1,2
707,718071,CIN,682227,84,4.33,3.0,3,4,4
708,718077,TB,665001,30,2.0,0.0,0,0,2
709,718069,COL,502624,70,5.67,2.0,1,2,8
710,718068,MIL,669203,91,5.0,5.0,5,2,7
711,718067,MIN,641927,76,5.0,4.0,2,3,3
712,718066,KC,663903,87,3.67,5.0,3,4,7
713,718062,SEA,622491,101,6.0,0.0,8,2,4
714,718070,LAA,642545,64,5.0,0.0,6,0,2
715,718065,PIT,448179,98,5.33,5.0,9,2,7
716,718063,CLE,671106,85,6.0,3.0,4,1,7
717,718061,TB,671737,80,4.0,4.0,7,0,9
718,718060,PHI,621381,28,2.0,2.0,3,0,3
719,718059,CIN,668933,91,5.0,7.0,5,0,10
720,718058,NYY,543037,99,5.0,5.0,2,3,6
721,718057,ATL,675911,104,6.0,2.0,11,3,5
722,718064,WSH,669022,103,4.67,3.0,5,4,7
723,718055,CHC,592767,85,5.0,2.0,5,2,4
724,718054,MIN,543243,105,5.0,2.0,6,2,6
725,718053,LAA,656288,91,7.0,0.0,5,3,2
726,718051,COL,596295,75,5.67,3.0,2,1,4
727,718050,SEA,594835,88,6.0,2.0,4,1,5
728,718049,KC,594577,84,4.67,1.0,8,1,6
729,718056,MIL,607067,82,5.33,0.0,4,2,4
730,718052,WSH,592866,94,5.67,3.0,5,3,3
731,718048,CLE,615698,64,4.0,6.0,2,3,4
732,718047,MIN,657746,107,5.0,1.0,4,2,6
733,718046,MIL,605288,73,5.33,0.0,3,1,2
734,718045,PIT,670912,95,5.67,3.0,5,2,6
735,718044,TB,663556,82,7.0,1.0,7,0,4
736,718043,PHI,624133,85,5.0,5.0,5,1,5
737,718040,NYY,641482,89,6.0,4.0,5,2,5
738,718041,CIN,594902,103,6.0,2.0,8,2,5
739,718039,KC,425844,91,5.0,1.0,5,1,4
740,718038,CHC,573186,88,8.0,2.0,3,2,4
741,718037,SEA,682243,90,6.0,0.0,6,1,2
742,718036,COL,666154,82,4.33,5.0,2,3,6
743,718034,LAA,542881,102,6.0,1.0,3,2,5
744,718042,ATL,693821,101,6.0,1.0,6,1,7
745,718031,DET,656412,94,6.0,2.0,10,0,3
746,718033,COL,607536,91,5.0,2.0,4,2,7
747,718032,TB,621107,94,7.0,1.0,0,2,6
748,718030,CIN,596133,86,6.33,0.0,6,1,3
749,718035,WSH,663623,76,4.0,2.0,4,4,2
750,718028,MIL,527054,83,5.0,1.0,5,1,4
751,718026,ATL,689266,83,5.0,4.0,3,1,7
752,718025,SEA,669302,77,8.0,2.0,6,0,3
753,718024,CHC,543294,86,4.33,3.0,5,2,6
754,718029,NYY,657376,97,5.0,1.0,4,2,5
755,718027,CHC,657006,70,3.67,5.0,4,0,10
756,718023,NYY,681190,84,4.67,2.0,6,3,4
757,718022,CLE,669456,108,6.67,2.0,2,4,5
758,718021,DET,666214,80,4.0,5.0,4,2,6
759,718020,BAL,680570,83,3.33,8.0,6,3,6
760,718019,ATL,694363,89,5.67,3.0,5,3,3
761,718017,MIL,642547,78,2.33,4.0,4,1,8
762,718018,TB,656222,31,1.67,1.0,2,1,3
763,718015,LAA,672282,95,5.0,3.0,5,2,10
764,718014,KC,543475,98,5.0,5.0,2,3,6
765,718013,MIN,686973,100,6.0,3.0,3,0,7
766,718012,SEA,669923,92,4.67,7.0,4,1,9
767,718010,AZ,694297,87,3.67,5.0,4,0,8
768,718009,OAK,621076,93,5.0,4.0,4,2,8
769,718016,COL,657756,90,4.67,3.0,2,2,4
770,718004,SEA,622491,99,6.0,0.0,10,2,1
771,718011,COL,502624,86,5.0,1.0,4,1,4
772,718008,MIN,641154,88,5.67,4.0,6,3,5
773,718007,CHC,592791,80,4.67,4.0,5,1,6
774,718006,NYY,622663,82,6.67,1.0,5,3,1
775,718005,DET,547179,95,6.67,0.0,4,1,2
776,718003,OAK,643493,29,1.0,2.0,1,0,3
777,717991,AZ,605200,75,3.33,2.0,3,2,5
778,718001,BAL,665152,97,6.33,3.0,5,2,5
779,718000,KC,663903,90,5.0,2.0,6,3,4
780,717999,MIL,669203,110,7.0,1.0,8,3,4
781,717998,LAA,660271,109,6.0,1.0,10,3,6
782,717997,ATL,450203,95,5.33,2.0,9,4,7
783,717996,CLE,676440,98,6.0,1.0,9,1,2
784,718002,TB,607192,83,4.33,3.0,8,1,5
785,717989,DET,593958,100,6.0,1.0,6,2,5
786,717995,NYY,543037,100,6.0,5.0,9,3,4
787,717994,TB,676596,86,6.0,8.0,3,2,12
788,717993,CLE,683769,76,4.67,3.0,3,2,5
789,717992,ATL,675911,102,6.0,2.0,9,1,2
790,717990,BAL,680694,85,6.67,1.0,4,1,4
791,717988,MIN,641927,95,5.0,2.0,7,1,5
792,717986,MIL,607067,90,6.0,4.0,6,0,5
793,717985,KC,663738,95,5.33,2.0,6,3,5
794,717984,LAA,663776,89,6.0,2.0,2,2,8
795,717983,SEA,594835,90,5.67,1.0,4,3,3
796,717982,COL,596295,69,4.0,6.0,3,3,8
797,717981,AZ,518876,108,6.33,1.0,10,2,4
798,717980,OAK,686610,16,1.0,1.0,2,0,1
799,717987,CHC,592767,92,4.67,5.0,2,2,7
800,717979,DET,571510,87,6.0,5.0,5,4,5
801,717978,SF,543101,74,7.0,3.0,2,0,8
802,717977,AZ,669194,87,5.0,5.0,1,3,8
803,717976,CHC,573186,105,9.0,0.0,8,1,1
804,717975,STL,425794,105,5.0,3.0,6,2,9
805,717974,BAL,669330,101,6.0,1.0,7,0,4
806,717973,LAD,676272,87,6.0,1.0,4,1,4
807,717971,CWS,656629,102,4.33,4.0,10,2,5
808,717970,OAK,621112,81,4.0,1.0,6,2,4
809,717969,SEA,682243,86,4.67,8.0,3,0,11
810,717968,HOU,641585,97,6.0,4.0,8,3,7
811,717972,SF,605154,15,0.67,1.0,1,0,1
812,717967,BAL,502043,95,5.67,3.0,3,1,7
813,717966,BOS,678394,97,4.0,1.0,4,2,5
814,717965,TOR,579328,98,5.0,2.0,4,5,3
815,717964,DET,656412,73,4.33,6.0,4,1,7
816,717963,MIA,645261,93,6.33,4.0,3,5,5
817,717962,NYM,673540,100,7.0,0.0,9,0,1
818,717955,AZ,668678,90,6.0,0.0,7,2,5
819,717960,STL,571945,102,8.0,0.0,10,1,3
820,717959,CWS,608337,97,5.0,3.0,5,2,4
821,717958,OAK,676664,90,6.0,1.0,2,1,4
822,717957,LAD,664062,70,6.0,1.0,2,2,3
823,717956,HOU,656232,91,5.67,1.0,6,3,4
824,717952,SEA,669302,90,4.0,5.0,4,1,7
825,717961,CHC,543294,75,5.0,1.0,3,3,6
826,717949,OAK,621076,77,4.67,3.0,4,1,5
827,717950,CHC,657006,29,3.0,0.0,1,0,0
828,717948,BOS,572020,100,5.0,1.0,8,1,4
829,717951,DET,666214,82,4.33,1.0,5,1,7
830,717953,SF,622072,94,4.33,6.0,4,3,8
831,717954,LAD,592789,96,5.0,5.0,2,2,7
832,717947,TOR,666201,89,4.0,2.0,2,3,3
833,717940,AZ,674072,95,7.0,0.0,7,2,2
834,717945,MIA,666129,79,5.33,1.0,7,1,2
835,717944,NYM,471911,82,6.0,1.0,4,1,6
836,717943,CWS,458681,89,4.0,8.0,4,2,8
837,717939,SEA,669923,95,8.0,0.0,7,0,3
838,717938,HOU,686613,102,4.67,5.0,8,2,6
839,717946,BAL,669211,25,1.0,1.0,1,0,2
840,717942,TOR,592332,115,6.67,0.0,11,2,5
841,717941,MIA,666200,93,5.33,5.0,8,1,4
842,717937,MIN,641154,88,5.67,6.0,5,1,8
843,717936,HOU,669854,94,5.33,2.0,5,3,7
844,717934,NYM,453286,101,7.0,1.0,9,1,5
845,717933,AZ,605200,96,5.67,3.0,4,1,7
846,717932,BOS,519242,59,3.67,1.0,6,1,5
847,717931,CIN,682227,90,6.67,2.0,6,2,5
848,717930,PIT,672710,83,4.0,5.0,6,0,7
849,717929,NYM,434378,117,6.0,1.0,8,3,5
850,717935,WSH,680686,94,5.33,4.0,4,2,6
851,717927,MIA,665795,95,6.0,0.0,10,1,4
852,717926,HOU,664285,92,7.0,0.0,7,1,5
853,717925,CWS,605182,73,5.0,0.0,6,1,3
854,717921,SD,608379,102,4.67,2.0,8,5,3
855,717923,KC,543475,74,5.0,1.0,8,1,2
856,717922,TEX,592351,82,7.0,0.0,5,1,2
857,717920,SF,657277,97,7.0,3.0,6,1,4
858,717919,AZ,518876,100,7.0,2.0,8,3,5
859,717917,LAD,477132,96,7.0,2.0,9,1,4
860,717924,MIN,641927,78,6.0,0.0,3,0,4
861,717918,BOS,676477,97,4.67,4.0,5,2,6
862,717916,SF,502171,103,7.67,0.0,7,0,5
863,717915,CWS,656302,99,5.33,1.0,6,3,2
864,717914,WSH,669022,101,6.0,3.0,6,0,9
865,717913,MIN,543243,90,6.67,3.0,2,0,10
866,717912,TEX,571760,78,3.0,3.0,5,4,6
867,717910,NYM,656731,103,5.33,1.0,5,5,5
868,717911,MIA,691587,88,5.0,0.0,5,1,4
869,717908,HOU,664299,102,6.0,1.0,5,0,6
870,717907,PIT,682847,32,2.0,1.0,1,2,1
871,717906,CIN,668933,86,4.0,10.0,2,4,9
872,717905,LAD,675627,83,5.0,4.0,7,0,4
873,717903,SD,506433,115,7.0,0.0,9,1,2
874,717901,AZ,669194,98,4.67,3.0,0,4,6
875,717885,BOS,676710,40,3.0,1.0,3,0,2
876,717909,KC,663738,97,5.0,3.0,7,1,6
877,717904,BOS,656557,92,5.0,4.0,6,4,5
878,717902,WSH,592866,101,5.67,4.0,6,4,6
879,717900,NYM,673540,68,2.67,3.0,3,5,4
880,717899,HOU,641585,90,7.0,1.0,3,1,3
881,717897,CIN,594902,104,7.0,5.0,5,3,6
882,717896,MIA,645261,89,7.0,5.0,7,0,6
883,717895,MIN,657746,88,6.67,2.0,4,1,2
884,717898,PIT,448179,96,6.67,1.0,6,3,4
885,717893,KC,663903,95,5.67,0.0,7,0,5
886,717892,AZ,668678,110,6.0,2.0,6,1,9
887,717891,CWS,656629,92,7.0,2.0,9,1,3
888,717890,SF,543101,68,3.0,5.0,2,3,5
889,717889,SD,677960,44,1.67,4.0,1,1,7
890,717888,LAD,676272,86,6.0,0.0,7,2,1
891,717894,TEX,543135,87,6.0,0.0,7,0,1
892,717928,BOS,678394,100,6.0,3.0,5,1,6
893,717887,MIA,666129,75,5.0,4.0,6,0,6
894,717886,PHI,605400,108,7.0,0.0,12,3,1
895,717884,PIT,670912,100,7.0,2.0,5,2,4
896,717883,CIN,671096,105,6.0,0.0,6,4,1
897,717879,TEX,527048,88,7.0,0.0,5,1,3
898,717878,TOR,666201,38,0.33,6.0,0,1,7
899,717880,SD,605483,109,6.0,0.0,8,3,2
900,717882,TB,621107,101,6.67,0.0,9,1,3
901,717881,WSH,663623,83,4.0,3.0,1,3,5
902,717877,NYY,657376,79,6.0,3.0,1,0,6
903,717876,MIA,666200,86,7.0,1.0,8,0,2
904,717875,PHI,592836,91,7.0,0.0,8,3,2
905,717874,PIT,656605,101,5.33,5.0,1,4,8
906,717873,CLE,669456,95,5.67,1.0,2,1,5
907,717870,CIN,596133,86,3.67,7.0,4,2,6
908,717871,TOR,592332,101,7.0,1.0,13,0,4
909,717869,COL,659275,83,3.0,3.0,4,2,6
910,717868,TEX,641540,98,5.67,4.0,1,2,7
911,717867,MIL,642547,98,5.0,2.0,9,0,6
912,717864,SD,605397,102,5.0,1.0,8,1,4
913,717861,LAA,542881,94,5.0,4.0,5,3,5
914,717872,ATL,693821,101,6.0,4.0,8,2,4
915,717866,WSH,571578,98,6.0,3.0,4,1,11
916,717863,SD,608379,82,6.0,0.0,7,1,2
917,717860,MIA,665795,65,5.0,1.0,4,2,2
918,717859,TB,542888,24,2.0,0.0,1,0,1
919,717858,CLE,676440,90,5.0,1.0,2,2,4
920,717856,TOR,605135,81,8.0,2.0,5,0,4
921,717865,PIT,672710,38,0.33,7.0,1,2,6
922,717854,TEX,592351,100,9.0,1.0,12,0,4
923,717853,CIN,682227,96,5.67,6.0,3,2,8
924,717852,COL,657756,87,6.0,2.0,4,2,2
925,717851,MIL,669203,96,8.0,0.0,9,0,2
926,717850,ATL,450203,107,4.67,4.0,5,4,4
927,717855,LAA,642545,76,5.0,2.0,3,1,3
928,717862,PHI,554430,108,7.33,1.0,8,1,2
929,717857,NYY,681190,86,5.67,0.0,3,1,2
930,717849,MIL,607067,84,5.0,0.0,8,1,3
931,717848,NYY,622663,86,5.0,4.0,6,2,6
932,717846,COL,502624,92,5.33,3.0,7,1,6
933,717845,TB,630023,65,5.67,1.0,4,0,5
934,717843,TOR,621244,89,6.0,2.0,2,2,4
935,717842,CLE,650644,93,5.67,2.0,3,2,4
936,717840,ATL,675911,87,4.0,8.0,8,2,8
937,717838,LAA,672282,99,5.67,1.0,8,2,5
938,717844,CIN,668933,46,2.67,3.0,1,2,3
939,717834,DET,547179,86,6.67,6.0,3,1,7
940,717841,NYY,543037,101,6.0,2.0,6,1,7
941,717839,BAL,669330,92,6.67,2.0,4,1,5
942,717837,PHI,624133,103,6.0,1.0,8,2,4
943,717836,PIT,448179,119,7.0,2.0,6,2,7
944,717835,TOR,579328,82,5.0,2.0,4,1,4
945,717833,CLE,671106,85,6.0,5.0,4,2,9
946,717827,TB,607192,84,6.0,1.0,6,3,1
947,717831,MIL,605288,93,4.0,5.0,4,4,6
948,717830,COL,596295,85,4.0,7.0,1,2,11
949,717829,ATL,700363,86,5.33,0.0,2,2,3
950,717828,CWS,656302,95,6.0,1.0,7,2,4
951,717824,LAA,660271,97,5.0,3.0,6,5,3
952,717823,SF,543101,93,6.0,2.0,2,4,3
953,717832,STL,656756,97,6.0,0.0,6,1,3
954,717826,SF,605154,19,2.0,0.0,1,0,0
955,717825,NYY,593334,86,6.0,1.0,5,2,6
956,717822,TOR,670950,53,3.0,0.0,7,1,1
957,717821,DET,571510,88,5.0,5.0,3,2,6
958,717820,CWS,656629,100,5.0,0.0,6,1,5
959,717819,COL,607536,90,5.0,1.0,5,2,6
960,717818,BAL,608344,72,5.33,1.0,5,0,6
961,717817,STL,571945,98,6.0,5.0,2,2,7
962,717815,CLE,663474,92,5.0,5.0,5,3,7
963,717814,MIL,527054,98,7.0,1.0,6,1,6
964,717813,TB,671737,75,3.67,4.0,4,4,4
965,717812,PIT,670912,90,6.33,2.0,5,2,4
966,717811,PHI,605400,102,6.33,6.0,7,2,7
967,717809,LAA,663776,102,5.0,5.0,8,0,10
968,717816,ATL,694363,81,5.0,3.0,0,0,8
969,717803,PIT,656605,106,7.0,1.0,7,2,2
970,717810,NYY,657376,82,5.33,1.0,4,0,4
971,717808,BAL,502043,90,6.33,3.0,4,0,7
972,717807,ATL,693821,98,5.33,5.0,1,1,8
973,717805,TOR,592332,101,4.67,6.0,4,4,7
974,717804,DET,676684,11,1.0,0.0,0,0,1
975,717802,CLE,669456,104,7.0,0.0,9,1,3
976,717806,PHI,592836,83,5.0,0.0,5,2,2
977,717800,MIL,642547,95,5.0,4.0,5,2,3
978,717795,CWS,608337,101,7.0,1.0,8,1,6
979,717796,SF,605154,22,1.0,0.0,1,1,1
980,717797,STL,425794,98,5.67,3.0,2,1,8
981,717801,TB,663556,96,7.0,3.0,5,1,4
982,717798,COL,659275,91,5.0,2.0,5,3,6
983,717799,LAA,656288,101,5.0,3.0,7,0,7
984,717794,BOS,572020,98,6.0,0.0,8,1,4
985,717792,TEX,641540,90,5.0,3.0,3,5,6
986,717791,STL,669461,86,6.0,2.0,5,2,7
987,717793,KC,425844,81,5.0,3.0,4,0,6
988,717789,OAK,621076,93,6.0,3.0,4,3,5
989,717786,SEA,682243,89,6.0,1.0,6,3,1
990,717785,AZ,674072,85,4.67,5.0,6,1,9
991,717790,DET,669438,45,2.67,1.0,1,1,3
992,717780,TEX,674003,64,4.33,1.0,3,1,2
993,717788,BOS,676710,80,4.0,4.0,5,3,5
994,717787,BAL,665152,95,6.0,2.0,6,0,8
995,717783,MIN,641154,97,6.0,3.0,9,1,4
996,717782,CHC,592791,95,6.0,3.0,4,2,6
997,717781,STL,656427,101,4.33,6.0,3,3,10
998,717779,NYM,453286,76,3.33,6.0,2,0,7
999,717777,KC,543475,94,6.0,5.0,4,3,5
1000,717776,LAD,664062,90,6.0,0.0,6,2,2
1001,717775,AZ,605200,85,3.0,4.0,4,3,6
