,game_pk,home_team,home_sp,np,ip,er,k,bb,h
1487,717289,CIN,596133,79,4.0,3.0,1,2,8
1488,717288,DET,656412,93,6.0,0.0,2,4,1
1489,717287,MIL,527054,78,6.0,1.0,5,0,3
1490,717292,MIA,666200,115,7.0,1.0,13,2,4
1491,717285,MIN,641927,82,6.0,2.0,6,0,5
1492,717284,TEX,527048,94,6.0,4.0,6,2,6
1493,717283,CLE,675540,42,3.0,1.0,3,3,1
1494,717281,SEA,693433,90,6.0,4.0,7,1,4
1495,717279,OAK,665622,93,5.0,1.0,6,3,2
1496,717278,LAA,542881,97,6.0,4.0,5,1,8
1497,717286,CHC,592791,109,5.67,1.0,6,1,8
1498,718558,DET,669373,82,5.0,0.0,9,0,2
1499,717282,WSH,571578,93,6.33,5.0,5,2,10
1500,717280,PHI,650911,92,7.0,2.0,8,0,4
1501,717277,CLE,671106,84,7.0,4.0,5,0,7
1502,717276,SD,506433,85,4.33,7.0,3,3,8
1503,717275,MIN,628317,98,6.33,1.0,8,2,6
1504,717273,MIL,607067,91,6.0,2.0,5,1,5
1505,717271,LAD,675627,68,4.67,2.0,6,0,8
1506,717268,AZ,669194,87,6.0,5.0,1,3,8
1507,717274,HOU,656232,102,4.67,3.0,5,4,6
1508,717272,SF,502171,95,6.0,0.0,9,1,3
1509,717270,TB,607192,97,7.0,1.0,8,2,2
1510,717269,WSH,592866,93,6.0,4.0,3,0,9
1511,717267,PHI,592836,104,5.67,2.0,4,3,6
1512,717266,NYY,593334,91,6.0,6.0,9,1,7
1513,717265,DET,593958,90,4.67,4.0,3,3,7
1514,717264,MIN,641154,94,7.0,2.0,8,1,6
1515,717261,BOS,670167,24,1.0,1.0,0,1,2
1516,717262,MIL,669203,93,6.0,2.0,6,1,3
1517,717260,CLE,650644,93,8.0,1.0,5,2,5
1518,717259,AZ,518876,86,6.0,1.0,5,2,4
1519,717258,SD,605483,102,6.0,1.0,4,5,2
1520,717256,LAD,628711,104,6.0,3.0,5,2,8
1521,717255,HOU,641585,84,7.0,0.0,3,2,5
1522,717263,CWS,656629,102,5.0,4.0,5,1,9
1523,717257,WSH,663623,105,6.0,4.0,7,2,6
1524,717254,MIL,642547,89,6.0,0.0,13,0,4
1525,717253,LAD,664062,109,5.0,5.0,5,3,7
1526,717252,TB,621107,53,4.0,5.0,3,1,7
1527,717250,MIN,657746,95,3.67,4.0,7,2,7
1528,717249,CLE,668909,87,4.0,0.0,5,2,3
1529,717251,SF,676254,40,2.67,0.0,3,1,1
1530,717246,SD,607625,84,7.0,2.0,8,0,3
1531,717245,PHI,624133,90,6.0,4.0,6,1,7
1532,717244,AZ,668678,102,6.33,5.0,8,2,7
1533,717242,BOS,678394,92,6.0,3.0,4,2,4
1534,717240,CWS,458681,100,4.67,7.0,5,2,7
1535,717239,HOU,664285,80,3.67,6.0,1,2,8
1536,717248,NYY,607074,93,5.67,1.0,4,3,4
1537,717247,DET,666159,87,5.0,7.0,5,1,7
1538,717243,DET,547179,88,5.0,3.0,7,1,5
1539,717241,NYM,673540,99,6.0,1.0,5,3,2
1540,717233,CWS,656302,102,5.67,4.0,5,2,9
1541,717238,STL,571945,14,0.67,1.0,1,0,0
1542,717230,NYM,453286,103,7.0,1.0,7,2,6
1543,717237,BAL,680570,97,6.33,0.0,4,2,3
1544,717236,MIA,666129,94,6.0,0.0,6,1,5
1545,717235,TOR,592332,105,6.0,1.0,9,3,5
1546,717232,KC,663903,104,5.0,2.0,10,2,4
1547,717231,ATL,630023,61,3.67,4.0,3,1,6
1548,717229,HOU,664299,104,6.0,3.0,9,2,3
1549,717234,PIT,656605,108,5.67,2.0,8,3,6
1550,717227,COL,607536,70,4.0,3.0,3,0,9
1551,717226,STL,656756,100,6.0,3.0,3,4,5
1552,717225,LAD,676272,100,5.0,3.0,6,0,6
1553,717224,SD,605397,105,6.0,0.0,5,2,4
1554,717223,AZ,674072,94,6.0,4.0,6,1,6
1555,717220,SF,657277,88,7.33,3.0,4,0,6
1556,717228,CWS,657053,83,5.0,0.0,4,1,3
1557,717222,TOR,666201,82,4.33,1.0,6,3,4
1558,717219,BAL,669330,63,2.67,3.0,1,3,3
1559,717218,MIA,456501,83,6.0,4.0,5,1,4
1560,717217,CWS,605182,72,5.0,0.0,3,0,2
1561,717216,PIT,682990,85,5.0,5.0,7,6,5
1562,717215,NYM,471911,63,2.33,6.0,2,1,8
1563,717214,HOU,686613,95,6.0,2.0,4,2,4
1564,717221,SF,676254,40,2.67,0.0,3,0,1
1565,717212,COL,623167,75,3.67,5.0,4,6,4
1566,717211,ATL,693821,86,7.0,1.0,3,0,4
1567,717210,AZ,694297,85,5.67,3.0,3,1,8
1568,717209,SD,506433,92,6.0,0.0,9,2,3
1569,717207,KC,543475,100,5.0,3.0,4,2,4
1570,717205,LAD,686218,82,5.0,0.0,5,1,2
1571,717213,STL,425794,87,6.0,4.0,3,3,7
1572,717208,PIT,448179,79,5.0,2.0,7,3,5
1573,717206,ATL,700363,93,5.0,3.0,3,4,4
1574,717204,CWS,656629,93,5.0,3.0,2,5,4
1575,717203,NYM,434378,103,5.33,1.0,5,1,5
1576,717202,MIA,666200,96,4.67,1.0,3,3,6
1577,717201,TOR,621244,98,6.0,1.0,6,2,6
1578,717200,BAL,665152,90,4.0,3.0,7,2,7
1579,717198,KC,642232,78,7.0,1.0,5,0,7
1580,717197,SF,518397,16,1.67,0.0,1,0,0
1581,717196,HOU,656232,93,5.0,3.0,4,3,8
1582,717195,STL,571927,99,6.0,0.0,2,0,4
1583,717194,LAD,675627,96,6.0,8.0,10,1,10
1584,717193,AZ,518876,90,5.0,3.0,6,2,7
1585,717191,SD,605483,101,5.0,0.0,9,4,4
1586,717199,COL,621389,52,5.0,0.0,2,1,3
1587,717188,CHC,573186,71,3.0,6.0,2,2,6
1588,717192,WSH,663623,92,5.33,2.0,2,2,6
1589,717190,SF,596001,37,3.0,0.0,3,0,1
1590,717189,MIA,665795,76,3.0,2.0,3,6,2
1591,717187,ATL,450203,94,6.0,3.0,8,3,6
1592,717179,COL,596295,83,6.0,2.0,5,2,6
1593,717185,NYY,666745,67,4.0,5.0,4,0,6
1594,717184,HOU,641585,97,7.0,2.0,6,2,7
1595,717181,SEA,669923,97,5.0,1.0,7,2,4
1596,717186,TOR,605135,113,6.0,4.0,7,2,7
1597,717183,WSH,680686,81,3.67,5.0,3,3,4
1598,717182,MIA,645261,101,8.0,0.0,5,1,4
1599,717180,SF,502171,84,6.0,3.0,4,1,4
1600,717178,PIT,670912,99,7.0,1.0,5,2,6
1601,717177,TOR,547943,80,5.0,4.0,3,1,9
1602,717176,ATL,675911,110,6.67,1.0,9,2,5
1603,717174,STL,571945,109,7.0,2.0,7,1,6
1604,717175,NYY,607074,97,4.0,4.0,5,4,4
1605,717172,HOU,664285,93,9.0,0.0,7,1,0
1606,717171,LAD,458681,93,7.0,3.0,7,1,5
1607,717170,KC,425844,72,5.0,1.0,3,0,4
1608,717169,COL,663567,79,4.33,4.0,2,2,4
1609,717168,TEX,571760,80,6.0,0.0,11,0,2
1610,717167,SEA,682243,93,5.67,6.0,4,2,7
1611,717173,CHC,657006,101,6.0,3.0,6,0,8
1612,717160,NYY,543037,91,7.0,2.0,8,2,4
1613,717166,PIT,674370,59,3.0,4.0,3,1,3
1614,717164,SF,657277,105,7.0,2.0,5,1,4
1615,717163,HOU,669854,77,4.0,2.0,3,4,5
1616,717162,WSH,669022,89,6.0,2.0,5,2,3
1617,717161,SEA,669302,104,6.0,3.0,5,3,5
1618,717159,MIA,666129,95,5.0,3.0,5,2,6
1619,717165,ATL,630023,75,5.0,3.0,5,1,6
1620,717157,TOR,579328,91,6.0,1.0,3,1,6
1621,717156,KC,666142,94,6.0,0.0,8,1,7
1622,717155,STL,641712,94,7.0,3.0,7,3,2
1623,717154,LAD,664062,84,5.0,1.0,3,2,5
1624,717153,CHC,592767,88,4.67,5.0,7,0,6
1625,717152,TEX,641540,102,7.67,1.0,11,1,3
1626,717158,COL,607536,98,6.0,4.0,6,1,7
1627,717151,SF,518397,7,1.0,0.0,0,0,1
1628,717150,TOR,592332,103,4.33,3.0,6,2,8
1629,717149,TEX,453286,105,6.0,3.0,9,2,7
1630,717148,KC,663903,100,8.0,0.0,4,0,3
1631,717147,MIA,456501,100,6.0,4.0,4,2,5
1632,717146,CHC,592791,92,5.0,2.0,5,2,7
1633,717145,STL,669461,93,5.67,5.0,1,2,6
1634,717144,LAA,660271,59,4.0,0.0,4,1,3
1635,717143,MIL,605288,95,6.0,1.0,5,2,4
1636,717142,NYY,657376,82,5.0,2.0,4,1,4
1637,717137,LAD,628711,68,5.0,0.0,5,1,3
1638,717140,PHI,605400,100,5.33,5.0,8,1,8
1639,717141,CHC,543294,72,4.0,7.0,3,0,8
1640,717139,CIN,668933,106,8.0,3.0,5,2,5
1641,717138,NYY,622663,87,4.0,5.0,4,3,5
1642,717136,BOS,572020,94,5.0,4.0,4,2,9
1643,717135,DET,681857,92,5.0,4.0,3,3,5
1644,717134,BAL,665152,87,5.33,2.0,4,4,2
1645,717128,MIN,641927,104,5.0,2.0,3,0,6
1646,717132,CLE,671106,96,6.0,2.0,5,4,4
1647,717131,MIL,607067,90,4.0,6.0,2,3,8
1648,717130,LAA,672282,93,4.0,7.0,4,2,9
1649,717129,SD,506433,82,7.0,2.0,4,0,5
1650,717127,STL,425794,75,3.0,7.0,5,2,9
1651,717133,TEX,656756,80,6.0,2.0,6,1,6
1652,717120,CIN,671096,105,5.67,6.0,3,5,9
1653,717125,BOS,670167,17,1.0,0.0,1,0,1
1654,717124,TEX,592351,77,5.33,5.0,6,2,7
1655,717123,PHI,650911,86,5.0,6.0,7,1,6
1656,717122,DET,669373,88,5.33,0.0,6,1,6
1657,717121,CHC,665871,83,3.67,2.0,3,2,5
1658,717119,STL,571927,103,6.0,1.0,6,2,5
1659,717126,NYY,641482,64,4.0,1.0,8,1,1
1660,717117,OAK,621112,105,6.0,0.0,7,3,2
1661,717109,LAA,542881,80,5.0,2.0,6,3,2
1662,717112,SD,605483,108,5.0,3.0,8,4,4
1663,717118,MIN,628317,87,6.0,1.0,7,0,2
1664,717115,CLE,592789,83,6.0,5.0,3,0,9
1665,717114,BAL,502043,98,7.0,3.0,9,1,4
1666,717116,MIL,669203,107,6.0,2.0,5,4,2
1667,717113,PHI,592836,95,7.0,4.0,2,1,7
1668,717111,BOS,657514,24,1.0,0.0,2,0,2
1669,717110,NYY,607074,58,2.67,5.0,5,2,3
1670,717108,CLE,675540,65,5.0,2.0,4,0,4
1671,717107,BAL,680694,87,4.67,0.0,5,5,3
1672,717105,MIL,605540,85,5.0,2.0,9,0,4
1673,717104,CIN,680689,66,3.0,4.0,2,3,4
1674,717106,MIN,572971,74,5.0,1.0,0,2,8
1675,717102,TEX,571760,81,5.67,0.0,4,2,4
1676,717101,LAA,681217,100,7.0,2.0,12,1,4
1677,717100,OAK,665622,88,3.33,3.0,3,5,5
1678,717099,STL,668868,60,4.0,1.0,8,1,2
1679,717098,CHC,657006,110,5.33,3.0,7,4,8
1680,717093,SD,448179,77,3.0,6.0,4,1,5
1681,717103,DET,666159,93,5.67,6.0,3,1,9
1682,717092,NYM,673540,85,6.0,2.0,6,2,7
1683,717097,CIN,682227,89,6.67,1.0,9,0,3
1684,717095,PIT,674370,51,4.0,3.0,3,0,4
1685,717094,SD,607625,71,3.33,8.0,2,2,8
1686,717091,DET,666214,71,3.0,8.0,2,1,10
1687,717081,OAK,686610,92,6.0,2.0,7,1,6
1688,717089,BOS,678394,99,6.67,1.0,2,2,6
1689,717088,CWS,656302,104,5.33,0.0,6,7,1
1690,717087,CLE,668909,90,7.0,0.0,12,1,1
1691,717086,MIL,642547,94,7.0,1.0,13,0,1
1692,717090,LAA,663776,99,6.67,2.0,8,1,5
1693,717079,PIT,656605,91,5.0,3.0,4,0,9
1694,717085,TB,621107,99,7.0,1.0,8,0,5
1695,717084,BAL,680570,93,6.0,2.0,4,2,6
1696,717083,CIN,596133,89,4.33,1.0,6,1,5
1697,717082,PHI,554430,95,6.0,3.0,6,0,7
1698,717080,NYM,471911,75,5.0,2.0,5,2,3
1699,717096,PHI,624133,95,5.67,2.0,5,2,6
1700,717078,MIL,489119,85,6.0,1.0,2,3,2
1701,717076,DET,593958,102,7.0,0.0,5,3,4
1702,717075,CWS,657053,106,5.0,4.0,9,5,6
1703,717074,CLE,676440,100,7.0,0.0,6,0,6
1704,717073,AZ,694297,88,4.67,4.0,5,2,6
1705,717072,SEA,669302,100,7.0,0.0,12,0,1
1706,717069,OAK,676664,86,4.0,4.0,6,1,9
1707,717068,LAA,608337,101,6.0,3.0,7,3,3
1708,717077,BOS,676710,78,3.33,3.0,6,2,7
1709,717071,LAA,660271,97,6.0,0.0,5,3,3
1710,717070,CIN,668933,103,7.0,1.0,7,1,3
1711,717067,BAL,656427,98,5.0,3.0,8,2,6
1712,717066,PHI,547179,124,9.0,0.0,5,4,0
1713,717064,TB,656222,32,2.0,2.0,1,1,3
1714,717063,OAK,643493,34,2.0,0.0,2,1,0
1715,717062,NYM,656849,62,3.67,2.0,5,2,4
1716,717065,MIL,605288,67,5.0,4.0,5,1,5
1717,717060,CLE,671106,87,5.0,1.0,3,3,4
1718,717059,BOS,601713,90,5.0,2.0,8,2,4
1719,717058,PIT,682990,86,4.0,4.0,4,1,9
1720,717057,AZ,518876,83,6.0,0.0,2,2,6
1721,717055,SEA,676106,87,5.0,1.0,3,3,2
1722,717054,CWS,605182,86,6.0,1.0,6,3,3
1723,717061,DET,656412,85,4.67,3.0,5,2,4
1724,717056,PIT,663559,86,4.0,4.0,3,2,8
1725,717053,BAL,665152,91,7.0,2.0,5,2,6
1726,717052,CLE,592789,87,5.67,1.0,5,2,6
1727,717051,BOS,572020,98,5.33,0.0,6,0,6
1728,717050,DET,681857,94,6.0,0.0,8,3,2
1729,717048,TB,641793,73,6.0,3.0,5,0,7
1730,717045,LAD,477132,67,5.0,1.0,4,0,3
1731,717049,PHI,605400,105,5.0,1.0,6,1,5
1732,717047,MIA,666200,73,3.33,7.0,2,1,9
1733,717046,PIT,670912,93,5.0,6.0,4,2,5
1734,717044,PHI,650911,107,6.0,2.0,5,3,6
1735,717043,WSH,672851,63,3.0,2.0,3,2,2
1736,717042,BOS,519242,58,4.67,2.0,7,0,1
1737,717041,TOR,621244,91,4.33,4.0,3,0,9
1738,717040,NYM,656731,84,5.33,5.0,3,1,9
1739,717038,TB,650644,91,5.0,2.0,2,1,7
1740,717037,HOU,434378,95,6.0,3.0,7,0,6
1741,717036,CWS,656629,96,4.33,4.0,4,5,5
1742,717035,AZ,669194,73,3.0,6.0,2,1,7
1743,717034,SEA,622491,101,6.0,1.0,8,2,2
1744,717032,LAD,458681,94,5.0,0.0,9,1,4
1745,717031,SF,518397,18,1.0,0.0,2,1,0
1746,717039,KC,669395,22,1.0,0.0,0,3,0
1747,718371,NYM,660593,109,4.67,5.0,4,4,8
1748,717030,WSH,663623,99,6.67,2.0,6,0,7
1749,717029,SF,502171,92,4.33,6.0,3,2,9
1750,717028,PHI,592836,94,5.0,3.0,2,6,3
1751,717026,TOR,605135,99,6.0,4.0,6,2,4
1752,717025,MIA,645261,116,9.0,1.0,10,2,5
1753,717024,TB,542888,43,2.0,0.0,3,1,2
1754,717033,BOS,678394,90,4.67,4.0,5,0,9
1755,717022,HOU,641585,100,7.0,2.0,5,1,4
1756,717021,NYM,500779,104,6.0,1.0,4,3,4
1757,717020,AZ,668678,98,6.0,0.0,8,1,4
1758,717019,KC,666142,93,5.0,3.0,5,4,6
1759,717018,SEA,669923,103,9.0,0.0,7,0,3
1760,717017,LAD,664062,91,6.0,1.0,6,0,3
1761,717023,CWS,669947,97,6.33,3.0,5,3,6
1762,717027,PIT,656578,78,3.67,3.0,5,2,5
1763,717016,WSH,592866,92,4.33,5.0,4,2,6
1764,717015,PIT,656605,91,6.0,1.0,7,3,5
1765,717014,BOS,676710,73,4.67,2.0,2,1,3
1766,717013,NYM,673540,107,6.0,3.0,7,2,4
1767,717012,TOR,547943,86,5.0,0.0,3,2,2
1768,717011,MIA,691587,82,4.0,4.0,5,2,4
1769,717008,SF,657277,107,8.67,1.0,6,1,6
1770,717009,PHI,624133,92,6.33,2.0,8,3,6
1771,717007,LAD,628711,88,7.0,3.0,12,0,4
1772,717006,CWS,656302,97,7.0,2.0,7,2,5
1773,717005,SEA,682243,85,5.67,1.0,2,2,5
1774,717004,HOU,664353,80,5.0,1.0,7,0,3
1775,717003,AZ,694297,92,5.67,3.0,8,2,9
1776,717010,TB,621107,82,3.0,6.0,3,1,9
1777,717000,MIA,666129,75,5.0,0.0,1,2,4
1778,717001,ATL,608331,83,6.0,2.0,2,1,8
1779,717002,NYM,471911,88,3.0,2.0,5,3,4
1780,716999,SF,676254,39,2.0,0.0,4,1,2
1781,716995,STL,571945,99,6.33,4.0,4,3,5
1782,716997,TEX,453286,100,7.0,0.0,11,1,1
1783,716996,SD,506433,81,7.0,4.0,6,1,8
1784,716994,KC,663903,106,7.33,2.0,8,1,2
1785,716998,COL,623167,83,6.0,4.0,6,1,5
1786,716993,WSH,680686,83,3.0,5.0,4,3,5
1787,716991,MIA,456501,96,5.33,4.0,3,2,7
1788,716990,TOR,579328,84,6.0,1.0,7,0,4
1789,716989,SF,596001,62,4.0,0.0,7,1,2
1790,716988,NYM,656849,91,3.67,1.0,5,6,3
1791,716987,ATL,693821,94,7.0,0.0,3,3,1
1792,716986,CHC,543294,98,6.0,3.0,4,2,7
1793,716992,CIN,668933,102,7.0,3.0,2,2,7
1794,716984,STL,641712,101,6.67,2.0,3,1,5
1795,716983,MIN,641927,87,5.0,2.0,6,3,4
1796,716981,KC,543475,91,5.0,6.0,3,1,9
1797,716980,SD,608379,77,5.0,0.0,5,1,3
1798,716979,LAD,676272,74,6.0,1.0,4,1,1
1799,716978,COL,621389,80,5.0,2.0,2,2,6
1800,716985,TEX,656756,91,6.0,1.0,9,0,6
1801,716982,WSH,669022,85,6.33,0.0,7,2,1
1802,716977,COL,596295,93,5.33,6.0,1,3,7
1803,716976,MIN,628317,87,4.0,3.0,6,1,7
1804,716975,SF,676254,20,1.0,0.0,2,1,1
1805,716974,NYM,656731,95,5.0,2.0,5,4,5
1806,716973,CIN,671096,84,5.0,2.0,5,0,6
1807,716972,MIA,666200,84,3.67,5.0,3,3,8
1808,716968,CHC,665871,81,6.0,2.0,4,2,4
1809,716970,ATL,450203,94,6.0,0.0,10,1,4
1810,716969,STL,669461,92,4.33,5.0,5,3,10
1811,716967,TOR,592332,84,5.33,5.0,4,3,7
1812,716965,SD,605483,92,6.0,2.0,5,2,3
1813,716963,KC,663704,17,1.0,3.0,2,0,3
1814,716962,LAD,477132,71,5.0,1.0,2,2,3
1815,716971,TEX,592351,92,7.0,1.0,4,2,6
1816,716966,WSH,571578,96,6.0,1.0,6,0,4
1817,716961,LAD,458681,87,7.0,0.0,3,1,4
1818,716964,KC,672582,84,4.0,1.0,6,2,5
1819,716957,SD,448179,56,5.0,3.0,3,1,2
1820,716958,STL,425794,93,6.0,3.0,2,3,4
1821,716960,WSH,672851,74,4.0,6.0,3,2,6
1822,716959,CLE,675540,81,6.0,1.0,6,2,5
1823,716956,CLE,668909,90,5.0,3.0,4,2,6
1824,716955,CHC,592791,91,6.0,2.0,3,0,6
1825,716953,NYY,666745,46,2.33,6.0,1,0,9
1826,716952,STL,668868,82,5.0,2.0,5,1,6
1827,716951,MIN,641154,99,6.0,0.0,7,2,6
1828,716954,CIN,664028,75,5.0,0.0,2,1,3
1829,716949,ATL,675911,97,7.0,0.0,10,1,1
1830,716948,HOU,641585,105,6.0,2.0,7,1,7
1831,716947,COL,663567,85,7.0,1.0,5,1,4
1832,716946,LAD,664062,97,3.33,10.0,2,4,8
1833,716945,LAA,542881,81,4.0,5.0,3,2,6
1834,716944,OAK,660906,23,1.0,3.0,1,0,4
1835,716942,SD,607625,104,6.0,0.0,9,3,5
1836,716950,TEX,571760,84,3.67,3.0,3,1,7
1837,716936,MIN,543243,93,6.67,4.0,7,3,4
1838,716937,CHC,657006,99,6.0,2.0,7,0,6
1839,716938,TEX,641540,99,5.0,3.0,4,1,7
1840,716943,NYY,543037,86,4.0,6.0,4,1,7
1841,716940,STL,571945,91,4.67,7.0,4,2,7
1842,716941,WSH,663623,94,6.0,0.0,7,2,5
1843,716935,CIN,682227,101,5.67,4.0,6,1,9
1844,716939,CLE,676440,91,5.0,3.0,6,1,5
1845,716934,ATL,630023,77,4.0,4.0,4,1,7
1846,716919,SD,663362,96,5.0,5.0,5,3,5
1847,716932,HOU,664285,88,5.0,6.0,5,2,10
1848,716931,SD,506433,104,5.0,4.0,7,1,9
1849,716930,OAK,686610,81,5.67,2.0,7,3,4
1850,716926,LAD,628711,100,7.0,1.0,5,0,5
1851,716925,LAA,663776,100,4.67,2.0,4,3,7
1852,716915,LAA,681217,77,3.67,5.0,4,3,5
1853,716909,LAD,657571,22,1.0,0.0,0,0,2
1854,716933,COL,607536,95,5.0,4.0,6,1,8
1855,716923,MIN,572971,85,6.33,0.0,3,0,1
1856,716929,WSH,592866,94,6.0,0.0,4,3,2
1857,716928,NYY,657376,97,5.67,2.0,8,2,4
1858,716927,ATL,608331,103,5.67,3.0,6,1,9
1859,716924,CIN,668881,90,3.0,8.0,4,3,10
1860,716922,CLE,671106,99,6.0,2.0,5,2,4
1861,716918,TEX,453286,99,3.67,3.0,4,4,3
1862,716920,HOU,686613,82,2.67,6.0,5,2,8
1863,716921,STL,641712,99,5.33,2.0,7,2,5
1864,716917,CHC,543294,90,6.33,1.0,3,1,5
1865,716916,COL,623167,85,6.0,1.0,5,0,7
1866,716914,OAK,676664,68,4.0,7.0,4,2,9
1867,716913,DET,656412,92,6.0,2.0,4,2,3
1868,716912,PIT,641672,45,3.0,0.0,1,1,2
1869,716911,PHI,605400,100,7.0,2.0,5,1,7
1870,716908,HOU,664299,105,5.0,3.0,3,3,7
1871,716910,ATL,642216,94,4.33,7.0,4,1,9
1872,716906,AZ,573009,5,0.67,0.0,0,0,1
1873,716905,CWS,657053,96,4.0,7.0,3,4,7
1874,716904,OAK,621112,82,6.0,2.0,6,1,4
1875,716907,SD,608379,94,5.33,1.0,7,2,5
1876,716897,CLE,592789,95,6.0,3.0,4,1,4
1877,716901,PIT,670912,97,5.0,1.0,5,1,4
1878,716900,NYY,607074,68,6.0,1.0,1,0,6
1879,716899,PHI,592836,89,5.0,2.0,7,2,6
1880,716902,BAL,680570,94,6.0,3.0,5,2,8
1881,716898,TB,641793,80,5.33,4.0,6,1,7
1882,716896,DET,681857,97,4.67,6.0,7,3,4
1883,716891,ATL,693821,90,5.33,1.0,3,3,2
1884,716894,MIL,489119,89,5.0,3.0,4,1,5
1885,716893,CWS,605182,97,5.0,4.0,4,4,6
1886,716892,LAA,608337,100,6.0,1.0,9,2,5
1887,716889,AZ,668678,90,6.0,1.0,11,1,7
1888,716888,OAK,666204,16,1.0,0.0,0,0,0
1889,716887,SD,605483,96,6.0,3.0,8,2,6
1890,716895,HOU,434378,96,6.0,0.0,9,1,5
1891,716883,SD,607625,93,6.0,0.0,4,1,3
1892,716903,LAA,672282,94,5.0,4.0,3,2,7
1893,716890,LAA,660271,26,1.33,0.0,2,1,0
1894,716886,PIT,682847,90,3.33,5.0,5,5,7
1895,716885,DET,669373,85,6.0,4.0,7,1,6
1896,716884,OAK,661309,41,2.33,1.0,3,1,3
1897,716882,MIL,669203,99,6.0,6.0,5,1,8
1898,716875,CLE,675540,38,2.0,3.0,1,0,5
1899,716880,TB,650644,80,5.0,3.0,9,0,4
1900,716879,PHI,547179,93,5.67,4.0,4,3,8
1901,716878,HOU,664353,100,4.67,4.0,1,3,8
1902,716877,NYY,622663,97,6.67,0.0,2,2,1
1903,716876,ATL,450203,109,7.0,0.0,11,1,2
1904,716881,CWS,656629,65,4.0,0.0,5,4,1
1905,716874,BAL,665152,94,6.0,0.0,5,0,5
1906,716873,HOU,641585,81,2.33,10.0,3,2,11
1907,716872,NYY,650633,50,2.67,0.0,3,2,1
1908,716871,CLE,668909,96,4.33,5.0,5,2,8
1909,716870,PIT,642239,25,1.0,1.0,1,0,2
1910,716869,TB,542888,25,2.0,0.0,2,0,2
1911,716868,AZ,518876,86,7.0,0.0,12,0,1
1912,716867,MIN,641154,91,5.0,5.0,4,1,10
1913,716865,BAL,502043,95,8.0,3.0,8,1,6
1914,716864,CWS,669947,91,5.67,5.0,4,0,6
1915,716866,BOS,676710,86,5.0,2.0,7,1,4
1916,716863,MIA,666129,90,6.0,3.0,3,0,7
1917,716862,PIT,656605,93,8.0,0.0,6,1,4
1918,716861,PHI,650911,83,6.0,2.0,6,0,5
1919,716860,TOR,605135,100,5.67,4.0,5,2,7
1920,716859,BAL,608344,85,6.0,4.0,5,1,6
1921,716858,DET,666159,80,6.33,0.0,3,0,1
1922,716852,SF,657277,92,5.33,5.0,1,1,6
1923,716856,CWS,656302,96,4.33,8.0,6,5,9
1924,716855,NYM,673540,105,6.67,2.0,10,3,4
1925,716854,TB,621107,103,6.0,2.0,11,1,7
1926,716853,SEA,682243,83,4.0,3.0,6,1,6
1927,716851,AZ,694297,86,5.33,2.0,5,1,3
1928,716850,MIN,543243,81,7.0,1.0,4,0,6
1929,716857,MIL,605540,107,6.0,1.0,11,3,3
1930,716844,MIA,691587,76,6.0,0.0,7,1,3
1931,716848,SF,676254,31,1.67,1.0,3,2,1
1932,716847,PHI,554430,80,7.0,1.0,10,0,3
1933,716849,BOS,572020,92,4.33,4.0,4,5,4
1934,716846,TOR,547943,70,5.0,2.0,5,0,4
1935,716845,TB,607192,85,6.0,0.0,4,2,1
1936,716843,DET,593958,96,4.67,4.0,1,4,5
1937,716837,BAL,680694,87,6.0,2.0,8,1,6
1938,716841,CWS,657053,94,5.0,0.0,4,3,2
1939,716840,NYM,471911,49,1.67,5.0,1,0,7
1940,716839,MIN,657746,80,5.0,1.0,7,2,5
1941,716838,MIL,642547,94,5.33,2.0,9,3,2
1942,716833,AZ,605200,86,5.0,1.0,5,2,5
1943,716832,SEA,669302,83,7.0,1.0,7,1,2
1944,716842,PIT,681882,25,2.0,0.0,3,0,0
1945,716836,BAL,656427,84,5.67,3.0,3,1,7
1946,716835,PHI,605400,95,7.0,0.0,9,1,1
1947,716834,PIT,663559,88,4.67,6.0,3,1,7
1948,716831,BOS,656557,80,4.0,1.0,4,2,5
1949,716830,DET,656412,95,4.67,3.0,2,4,7
1950,716829,NYM,656849,104,7.0,1.0,8,3,3
1951,716828,TB,641793,92,6.0,4.0,4,1,4
1952,716826,CWS,605182,95,7.0,1.0,10,2,1
1953,716825,TOR,579328,96,6.0,4.0,8,2,6
1954,716824,MIN,641927,73,4.0,5.0,4,1,5
1955,716822,MIL,605288,43,2.0,4.0,2,1,4
1956,716821,AZ,677944,84,5.67,1.0,5,0,3
1957,716820,SEA,622491,95,7.0,0.0,6,1,1
1958,716819,SF,663941,70,4.33,3.0,5,1,3
1959,716827,MIA,608638,12,1.0,0.0,1,0,1
1960,716814,BOS,519242,92,4.67,3.0,6,2,7
1961,716818,NYM,656731,96,6.0,1.0,8,1,5
1962,716817,PHI,592836,92,5.67,3.0,6,2,8
1963,716823,SF,690986,91,6.33,0.0,11,2,3
1964,716815,BAL,680570,96,6.0,0.0,6,1,1
1965,716813,MIN,628317,66,4.0,6.0,3,1,7
1966,716816,TOR,592332,99,5.0,3.0,7,2,7
1967,716811,KC,425844,76,4.67,2.0,2,2,6
1968,716804,SEA,693433,69,6.0,0.0,5,1,3
1969,716805,LAD,676272,86,6.0,4.0,4,2,7
1970,716812,COL,596295,42,2.67,2.0,1,2,4
1971,716809,STL,425794,93,6.0,1.0,1,3,8
