game_pk,date,team,prev_0_game_pk,prev_1_game_pk,prev_2_game_pk,prev_3_game_pk,prev_4_game_pk,prev_5_game_pk,prev_6_game_pk,prev_7_game_pk,prev_8_game_pk,prev_9_game_pk
718780,2023-03-30,ATL,,,,,,,,,,
718753,2023-04-01,ATL,718780.0,,,,,,,,,
718743,2023-04-02,ATL,718753.0,718780.0,,,,,,,,
718727,2023-04-03,ATL,718743.0,718753.0,718780.0,,,,,,,
718711,2023-04-04,ATL,718727.0,718743.0,718753.0,718780.0,,,,,,
718697,2023-04-05,ATL,718711.0,718727.0,718743.0,718753.0,718780.0,,,,,
718681,2023-04-06,ATL,718697.0,718711.0,718727.0,718743.0,718753.0,718780.0,,,,
718676,2023-04-07,ATL,718681.0,718697.0,718711.0,718727.0,718743.0,718753.0,718780.0,,,
718659,2023-04-08,ATL,718676.0,718681.0,718697.0,718711.0,718727.0,718743.0,718753.0,718780.0,,
718648,2023-04-09,ATL,718659.0,718676.0,718681.0,718697.0,718711.0,718727.0,718743.0,718753.0,718780.0,
718636,2023-04-10,ATL,718648.0,718659.0,718676.0,718681.0,718697.0,718711.0,718727.0,718743.0,718753.0,718780.0
718620,2023-04-11,ATL,718636.0,718648.0,718659.0,718676.0,718681.0,718697.0,718711.0,718727.0,718743.0,718753.0
718601,2023-04-12,ATL,718620.0,718636.0,718648.0,718659.0,718676.0,718681.0,718697.0,718711.0,718727.0,718743.0
718579,2023-04-14,ATL,718601.0,718620.0,718636.0,718648.0,718659.0,718676.0,718681.0,718697.0,718711.0,718727.0
718563,2023-04-15,ATL,718579.0,718601.0,718620.0,718636.0,718648.0,718659.0,718676.0,718681.0,718697.0,718711.0
718551,2023-04-16,ATL,718563.0,718579.0,718601.0,718620.0,718636.0,718648.0,718659.0,718676.0,718681.0,718697.0
718533,2023-04-17,ATL,718551.0,718563.0,718579.0,718601.0,718620.0,718636.0,718648.0,718659.0,718676.0,718681.0
718519,2023-04-18,ATL,718533.0,718551.0,718563.0,718579.0,718601.0,718620.0,718636.0,718648.0,718659.0,718676.0
718507,2023-04-19,ATL,718519.0,718533.0,718551.0,718563.0,718579.0,718601.0,718620.0,718636.0,718648.0,718659.0
718489,2023-04-21,ATL,718507.0,718519.0,718533.0,718551.0,718563.0,718579.0,718601.0,718620.0,718636.0,718648.0
718471,2023-04-22,ATL,718489.0,718507.0,718519.0,718533.0,718551.0,718563.0,718579.0,718601.0,718620.0,718636.0
718462,2023-04-23,ATL,718471.0,718489.0,718507.0,718519.0,718533.0,718551.0,718563.0,718579.0,718601.0,718620.0
718443,2023-04-24,ATL,718462.0,718471.0,718489.0,718507.0,718519.0,718533.0,718551.0,718563.0,718579.0,718601.0
718429,2023-04-25,ATL,718443.0,718462.0,718471.0,718489.0,718507.0,718519.0,718533.0,718551.0,718563.0,718579.0
718411,2023-04-26,ATL,718429.0,718443.0,718462.0,718471.0,718489.0,718507.0,718519.0,718533.0,718551.0,718563.0
718410,2023-04-27,ATL,718411.0,718429.0,718443.0,718462.0,718471.0,718489.0,718507.0,718519.0,718533.0,718551.0
718394,2023-04-28,ATL,718410.0,718411.0,718429.0,718443.0,718462.0,718471.0,718489.0,718507.0,718519.0,718533.0
718361,2023-05-01,ATL,718394.0,718410.0,718411.0,718429.0,718443.0,718462.0,718471.0,718489.0,718507.0,718519.0
718352,2023-05-01,ATL,718361.0,718394.0,718410.0,718411.0,718429.0,718443.0,718462.0,718471.0,718489.0,718507.0
718346,2023-05-02,ATL,718352.0,718361.0,718394.0,718410.0,718411.0,718429.0,718443.0,718462.0,718471.0,718489.0
718321,2023-05-03,ATL,718346.0,718352.0,718361.0,718394.0,718410.0,718411.0,718429.0,718443.0,718462.0,718471.0
718308,2023-05-04,ATL,718321.0,718346.0,718352.0,718361.0,718394.0,718410.0,718411.0,718429.0,718443.0,718462.0
718298,2023-05-05,ATL,718308.0,718321.0,718346.0,718352.0,718361.0,718394.0,718410.0,718411.0,718429.0,718443.0
718283,2023-05-06,ATL,718298.0,718308.0,718321.0,718346.0,718352.0,718361.0,718394.0,718410.0,718411.0,718429.0
718277,2023-05-07,ATL,718283.0,718298.0,718308.0,718321.0,718346.0,718352.0,718361.0,718394.0,718410.0,718411.0
718245,2023-05-09,ATL,718277.0,718283.0,718298.0,718308.0,718321.0,718346.0,718352.0,718361.0,718394.0,718410.0
718220,2023-05-10,ATL,718245.0,718277.0,718283.0,718298.0,718308.0,718321.0,718346.0,718352.0,718361.0,718394.0
718206,2023-05-12,ATL,718220.0,718245.0,718277.0,718283.0,718298.0,718308.0,718321.0,718346.0,718352.0,718361.0
718192,2023-05-13,ATL,718206.0,718220.0,718245.0,718277.0,718283.0,718298.0,718308.0,718321.0,718346.0,718352.0
718181,2023-05-14,ATL,718192.0,718206.0,718220.0,718245.0,718277.0,718283.0,718298.0,718308.0,718321.0,718346.0
718165,2023-05-15,ATL,718181.0,718192.0,718206.0,718220.0,718245.0,718277.0,718283.0,718298.0,718308.0,718321.0
718148,2023-05-16,ATL,718165.0,718181.0,718192.0,718206.0,718220.0,718245.0,718277.0,718283.0,718298.0,718308.0
718126,2023-05-17,ATL,718148.0,718165.0,718181.0,718192.0,718206.0,718220.0,718245.0,718277.0,718283.0,718298.0
718110,2023-05-19,ATL,718126.0,718148.0,718165.0,718181.0,718192.0,718206.0,718220.0,718245.0,718277.0,718283.0
718094,2023-05-20,ATL,718110.0,718126.0,718148.0,718165.0,718181.0,718192.0,718206.0,718220.0,718245.0,718277.0
718090,2023-05-21,ATL,718094.0,718110.0,718126.0,718148.0,718165.0,718181.0,718192.0,718206.0,718220.0,718245.0
718074,2023-05-22,ATL,718090.0,718094.0,718110.0,718126.0,718148.0,718165.0,718181.0,718192.0,718206.0,718220.0
718057,2023-05-23,ATL,718074.0,718090.0,718094.0,718110.0,718126.0,718148.0,718165.0,718181.0,718192.0,718206.0
718042,2023-05-24,ATL,718057.0,718074.0,718090.0,718094.0,718110.0,718126.0,718148.0,718165.0,718181.0,718192.0
718026,2023-05-25,ATL,718042.0,718057.0,718074.0,718090.0,718094.0,718110.0,718126.0,718148.0,718165.0,718181.0
718019,2023-05-26,ATL,718026.0,718042.0,718057.0,718074.0,718090.0,718094.0,718110.0,718126.0,718148.0,718165.0
717997,2023-05-27,ATL,718019.0,718026.0,718042.0,718057.0,718074.0,718090.0,718094.0,718110.0,718126.0,718148.0
717992,2023-05-28,ATL,717997.0,718019.0,718026.0,718042.0,718057.0,718074.0,718090.0,718094.0,718110.0,718126.0
717970,2023-05-29,ATL,717992.0,717997.0,718019.0,718026.0,718042.0,718057.0,718074.0,718090.0,718094.0,718110.0
717958,2023-05-30,ATL,717970.0,717992.0,717997.0,718019.0,718026.0,718042.0,718057.0,718074.0,718090.0,718094.0
717949,2023-05-31,ATL,717958.0,717970.0,717992.0,717997.0,718019.0,718026.0,718042.0,718057.0,718074.0,718090.0
717919,2023-06-02,ATL,717949.0,717958.0,717970.0,717992.0,717997.0,718019.0,718026.0,718042.0,718057.0,718074.0
717901,2023-06-03,ATL,717919.0,717949.0,717958.0,717970.0,717992.0,717997.0,718019.0,718026.0,718042.0,718057.0
717892,2023-06-04,ATL,717901.0,717919.0,717949.0,717958.0,717970.0,717992.0,717997.0,718019.0,718026.0,718042.0
717872,2023-06-06,ATL,717892.0,717901.0,717919.0,717949.0,717958.0,717970.0,717992.0,717997.0,718019.0,718026.0
717850,2023-06-07,ATL,717872.0,717892.0,717901.0,717919.0,717949.0,717958.0,717970.0,717992.0,717997.0,718019.0
717840,2023-06-08,ATL,717850.0,717872.0,717892.0,717901.0,717919.0,717949.0,717958.0,717970.0,717992.0,717997.0
717829,2023-06-09,ATL,717840.0,717850.0,717872.0,717892.0,717901.0,717919.0,717949.0,717958.0,717970.0,717992.0
717816,2023-06-10,ATL,717829.0,717840.0,717850.0,717872.0,717892.0,717901.0,717919.0,717949.0,717958.0,717970.0
717807,2023-06-11,ATL,717816.0,717829.0,717840.0,717850.0,717872.0,717892.0,717901.0,717919.0,717949.0,717958.0
717790,2023-06-12,ATL,717807.0,717816.0,717829.0,717840.0,717850.0,717872.0,717892.0,717901.0,717919.0,717949.0
717770,2023-06-14,ATL,717790.0,717807.0,717816.0,717829.0,717840.0,717850.0,717872.0,717892.0,717901.0,717919.0
717784,2023-06-14,ATL,717770.0,717790.0,717807.0,717816.0,717829.0,717840.0,717850.0,717872.0,717892.0,717901.0
717754,2023-06-15,ATL,717784.0,717770.0,717790.0,717807.0,717816.0,717829.0,717840.0,717850.0,717872.0,717892.0
717745,2023-06-16,ATL,717754.0,717784.0,717770.0,717790.0,717807.0,717816.0,717829.0,717840.0,717850.0,717872.0
717724,2023-06-17,ATL,717745.0,717754.0,717784.0,717770.0,717790.0,717807.0,717816.0,717829.0,717840.0,717850.0
717716,2023-06-18,ATL,717724.0,717745.0,717754.0,717784.0,717770.0,717790.0,717807.0,717816.0,717829.0,717840.0
717689,2023-06-20,ATL,717716.0,717724.0,717745.0,717754.0,717784.0,717770.0,717790.0,717807.0,717816.0,717829.0
717657,2023-06-22,ATL,717689.0,717716.0,717724.0,717745.0,717754.0,717784.0,717770.0,717790.0,717807.0,717816.0
717650,2023-06-23,ATL,717657.0,717689.0,717716.0,717724.0,717745.0,717754.0,717784.0,717770.0,717790.0,717807.0
717631,2023-06-24,ATL,717650.0,717657.0,717689.0,717716.0,717724.0,717745.0,717754.0,717784.0,717770.0,717790.0
717618,2023-06-25,ATL,717631.0,717650.0,717657.0,717689.0,717716.0,717724.0,717745.0,717754.0,717784.0,717770.0
717609,2023-06-26,ATL,717618.0,717631.0,717650.0,717657.0,717689.0,717716.0,717724.0,717745.0,717754.0,717784.0
717600,2023-06-27,ATL,717609.0,717618.0,717631.0,717650.0,717657.0,717689.0,717716.0,717724.0,717745.0,717754.0
717588,2023-06-28,ATL,717600.0,717609.0,717618.0,717631.0,717650.0,717657.0,717689.0,717716.0,717724.0,717745.0
717558,2023-06-30,ATL,717588.0,717600.0,717609.0,717618.0,717631.0,717650.0,717657.0,717689.0,717716.0,717724.0
717536,2023-07-01,ATL,717558.0,717588.0,717600.0,717609.0,717618.0,717631.0,717650.0,717657.0,717689.0,717716.0
717532,2023-07-02,ATL,717536.0,717558.0,717588.0,717600.0,717609.0,717618.0,717631.0,717650.0,717657.0,717689.0
717512,2023-07-03,ATL,717532.0,717536.0,717558.0,717588.0,717600.0,717609.0,717618.0,717631.0,717650.0,717657.0
717495,2023-07-04,ATL,717512.0,717532.0,717536.0,717558.0,717588.0,717600.0,717609.0,717618.0,717631.0,717650.0
717486,2023-07-05,ATL,717495.0,717512.0,717532.0,717536.0,717558.0,717588.0,717600.0,717609.0,717618.0,717631.0
717460,2023-07-07,ATL,717486.0,717495.0,717512.0,717532.0,717536.0,717558.0,717588.0,717600.0,717609.0,717618.0
717441,2023-07-08,ATL,717460.0,717486.0,717495.0,717512.0,717532.0,717536.0,717558.0,717588.0,717600.0,717609.0
717429,2023-07-09,ATL,717441.0,717460.0,717486.0,717495.0,717512.0,717532.0,717536.0,717558.0,717588.0,717600.0
717414,2023-07-14,ATL,717429.0,717441.0,717460.0,717486.0,717495.0,717512.0,717532.0,717536.0,717558.0,717588.0
717395,2023-07-15,ATL,717414.0,717429.0,717441.0,717460.0,717486.0,717495.0,717512.0,717532.0,717536.0,717558.0
717391,2023-07-16,ATL,717395.0,717414.0,717429.0,717441.0,717460.0,717486.0,717495.0,717512.0,717532.0,717536.0
717358,2023-07-18,ATL,717391.0,717395.0,717414.0,717429.0,717441.0,717460.0,717486.0,717495.0,717512.0,717532.0
717340,2023-07-19,ATL,717358.0,717391.0,717395.0,717414.0,717429.0,717441.0,717460.0,717486.0,717495.0,717512.0
717337,2023-07-20,ATL,717340.0,717358.0,717391.0,717395.0,717414.0,717429.0,717441.0,717460.0,717486.0,717495.0
717313,2023-07-21,ATL,717337.0,717340.0,717358.0,717391.0,717395.0,717414.0,717429.0,717441.0,717460.0,717486.0
717296,2023-07-22,ATL,717313.0,717337.0,717340.0,717358.0,717391.0,717395.0,717414.0,717429.0,717441.0,717460.0
717287,2023-07-23,ATL,717296.0,717313.0,717337.0,717340.0,717358.0,717391.0,717395.0,717414.0,717429.0,717441.0
717261,2023-07-25,ATL,717287.0,717296.0,717313.0,717337.0,717340.0,717358.0,717391.0,717395.0,717414.0,717429.0
717242,2023-07-26,ATL,717261.0,717287.0,717296.0,717313.0,717337.0,717340.0,717358.0,717391.0,717395.0,717414.0
717231,2023-07-28,ATL,717242.0,717261.0,717287.0,717296.0,717313.0,717337.0,717340.0,717358.0,717391.0,717395.0
717211,2023-07-29,ATL,717231.0,717242.0,717261.0,717287.0,717296.0,717313.0,717337.0,717340.0,717358.0,717391.0
717206,2023-07-30,ATL,717211.0,717231.0,717242.0,717261.0,717287.0,717296.0,717313.0,717337.0,717340.0,717358.0
717187,2023-07-31,ATL,717206.0,717211.0,717231.0,717242.0,717261.0,717287.0,717296.0,717313.0,717337.0,717340.0
717176,2023-08-01,ATL,717187.0,717206.0,717211.0,717231.0,717242.0,717261.0,717287.0,717296.0,717313.0,717337.0
717165,2023-08-02,ATL,717176.0,717187.0,717206.0,717211.0,717231.0,717242.0,717261.0,717287.0,717296.0,717313.0
717141,2023-08-04,ATL,717165.0,717176.0,717187.0,717206.0,717211.0,717231.0,717242.0,717261.0,717287.0,717296.0
717121,2023-08-05,ATL,717141.0,717165.0,717176.0,717187.0,717206.0,717211.0,717231.0,717242.0,717261.0,717287.0
717098,2023-08-06,ATL,717121.0,717141.0,717165.0,717176.0,717187.0,717206.0,717211.0,717231.0,717242.0,717261.0
717095,2023-08-07,ATL,717098.0,717121.0,717141.0,717165.0,717176.0,717187.0,717206.0,717211.0,717231.0,717242.0
717079,2023-08-08,ATL,717095.0,717098.0,717121.0,717141.0,717165.0,717176.0,717187.0,717206.0,717211.0,717231.0
717058,2023-08-09,ATL,717079.0,717095.0,717098.0,717121.0,717141.0,717165.0,717176.0,717187.0,717206.0,717211.0
717056,2023-08-10,ATL,717058.0,717079.0,717095.0,717098.0,717121.0,717141.0,717165.0,717176.0,717187.0,717206.0
717040,2023-08-11,ATL,717056.0,717058.0,717079.0,717095.0,717098.0,717121.0,717141.0,717165.0,717176.0,717187.0
718371,2023-08-12,ATL,717040.0,717056.0,717058.0,717079.0,717095.0,717098.0,717121.0,717141.0,717165.0,717176.0
717021,2023-08-12,ATL,718371.0,717040.0,717056.0,717058.0,717079.0,717095.0,717098.0,717121.0,717141.0,717165.0
717013,2023-08-13,ATL,717021.0,718371.0,717040.0,717056.0,717058.0,717079.0,717095.0,717098.0,717121.0,717141.0
717001,2023-08-14,ATL,717013.0,717021.0,718371.0,717040.0,717056.0,717058.0,717079.0,717095.0,717098.0,717121.0
716987,2023-08-15,ATL,717001.0,717013.0,717021.0,718371.0,717040.0,717056.0,717058.0,717079.0,717095.0,717098.0
716970,2023-08-16,ATL,716987.0,717001.0,717013.0,717021.0,718371.0,717040.0,717056.0,717058.0,717079.0,717095.0
716949,2023-08-18,ATL,716970.0,716987.0,717001.0,717013.0,717021.0,718371.0,717040.0,717056.0,717058.0,717079.0
716934,2023-08-19,ATL,716949.0,716970.0,716987.0,717001.0,717013.0,717021.0,718371.0,717040.0,717056.0,717058.0
716927,2023-08-20,ATL,716934.0,716949.0,716970.0,716987.0,717001.0,717013.0,717021.0,718371.0,717040.0,717056.0
716910,2023-08-21,ATL,716927.0,716934.0,716949.0,716970.0,716987.0,717001.0,717013.0,717021.0,718371.0,717040.0
716891,2023-08-22,ATL,716910.0,716927.0,716934.0,716949.0,716970.0,716987.0,717001.0,717013.0,717021.0,718371.0
716876,2023-08-23,ATL,716891.0,716910.0,716927.0,716934.0,716949.0,716970.0,716987.0,717001.0,717013.0,717021.0
716852,2023-08-25,ATL,716876.0,716891.0,716910.0,716927.0,716934.0,716949.0,716970.0,716987.0,717001.0,717013.0
716848,2023-08-26,ATL,716852.0,716876.0,716891.0,716910.0,716927.0,716934.0,716949.0,716970.0,716987.0,717001.0
716819,2023-08-27,ATL,716848.0,716852.0,716876.0,716891.0,716910.0,716927.0,716934.0,716949.0,716970.0,716987.0
716812,2023-08-28,ATL,716819.0,716848.0,716852.0,716876.0,716891.0,716910.0,716927.0,716934.0,716949.0,716970.0
716791,2023-08-29,ATL,716812.0,716819.0,716848.0,716852.0,716876.0,716891.0,716910.0,716927.0,716934.0,716949.0
716773,2023-08-30,ATL,716791.0,716812.0,716819.0,716848.0,716852.0,716876.0,716891.0,716910.0,716927.0,716934.0
716768,2023-08-31,ATL,716773.0,716791.0,716812.0,716819.0,716848.0,716852.0,716876.0,716891.0,716910.0,716927.0
716757,2023-09-01,ATL,716768.0,716773.0,716791.0,716812.0,716819.0,716848.0,716852.0,716876.0,716891.0,716910.0
716741,2023-09-02,ATL,716757.0,716768.0,716773.0,716791.0,716812.0,716819.0,716848.0,716852.0,716876.0,716891.0
716725,2023-09-03,ATL,716741.0,716757.0,716768.0,716773.0,716791.0,716812.0,716819.0,716848.0,716852.0,716876.0
716709,2023-09-05,ATL,716725.0,716741.0,716757.0,716768.0,716773.0,716791.0,716812.0,716819.0,716848.0,716852.0
716689,2023-09-06,ATL,716709.0,716725.0,716741.0,716757.0,716768.0,716773.0,716791.0,716812.0,716819.0,716848.0
716680,2023-09-07,ATL,716689.0,716709.0,716725.0,716741.0,716757.0,716768.0,716773.0,716791.0,716812.0,716819.0
716674,2023-09-08,ATL,716680.0,716689.0,716709.0,716725.0,716741.0,716757.0,716768.0,716773.0,716791.0,716812.0
716651,2023-09-09,ATL,716674.0,716680.0,716689.0,716709.0,716725.0,716741.0,716757.0,716768.0,716773.0,716791.0
716644,2023-09-10,ATL,716651.0,716674.0,716680.0,716689.0,716709.0,716725.0,716741.0,716757.0,716768.0,716773.0
716590,2023-09-11,ATL,716644.0,716651.0,716674.0,716680.0,716689.0,716709.0,716725.0,716741.0,716757.0,716768.0
717664,2023-09-11,ATL,716590.0,716644.0,716651.0,716674.0,716680.0,716689.0,716709.0,716725.0,716741.0,716757.0
716618,2023-09-12,ATL,717664.0,716590.0,716644.0,716651.0,716674.0,716680.0,716689.0,716709.0,716725.0,716741.0
716603,2023-09-13,ATL,716618.0,717664.0,716590.0,716644.0,716651.0,716674.0,716680.0,716689.0,716709.0,716725.0
716582,2023-09-15,ATL,716603.0,716618.0,717664.0,716590.0,716644.0,716651.0,716674.0,716680.0,716689.0,716709.0
716565,2023-09-16,ATL,716582.0,716603.0,716618.0,717664.0,716590.0,716644.0,716651.0,716674.0,716680.0,716689.0
716546,2023-09-17,ATL,716565.0,716582.0,716603.0,716618.0,717664.0,716590.0,716644.0,716651.0,716674.0,716680.0
716532,2023-09-18,ATL,716546.0,716565.0,716582.0,716603.0,716618.0,717664.0,716590.0,716644.0,716651.0,716674.0
716521,2023-09-19,ATL,716532.0,716546.0,716565.0,716582.0,716603.0,716618.0,717664.0,716590.0,716644.0,716651.0
716509,2023-09-20,ATL,716521.0,716532.0,716546.0,716565.0,716582.0,716603.0,716618.0,717664.0,716590.0,716644.0
716496,2023-09-21,ATL,716509.0,716521.0,716532.0,716546.0,716565.0,716582.0,716603.0,716618.0,717664.0,716590.0
716485,2023-09-22,ATL,716496.0,716509.0,716521.0,716532.0,716546.0,716565.0,716582.0,716603.0,716618.0,717664.0
716467,2023-09-24,ATL,716485.0,716496.0,716509.0,716521.0,716532.0,716546.0,716565.0,716582.0,716603.0,716618.0
716459,2023-09-24,ATL,716467.0,716485.0,716496.0,716509.0,716521.0,716532.0,716546.0,716565.0,716582.0,716603.0
716429,2023-09-26,ATL,716459.0,716467.0,716485.0,716496.0,716509.0,716521.0,716532.0,716546.0,716565.0,716582.0
716412,2023-09-27,ATL,716429.0,716459.0,716467.0,716485.0,716496.0,716509.0,716521.0,716532.0,716546.0,716565.0
716399,2023-09-28,ATL,716412.0,716429.0,716459.0,716467.0,716485.0,716496.0,716509.0,716521.0,716532.0,716546.0
716394,2023-09-29,ATL,716399.0,716412.0,716429.0,716459.0,716467.0,716485.0,716496.0,716509.0,716521.0,716532.0
716369,2023-09-30,ATL,716394.0,716399.0,716412.0,716429.0,716459.0,716467.0,716485.0,716496.0,716509.0,716521.0
716354,2023-10-01,ATL,716369.0,716394.0,716399.0,716412.0,716429.0,716459.0,716467.0,716485.0,716496.0,716509.0
718770,2023-03-30,AZ,,,,,,,,,,
718765,2023-03-31,AZ,718770.0,,,,,,,,,
718749,2023-04-01,AZ,718765.0,718770.0,,,,,,,,
718736,2023-04-02,AZ,718749.0,718765.0,718770.0,,,,,,,
718722,2023-04-03,AZ,718736.0,718749.0,718765.0,718770.0,,,,,,
718717,2023-04-04,AZ,718722.0,718736.0,718749.0,718765.0,718770.0,,,,,
718683,2023-04-06,AZ,718717.0,718722.0,718736.0,718749.0,718765.0,718770.0,,,,
718671,2023-04-07,AZ,718683.0,718717.0,718722.0,718736.0,718749.0,718765.0,718770.0,,,
718656,2023-04-08,AZ,718671.0,718683.0,718717.0,718722.0,718736.0,718749.0,718765.0,718770.0,,
718639,2023-04-09,AZ,718656.0,718671.0,718683.0,718717.0,718722.0,718736.0,718749.0,718765.0,718770.0,
718627,2023-04-10,AZ,718639.0,718656.0,718671.0,718683.0,718717.0,718722.0,718736.0,718749.0,718765.0,718770.0
718611,2023-04-11,AZ,718627.0,718639.0,718656.0,718671.0,718683.0,718717.0,718722.0,718736.0,718749.0,718765.0
718598,2023-04-12,AZ,718611.0,718627.0,718639.0,718656.0,718671.0,718683.0,718717.0,718722.0,718736.0,718749.0
718584,2023-04-14,AZ,718598.0,718611.0,718627.0,718639.0,718656.0,718671.0,718683.0,718717.0,718722.0,718736.0
718567,2023-04-15,AZ,718584.0,718598.0,718611.0,718627.0,718639.0,718656.0,718671.0,718683.0,718717.0,718722.0
718550,2023-04-16,AZ,718567.0,718584.0,718598.0,718611.0,718627.0,718639.0,718656.0,718671.0,718683.0,718717.0
718538,2023-04-17,AZ,718550.0,718567.0,718584.0,718598.0,718611.0,718627.0,718639.0,718656.0,718671.0,718683.0
718527,2023-04-18,AZ,718538.0,718550.0,718567.0,718584.0,718598.0,718611.0,718627.0,718639.0,718656.0,718671.0
718512,2023-04-19,AZ,718527.0,718538.0,718550.0,718567.0,718584.0,718598.0,718611.0,718627.0,718639.0,718656.0
718494,2023-04-20,AZ,718512.0,718527.0,718538.0,718550.0,718567.0,718584.0,718598.0,718611.0,718627.0,718639.0
718484,2023-04-21,AZ,718494.0,718512.0,718527.0,718538.0,718550.0,718567.0,718584.0,718598.0,718611.0,718627.0
718467,2023-04-22,AZ,718484.0,718494.0,718512.0,718527.0,718538.0,718550.0,718567.0,718584.0,718598.0,718611.0
718456,2023-04-23,AZ,718467.0,718484.0,718494.0,718512.0,718527.0,718538.0,718550.0,718567.0,718584.0,718598.0
718438,2023-04-24,AZ,718456.0,718467.0,718484.0,718494.0,718512.0,718527.0,718538.0,718550.0,718567.0,718584.0
718422,2023-04-25,AZ,718438.0,718456.0,718467.0,718484.0,718494.0,718512.0,718527.0,718538.0,718550.0,718567.0
718418,2023-04-26,AZ,718422.0,718438.0,718456.0,718467.0,718484.0,718494.0,718512.0,718527.0,718538.0,718550.0
718390,2023-04-28,AZ,718418.0,718422.0,718438.0,718456.0,718467.0,718484.0,718494.0,718512.0,718527.0,718538.0
718366,2023-04-29,AZ,718390.0,718418.0,718422.0,718438.0,718456.0,718467.0,718484.0,718494.0,718512.0,718527.0
718358,2023-04-30,AZ,718366.0,718390.0,718418.0,718422.0,718438.0,718456.0,718467.0,718484.0,718494.0,718512.0
718342,2023-05-02,AZ,718358.0,718366.0,718390.0,718418.0,718422.0,718438.0,718456.0,718467.0,718484.0,718494.0
718325,2023-05-03,AZ,718342.0,718358.0,718366.0,718390.0,718418.0,718422.0,718438.0,718456.0,718467.0,718484.0
718296,2023-05-05,AZ,718325.0,718342.0,718358.0,718366.0,718390.0,718418.0,718422.0,718438.0,718456.0,718467.0
718282,2023-05-06,AZ,718296.0,718325.0,718342.0,718358.0,718366.0,718390.0,718418.0,718422.0,718438.0,718456.0
718263,2023-05-07,AZ,718282.0,718296.0,718325.0,718342.0,718358.0,718366.0,718390.0,718418.0,718422.0,718438.0
718249,2023-05-08,AZ,718263.0,718282.0,718296.0,718325.0,718342.0,718358.0,718366.0,718390.0,718418.0,718422.0
718236,2023-05-09,AZ,718249.0,718263.0,718282.0,718296.0,718325.0,718342.0,718358.0,718366.0,718390.0,718418.0
718226,2023-05-10,AZ,718236.0,718249.0,718263.0,718282.0,718296.0,718325.0,718342.0,718358.0,718366.0,718390.0
718215,2023-05-11,AZ,718226.0,718236.0,718249.0,718263.0,718282.0,718296.0,718325.0,718342.0,718358.0,718366.0
718199,2023-05-12,AZ,718215.0,718226.0,718236.0,718249.0,718263.0,718282.0,718296.0,718325.0,718342.0,718358.0
718184,2023-05-13,AZ,718199.0,718215.0,718226.0,718236.0,718249.0,718263.0,718282.0,718296.0,718325.0,718342.0
718169,2023-05-14,AZ,718184.0,718199.0,718215.0,718226.0,718236.0,718249.0,718263.0,718282.0,718296.0,718325.0
718160,2023-05-15,AZ,718169.0,718184.0,718199.0,718215.0,718226.0,718236.0,718249.0,718263.0,718282.0,718296.0
718146,2023-05-16,AZ,718160.0,718169.0,718184.0,718199.0,718215.0,718226.0,718236.0,718249.0,718263.0,718282.0
718139,2023-05-17,AZ,718146.0,718160.0,718169.0,718184.0,718199.0,718215.0,718226.0,718236.0,718249.0,718263.0
718118,2023-05-19,AZ,718139.0,718146.0,718160.0,718169.0,718184.0,718199.0,718215.0,718226.0,718236.0,718249.0
718101,2023-05-20,AZ,718118.0,718139.0,718146.0,718160.0,718169.0,718184.0,718199.0,718215.0,718226.0,718236.0
718091,2023-05-21,AZ,718101.0,718118.0,718139.0,718146.0,718160.0,718169.0,718184.0,718199.0,718215.0,718226.0
718073,2023-05-22,AZ,718091.0,718101.0,718118.0,718139.0,718146.0,718160.0,718169.0,718184.0,718199.0,718215.0
718060,2023-05-23,AZ,718073.0,718091.0,718101.0,718118.0,718139.0,718146.0,718160.0,718169.0,718184.0,718199.0
718043,2023-05-24,AZ,718060.0,718073.0,718091.0,718101.0,718118.0,718139.0,718146.0,718160.0,718169.0,718184.0
718010,2023-05-26,AZ,718043.0,718060.0,718073.0,718091.0,718101.0,718118.0,718139.0,718146.0,718160.0,718169.0
717991,2023-05-27,AZ,718010.0,718043.0,718060.0,718073.0,718091.0,718101.0,718118.0,718139.0,718146.0,718160.0
717981,2023-05-28,AZ,717991.0,718010.0,718043.0,718060.0,718073.0,718091.0,718101.0,718118.0,718139.0,718146.0
717977,2023-05-29,AZ,717981.0,717991.0,718010.0,718043.0,718060.0,718073.0,718091.0,718101.0,718118.0,718139.0
717955,2023-05-30,AZ,717977.0,717981.0,717991.0,718010.0,718043.0,718060.0,718073.0,718091.0,718101.0,718118.0
717940,2023-05-31,AZ,717955.0,717977.0,717981.0,717991.0,718010.0,718043.0,718060.0,718073.0,718091.0,718101.0
717933,2023-06-01,AZ,717940.0,717955.0,717977.0,717981.0,717991.0,718010.0,718043.0,718060.0,718073.0,718091.0
717919,2023-06-02,AZ,717933.0,717940.0,717955.0,717977.0,717981.0,717991.0,718010.0,718043.0,718060.0,718073.0
717901,2023-06-03,AZ,717919.0,717933.0,717940.0,717955.0,717977.0,717981.0,717991.0,718010.0,718043.0,718060.0
717892,2023-06-04,AZ,717901.0,717919.0,717933.0,717940.0,717955.0,717977.0,717981.0,717991.0,718010.0,718043.0
717881,2023-06-06,AZ,717892.0,717901.0,717919.0,717933.0,717940.0,717955.0,717977.0,717981.0,717991.0,718010.0
