game_pk,pitcher,np,ip,k,hits,bb
718239,669923,101.0,7.0,9.0,6.0,0.0
718240,592791,69.0,3.0,5.0,5.0,2.0
718241,641778,67.0,4.0,4.0,4.0,2.0
718242,686973,95.0,6.0,6.0,5.0,2.0
718243,596133,82.0,7.0,2.0,4.0,1.0
718244,605400,86.0,6.0,6.0,5.0,2.0
718245,450203,100.0,6.0,7.0,5.0,2.0
718246,680570,101.0,6.0,4.0,7.0,2.0
718247,657376,93.0,6.0,7.0,5.0,2.0
718248,669456,101.0,6.0,9.0,7.0,1.0
718250,657277,105.0,7.0,7.0,9.0,1.0
718252,682847,74.0,5.0,1.0,7.0,1.0
718220,669276,31.0,3.0,3.0,0.0,1.0
718221,657006,91.0,6.0,3.0,7.0,3.0
718222,641745,88.0,5.0,4.0,3.0,4.0
718224,641154,98.0,7.0,8.0,2.0,4.0
718225,668881,105.0,6.0,4.0,6.0,3.0
718226,518876,97.0,6.0,6.0,4.0,1.0
718227,665152,95.0,6.0,4.0,4.0,2.0
718228,489119,94.0,6.0,3.0,6.0,2.0
718229,622491,98.0,5.0,9.0,8.0,0.0
718230,640455,74.0,3.0,4.0,5.0,3.0
718231,448179,75.0,4.0,4.0,4.0,2.0
718232,666745,77.0,5.0,3.0,5.0,2.0
718233,554430,107.0,7.0,7.0,3.0,1.0
718234,685410,90.0,6.0,4.0,7.0,0.0
718235,656288,64.0,4.0,3.0,5.0,1.0
718215,674072,97.0,7.0,2.0,5.0,2.0
718216,641927,96.0,6.0,6.0,6.0,0.0
718217,665622,87.0,6.0,3.0,5.0,0.0
718218,663903,80.0,6.0,4.0,5.0,2.0
718219,593334,87.0,6.0,3.0,3.0,3.0
718223,571882,20.0,2.0,1.0,0.0,1.0
718199,669194,93.0,5.0,4.0,7.0,1.0
718200,686610,93.0,5.0,5.0,7.0,5.0
718201,669160,90.0,7.0,3.0,5.0,1.0
718202,596295,77.0,7.0,6.0,5.0,0.0
718204,669203,104.0,6.0,7.0,2.0,4.0
718205,671106,96.0,5.0,5.0,8.0,2.0
718206,605135,103.0,9.0,8.0,2.0,2.0
718207,656629,94.0,5.0,5.0,1.0,6.0
718208,571510,55.0,2.0,1.0,5.0,4.0
718209,543243,94.0,6.0,9.0,4.0,1.0
718210,543037,95.0,5.0,4.0,5.0,2.0
718211,572020,87.0,5.0,9.0,4.0,1.0
718212,691587,88.0,5.0,7.0,4.0,2.0
718213,680694,89.0,6.0,6.0,3.0,1.0
718214,669022,96.0,4.0,3.0,5.0,2.0
718183,605288,88.0,5.0,2.0,8.0,1.0
718184,668678,97.0,8.0,6.0,5.0,2.0
718185,628711,86.0,7.0,4.0,3.0,0.0
718188,663372,53.0,2.0,0.0,4.0,4.0
718189,656302,97.0,6.0,5.0,4.0,2.0
718190,621076,104.0,7.0,7.0,6.0,1.0
718191,615698,107.0,6.0,2.0,6.0,3.0
718192,621244,101.0,6.0,3.0,6.0,3.0
718193,669330,96.0,7.0,8.0,1.0,2.0
718194,656412,86.0,6.0,7.0,4.0,1.0
718195,657746,102.0,6.0,10.0,4.0,1.0
718196,519242,110.0,8.0,9.0,3.0,1.0
718197,641482,78.0,5.0,3.0,7.0,1.0
718198,645261,106.0,8.0,9.0,7.0,2.0
718203,592866,35.0,3.0,1.0,2.0,0.0
718168,664062,85.0,5.0,6.0,2.0,1.0
718169,694297,86.0,5.0,5.0,1.0,3.0
718172,676664,101.0,6.0,6.0,5.0,1.0
718173,666214,59.0,3.0,3.0,6.0,1.0
718174,607536,88.0,6.0,8.0,4.0,1.0
718175,686973,97.0,7.0,7.0,4.0,1.0
718176,608337,88.0,6.0,5.0,7.0,0.0
718177,607067,81.0,4.0,3.0,6.0,2.0
718178,666129,82.0,6.0,8.0,3.0,1.0
718179,502043,95.0,5.0,5.0,7.0,3.0
718180,657376,86.0,5.0,5.0,6.0,3.0
718181,579328,85.0,5.0,7.0,9.0,0.0
718182,676440,98.0,8.0,7.0,2.0,0.0
718186,663623,90.0,5.0,6.0,6.0,1.0
718187,446372,105.0,5.0,5.0,7.0,3.0
718158,664285,91.0,4.0,8.0,7.0,2.0
718159,592789,59.0,4.0,5.0,4.0,0.0
718160,607968,89.0,4.0,0.0,6.0,5.0
718161,657756,80.0,5.0,3.0,8.0,3.0
718162,608379,103.0,8.0,11.0,1.0,1.0
718163,656557,75.0,6.0,5.0,5.0,1.0
718164,666201,92.0,5.0,3.0,6.0,7.0
718165,674003,90.0,5.0,3.0,7.0,2.0
718166,656427,105.0,7.0,10.0,3.0,2.0
718167,571578,97.0,6.0,1.0,8.0,1.0
718170,622072,72.0,5.0,4.0,4.0,1.0
718171,680570,79.0,4.0,3.0,9.0,3.0
718141,477132,90.0,4.0,7.0,7.0,1.0
718144,607625,42.0,2.0,2.0,4.0,2.0
718145,502624,59.0,5.0,3.0,1.0,1.0
718146,666205,72.0,5.0,3.0,8.0,0.0
718147,458681,97.0,8.0,7.0,7.0,0.0
718148,641540,92.0,6.0,4.0,6.0,0.0
718149,601713,98.0,6.0,6.0,6.0,4.0
718150,434378,96.0,5.0,3.0,8.0,2.0
718151,656756,98.0,6.0,7.0,8.0,1.0
718152,664299,88.0,6.0,5.0,2.0,2.0
718153,666200,93.0,6.0,7.0,5.0,1.0
718154,665152,95.0,6.0,4.0,6.0,0.0
718155,547179,99.0,6.0,7.0,5.0,2.0
718156,502171,86.0,4.0,3.0,5.0,5.0
718157,592332,102.0,7.0,10.0,5.0,2.0
718126,543135,93.0,7.0,5.0,5.0,2.0
718127,641585,72.0,4.0,2.0,9.0,2.0
718129,605182,95.0,7.0,5.0,6.0,4.0
718131,669461,95.0,6.0,6.0,3.0,3.0
718132,665795,79.0,5.0,6.0,5.0,0.0
718133,678394,107.0,5.0,7.0,3.0,5.0
718134,605135,97.0,7.0,7.0,3.0,1.0
718135,673540,104.0,6.0,12.0,3.0,3.0
718136,669160,16.0,1.0,2.0,1.0,0.0
718137,680694,94.0,7.0,5.0,4.0,0.0
718138,596295,84.0,5.0,1.0,8.0,2.0
718139,665622,96.0,6.0,6.0,3.0,2.0
718140,506433,90.0,6.0,6.0,6.0,2.0
718142,593958,98.0,5.0,5.0,6.0,2.0
718143,548389,50.0,4.0,2.0,4.0,1.0
718121,621244,96.0,7.0,8.0,6.0,1.0
718122,656731,79.0,6.0,4.0,4.0,1.0
718124,425794,96.0,6.0,1.0,5.0,3.0
718125,656302,91.0,7.0,3.0,5.0,1.0
718128,669330,95.0,5.0,7.0,6.0,1.0
718130,691587,78.0,5.0,6.0,3.0,1.0
718105,543101,84.0,6.0,6.0,5.0,2.0
718106,672282,105.0,6.0,12.0,2.0,3.0
718107,605483,87.0,4.0,5.0,5.0,2.0
718110,693821,87.0,7.0,6.0,7.0,1.0
718111,656629,98.0,8.0,10.0,1.0,0.0
718112,656232,88.0,5.0,9.0,5.0,3.0
718113,571927,103.0,5.0,6.0,6.0,2.0
718114,527048,104.0,7.0,7.0,7.0,0.0
718115,579328,81.0,5.0,3.0,3.0,4.0
718116,624133,66.0,2.0,4.0,5.0,3.0
718117,663556,83.0,7.0,7.0,6.0,1.0
718118,670912,96.0,6.0,7.0,2.0,3.0
718119,471911,80.0,5.0,3.0,5.0,2.0
718120,594902,83.0,6.0,8.0,2.0,1.0
718123,663623,75.0,3.0,1.0,5.0,4.0
718092,605397,97.0,5.0,6.0,6.0,1.0
718093,621107,85.0,7.0,8.0,4.0,0.0
718094,445926,42.0,3.0,3.0,1.0,1.0
718095,596133,73.0,5.0,4.0,8.0,0.0
718096,663776,104.0,5.0,3.0,5.0,4.0
718097,605400,98.0,7.0,10.0,4.0,1.0
718098,686613,97.0,6.0,9.0,5.0,0.0
718100,592351,93.0,5.0,6.0,5.0,2.0
718101,656605,84.0,6.0,8.0,3.0,0.0
718102,666201,85.0,6.0,5.0,6.0,1.0
718103,657277,91.0,6.0,7.0,4.0,2.0
718104,608337,89.0,6.0,4.0,6.0,1.0
718108,571578,74.0,6.0,3.0,6.0,0.0
718109,571945,100.0,7.0,2.0,6.0,0.0
718076,571760,95.0,6.0,5.0,6.0,2.0
718078,622072,74.0,5.0,5.0,6.0,0.0
718079,608379,88.0,6.0,4.0,5.0,1.0
718080,660271,99.0,6.0,9.0,2.0,3.0
718081,656222,37.0,2.0,3.0,1.0,2.0
718082,434378,98.0,8.0,5.0,3.0,0.0
718083,656427,103.0,5.0,5.0,4.0,4.0
718084,458681,100.0,6.0,6.0,4.0,2.0
718085,668881,106.0,7.0,10.0,4.0,3.0
718086,664285,104.0,9.0,7.0,4.0,0.0
718087,592332,115.0,8.0,4.0,6.0,2.0
718088,592836,87.0,6.0,3.0,2.0,3.0
718089,680686,88.0,5.0,2.0,3.0,6.0
718090,694363,85.0,6.0,7.0,1.0,1.0
718091,672710,83.0,5.0,3.0,3.0,3.0
718099,453286,86.0,6.0,5.0,3.0,1.0
718062,622491,101.0,6.0,8.0,4.0,2.0
718066,663903,87.0,4.0,3.0,7.0,4.0
718067,641927,76.0,5.0,2.0,3.0,3.0
718068,669203,91.0,5.0,5.0,7.0,2.0
718069,502624,70.0,6.0,1.0,8.0,2.0
718070,642545,64.0,5.0,6.0,2.0,0.0
718071,682227,84.0,5.0,3.0,4.0,4.0
718072,683769,90.0,6.0,4.0,2.0,1.0
718073,554430,108.0,6.0,3.0,8.0,1.0
718074,450203,99.0,5.0,5.0,7.0,2.0
718075,682847,93.0,8.0,4.0,5.0,2.0
718077,665001,30.0,2.0,0.0,2.0,0.0
718049,594577,84.0,5.0,8.0,6.0,1.0
718050,594835,88.0,6.0,4.0,5.0,1.0
718051,596295,75.0,6.0,2.0,4.0,1.0
718053,656288,91.0,7.0,5.0,2.0,3.0
718054,543243,105.0,6.0,6.0,6.0,2.0
718055,592767,85.0,6.0,5.0,4.0,2.0
718056,607067,82.0,6.0,4.0,4.0,2.0
718057,675911,104.0,6.0,11.0,5.0,2.0
718058,543037,99.0,6.0,2.0,6.0,3.0
718059,668933,91.0,5.0,5.0,10.0,0.0
718060,621381,28.0,2.0,3.0,3.0,0.0
718061,671737,80.0,4.0,7.0,9.0,0.0
718063,671106,85.0,7.0,4.0,7.0,1.0
718064,669022,103.0,5.0,5.0,7.0,4.0
718065,448179,98.0,6.0,9.0,7.0,2.0
718034,542881,102.0,6.0,3.0,5.0,2.0
718036,666154,82.0,5.0,2.0,6.0,3.0
718037,682243,90.0,6.0,6.0,2.0,1.0
718038,573186,88.0,8.0,3.0,4.0,2.0
718039,425844,91.0,5.0,5.0,4.0,1.0
718040,641482,89.0,7.0,5.0,5.0,2.0
718041,594902,103.0,6.0,8.0,5.0,2.0
718042,693821,101.0,6.0,6.0,7.0,1.0
718043,624133,85.0,5.0,5.0,5.0,1.0
718044,663556,82.0,7.0,7.0,4.0,0.0
718045,670912,95.0,6.0,5.0,6.0,2.0
718046,605288,73.0,6.0,3.0,2.0,1.0
718047,657746,107.0,5.0,4.0,6.0,2.0
718048,615698,64.0,4.0,2.0,4.0,3.0
718052,592866,94.0,6.0,5.0,3.0,3.0
718024,543294,86.0,5.0,5.0,6.0,2.0
718025,669302,77.0,8.0,6.0,3.0,0.0
718026,689266,83.0,5.0,3.0,7.0,1.0
718028,527054,83.0,5.0,5.0,4.0,1.0
718029,657376,97.0,5.0,4.0,5.0,2.0
718030,596133,86.0,7.0,6.0,3.0,1.0
718031,656412,94.0,6.0,10.0,3.0,0.0
718032,621107,94.0,7.0,0.0,6.0,2.0
718033,607536,91.0,5.0,4.0,7.0,2.0
718035,663623,76.0,4.0,4.0,2.0,4.0
718009,621076,93.0,5.0,4.0,8.0,2.0
718010,694297,87.0,4.0,4.0,8.0,0.0
718012,669923,92.0,5.0,4.0,9.0,1.0
718013,686973,100.0,6.0,3.0,7.0,0.0
718014,543475,98.0,6.0,2.0,6.0,3.0
718015,672282,95.0,6.0,5.0,10.0,2.0
718016,657756,90.0,5.0,2.0,4.0,2.0
718017,642547,78.0,3.0,4.0,8.0,1.0
718018,656222,31.0,2.0,2.0,3.0,1.0
718019,694363,89.0,6.0,5.0,3.0,3.0
718020,680570,83.0,4.0,6.0,6.0,3.0
718021,666214,80.0,4.0,4.0,6.0,2.0
718022,669456,108.0,7.0,2.0,5.0,4.0
718023,681190,84.0,5.0,6.0,4.0,3.0
718027,657006,70.0,4.0,4.0,10.0,0.0
717991,605200,75.0,4.0,3.0,5.0,2.0
717996,676440,98.0,6.0,9.0,2.0,1.0
717997,450203,95.0,6.0,9.0,7.0,3.0
717998,660271,109.0,6.0,10.0,6.0,3.0
717999,669203,110.0,7.0,8.0,4.0,3.0
718000,663903,90.0,6.0,6.0,4.0,3.0
718001,665152,97.0,7.0,5.0,5.0,2.0
718002,607192,83.0,5.0,8.0,5.0,1.0
718003,643493,29.0,1.0,1.0,3.0,0.0
718004,622491,99.0,6.0,10.0,1.0,2.0
718005,547179,95.0,7.0,4.0,2.0,1.0
718006,622663,82.0,7.0,5.0,1.0,3.0
718007,592791,80.0,5.0,5.0,6.0,1.0
718008,641154,88.0,6.0,6.0,5.0,3.0
718011,502624,86.0,5.0,4.0,4.0,1.0
717980,686610,16.0,1.0,2.0,1.0,0.0
717981,518876,108.0,7.0,10.0,4.0,2.0
717982,596295,69.0,4.0,3.0,8.0,3.0
717983,594835,90.0,6.0,4.0,3.0,3.0
717984,663776,89.0,6.0,2.0,8.0,1.0
717985,663738,95.0,6.0,6.0,5.0,3.0
717986,607067,90.0,7.0,6.0,5.0,0.0
717987,592767,92.0,5.0,2.0,7.0,2.0
717988,641927,95.0,5.0,7.0,5.0,1.0
717989,593958,100.0,6.0,6.0,5.0,2.0
717990,680694,85.0,7.0,4.0,4.0,1.0
717992,675911,102.0,6.0,9.0,2.0,1.0
717993,683769,76.0,5.0,3.0,5.0,2.0
717994,676596,86.0,6.0,3.0,12.0,1.0
717995,543037,100.0,7.0,9.0,4.0,3.0
717968,641585,97.0,6.0,8.0,7.0,3.0
717969,682243,86.0,5.0,3.0,11.0,0.0
717970,621112,81.0,4.0,6.0,4.0,2.0
717971,656629,102.0,5.0,10.0,5.0,2.0
717973,676272,87.0,6.0,4.0,4.0,1.0
717974,669330,101.0,6.0,7.0,4.0,0.0
717975,425794,105.0,5.0,6.0,9.0,2.0
717976,573186,105.0,9.0,8.0,1.0,1.0
717977,669194,87.0,5.0,1.0,8.0,2.0
717978,543101,74.0,7.0,2.0,8.0,0.0
717979,571510,87.0,7.0,5.0,5.0,4.0
717952,669302,90.0,4.0,4.0,7.0,1.0
717955,668678,90.0,6.0,7.0,5.0,2.0
717956,656232,91.0,6.0,6.0,4.0,3.0
717957,664062,70.0,6.0,2.0,3.0,2.0
717958,676664,90.0,6.0,2.0,4.0,1.0
717959,608337,97.0,5.0,5.0,4.0,2.0
717960,571945,102.0,8.0,10.0,3.0,1.0
717961,543294,75.0,5.0,3.0,6.0,3.0
717962,673540,100.0,7.0,9.0,1.0,0.0
717963,645261,93.0,7.0,3.0,5.0,5.0
717964,656412,73.0,5.0,4.0,7.0,1.0
717965,579328,98.0,5.0,4.0,3.0,5.0
717966,678394,97.0,4.0,4.0,5.0,2.0
717967,502043,95.0,6.0,3.0,7.0,1.0
717972,605154,15.0,1.0,1.0,1.0,0.0
717938,686613,102.0,5.0,8.0,6.0,2.0
717939,669923,95.0,8.0,7.0,3.0,0.0
717940,674072,95.0,7.0,7.0,2.0,2.0
717943,458681,89.0,4.0,4.0,8.0,2.0
717944,471911,82.0,6.0,4.0,6.0,1.0
717945,666129,79.0,6.0,7.0,2.0,1.0
717946,669211,25.0,1.0,1.0,2.0,0.0
717947,666201,89.0,4.0,2.0,3.0,3.0
717948,572020,100.0,5.0,8.0,4.0,1.0
717949,621076,77.0,5.0,4.0,5.0,0.0
717950,657006,29.0,3.0,1.0,0.0,0.0
717951,666214,82.0,5.0,5.0,7.0,1.0
717953,622072,94.0,5.0,4.0,8.0,3.0
717954,592789,96.0,5.0,2.0,7.0,2.0
717932,519242,59.0,4.0,6.0,5.0,1.0
717933,605200,96.0,6.0,4.0,7.0,1.0
717934,453286,101.0,7.0,9.0,5.0,1.0
717936,669854,94.0,6.0,5.0,7.0,3.0
717937,641154,88.0,6.0,5.0,8.0,1.0
717941,666200,93.0,6.0,8.0,4.0,1.0
717942,592332,115.0,7.0,11.0,5.0,2.0
717917,477132,96.0,7.0,9.0,4.0,1.0
717919,518876,100.0,7.0,8.0,5.0,3.0
717920,657277,97.0,7.0,6.0,4.0,1.0
717921,608379,102.0,5.0,8.0,3.0,5.0
717922,592351,82.0,7.0,5.0,2.0,1.0
717923,543475,74.0,5.0,8.0,2.0,1.0
717924,641927,78.0,6.0,3.0,4.0,0.0
717925,605182,73.0,5.0,6.0,3.0,1.0
717926,664285,92.0,7.0,7.0,5.0,1.0
717927,665795,95.0,6.0,10.0,4.0,1.0
717929,434378,117.0,6.0,8.0,5.0,3.0
717930,672710,83.0,4.0,6.0,7.0,0.0
717931,682227,90.0,7.0,6.0,5.0,2.0
717935,680686,94.0,6.0,4.0,6.0,2.0
717885,676710,40.0,3.0,3.0,2.0,0.0
717901,669194,98.0,5.0,0.0,6.0,4.0
717903,506433,115.0,7.0,9.0,2.0,1.0
717905,675627,83.0,5.0,7.0,4.0,0.0
717906,668933,86.0,4.0,2.0,9.0,4.0
717907,682847,32.0,3.0,1.0,1.0,2.0
717908,664299,102.0,6.0,5.0,6.0,0.0
717909,663738,97.0,5.0,7.0,6.0,1.0
717910,656731,103.0,6.0,5.0,5.0,5.0
717911,691587,88.0,5.0,5.0,4.0,1.0
717912,571760,78.0,4.0,5.0,6.0,4.0
717913,543243,90.0,7.0,2.0,10.0,0.0
717914,669022,101.0,6.0,6.0,9.0,0.0
717915,656302,99.0,6.0,6.0,2.0,3.0
717916,502171,103.0,8.0,7.0,5.0,0.0
717918,676477,97.0,5.0,5.0,6.0,2.0
717888,676272,86.0,6.0,7.0,1.0,2.0
717889,677960,44.0,2.0,1.0,7.0,1.0
717890,543101,68.0,3.0,2.0,5.0,3.0
717891,656629,92.0,7.0,9.0,3.0,1.0
717892,668678,110.0,6.0,6.0,9.0,1.0
717893,663903,95.0,6.0,7.0,5.0,0.0
717894,543135,87.0,6.0,7.0,1.0,0.0
717895,657746,88.0,7.0,4.0,2.0,1.0
717896,645261,89.0,7.0,7.0,6.0,0.0
717897,594902,104.0,7.0,5.0,6.0,3.0
717898,448179,96.0,7.0,6.0,4.0,3.0
717899,641585,90.0,7.0,3.0,3.0,1.0
717900,673540,68.0,3.0,3.0,4.0,5.0
717902,592866,101.0,6.0,6.0,6.0,4.0
717904,656557,92.0,5.0,6.0,5.0,4.0
717878,666201,38.0,0.6699999999999999,0.0,7.0,1.0
717879,527048,88.0,7.0,5.0,3.0,1.0
717880,605483,109.0,6.0,8.0,2.0,3.0
717883,671096,105.0,6.0,6.0,1.0,4.0
717884,670912,100.0,7.0,5.0,4.0,2.0
717886,605400,108.0,7.0,10.0,1.0,3.0
717887,666129,75.0,5.0,6.0,6.0,0.0
717928,678394,100.0,6.0,5.0,6.0,1.0
717861,542881,94.0,5.0,5.0,5.0,3.0
717864,605397,102.0,5.0,8.0,4.0,1.0
717867,642547,98.0,5.0,9.0,6.0,0.0
717868,641540,98.0,6.0,1.0,7.0,2.0
717869,659275,83.0,3.0,4.0,6.0,2.0
717870,596133,86.0,4.0,4.0,6.0,2.0
717871,592332,101.0,7.0,13.0,4.0,0.0
717872,693821,101.0,6.0,8.0,4.0,2.0
717873,669456,95.0,6.0,2.0,5.0,1.0
717874,656605,101.0,6.0,1.0,8.0,4.0
717875,592836,91.0,7.0,8.0,2.0,3.0
717876,666200,86.0,7.0,8.0,2.0,0.0
717877,657376,79.0,6.0,1.0,6.0,0.0
717881,663623,83.0,5.0,1.0,5.0,3.0
717882,621107,101.0,7.0,9.0,3.0,1.0
717850,450203,107.0,5.0,5.0,4.0,4.0
717851,669203,96.0,8.0,9.0,2.0,0.0
717852,657756,87.0,7.0,4.0,2.0,2.0
717853,682227,96.0,6.0,3.0,8.0,2.0
717854,592351,100.0,9.0,12.0,4.0,0.0
717855,642545,76.0,5.0,3.0,3.0,1.0
717856,605135,81.0,8.0,4.0,4.0,0.0
717858,676440,90.0,5.0,2.0,4.0,2.0
717859,542888,24.0,2.0,1.0,1.0,0.0
717860,665795,65.0,5.0,4.0,2.0,2.0
717863,608379,82.0,6.0,7.0,2.0,1.0
717865,672710,38.0,0.6699999999999999,1.0,6.0,2.0
717866,571578,98.0,6.0,4.0,11.0,1.0
717838,672282,99.0,6.0,8.0,5.0,2.0
717840,675911,87.0,4.0,8.0,8.0,2.0
717842,650644,93.0,6.0,3.0,4.0,2.0
717843,621244,89.0,6.0,2.0,4.0,2.0
717844,668933,46.0,3.0,1.0,3.0,2.0
717845,630023,65.0,6.0,4.0,5.0,0.0
717846,502624,92.0,6.0,7.0,6.0,1.0
717848,622663,86.0,5.0,6.0,6.0,2.0
717849,607067,84.0,5.0,8.0,3.0,1.0
717857,681190,86.0,6.0,3.0,2.0,1.0
717862,554430,108.0,8.0,8.0,2.0,1.0
717823,543101,93.0,7.0,2.0,3.0,4.0
717824,660271,97.0,5.0,6.0,3.0,5.0
717827,607192,84.0,6.0,6.0,1.0,3.0
717828,656302,95.0,6.0,7.0,4.0,2.0
717829,700363,86.0,6.0,2.0,3.0,2.0
717830,596295,85.0,5.0,1.0,11.0,2.0
717831,605288,93.0,5.0,4.0,6.0,4.0
717832,656756,97.0,6.0,6.0,3.0,1.0
717833,671106,85.0,6.0,4.0,9.0,2.0
717834,547179,86.0,7.0,3.0,7.0,1.0
717835,579328,82.0,5.0,4.0,4.0,1.0
717836,448179,119.0,7.0,6.0,7.0,2.0
717837,624133,103.0,6.0,8.0,4.0,2.0
717839,669330,92.0,7.0,4.0,5.0,1.0
717841,543037,101.0,6.0,6.0,7.0,1.0
717809,663776,102.0,5.0,8.0,10.0,0.0
717811,605400,102.0,7.0,7.0,7.0,2.0
717812,670912,90.0,7.0,5.0,4.0,2.0
717813,671737,75.0,4.0,4.0,4.0,4.0
717814,527054,98.0,7.0,6.0,6.0,1.0
717815,663474,92.0,5.0,5.0,7.0,3.0
717816,694363,81.0,6.0,0.0,8.0,0.0
717817,571945,98.0,6.0,2.0,7.0,2.0
717818,608344,72.0,6.0,5.0,6.0,0.0
717819,607536,90.0,5.0,5.0,6.0,2.0
717820,656629,100.0,5.0,6.0,5.0,1.0
717821,571510,88.0,5.0,3.0,6.0,2.0
717822,670950,53.0,3.0,7.0,1.0,1.0
717825,593334,86.0,6.0,5.0,6.0,2.0
717826,605154,19.0,2.0,1.0,0.0,0.0
717795,608337,101.0,7.0,8.0,6.0,1.0
717796,605154,22.0,1.0,1.0,1.0,1.0
717797,425794,98.0,6.0,2.0,8.0,1.0
717798,659275,91.0,5.0,5.0,6.0,3.0
717799,656288,101.0,6.0,7.0,7.0,0.0
717800,642547,95.0,6.0,5.0,3.0,2.0
717801,663556,96.0,7.0,5.0,4.0,1.0
717802,669456,104.0,7.0,9.0,3.0,1.0
717803,656605,106.0,7.0,7.0,2.0,2.0
717804,676684,11.0,1.0,0.0,1.0,0.0
717805,592332,101.0,5.0,4.0,7.0,4.0
717806,592836,83.0,5.0,5.0,2.0,2.0
717807,693821,98.0,6.0,1.0,8.0,1.0
717808,502043,90.0,7.0,4.0,7.0,0.0
717810,657376,82.0,6.0,4.0,4.0,0.0
717785,674072,85.0,5.0,6.0,9.0,1.0
717786,682243,89.0,6.0,6.0,1.0,3.0
717789,621076,93.0,6.0,4.0,5.0,3.0
717790,669438,45.0,3.0,1.0,3.0,1.0
717791,669461,86.0,6.0,5.0,7.0,2.0
717792,641540,90.0,5.0,3.0,6.0,5.0
717793,425844,81.0,6.0,4.0,6.0,0.0
717794,572020,98.0,7.0,8.0,4.0,1.0
717772,605397,90.0,6.0,5.0,7.0,1.0
717773,669923,92.0,6.0,10.0,3.0,0.0
717774,660261,16.0,1.0,1.0,1.0,0.0
717775,605200,85.0,3.0,4.0,6.0,3.0
717776,664062,90.0,6.0,6.0,2.0,2.0
717777,543475,94.0,6.0,4.0,5.0,3.0
717778,686613,99.0,7.0,4.0,4.0,3.0
717779,453286,76.0,4.0,2.0,7.0,0.0
717780,674003,64.0,5.0,3.0,2.0,1.0
717781,656427,101.0,5.0,3.0,10.0,3.0
717782,592791,95.0,6.0,4.0,6.0,2.0
717783,641154,97.0,6.0,9.0,4.0,1.0
717787,665152,95.0,6.0,6.0,8.0,0.0
717788,676710,80.0,4.0,5.0,5.0,3.0
717757,518876,102.0,6.0,7.0,3.0,4.0
717758,608379,94.0,7.0,5.0,4.0,1.0
717759,622491,101.0,6.0,6.0,2.0,6.0
717760,477132,97.0,6.0,5.0,6.0,2.0
717761,665622,79.0,5.0,5.0,8.0,1.0
717762,664285,95.0,7.0,6.0,5.0,0.0
717763,592767,83.0,6.0,4.0,9.0,1.0
717764,663738,102.0,7.0,3.0,7.0,2.0
717765,571760,95.0,4.0,5.0,5.0,4.0
717766,434378,107.0,6.0,6.0,3.0,0.0
717767,656756,98.0,7.0,7.0,7.0,2.0
717768,676477,92.0,7.0,7.0,6.0,1.0
717769,680694,98.0,7.0,1.0,4.0,0.0
717770,681857,89.0,4.0,2.0,5.0,2.0
717771,641927,93.0,6.0,7.0,6.0,1.0
717784,547179,94.0,6.0,3.0,9.0,2.0
717746,664299,92.0,6.0,2.0,5.0,0.0
717747,573186,96.0,6.0,5.0,4.0,2.0
717748,675627,92.0,5.0,7.0,7.0,1.0
717750,677960,43.0,2.0,2.0,7.0,0.0
717751,543135,105.0,7.0,9.0,5.0,2.0
717752,543243,79.0,4.0,3.0,3.0,4.0
717753,669330,90.0,7.0,8.0,5.0,1.0
717754,700363,99.0,6.0,6.0,6.0,1.0
717755,669194,82.0,4.0,5.0,10.0,2.0
717756,621112,104.0,6.0,9.0,7.0,1.0
717731,686218,89.0,6.0,3.0,0.0,2.0
717732,506433,88.0,5.0,5.0,8.0,1.0
717733,693433,91.0,6.0,9.0,3.0,0.0
717735,676664,95.0,7.0,7.0,4.0,0.0
717736,663903,90.0,6.0,5.0,8.0,2.0
717737,641585,92.0,7.0,3.0,4.0,1.0
717738,657746,99.0,7.0,7.0,7.0,0.0
717739,668678,95.0,7.0,7.0,6.0,0.0
717740,527054,85.0,6.0,4.0,1.0,1.0
717741,527048,95.0,6.0,3.0,3.0,2.0
717742,656557,59.0,5.0,2.0,4.0,1.0
717743,656731,90.0,6.0,7.0,4.0,0.0
717744,543294,88.0,5.0,1.0,5.0,0.0
717745,694363,93.0,6.0,2.0,5.0,3.0
717749,592866,86.0,5.0,2.0,7.0,3.0
717717,605483,102.0,6.0,12.0,2.0,3.0
717718,673540,99.0,7.0,8.0,5.0,1.0
717719,674072,88.0,6.0,3.0,7.0,2.0
717720,489119,77.0,5.0,4.0,2.0,2.0
717721,676272,92.0,6.0,5.0,7.0,3.0
717722,669302,80.0,6.0,3.0,6.0,3.0
717723,641540,89.0,6.0,3.0,6.0,1.0
717724,693821,92.0,6.0,4.0,4.0,0.0
717725,621076,83.0,6.0,6.0,5.0,0.0
717726,594577,76.0,6.0,1.0,8.0,1.0
717727,656232,99.0,5.0,3.0,5.0,3.0
717728,592254,24.0,2.0,2.0,0.0,0.0
717729,657006,74.0,5.0,4.0,5.0,1.0
717734,663623,88.0,5.0,4.0,4.0,2.0
717702,664062,90.0,6.0,7.0,6.0,2.0
717703,605397,85.0,6.0,1.0,6.0,1.0
717704,682243,85.0,7.0,6.0,4.0,0.0
717705,663687,96.0,6.0,7.0,4.0,0.0
717706,605200,74.0,4.0,2.0,9.0,1.0
717707,669854,94.0,6.0,5.0,7.0,2.0
717708,592791,81.0,6.0,1.0,8.0,2.0
717709,592351,56.0,3.0,2.0,6.0,3.0
