game_pk,pitcher,np,ip,k,hits,bb
718240,656427,93.0,5.0,3.0,7.0,5.0
718241,592789,20.0,0.6699999999999999,0.0,1.0,1.0
718242,608379,91.0,6.0,4.0,3.0,3.0
718243,656849,87.0,4.0,4.0,7.0,2.0
718244,666201,94.0,5.0,1.0,4.0,3.0
718245,601713,90.0,4.0,2.0,8.0,3.0
718246,621107,80.0,6.0,4.0,7.0,1.0
718247,607968,95.0,5.0,2.0,6.0,3.0
718248,547179,98.0,7.0,3.0,5.0,0.0
718250,571578,96.0,6.0,3.0,8.0,0.0
718252,657756,77.0,5.0,3.0,3.0,3.0
718220,678394,100.0,6.0,5.0,6.0,1.0
718221,656756,88.0,5.0,3.0,7.0,3.0
718222,458681,98.0,5.0,4.0,9.0,2.0
718224,607625,84.0,6.0,5.0,5.0,1.0
718225,434378,104.0,7.0,7.0,2.0,2.0
718226,665795,62.0,4.0,5.0,2.0,4.0
718227,656222,28.0,2.0,2.0,1.0,0.0
718228,477132,92.0,7.0,8.0,5.0,0.0
718229,641540,71.0,6.0,5.0,6.0,1.0
718230,680686,93.0,7.0,3.0,5.0,4.0
718231,622608,51.0,3.0,1.0,4.0,1.0
718232,666205,87.0,5.0,6.0,5.0,3.0
718233,592332,99.0,6.0,9.0,3.0,0.0
718234,593958,99.0,7.0,8.0,4.0,2.0
718235,664299,93.0,6.0,11.0,3.0,1.0
718215,502171,104.0,8.0,3.0,7.0,2.0
718216,506433,80.0,6.0,7.0,4.0,1.0
718217,543135,113.0,9.0,12.0,3.0,1.0
718218,605182,92.0,6.0,2.0,3.0,2.0
718219,656876,76.0,7.0,7.0,2.0,0.0
718223,673540,95.0,5.0,7.0,8.0,1.0
718199,605154,21.0,1.0,2.0,1.0,1.0
718200,527048,88.0,5.0,3.0,8.0,2.0
718201,605483,101.0,6.0,4.0,4.0,4.0
718202,592836,73.0,7.0,3.0,7.0,0.0
718204,657031,25.0,1.0,2.0,1.0,1.0
718205,542881,96.0,6.0,1.0,6.0,3.0
718206,675911,110.0,7.0,12.0,5.0,1.0
718207,641585,94.0,7.0,3.0,3.0,1.0
718208,594835,89.0,6.0,2.0,5.0,1.0
718209,592767,75.0,6.0,3.0,5.0,1.0
718210,665001,33.0,2.0,2.0,1.0,0.0
718211,425794,86.0,5.0,2.0,7.0,1.0
718212,668933,99.0,6.0,3.0,6.0,1.0
718213,670912,86.0,6.0,3.0,4.0,5.0
718214,656731,93.0,5.0,4.0,4.0,4.0
718183,425844,71.0,5.0,5.0,3.0,0.0
718184,543101,77.0,6.0,2.0,5.0,1.0
718185,605397,97.0,6.0,5.0,8.0,3.0
718188,624133,72.0,4.0,4.0,7.0,1.0
718189,656232,80.0,5.0,4.0,8.0,0.0
718190,592351,95.0,8.0,5.0,3.0,2.0
718191,672282,83.0,6.0,3.0,6.0,2.0
718192,693821,95.0,5.0,3.0,5.0,1.0
718193,672710,84.0,7.0,1.0,5.0,1.0
718194,682243,82.0,7.0,3.0,3.0,0.0
718195,669713,94.0,5.0,4.0,7.0,1.0
718196,571927,91.0,6.0,4.0,8.0,1.0
718197,663556,91.0,5.0,3.0,5.0,4.0
718198,571882,19.0,1.67,0.0,1.0,1.0
718203,664192,31.0,2.0,0.0,4.0,1.0
718168,677960,88.0,6.0,3.0,3.0,4.0
718169,657277,98.0,7.0,3.0,3.0,3.0
718172,571760,93.0,6.0,9.0,4.0,2.0
718173,669302,94.0,6.0,4.0,6.0,1.0
718174,605400,102.0,7.0,4.0,6.0,1.0
718175,573186,64.0,3.0,3.0,7.0,2.0
718176,686613,98.0,6.0,8.0,7.0,1.0
718177,543475,60.0,3.0,2.0,4.0,3.0
718178,596133,106.0,6.0,6.0,7.0,1.0
718179,656605,93.0,7.0,13.0,4.0,0.0
718180,621107,102.0,6.0,9.0,7.0,1.0
718181,543521,49.0,2.0,2.0,6.0,2.0
718182,663776,98.0,8.0,5.0,5.0,0.0
718186,453286,83.0,5.0,6.0,2.0,2.0
718187,571945,98.0,6.0,0.0,4.0,2.0
718158,592791,68.0,5.0,1.0,7.0,1.0
718159,641154,92.0,5.0,4.0,5.0,0.0
718160,518876,97.0,8.0,9.0,4.0,1.0
718161,668881,96.0,4.0,8.0,9.0,1.0
718162,641745,94.0,4.0,2.0,3.0,8.0
718163,669923,97.0,7.0,6.0,8.0,1.0
718164,622772,28.0,2.0,0.0,0.0,0.0
718165,450203,106.0,7.0,10.0,7.0,1.0
718166,642547,94.0,6.0,4.0,6.0,5.0
718167,656849,94.0,5.0,5.0,9.0,2.0
718170,641401,28.0,0.6699999999999999,1.0,2.0,1.0
718171,660271,98.0,7.0,5.0,4.0,2.0
718141,641927,102.0,6.0,6.0,6.0,1.0
718144,663903,101.0,6.0,3.0,7.0,2.0
718145,682227,72.0,6.0,6.0,2.0,2.0
718146,674072,83.0,5.0,4.0,6.0,3.0
718147,669456,88.0,5.0,4.0,12.0,0.0
718148,694363,66.0,5.0,3.0,3.0,2.0
718149,622491,91.0,5.0,6.0,6.0,2.0
718150,656222,26.0,2.0,2.0,1.0,0.0
718151,489119,22.0,2.0,0.0,1.0,1.0
718152,657006,82.0,6.0,8.0,5.0,1.0
718153,680686,104.0,7.0,5.0,7.0,2.0
718154,681217,80.0,4.0,5.0,6.0,1.0
718155,682847,81.0,4.0,3.0,7.0,4.0
718156,554430,101.0,6.0,8.0,9.0,1.0
718157,593334,37.0,3.0,2.0,0.0,0.0
718126,675911,88.0,5.0,7.0,6.0,3.0
718127,592767,84.0,6.0,8.0,4.0,0.0
718129,685410,75.0,5.0,2.0,9.0,1.0
718131,669203,89.0,6.0,7.0,8.0,1.0
718132,669022,93.0,6.0,7.0,5.0,2.0
718133,594835,66.0,2.0,1.0,8.0,2.0
718134,543037,104.0,7.0,6.0,7.0,2.0
718135,676596,67.0,5.0,2.0,3.0,2.0
718136,543243,84.0,4.0,4.0,5.0,3.0
718137,656288,95.0,6.0,4.0,9.0,2.0
718138,668933,80.0,6.0,3.0,10.0,1.0
718139,669194,82.0,6.0,6.0,1.0,4.0
718140,672578,33.0,2.0,4.0,2.0,0.0
718142,448179,84.0,6.0,7.0,1.0,2.0
718143,592836,40.0,1.0,1.0,4.0,2.0
718121,641482,91.0,7.0,6.0,5.0,1.0
718122,671737,86.0,5.0,4.0,3.0,2.0
718124,628711,68.0,3.0,1.0,6.0,2.0
718125,671106,102.0,6.0,5.0,7.0,1.0
718128,542881,88.0,5.0,2.0,6.0,2.0
718130,592866,94.0,6.0,5.0,5.0,1.0
718105,645261,100.0,6.0,5.0,5.0,3.0
718106,657746,94.0,6.0,9.0,7.0,1.0
718107,572020,107.0,6.0,5.0,5.0,2.0
718110,682243,102.0,7.0,4.0,4.0,1.0
718111,425844,86.0,6.0,4.0,5.0,0.0
718112,686610,91.0,6.0,3.0,5.0,5.0
718113,664062,94.0,5.0,3.0,1.0,3.0
718114,666154,85.0,5.0,4.0,7.0,2.0
718115,502043,95.0,7.0,5.0,5.0,2.0
718116,573186,88.0,6.0,4.0,3.0,2.0
718117,605288,84.0,6.0,4.0,4.0,1.0
718118,668678,78.0,4.0,2.0,8.0,4.0
718119,615698,96.0,6.0,6.0,6.0,0.0
718120,657376,81.0,6.0,6.0,5.0,2.0
718123,571510,91.0,6.0,4.0,4.0,1.0
718092,519242,111.0,7.0,8.0,3.0,1.0
718093,641778,71.0,4.0,2.0,6.0,2.0
718094,669302,87.0,6.0,9.0,4.0,1.0
718095,666745,84.0,4.0,6.0,4.0,4.0
718096,686973,92.0,6.0,4.0,6.0,1.0
718097,592791,62.0,3.0,1.0,6.0,3.0
718098,676664,92.0,6.0,7.0,5.0,1.0
718100,607536,56.0,2.0,0.0,9.0,0.0
718101,694297,85.0,6.0,3.0,6.0,2.0
718102,680570,91.0,5.0,6.0,5.0,1.0
718103,666129,76.0,7.0,8.0,1.0,1.0
718104,543475,91.0,6.0,5.0,4.0,3.0
718108,656412,72.0,5.0,4.0,5.0,0.0
718109,592789,80.0,5.0,4.0,4.0,1.0
718076,657756,90.0,4.0,5.0,5.0,2.0
718078,666200,92.0,6.0,8.0,6.0,1.0
718079,446372,64.0,3.0,1.0,3.0,3.0
718080,641154,101.0,7.0,9.0,5.0,2.0
718081,642547,95.0,6.0,4.0,5.0,3.0
718082,669456,106.0,8.0,4.0,7.0,2.0
718083,477132,95.0,4.0,6.0,5.0,3.0
718084,672578,27.0,2.0,3.0,0.0,0.0
718085,622663,75.0,5.0,5.0,4.0,1.0
718086,621076,82.0,5.0,5.0,3.0,4.0
718087,665152,105.0,6.0,7.0,9.0,2.0
718088,657006,94.0,6.0,6.0,4.0,1.0
718089,666214,62.0,3.0,1.0,10.0,0.0
718090,669923,88.0,7.0,6.0,6.0,1.0
718091,518876,91.0,5.0,4.0,3.0,2.0
718099,676440,99.0,6.0,3.0,7.0,4.0
718062,666205,97.0,5.0,3.0,8.0,2.0
718066,547179,85.0,6.0,5.0,5.0,2.0
718067,605154,13.0,1.0,2.0,0.0,0.0
718068,664299,96.0,6.0,5.0,4.0,1.0
718069,665795,89.0,6.0,6.0,5.0,1.0
718070,656557,83.0,6.0,8.0,3.0,2.0
718071,656756,88.0,4.0,4.0,7.0,3.0
718072,669424,20.0,1.0,0.0,1.0,1.0
718073,674072,93.0,6.0,5.0,4.0,2.0
718074,694813,79.0,5.0,1.0,5.0,5.0
718075,641540,97.0,6.0,3.0,6.0,3.0
718077,605135,94.0,7.0,4.0,7.0,1.0
718049,593958,90.0,5.0,9.0,8.0,2.0
718050,665622,88.0,6.0,4.0,5.0,2.0
718051,691587,82.0,5.0,3.0,4.0,3.0
718053,678394,98.0,7.0,6.0,6.0,0.0
718054,502171,95.0,7.0,8.0,6.0,1.0
718055,656731,78.0,4.0,5.0,6.0,2.0
718056,641585,97.0,6.0,8.0,5.0,1.0
718057,676272,95.0,5.0,5.0,4.0,1.0
718058,680694,90.0,5.0,3.0,7.0,3.0
718059,425794,77.0,6.0,2.0,8.0,1.0
718060,669194,82.0,6.0,4.0,3.0,0.0
718061,621244,91.0,7.0,5.0,5.0,2.0
718063,656302,88.0,6.0,3.0,5.0,2.0
718064,506433,90.0,6.0,4.0,6.0,1.0
718065,543135,104.0,9.0,5.0,6.0,1.0
718034,572020,59.0,3.0,5.0,4.0,3.0
718036,645261,90.0,6.0,3.0,4.0,3.0
718037,643493,17.0,0.6699999999999999,0.0,2.0,0.0
718038,673540,106.0,5.0,6.0,6.0,5.0
718039,571510,86.0,5.0,6.0,3.0,2.0
718040,669330,95.0,5.0,8.0,5.0,2.0
718041,571927,90.0,4.0,2.0,11.0,2.0
718042,664062,88.0,6.0,4.0,3.0,2.0
718043,668678,100.0,6.0,3.0,5.0,2.0
718044,579328,86.0,5.0,5.0,8.0,2.0
718045,527048,95.0,7.0,3.0,6.0,2.0
718046,656232,90.0,7.0,3.0,5.0,1.0
718047,543101,97.0,6.0,6.0,6.0,2.0
718048,656629,92.0,7.0,9.0,2.0,1.0
718052,677960,93.0,6.0,4.0,7.0,2.0
718024,471911,100.0,7.0,4.0,5.0,2.0
718025,676664,59.0,5.0,1.0,3.0,0.0
718026,605400,98.0,6.0,7.0,8.0,2.0
718028,518397,8.0,1.0,1.0,0.0,0.0
718029,502043,96.0,7.0,3.0,2.0,4.0
718030,571945,95.0,7.0,5.0,5.0,0.0
718031,608337,89.0,4.0,4.0,6.0,6.0
718032,666201,87.0,3.0,6.0,3.0,5.0
718033,666129,82.0,6.0,3.0,6.0,3.0
718035,605483,99.0,5.0,6.0,4.0,4.0
718009,686613,88.0,7.0,10.0,4.0,1.0
718010,519242,73.0,5.0,3.0,4.0,0.0
718012,656605,97.0,7.0,8.0,7.0,2.0
718013,592332,106.0,6.0,8.0,4.0,5.0
718014,571578,108.0,7.0,6.0,7.0,4.0
718015,666200,91.0,5.0,7.0,7.0,1.0
718016,453286,102.0,7.0,8.0,6.0,0.0
718017,622072,93.0,6.0,5.0,3.0,5.0
718018,592789,94.0,6.0,3.0,8.0,1.0
718019,592836,85.0,7.0,1.0,10.0,1.0
718020,592351,92.0,7.0,8.0,4.0,1.0
718021,458681,104.0,6.0,5.0,3.0,5.0
718022,669461,91.0,5.0,2.0,5.0,2.0
718023,605397,88.0,7.0,6.0,6.0,0.0
718027,668881,110.0,6.0,11.0,0.0,2.0
717991,676477,92.0,5.0,4.0,3.0,0.0
717996,656427,101.0,7.0,4.0,7.0,1.0
717997,554430,106.0,8.0,12.0,3.0,1.0
717998,665795,94.0,6.0,5.0,4.0,4.0
717999,657277,107.0,7.0,11.0,4.0,1.0
718000,680686,91.0,4.0,4.0,4.0,3.0
718001,571760,95.0,7.0,3.0,4.0,1.0
718002,477132,83.0,5.0,6.0,6.0,2.0
718003,664285,95.0,6.0,5.0,4.0,3.0
718004,592826,53.0,2.0,3.0,7.0,1.0
718005,669947,68.0,5.0,3.0,4.0,2.0
718006,608379,92.0,7.0,4.0,5.0,0.0
718007,682227,81.0,5.0,3.0,6.0,3.0
718008,605135,93.0,5.0,5.0,9.0,2.0
718011,434378,79.0,5.0,2.0,9.0,1.0
717980,664299,88.0,5.0,3.0,4.0,3.0
717981,656557,76.0,4.0,4.0,6.0,0.0
717982,656731,81.0,4.0,3.0,10.0,2.0
717983,682847,99.0,5.0,6.0,5.0,4.0
717984,691587,79.0,5.0,3.0,2.0,4.0
717985,669022,106.0,7.0,11.0,3.0,1.0
717986,502171,95.0,4.0,5.0,7.0,4.0
717987,668933,92.0,5.0,6.0,5.0,3.0
717988,621244,94.0,6.0,5.0,4.0,5.0
717989,656302,102.0,4.0,8.0,4.0,4.0
717990,674003,78.0,5.0,5.0,5.0,1.0
717992,592229,30.0,0.6699999999999999,0.0,6.0,0.0
717993,656756,91.0,6.0,3.0,7.0,1.0
717994,694813,57.0,2.0,3.0,10.0,0.0
717995,506433,63.0,3.0,2.0,7.0,0.0
717968,543243,79.0,7.0,3.0,5.0,3.0
717969,593334,83.0,7.0,4.0,7.0,3.0
717970,647336,83.0,6.0,3.0,5.0,2.0
717971,656288,87.0,6.0,9.0,6.0,0.0
717973,592866,90.0,5.0,3.0,6.0,3.0
717974,671106,103.0,7.0,10.0,3.0,2.0
717975,622251,14.0,1.0,2.0,0.0,0.0
717976,671737,90.0,6.0,8.0,3.0,1.0
717977,666154,76.0,4.0,1.0,9.0,2.0
717978,448179,94.0,6.0,3.0,9.0,1.0
717979,543135,95.0,5.0,4.0,4.0,3.0
717952,641482,101.0,5.0,6.0,5.0,3.0
717955,607536,94.0,6.0,1.0,6.0,3.0
717956,657746,88.0,4.0,6.0,4.0,3.0
717957,663623,94.0,5.0,3.0,8.0,1.0
717958,693821,95.0,8.0,5.0,5.0,3.0
717959,542881,86.0,4.0,3.0,6.0,2.0
717960,425844,78.0,5.0,6.0,2.0,1.0
717961,663556,98.0,6.0,7.0,6.0,2.0
717962,624133,99.0,7.0,4.0,5.0,2.0
717963,677960,96.0,4.0,4.0,7.0,3.0
717964,527048,87.0,5.0,3.0,7.0,4.0
717965,605288,95.0,5.0,3.0,11.0,3.0
717966,594902,87.0,6.0,6.0,4.0,2.0
717967,615698,85.0,5.0,3.0,8.0,2.0
717972,670912,92.0,5.0,5.0,3.0,5.0
717938,686973,86.0,7.0,5.0,4.0,1.0
717939,657376,84.0,6.0,7.0,3.0,1.0
717940,659275,71.0,3.0,4.0,7.0,0.0
717943,642545,90.0,5.0,6.0,4.0,3.0
717944,605400,103.0,6.0,5.0,4.0,3.0
717945,605483,97.0,6.0,7.0,3.0,3.0
717946,669456,82.0,4.0,4.0,8.0,2.0
717947,527054,79.0,6.0,0.0,4.0,0.0
717948,596133,97.0,6.0,5.0,7.0,0.0
717949,694363,68.0,6.0,1.0,3.0,4.0
717950,621107,90.0,7.0,5.0,4.0,1.0
717951,641540,98.0,6.0,6.0,7.0,1.0
717953,656605,101.0,6.0,8.0,10.0,1.0
717954,571578,88.0,5.0,2.0,7.0,4.0
717932,668881,109.0,6.0,8.0,2.0,3.0
717933,657756,92.0,6.0,5.0,3.0,2.0
717934,592836,74.0,4.0,2.0,2.0,3.0
717936,672282,82.0,5.0,2.0,6.0,2.0
717937,676440,96.0,5.0,6.0,6.0,1.0
717941,605397,80.0,6.0,3.0,3.0,3.0
717942,642547,85.0,6.0,3.0,6.0,2.0
717917,622663,83.0,4.0,2.0,9.0,1.0
717919,450203,99.0,7.0,9.0,6.0,2.0
717920,665152,100.0,6.0,6.0,5.0,2.0
717921,592791,75.0,6.0,3.0,3.0,0.0
717922,622491,99.0,7.0,6.0,5.0,1.0
717923,502624,80.0,6.0,2.0,4.0,1.0
717924,650644,83.0,5.0,4.0,4.0,2.0
717925,681857,89.0,6.0,6.0,2.0,1.0
717926,660271,107.0,6.0,6.0,8.0,1.0
717927,660261,19.0,1.0,1.0,2.0,0.0
717929,605135,101.0,8.0,8.0,4.0,0.0
717930,656427,101.0,6.0,6.0,6.0,1.0
717931,669203,100.0,6.0,7.0,2.0,4.0
717935,554430,90.0,4.0,3.0,8.0,1.0
717885,607192,88.0,6.0,6.0,4.0,3.0
717901,675911,99.0,7.0,7.0,3.0,4.0
717903,592767,82.0,6.0,4.0,7.0,3.0
717905,543037,80.0,6.0,5.0,4.0,2.0
717906,607067,93.0,5.0,5.0,6.0,3.0
717907,656756,75.0,6.0,5.0,4.0,1.0
717908,663776,72.0,4.0,4.0,7.0,3.0
717909,596295,74.0,3.0,4.0,6.0,3.0
717910,621244,86.0,6.0,6.0,4.0,2.0
717911,665622,72.0,3.0,2.0,6.0,4.0
717912,693433,47.0,2.0,4.0,7.0,1.0
717913,671106,95.0,6.0,4.0,7.0,2.0
717914,621381,22.0,2.0,1.0,0.0,0.0
717915,547179,85.0,7.0,6.0,2.0,0.0
717916,680694,79.0,4.0,5.0,7.0,1.0
717918,665001,35.0,3.0,2.0,1.0,0.0
717888,593334,99.0,7.0,6.0,4.0,1.0
717889,573186,84.0,6.0,6.0,4.0,3.0
717890,669330,102.0,6.0,9.0,4.0,2.0
717891,571510,82.0,5.0,9.0,3.0,0.0
717892,647336,80.0,4.0,2.0,7.0,4.0
717893,607536,89.0,8.0,1.0,4.0,0.0
717894,682243,61.0,3.0,2.0,8.0,2.0
717895,663474,79.0,5.0,10.0,1.0,1.0
717896,621112,85.0,5.0,3.0,7.0,2.0
717897,605288,92.0,7.0,2.0,6.0,0.0
717898,571945,91.0,5.0,2.0,10.0,0.0
717899,656288,87.0,6.0,4.0,4.0,1.0
717900,579328,89.0,5.0,8.0,4.0,1.0
717902,624133,101.0,7.0,3.0,8.0,1.0
717904,671737,89.0,5.0,6.0,6.0,3.0
717878,656232,106.0,7.0,2.0,10.0,1.0
717879,425794,106.0,6.0,3.0,8.0,2.0
717880,543294,84.0,6.0,4.0,5.0,0.0
717883,527054,86.0,7.0,5.0,6.0,1.0
717884,676664,112.0,5.0,6.0,2.0,5.0
717886,666214,105.0,5.0,4.0,7.0,5.0
717887,672578,23.0,2.0,3.0,0.0,0.0
717928,663556,92.0,6.0,5.0,5.0,2.0
717861,669713,73.0,5.0,4.0,2.0,1.0
717864,669302,97.0,7.0,6.0,3.0,2.0
717867,502043,96.0,6.0,7.0,5.0,2.0
717868,669461,85.0,4.0,2.0,7.0,2.0
717869,605154,26.0,1.0,0.0,2.0,1.0
717870,664062,92.0,5.0,5.0,5.0,3.0
717871,686613,96.0,6.0,5.0,3.0,3.0
717872,471911,86.0,6.0,4.0,6.0,2.0
717873,572020,106.0,7.0,9.0,6.0,2.0
717874,621076,104.0,6.0,1.0,4.0,5.0
717875,641302,45.0,3.0,3.0,1.0,0.0
717876,425844,77.0,5.0,3.0,4.0,0.0
717877,608337,100.0,6.0,7.0,0.0,3.0
717881,674072,81.0,5.0,2.0,5.0,3.0
717882,686973,90.0,7.0,5.0,6.0,4.0
717850,453286,103.0,6.0,10.0,11.0,0.0
717851,665152,93.0,5.0,5.0,9.0,0.0
717852,657277,99.0,6.0,3.0,8.0,2.0
717853,592789,66.0,3.0,3.0,7.0,0.0
717854,656427,105.0,6.0,8.0,3.0,5.0
717855,592791,104.0,6.0,5.0,5.0,4.0
717856,669854,94.0,6.0,5.0,3.0,4.0
717858,676710,58.0,4.0,3.0,6.0,0.0
717859,641154,92.0,7.0,6.0,5.0,1.0
717860,543475,85.0,8.0,2.0,6.0,1.0
717863,669923,86.0,4.0,3.0,11.0,0.0
717865,663687,75.0,5.0,2.0,4.0,3.0
717866,605200,97.0,7.0,8.0,5.0,1.0
717838,592767,103.0,6.0,4.0,7.0,3.0
717840,434378,82.0,3.0,3.0,7.0,4.0
717842,571616,76.0,4.0,1.0,4.0,1.0
717843,664285,98.0,5.0,5.0,4.0,4.0
717844,477132,98.0,7.0,9.0,5.0,2.0
717845,641927,88.0,6.0,7.0,3.0,2.0
717846,502171,83.0,5.0,7.0,8.0,1.0
717848,458681,98.0,5.0,4.0,8.0,3.0
717849,680694,98.0,6.0,10.0,6.0,1.0
717857,605182,101.0,6.0,2.0,6.0,1.0
717862,663947,13.0,0.6699999999999999,1.0,0.0,1.0
717823,573186,91.0,7.0,5.0,6.0,4.0
717824,622491,109.0,6.0,10.0,6.0,1.0
717827,571760,88.0,5.0,5.0,4.0,2.0
717828,691587,82.0,5.0,6.0,5.0,2.0
717829,680686,96.0,5.0,6.0,2.0,4.0
717830,506433,100.0,6.0,6.0,5.0,4.0
717831,594580,23.0,1.0,3.0,1.0,0.0
717832,594902,92.0,7.0,8.0,10.0,1.0
717833,664299,90.0,5.0,2.0,7.0,3.0
717834,518876,92.0,7.0,5.0,7.0,2.0
717835,543243,76.0,5.0,5.0,5.0,2.0
717836,656731,79.0,4.0,1.0,8.0,3.0
717837,624647,14.0,0.6699999999999999,0.0,0.0,1.0
717839,663738,88.0,6.0,4.0,8.0,1.0
717841,676477,88.0,7.0,6.0,7.0,1.0
717809,693433,81.0,5.0,7.0,4.0,1.0
717811,676272,104.0,6.0,7.0,3.0,3.0
717812,673540,96.0,7.0,6.0,2.0,4.0
717813,543135,102.0,7.0,6.0,7.0,3.0
717814,621112,95.0,6.0,5.0,4.0,1.0
717815,641585,105.0,7.0,6.0,7.0,6.0
717816,669022,82.0,5.0,3.0,4.0,1.0
717817,671096,105.0,6.0,4.0,5.0,3.0
717818,663903,97.0,5.0,4.0,6.0,3.0
717819,677960,43.0,3.0,2.0,3.0,0.0
717820,645261,86.0,7.0,4.0,3.0,2.0
717821,669194,90.0,6.0,4.0,4.0,2.0
717822,657746,84.0,6.0,4.0,6.0,1.0
717825,656557,93.0,6.0,6.0,3.0,1.0
717826,543294,94.0,8.0,3.0,1.0,1.0
717795,666129,82.0,6.0,9.0,3.0,1.0
717796,669713,59.0,4.0,4.0,4.0,1.0
717797,668881,88.0,6.0,9.0,6.0,2.0
717798,605483,85.0,7.0,12.0,3.0,0.0
717799,669302,58.0,4.0,2.0,8.0,0.0
717800,676664,88.0,5.0,5.0,6.0,0.0
717801,527048,75.0,4.0,2.0,10.0,3.0
717802,656232,87.0,6.0,4.0,9.0,2.0
717803,471911,81.0,5.0,1.0,6.0,3.0
717804,668678,94.0,6.0,5.0,10.0,2.0
717805,686973,89.0,5.0,6.0,6.0,2.0
717806,657571,22.0,1.0,2.0,3.0,0.0
717807,592866,84.0,5.0,6.0,7.0,1.0
717808,672578,28.0,1.0,0.0,3.0,1.0
717810,678394,98.0,7.0,3.0,3.0,2.0
717785,621381,50.0,3.0,1.0,4.0,1.0
717786,666200,81.0,4.0,3.0,6.0,1.0
717789,621107,94.0,5.0,6.0,5.0,2.0
717790,450203,104.0,6.0,8.0,4.0,3.0
717791,657277,88.0,7.0,6.0,7.0,0.0
717792,542881,105.0,6.0,7.0,8.0,2.0
717793,596133,93.0,5.0,3.0,5.0,4.0
717794,657756,88.0,6.0,6.0,6.0,1.0
717772,676440,75.0,5.0,3.0,8.0,2.0
717773,665795,85.0,4.0,4.0,4.0,3.0
717774,656222,30.0,2.0,3.0,2.0,1.0
717775,554430,101.0,6.0,7.0,4.0,1.0
717776,458681,105.0,6.0,6.0,6.0,2.0
717777,682227,78.0,5.0,1.0,7.0,0.0
717778,571578,91.0,5.0,5.0,4.0,5.0
717779,622663,104.0,5.0,4.0,7.0,3.0
717780,642545,93.0,5.0,2.0,7.0,1.0
717781,502171,79.0,4.0,5.0,5.0,2.0
717782,682847,92.0,6.0,4.0,6.0,2.0
717783,669203,99.0,7.0,8.0,7.0,1.0
717787,605135,77.0,3.0,5.0,11.0,1.0
717788,502624,89.0,5.0,6.0,5.0,1.0
717757,624133,105.0,7.0,7.0,4.0,2.0
717758,650644,95.0,4.0,7.0,5.0,4.0
717759,691587,93.0,6.0,6.0,2.0,1.0
717760,605182,77.0,5.0,5.0,3.0,2.0
717761,607192,94.0,6.0,6.0,6.0,4.0
717762,680686,95.0,7.0,5.0,6.0,0.0
717763,674370,91.0,4.0,6.0,4.0,3.0
717764,594902,95.0,6.0,4.0,10.0,0.0
717765,672282,96.0,6.0,8.0,3.0,3.0
717766,543037,95.0,6.0,8.0,4.0,0.0
717767,543101,78.0,3.0,7.0,7.0,1.0
717768,596295,91.0,7.0,5.0,6.0,1.0
717769,621244,90.0,8.0,5.0,3.0,1.0
717770,675911,94.0,5.0,6.0,7.0,2.0
717771,607067,90.0,5.0,4.0,5.0,3.0
717784,689266,79.0,4.0,2.0,6.0,3.0
717746,669022,95.0,6.0,4.0,4.0,3.0
717747,670912,100.0,5.0,8.0,8.0,1.0
717748,656302,102.0,6.0,10.0,4.0,3.0
717750,671106,77.0,3.0,2.0,4.0,4.0
717751,660271,99.0,6.0,3.0,6.0,1.0
717752,571510,84.0,6.0,8.0,7.0,1.0
717753,579328,94.0,5.0,7.0,6.0,2.0
717754,607536,86.0,5.0,1.0,9.0,3.0
717755,605400,104.0,7.0,9.0,6.0,1.0
717756,671737,88.0,5.0,11.0,4.0,3.0
717731,605154,16.0,1.0,1.0,0.0,1.0
717732,663556,94.0,7.0,5.0,3.0,3.0
717733,656629,102.0,5.0,4.0,6.0,6.0
717735,592836,100.0,8.0,8.0,7.0,0.0
717736,663776,102.0,7.0,6.0,4.0,4.0
717737,671096,83.0,6.0,2.0,4.0,2.0
717738,676684,11.0,1.0,2.0,0.0,0.0
717739,657053,82.0,4.0,2.0,3.0,5.0
717740,448179,98.0,5.0,5.0,3.0,6.0
717741,592332,94.0,6.0,4.0,4.0,2.0
717742,593334,56.0,3.0,1.0,7.0,2.0
717743,571945,87.0,6.0,1.0,8.0,1.0
717744,608344,68.0,5.0,4.0,5.0,1.0
717745,659275,89.0,4.0,5.0,5.0,5.0
717749,645261,93.0,6.0,1.0,10.0,0.0
717717,621107,90.0,6.0,5.0,4.0,2.0
717718,425794,93.0,7.0,3.0,7.0,2.0
717719,669456,99.0,8.0,5.0,7.0,2.0
717720,656605,99.0,5.0,7.0,5.0,3.0
717721,622072,67.0,5.0,4.0,3.0,0.0
717722,608337,105.0,5.0,5.0,8.0,2.0
717723,670950,65.0,4.0,2.0,3.0,1.0
717724,657756,62.0,3.0,1.0,9.0,1.0
717725,650911,61.0,4.0,5.0,1.0,1.0
717726,656288,101.0,6.0,5.0,3.0,2.0
717727,668881,101.0,6.0,3.0,5.0,4.0
717728,666214,107.0,6.0,9.0,2.0,1.0
717729,502043,93.0,6.0,7.0,3.0,2.0
717734,666129,90.0,6.0,8.0,4.0,1.0
717702,657277,103.0,7.0,5.0,8.0,2.0
717703,630023,90.0,5.0,3.0,6.0,2.0
717704,458681,114.0,8.0,16.0,4.0,2.0
717705,554430,107.0,6.0,4.0,6.0,2.0
717706,676440,105.0,5.0,6.0,7.0,3.0
717707,596133,98.0,5.0,1.0,10.0,2.0
717708,665152,92.0,5.0,7.0,3.0,2.0
717709,605135,73.0,4.0,2.0,7.0,3.0
