game_pk,pitcher,np,ip,k,hits,bb
717710,682847,84.0,5.0,6.0,4.0,3.0
717711,676684,13.0,1.0,0.0,2.0,0.0
717712,542881,95.0,5.0,6.0,6.0,1.0
717713,669461,77.0,4.0,2.0,4.0,2.0
717714,666200,89.0,6.0,5.0,5.0,1.0
717715,622663,81.0,5.0,6.0,7.0,3.0
717716,502624,92.0,4.0,2.0,7.0,4.0
717730,657376,84.0,5.0,3.0,5.0,3.0
717692,543475,92.0,7.0,3.0,6.0,1.0
717693,572020,91.0,7.0,7.0,3.0,1.0
717694,453286,91.0,8.0,8.0,4.0,1.0
717695,571760,90.0,6.0,6.0,5.0,0.0
717696,518876,88.0,7.0,7.0,3.0,1.0
717697,608379,93.0,6.0,0.0,4.0,2.0
717698,592767,94.0,5.0,4.0,3.0,5.0
717699,656427,99.0,7.0,5.0,10.0,1.0
717700,621244,100.0,4.0,4.0,8.0,1.0
717701,596295,88.0,6.0,6.0,5.0,0.0
717675,543135,92.0,6.0,4.0,5.0,2.0
717678,477132,103.0,7.0,5.0,5.0,2.0
717679,686610,27.0,2.0,2.0,2.0,0.0
717680,669194,84.0,5.0,6.0,6.0,0.0
717681,663738,78.0,7.0,2.0,1.0,2.0
717682,434378,94.0,7.0,5.0,8.0,0.0
717683,676710,77.0,5.0,5.0,6.0,0.0
717684,669923,95.0,7.0,4.0,8.0,0.0
717685,663562,81.0,4.0,2.0,5.0,4.0
717686,573186,98.0,7.0,5.0,5.0,1.0
717687,680694,92.0,5.0,8.0,4.0,2.0
717688,607625,66.0,5.0,5.0,3.0,1.0
717689,675911,103.0,6.0,9.0,8.0,0.0
717690,579328,87.0,6.0,6.0,2.0,0.0
717691,656756,94.0,7.0,6.0,4.0,1.0
717662,660813,29.0,2.0,3.0,0.0,1.0
717663,621112,90.0,5.0,7.0,9.0,1.0
717665,676477,88.0,7.0,6.0,8.0,0.0
717666,622491,103.0,5.0,3.0,4.0,4.0
717667,527048,100.0,7.0,2.0,4.0,2.0
717668,663903,97.0,7.0,2.0,7.0,1.0
717669,656234,31.0,2.0,1.0,2.0,0.0
717670,656731,63.0,3.0,2.0,4.0,4.0
717671,543294,88.0,7.0,2.0,2.0,3.0
717672,668678,91.0,7.0,4.0,3.0,1.0
717673,571945,107.0,7.0,3.0,8.0,1.0
717674,506433,101.0,6.0,6.0,7.0,2.0
717676,592332,100.0,7.0,6.0,8.0,1.0
717677,669330,95.0,5.0,6.0,4.0,3.0
717652,693433,93.0,6.0,5.0,2.0,3.0
717654,656605,107.0,7.0,5.0,5.0,0.0
717657,693821,99.0,7.0,6.0,3.0,2.0
717658,621057,32.0,2.0,2.0,4.0,0.0
717659,621016,27.0,1.67,1.0,2.0,1.0
717660,676664,106.0,7.0,8.0,4.0,1.0
717661,605483,97.0,6.0,11.0,3.0,0.0
717847,674072,91.0,7.0,5.0,7.0,1.0
717641,605200,79.0,5.0,2.0,6.0,4.0
717642,571578,91.0,5.0,3.0,7.0,3.0
717643,641585,93.0,6.0,4.0,8.0,2.0
717644,663776,101.0,6.0,3.0,10.0,1.0
717645,678394,104.0,7.0,5.0,6.0,1.0
717646,621076,95.0,6.0,8.0,6.0,1.0
717647,628317,83.0,5.0,8.0,3.0,2.0
717648,489119,67.0,6.0,3.0,3.0,0.0
717649,425844,82.0,5.0,3.0,9.0,1.0
717650,700363,73.0,4.0,4.0,4.0,2.0
717651,669302,94.0,7.0,5.0,2.0,1.0
717653,682847,97.0,8.0,5.0,7.0,2.0
717655,641540,87.0,8.0,2.0,5.0,2.0
717656,673540,102.0,6.0,6.0,5.0,3.0
717625,642547,98.0,6.0,5.0,4.0,3.0
717626,669854,99.0,6.0,6.0,2.0,2.0
717628,682243,95.0,5.0,4.0,6.0,3.0
717629,572020,63.0,4.0,3.0,2.0,0.0
717630,674370,89.0,6.0,5.0,9.0,0.0
717631,694363,73.0,4.0,2.0,7.0,0.0
717632,543475,75.0,6.0,2.0,8.0,1.0
717633,641154,100.0,6.0,9.0,7.0,1.0
717634,660261,22.0,1.0,0.0,4.0,0.0
717635,453286,107.0,6.0,8.0,7.0,1.0
717636,592351,82.0,5.0,4.0,3.0,2.0
717637,657006,89.0,6.0,8.0,5.0,1.0
717638,680686,99.0,6.0,6.0,4.0,4.0
717639,518876,87.0,6.0,2.0,10.0,2.0
717640,656288,99.0,6.0,7.0,4.0,0.0
717610,669022,104.0,5.0,9.0,5.0,2.0
717612,669194,89.0,7.0,6.0,3.0,2.0
717613,669203,99.0,6.0,3.0,8.0,2.0
717614,676710,94.0,6.0,4.0,5.0,1.0
717615,686613,99.0,6.0,7.0,3.0,2.0
717616,542881,88.0,6.0,9.0,4.0,2.0
717617,665622,90.0,5.0,4.0,4.0,7.0
717618,450203,103.0,5.0,7.0,7.0,3.0
717619,663738,90.0,6.0,2.0,6.0,1.0
717620,670912,97.0,7.0,6.0,6.0,0.0
717621,641927,89.0,6.0,8.0,5.0,1.0
717622,543135,86.0,6.0,5.0,4.0,2.0
717623,573186,64.0,4.0,2.0,8.0,1.0
717624,471911,78.0,4.0,5.0,5.0,2.0
717627,669923,98.0,7.0,4.0,6.0,1.0
717602,592866,83.0,4.0,4.0,8.0,1.0
717606,571510,15.0,1.0,2.0,1.0,0.0
717607,607067,86.0,7.0,3.0,3.0,1.0
717608,656302,99.0,7.0,10.0,5.0,0.0
717609,543243,102.0,7.0,5.0,7.0,1.0
717611,682227,67.0,3.0,2.0,2.0,4.0
717590,663623,93.0,6.0,4.0,5.0,2.0
717591,668909,92.0,7.0,6.0,1.0,1.0
717592,656629,102.0,5.0,3.0,4.0,7.0
717593,671737,82.0,4.0,2.0,8.0,1.0
717594,477132,79.0,6.0,2.0,1.0,1.0
717595,666745,81.0,6.0,2.0,4.0,2.0
717596,624133,104.0,8.0,8.0,4.0,1.0
717597,527054,87.0,6.0,2.0,7.0,0.0
717598,664285,94.0,6.0,6.0,8.0,3.0
717599,666159,84.0,6.0,4.0,3.0,4.0
717600,657746,82.0,3.0,5.0,9.0,0.0
717601,671096,106.0,6.0,7.0,2.0,3.0
717603,663753,55.0,3.0,1.0,6.0,2.0
717604,676254,24.0,1.0,3.0,2.0,0.0
717605,645261,95.0,7.0,5.0,6.0,2.0
717575,621107,83.0,7.0,7.0,7.0,0.0
717576,608337,98.0,7.0,9.0,6.0,0.0
717577,671106,98.0,4.0,5.0,3.0,2.0
717578,675627,78.0,5.0,3.0,8.0,2.0
717579,593334,99.0,9.0,9.0,0.0,0.0
717580,666214,97.0,5.0,5.0,9.0,2.0
717581,489119,74.0,4.0,3.0,3.0,3.0
717582,664299,80.0,4.0,1.0,8.0,1.0
717583,666129,66.0,5.0,2.0,3.0,1.0
717584,605400,97.0,5.0,4.0,7.0,3.0
717585,605483,102.0,6.0,10.0,3.0,2.0
717586,657277,92.0,5.0,5.0,8.0,0.0
717587,571578,102.0,7.0,9.0,5.0,0.0
717588,628317,82.0,5.0,4.0,5.0,2.0
717589,596133,84.0,5.0,2.0,6.0,2.0
717560,458681,105.0,6.0,7.0,8.0,1.0
717564,676775,67.0,6.0,3.0,3.0,1.0
717565,605288,89.0,6.0,5.0,7.0,1.0
717566,641585,97.0,7.0,2.0,4.0,2.0
717567,592836,94.0,6.0,6.0,6.0,1.0
717568,641793,30.0,2.0,3.0,1.0,0.0
717569,666200,99.0,7.0,9.0,3.0,1.0
717570,681857,41.0,2.0,2.0,3.0,1.0
717571,605397,93.0,6.0,6.0,7.0,1.0
717572,686218,88.0,5.0,5.0,7.0,0.0
717573,669456,81.0,6.0,7.0,2.0,1.0
717574,657376,93.0,6.0,3.0,5.0,3.0
717548,663556,66.0,3.0,1.0,5.0,2.0
717549,674072,95.0,6.0,8.0,4.0,2.0
717551,621383,66.0,4.0,3.0,5.0,1.0
717552,547179,95.0,5.0,4.0,7.0,1.0
717553,676272,92.0,6.0,4.0,5.0,1.0
717554,669854,88.0,5.0,2.0,4.0,4.0
717555,572020,110.0,8.0,7.0,3.0,2.0
717556,502171,79.0,5.0,3.0,6.0,0.0
717557,607625,94.0,6.0,6.0,5.0,0.0
717558,663773,60.0,4.0,1.0,6.0,2.0
717559,615698,74.0,4.0,1.0,8.0,2.0
717561,641154,100.0,6.0,6.0,3.0,3.0
717562,642547,108.0,6.0,8.0,3.0,2.0
717563,680686,99.0,6.0,8.0,6.0,1.0
717533,669194,84.0,8.0,6.0,3.0,1.0
717534,607192,102.0,6.0,11.0,7.0,1.0
717535,543101,55.0,3.0,3.0,3.0,0.0
717536,691587,35.0,0.6699999999999999,0.0,7.0,0.0
717537,628711,66.0,3.0,2.0,6.0,2.0
717538,656302,87.0,6.0,5.0,6.0,3.0
717539,608379,87.0,5.0,4.0,5.0,2.0
717540,669203,99.0,7.0,7.0,1.0,2.0
717541,641927,85.0,7.0,8.0,2.0,0.0
717542,686613,91.0,4.0,6.0,10.0,0.0
717543,669022,64.0,3.0,3.0,6.0,3.0
717544,686839,26.0,2.0,1.0,1.0,1.0
717545,622663,87.0,5.0,2.0,9.0,3.0
717546,676440,96.0,6.0,9.0,3.0,2.0
717547,676710,74.0,6.0,5.0,3.0,2.0
717550,641656,29.0,1.0,2.0,3.0,0.0
717518,657053,85.0,4.0,5.0,3.0,4.0
717519,671737,73.0,4.0,3.0,9.0,1.0
717520,681869,68.0,4.0,3.0,3.0,2.0
717521,650644,94.0,6.0,2.0,3.0,1.0
717522,668678,100.0,7.0,12.0,5.0,1.0
717523,666159,96.0,5.0,4.0,5.0,0.0
717524,543037,98.0,6.0,5.0,6.0,2.0
717525,548389,24.0,2.0,2.0,0.0,1.0
717526,670970,42.0,3.0,1.0,2.0,2.0
717527,664062,81.0,4.0,3.0,6.0,3.0
717528,592866,80.0,5.0,1.0,6.0,2.0
717529,543243,87.0,6.0,7.0,2.0,3.0
717530,676477,18.0,1.0,1.0,1.0,0.0
717531,607067,89.0,7.0,3.0,5.0,1.0
717532,645261,93.0,5.0,6.0,5.0,2.0
717505,642545,87.0,5.0,5.0,5.0,0.0
717506,656605,101.0,5.0,7.0,8.0,1.0
717510,680735,81.0,5.0,4.0,7.0,2.0
717511,592767,73.0,4.0,4.0,3.0,3.0
717512,693821,92.0,7.0,1.0,7.0,2.0
717513,669330,86.0,6.0,4.0,5.0,2.0
717514,664299,88.0,5.0,4.0,9.0,0.0
717515,571945,96.0,7.0,2.0,4.0,2.0
717516,693433,88.0,6.0,7.0,3.0,2.0
717517,596133,85.0,6.0,2.0,6.0,1.0
717492,682847,67.0,4.0,3.0,9.0,1.0
717494,676664,90.0,8.0,4.0,5.0,0.0
717495,663465,73.0,6.0,3.0,4.0,1.0
717496,605135,83.0,6.0,5.0,6.0,1.0
717497,660271,86.0,6.0,5.0,7.0,4.0
717498,453286,101.0,6.0,9.0,5.0,2.0
717499,605400,104.0,8.0,12.0,5.0,1.0
717500,425844,82.0,6.0,3.0,7.0,0.0
717501,641540,89.0,6.0,4.0,6.0,1.0
717502,425794,81.0,4.0,3.0,7.0,2.0
717503,543294,95.0,6.0,5.0,4.0,1.0
717504,607536,91.0,7.0,3.0,9.0,2.0
717507,664028,86.0,6.0,3.0,5.0,2.0
717508,502043,104.0,6.0,4.0,3.0,4.0
717509,669302,105.0,9.0,7.0,5.0,0.0
717477,673540,107.0,8.0,11.0,4.0,1.0
717478,663776,85.0,5.0,5.0,2.0,4.0
717479,674370,81.0,4.0,4.0,2.0,4.0
717482,679525,91.0,5.0,5.0,3.0,3.0
717483,657006,88.0,6.0,5.0,9.0,0.0
717484,592351,94.0,6.0,2.0,9.0,3.0
717485,643493,34.0,3.0,1.0,0.0,0.0
717486,647336,99.0,5.0,4.0,5.0,3.0
717487,665152,103.0,7.0,10.0,4.0,1.0
717488,669461,21.0,0.6699999999999999,0.0,5.0,1.0
717489,502624,56.0,4.0,3.0,7.0,1.0
717490,543548,81.0,5.0,0.0,4.0,4.0
717491,592836,101.0,7.0,8.0,5.0,5.0
717493,668933,98.0,6.0,2.0,7.0,3.0
717462,670912,98.0,7.0,6.0,6.0,2.0
717467,669923,93.0,7.0,3.0,6.0,1.0
717468,621244,89.0,7.0,6.0,1.0,1.0
717469,543475,87.0,5.0,5.0,6.0,0.0
717470,471911,96.0,8.0,4.0,3.0,1.0
717471,543135,96.0,6.0,3.0,5.0,4.0
717472,650911,75.0,6.0,2.0,4.0,0.0
717473,656427,111.0,7.0,5.0,9.0,2.0
717474,573186,94.0,5.0,6.0,4.0,4.0
717475,680694,92.0,6.0,5.0,3.0,2.0
717476,663687,105.0,5.0,6.0,8.0,4.0
717480,579328,76.0,5.0,4.0,8.0,0.0
717481,682227,59.0,3.0,4.0,1.0,1.0
717448,596295,82.0,6.0,1.0,5.0,0.0
717452,448179,95.0,4.0,3.0,7.0,4.0
717453,622491,89.0,7.0,3.0,5.0,0.0
717454,434378,98.0,6.0,2.0,5.0,3.0
717455,656756,66.0,5.0,5.0,3.0,1.0
717456,656288,56.0,3.0,0.0,5.0,1.0
717457,666201,91.0,6.0,8.0,5.0,0.0
717458,608344,84.0,7.0,4.0,3.0,0.0
717459,671096,85.0,5.0,6.0,9.0,1.0
717460,450203,86.0,7.0,6.0,4.0,2.0
717461,669674,31.0,2.0,2.0,3.0,1.0
717463,663738,73.0,6.0,3.0,6.0,1.0
717464,592791,102.0,8.0,4.0,1.0,2.0
717465,674003,95.0,5.0,1.0,5.0,1.0
717466,554430,101.0,6.0,7.0,7.0,0.0
717436,656849,88.0,6.0,7.0,5.0,2.0
717437,672282,75.0,4.0,4.0,6.0,0.0
717438,624133,92.0,6.0,4.0,8.0,4.0
717439,656605,99.0,7.0,4.0,1.0,5.0
717440,693433,78.0,6.0,4.0,3.0,1.0
717441,675911,104.0,7.0,11.0,4.0,1.0
717442,592332,96.0,6.0,7.0,5.0,2.0
717443,663903,92.0,5.0,3.0,13.0,1.0
717444,596133,76.0,4.0,1.0,6.0,2.0
717445,571945,95.0,7.0,6.0,4.0,0.0
717446,669330,82.0,6.0,4.0,6.0,2.0
717447,592767,85.0,4.0,3.0,6.0,4.0
717449,643493,35.0,2.0,0.0,4.0,0.0
717450,571760,72.0,3.0,4.0,8.0,1.0
717451,657756,73.0,4.0,3.0,7.0,1.0
717422,607536,80.0,7.0,0.0,7.0,3.0
717423,453286,100.0,5.0,7.0,6.0,3.0
717424,571927,75.0,6.0,9.0,2.0,0.0
717425,669387,29.0,2.0,1.0,0.0,2.0
717426,605400,91.0,6.0,5.0,8.0,0.0
717427,594902,75.0,6.0,5.0,4.0,2.0
717428,502043,94.0,7.0,11.0,3.0,1.0
717429,693821,69.0,4.0,0.0,6.0,4.0
717430,669302,94.0,7.0,6.0,3.0,0.0
717431,605135,89.0,5.0,4.0,9.0,0.0
717432,641540,88.0,6.0,4.0,7.0,2.0
717433,543294,100.0,6.0,5.0,10.0,0.0
717434,642232,78.0,6.0,5.0,6.0,1.0
717435,676664,89.0,5.0,4.0,2.0,3.0
717405,641585,91.0,5.0,2.0,9.0,0.0
717406,593958,88.0,5.0,7.0,3.0,2.0
717407,592866,52.0,3.0,5.0,1.0,0.0
717409,628317,80.0,3.0,6.0,4.0,4.0
717410,607074,88.0,5.0,6.0,4.0,2.0
717412,669203,102.0,6.0,13.0,2.0,2.0
717413,628711,85.0,6.0,7.0,1.0,1.0
717414,656629,38.0,1.0,0.0,1.0,4.0
717415,650644,79.0,5.0,2.0,5.0,1.0
717416,548389,72.0,5.0,6.0,5.0,0.0
717417,645261,99.0,6.0,5.0,8.0,1.0
717418,506433,94.0,6.0,9.0,5.0,2.0
717419,678394,93.0,6.0,5.0,8.0,0.0
717420,669194,97.0,6.0,3.0,9.0,0.0
717389,664285,103.0,7.0,13.0,7.0,2.0
717390,547179,97.0,7.0,7.0,2.0,5.0
717392,642547,93.0,6.0,6.0,1.0,2.0
717393,542888,25.0,2.0,2.0,1.0,0.0
717394,657376,92.0,7.0,8.0,3.0,1.0
717395,458681,97.0,6.0,5.0,6.0,3.0
717396,663623,79.0,3.0,3.0,6.0,1.0
717397,677960,85.0,5.0,2.0,6.0,2.0
717398,502171,94.0,6.0,5.0,4.0,2.0
717399,641154,106.0,6.0,7.0,8.0,3.0
717400,664062,54.0,5.0,3.0,2.0,1.0
717401,666129,81.0,5.0,5.0,6.0,1.0
717402,668909,92.0,5.0,4.0,4.0,4.0
717403,572020,63.0,3.0,4.0,3.0,3.0
717404,668678,94.0,5.0,5.0,6.0,3.0
717408,605483,82.0,5.0,7.0,3.0,3.0
717411,607192,95.0,6.0,7.0,6.0,2.0
717373,681857,75.0,6.0,5.0,6.0,0.0
717376,676710,89.0,6.0,9.0,1.0,4.0
717377,676440,98.0,6.0,6.0,5.0,1.0
717378,543037,102.0,6.0,11.0,2.0,1.0
717379,657746,91.0,6.0,7.0,5.0,3.0
717380,680686,95.0,5.0,2.0,10.0,1.0
717381,664299,91.0,5.0,7.0,4.0,2.0
717382,621107,46.0,3.0,0.0,7.0,0.0
717383,605288,96.0,6.0,5.0,6.0,2.0
717384,595345,18.0,0.33999999999999997,0.0,4.0,0.0
717385,676272,77.0,5.0,5.0,3.0,1.0
717386,674072,81.0,5.0,5.0,7.0,1.0
717387,607625,92.0,6.0,5.0,7.0,0.0
717388,622072,67.0,4.0,1.0,5.0,3.0
717391,656302,99.0,5.0,6.0,3.0,3.0
717365,543243,101.0,6.0,5.0,5.0,4.0
717366,657514,20.0,2.0,2.0,1.0,0.0
717367,663556,69.0,6.0,6.0,3.0,0.0
717368,666159,81.0,6.0,3.0,4.0,0.0
717369,622663,98.0,6.0,3.0,6.0,2.0
717370,669022,106.0,7.0,6.0,6.0,2.0
717371,675540,39.0,3.0,2.0,1.0,1.0
717372,686218,94.0,5.0,2.0,5.0,3.0
717374,666200,92.0,5.0,2.0,5.0,3.0
717375,657277,86.0,7.0,7.0,4.0,0.0
717349,682175,29.0,2.0,1.0,4.0,1.0
717350,641927,90.0,6.0,5.0,7.0,0.0
717352,593334,106.0,6.0,9.0,4.0,3.0
717353,571578,99.0,6.0,6.0,6.0,1.0
717354,671737,95.0,6.0,9.0,5.0,2.0
717355,686613,99.0,6.0,7.0,6.0,0.0
717356,669373,64.0,4.0,3.0,8.0,1.0
717357,665795,74.0,6.0,6.0,2.0,3.0
717358,605200,78.0,4.0,1.0,8.0,3.0
717359,608337,100.0,4.0,5.0,6.0,5.0
717360,543101,37.0,2.0,5.0,4.0,0.0
717361,675627,91.0,6.0,4.0,5.0,2.0
717362,605397,109.0,6.0,7.0,5.0,1.0
717363,527054,80.0,5.0,3.0,7.0,2.0
717364,671106,77.0,5.0,8.0,1.0,1.0
717333,593958,89.0,7.0,7.0,4.0,0.0
717335,628317,80.0,7.0,9.0,3.0,0.0
717336,592866,98.0,5.0,1.0,7.0,2.0
717338,506433,100.0,6.0,7.0,4.0,3.0
717339,607074,87.0,5.0,3.0,4.0,5.0
717340,669194,84.0,7.0,5.0,3.0,1.0
717341,657053,107.0,6.0,3.0,4.0,4.0
717342,548389,76.0,6.0,2.0,4.0,0.0
717343,628711,93.0,5.0,2.0,8.0,2.0
717344,678394,67.0,4.0,3.0,5.0,2.0
717345,656232,92.0,6.0,4.0,1.0,3.0
717346,641793,51.0,4.0,4.0,5.0,0.0
717347,607067,74.0,5.0,3.0,5.0,0.0
717348,650644,88.0,6.0,3.0,5.0,1.0
717351,645261,103.0,6.0,7.0,8.0,2.0
717322,571927,97.0,5.0,6.0,3.0,1.0
717323,641585,93.0,8.0,5.0,6.0,1.0
717327,641154,98.0,5.0,7.0,6.0,2.0
717328,502043,91.0,7.0,8.0,7.0,2.0
717329,669203,100.0,8.0,10.0,2.0,1.0
717330,656629,89.0,6.0,5.0,2.0,4.0
717331,605483,106.0,5.0,4.0,5.0,7.0
717332,547179,89.0,7.0,3.0,3.0,1.0
717334,502171,85.0,5.0,0.0,9.0,4.0
717337,668678,99.0,7.0,5.0,5.0,0.0
717310,664285,96.0,5.0,4.0,6.0,2.0
717311,579328,78.0,6.0,8.0,5.0,1.0
717312,670912,75.0,4.0,4.0,3.0,3.0
717313,647336,87.0,6.0,4.0,6.0,2.0
717314,458681,100.0,7.0,6.0,8.0,3.0
717315,624133,94.0,5.0,5.0,8.0,2.0
717316,664062,92.0,5.0,6.0,2.0,3.0
717317,607625,99.0,6.0,7.0,6.0,3.0
717318,679525,97.0,6.0,3.0,5.0,2.0
717319,663567,77.0,5.0,3.0,3.0,1.0
717320,680694,93.0,6.0,5.0,6.0,1.0
717321,674072,88.0,5.0,2.0,4.0,4.0
717324,673540,63.0,4.0,3.0,3.0,1.0
717325,656427,104.0,6.0,6.0,8.0,1.0
717326,622072,75.0,5.0,1.0,5.0,2.0
717293,656302,96.0,6.0,9.0,3.0,2.0
717295,664299,97.0,6.0,5.0,1.0,6.0
717296,642216,71.0,5.0,5.0,5.0,1.0
717297,621366,21.0,2.0,3.0,0.0,0.0
717299,680232,75.0,5.0,1.0,6.0,1.0
717300,680570,93.0,6.0,6.0,3.0,2.0
717301,592332,87.0,6.0,9.0,5.0,0.0
717302,554430,109.0,7.0,8.0,5.0,1.0
717303,694297,89.0,6.0,6.0,4.0,0.0
717304,663903,98.0,6.0,9.0,5.0,1.0
717305,676272,85.0,6.0,6.0,7.0,0.0
717306,502624,93.0,6.0,6.0,7.0,1.0
717307,657277,51.0,2.0,2.0,5.0,1.0
717308,571945,102.0,5.0,3.0,11.0,1.0
717309,453286,93.0,6.0,7.0,6.0,2.0
717278,656605,101.0,5.0,7.0,9.0,1.0
717279,686613,88.0,6.0,4.0,6.0,2.0
717281,666201,91.0,6.0,6.0,3.0,4.0
717283,605400,85.0,7.0,7.0,6.0,0.0
717284,686218,90.0,4.0,4.0,8.0,5.0
717285,608337,101.0,5.0,9.0,6.0,3.0
717286,656756,98.0,6.0,4.0,6.0,2.0
717287,693821,105.0,6.0,2.0,4.0,2.0
717288,605397,92.0,6.0,6.0,7.0,1.0
717289,614179,28.0,2.0,1.0,5.0,0.0
717290,518397,16.0,1.0,0.0,2.0,0.0
717291,669330,77.0,5.0,5.0,1.0,4.0
717292,621389,41.0,3.0,2.0,2.0,0.0
717294,543475,93.0,5.0,3.0,9.0,1.0
717298,471911,58.0,3.0,2.0,10.0,2.0
717268,425794,76.0,5.0,3.0,4.0,2.0
717271,621244,94.0,5.0,3.0,5.0,4.0
717273,668933,110.0,6.0,8.0,5.0,4.0
717274,592351,82.0,5.0,6.0,7.0,3.0
717275,622491,104.0,7.0,9.0,4.0,2.0
717276,682990,89.0,6.0,4.0,4.0,3.0
717277,642232,99.0,6.0,1.0,6.0,0.0
717280,665152,95.0,7.0,3.0,3.0,2.0
717282,656234,28.0,2.0,0.0,1.0,0.0
718558,548389,87.0,7.0,3.0,10.0,0.0
717255,666720,44.0,2.0,3.0,2.0,1.0
717256,605135,105.0,6.0,6.0,4.0,4.0
717258,448179,83.0,5.0,3.0,7.0,2.0
717259,571927,93.0,6.0,6.0,5.0,1.0
717260,425844,71.0,5.0,1.0,4.0,0.0
717261,450203,80.0,4.0,1.0,6.0,5.0
717262,671096,113.0,6.0,9.0,7.0,1.0
717263,543294,87.0,7.0,4.0,4.0,1.0
717264,669923,89.0,4.0,9.0,7.0,1.0
717265,656288,93.0,5.0,8.0,7.0,0.0
717266,434378,98.0,6.0,6.0,2.0,4.0
717267,502043,92.0,6.0,5.0,4.0,0.0
717269,596295,87.0,6.0,4.0,6.0,0.0
717270,665795,53.0,2.0,0.0,4.0,2.0
717272,605463,12.0,1.0,2.0,1.0,0.0
717239,571760,90.0,5.0,3.0,4.0,3.0
717240,573186,85.0,4.0,4.0,9.0,2.0
717242,675911,91.0,7.0,10.0,6.0,1.0
717244,656427,95.0,6.0,4.0,8.0,2.0
717245,680694,84.0,7.0,3.0,7.0,2.0
717246,670912,90.0,6.0,5.0,3.0,2.0
717248,500779,94.0,6.0,5.0,6.0,3.0
717249,679525,75.0,3.0,3.0,5.0,4.0
717250,682243,92.0,6.0,7.0,8.0,0.0
717251,676206,49.0,3.0,4.0,3.0,1.0
717252,645261,97.0,9.0,7.0,5.0,1.0
717253,579328,103.0,6.0,8.0,7.0,2.0
717254,594902,89.0,7.0,3.0,8.0,0.0
717257,663567,78.0,6.0,2.0,3.0,1.0
717233,676440,97.0,7.0,6.0,6.0,2.0
717238,657006,92.0,6.0,4.0,5.0,3.0
717241,680686,106.0,6.0,4.0,2.0,3.0
717243,660271,111.0,9.0,8.0,1.0,3.0
717247,663776,97.0,5.0,4.0,4.0,2.0
717220,676710,86.0,6.0,7.0,3.0,1.0
717223,669302,93.0,7.0,5.0,9.0,0.0
717224,641540,90.0,5.0,4.0,5.0,3.0
717225,682227,77.0,6.0,2.0,8.0,4.0
717226,669713,35.0,2.0,4.0,2.0,1.0
717227,676664,92.0,5.0,5.0,4.0,1.0
717228,675540,54.0,3.0,0.0,2.0,3.0
717229,663556,86.0,5.0,6.0,8.0,0.0
717230,669022,95.0,5.0,2.0,5.0,4.0
717231,605288,90.0,5.0,2.0,8.0,2.0
717232,543243,80.0,6.0,5.0,5.0,0.0
717234,554430,90.0,7.0,11.0,3.0,1.0
717235,608337,73.0,6.0,5.0,6.0,0.0
717236,681857,88.0,6.0,2.0,8.0,0.0
717237,543037,110.0,7.0,5.0,3.0,0.0
717205,596133,87.0,6.0,2.0,2.0,2.0
717207,641927,90.0,4.0,5.0,11.0,0.0
717209,527048,98.0,6.0,1.0,9.0,3.0
717210,693433,73.0,5.0,0.0,7.0,2.0
717211,527054,82.0,5.0,4.0,11.0,0.0
717212,621112,106.0,6.0,7.0,9.0,0.0
717213,592791,84.0,6.0,4.0,2.0,4.0
717214,671737,86.0,4.0,4.0,3.0,4.0
717215,571578,93.0,6.0,2.0,6.0,0.0
717216,605400,98.0,5.0,6.0,9.0,3.0
717217,671106,90.0,6.0,4.0,8.0,3.0
717218,689225,37.0,2.0,2.0,3.0,0.0
717219,657376,96.0,5.0,2.0,5.0,1.0
717221,572020,104.0,5.0,5.0,8.0,2.0
717222,672282,91.0,5.0,5.0,3.0,2.0
717191,674003,76.0,3.0,5.0,4.0,3.0
717193,622491,102.0,6.0,7.0,2.0,1.0
717194,668933,85.0,6.0,2.0,5.0,0.0
717195,543294,93.0,7.0,2.0,8.0,1.0
717196,641793,82.0,5.0,4.0,8.0,0.0
717197,657514,27.0,2.0,2.0,1.0,1.0
717198,628317,94.0,5.0,7.0,4.0,2.0
717199,665622,91.0,6.0,6.0,6.0,0.0
717200,622663,80.0,4.0,5.0,10.0,2.0
717201,542881,101.0,7.0,2.0,7.0,1.0
717202,669373,78.0,5.0,4.0,6.0,0.0
717203,592866,89.0,4.0,2.0,7.0,4.0
717204,650644,81.0,6.0,4.0,3.0,2.0
717206,607067,80.0,5.0,8.0,5.0,2.0
717208,650911,73.0,5.0,3.0,0.0,2.0
717179,607625,104.0,7.0,9.0,5.0,3.0
717181,601713,104.0,8.0,10.0,5.0,0.0
717184,592789,68.0,6.0,0.0,2.0,2.0
717185,607192,94.0,7.0,8.0,3.0,2.0
717186,502043,97.0,7.0,5.0,4.0,2.0
717187,681217,63.0,5.0,4.0,3.0,0.0
717188,671096,76.0,4.0,5.0,5.0,3.0
717189,592836,100.0,7.0,4.0,6.0,2.0
717190,669194,95.0,7.0,1.0,5.0,3.0
717192,669203,95.0,6.0,5.0,4.0,3.0
717167,678394,86.0,6.0,7.0,8.0,2.0
717168,669947,80.0,6.0,6.0,3.0,1.0
717169,658648,88.0,4.0,7.0,5.0,3.0
717170,500779,89.0,7.0,2.0,6.0,2.0
717171,686610,86.0,4.0,5.0,1.0,3.0
717172,668909,93.0,5.0,6.0,4.0,4.0
717173,594902,94.0,4.0,2.0,13.0,2.0
717174,641154,94.0,6.0,5.0,4.0,0.0
717175,621107,72.0,6.0,5.0,3.0,0.0
